,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율,매출액순이익률,CASH FLOW 대 매출액비율,CASH FLOW 대 부채비율,이자보상배율(이자비용),금융비용 대 총비용비율,설비투자효율,CASH FLOW 대 총자본비율,자본금회전률,총자본투자효율,총자본회전률,자기자본순이익률,매출채권회전률,유형자산회전율,부채비율,유동비율,자기자본배율,당좌비율,순운전자본비율,현금비율,타인자본회전률,총자본순이익률,매출액(수익)(*),매출액총이익률,매출원가 대 매출액비율,차입금의존도,재고자산회전률,총자산부채비율,유보이익대총자산비율,자기자본비율,판매관리비대매출액,고정비율,log총자산,총자본증가율,유동자산증가율,매출액증가율,총자산영업이익률,순이익률,이자비용/부채,영업이익증가율,순이익증가율
51,디젠스(주),113810,17-Dec,제조업,129.71,-9.94,8.73,9.02,-1.88,2.08,49.72,5.63,5.04,15.02,0.61,-15.86,3.21,1.89,165.92,62.02,293.81,50.77,-18.53,0.05849808296616384,0.99,-6.09,54509376.0,8.1,91.9,39.82,10.52,0.6239530484853122,0.10978669258065103,0.3760469515146878,0.13115782136269546,1.8548423808775691,7.92675653726953,-13.109720266134694,-25.69404713650418,-15.630596153819365,-0.030728493802102172,-0.09879426313557367,0.016363729179409175,-210.3348320353815,-428.00495640446394
53,럭슬(주),33600,17-Dec,제조업,185.44,-40.0,-12.09,-8.14,-5.59,1.93,4.16,-5.64,4.43,3.09,0.47,-53.67,6.11,0.63,225.32,21.88,291.99,20.18,-44.53,0.0012875833660201464,0.71,-18.61,25472189.0,-12.46,112.46,48.2,22.62,0.6926062099281398,-0.019551541562832942,0.30739379007186024,0.07231443673725882,2.8473331527856702,7.737346734227282,-20.741039683539274,-11.01019507251223,-34.27606181740512,-0.09161478964622241,-0.28485161469161546,0.01638863656599209,1.284038209060484,16.24691762702673
55,영신금속공업(주),7530,17-Dec,제조업,337.63,-17.17,-0.75,-0.96,-1.06,1.32,11.95,-0.79,37.13,7.1,1.0,-69.33,7.37,1.74,457.01,45.95,634.47,28.48,-32.76,0.008461647025704537,1.33,-17.16,116841451.0,17.5,82.5,61.34,9.53,0.8204707769746165,0.12472677770325123,0.17952922302538352,0.19188802268468919,4.018599297000682,8.046103795241322,-47.31837170745167,-8.063901095892156,-0.10432146125898267,-0.016835350785678563,-0.2280066192604979,0.015888968512358617,-175.3559757906595,-803.0347992936246
57,이엘케이(주),94190,17-Dec,제조업,231.23,-3.66,-8.36,-18.88,0.28,1.96,48.33,-13.2,10.29,13.45,1.48,-24.56,7.41,5.15,232.52,81.37,143.98,48.76,-12.95,0.005133766253596409,1.9,-5.42,249605814.0,4.47,95.53,49.43,8.69,0.6992632970440412,-0.7361415252209517,0.30073670295595883,0.038902258903312247,1.4435613531479696,8.198740032027901,77.31103645239699,-2.09990669825596,42.799046117725624,0.00865970940537335,-0.06959150123633823,0.03141941375664966,3400.4882995416147,88.4246334153445
59,크로바하이텍(주),43590,17-Dec,제조업,65.21,-2.49,7.27,15.68,-1.77,0.83,33.14,6.67,7.88,14.46,0.86,-3.83,4.92,2.06,74.06,132.29,493.09,92.03,12.1,0.14739350995552522,1.96,-2.14,51224613.0,7.67,92.33,24.52,5.99,0.42547550831286857,0.1457496522588035,0.5745244916871315,0.0966979096552667,0.8779130069817224,7.746528795797072,-6.811622030923459,-18.395113496003702,-2.536842921405291,-0.017213802628977575,-0.048677677583218344,0.0097283027048972,-163.22974789936754,-19.31592006016936
61,한솔신텍(주),99660,17-Dec,제조업,308.59,-36.23,3.68,2.9,-4.69,3.79,-12.93,2.28,3.95,-4.09,0.58,-72.21,1.5,1.9,366.3,80.74,136.89,73.52,-12.75,0.08454163290845323,0.82,-21.02,126486151.0,-11.72,111.72,35.62,15.1,0.7855465669290647,-0.3904993143421804,0.21445343796759928,0.12362820653780507,2.171554868529135,8.31009969880321,-47.31683417560855,-11.539686353973266,-21.150950261884805,-0.13970772247520963,-0.29648910911815435,0.029791794218023852,-388.3472493472712,-2287.2776416435263
63,(주)내츄럴엔도텍,168330,17-Dec,"전문, 과학 및 기술 서비스업",11.42,-104.4,-138.97,-42.45,-1.94,12.94,-2.23,-16.89,0.93,-0.89,0.11,-20.97,6.4,0.3,66.09,704.18,452.38,525.36,41.55,0.06939651200297921,0.27,-12.0,9238808.0,36.03,63.97,33.81,1.18,0.3979161007970584,0.08063128128422355,0.602083886045733,0.9380824885634597,0.8566364782124913,7.8808362435759465,-0.9697231223622538,-25.39846673273658,40.920985597969505,-0.06639699144494227,-0.2802982406608351,0.03425392722085156,42.89274689657518,25.157456369807175
65,(주)베노홀딩스,206400,17-Dec,건설업,14.91,-54.7,-38.32,-209.38,-1537.93,-0.21,-2756.48,-36.86,5.53,-16.12,0.94,-61.03,12.67,180.49,21.37,611.55,393.55,611.55,62.86,0.4261683642289672,6.14,-51.65,18888947.0,0.0,0.0,0.51,0.0,0.1760446119372581,-0.822886025667142,0.8239553880627419,1.4309527683041305,0.30160432031570433,7.293053023427832,-8.517566413473398,-7.3362091453031075,-6.710805599817027,-0.4068647318779308,-3.3605286205502605,0.0002645541123619744,-143.9672074744037,-71.62911923824862
67,(주)셀바스에이아이,108860,17-Dec,정보통신업,23.67,-41.15,5.55,4.09,1.65,3.44,43.87,1.47,1.62,4.67,0.26,-16.28,3.44,1.29,55.88,136.86,392.62,136.86,5.6,0.12180566193205966,0.73,-10.54,17824699.0,0.0,0.0,23.97,182.02,0.358479235027353,-0.07357123730062341,0.6415207797891759,0.9485094811418695,1.2348615604780149,7.829253526878458,-7.501419439145662,17.367835416534348,29.191615746553158,0.013192607623962932,-0.2991977241549444,0.00799785055439543,225.97733285102265,-125.9793392656234
69,(주)씨씨에스충북방송,66790,17-Dec,정보통신업,16.04,-33.53,20.55,39.31,-2.17,1.74,0.39,10.29,0.53,0.24,0.48,-21.86,6.37,0.75,35.45,181.26,77.44,181.26,9.62,0.02409313257846239,1.89,-16.25,21263187.0,19.55,80.45,16.49,0.0,0.2617462855357933,-0.33598675138048845,0.7382537144642067,0.24915281984774906,1.063795942352821,7.628016748857604,-7.512419140611404,27.92306445376507,1.6558479494699796,-0.026009020283349858,-0.6330592451416854,0.011982678943194094,12.600662032084742,-233.50553436498043
71,(주)액션스퀘어,205500,17-Dec,정보통신업,22.98,-133.42,-50.23,-41.27,999999999.0,-1.18,182.66,-19.17,0.75,29.2,0.35,-68.03,33.76,3.79,86.73,548.33,105.8,548.33,55.17,0.1967417733021124,1.16,-47.2,9402123.0,0.0,0.0,0.0,0.0,0.46447495070128764,-0.8267770236928104,0.5355250492987124,2.145910982019699,0.6073413032879929,7.391570882927203,-44.30317288142119,-28.68192972271666,137.54222054352044,-0.4054172860753221,-1.5421282365621074,0.0,5.685294980423169,-43.50814884707192
73,(주)에이트원,230980,17-Dec,정보통신업,137.23,-3.69,9.65,6.16,-1.68,1.51,1546.34,3.65,9.05,20.18,0.38,-3.43,2.03,5.17,145.51,39.52,974.99,39.52,-33.8,0.013623436169730444,0.64,-1.4,8199432.0,9.49,90.51,51.48,0.0,0.5926922544564686,-0.0023266882245619887,0.4073077455435314,0.13566488507984456,1.9127331396450267,7.336088543680908,3.9687913273504627,-37.14114818408508,-0.9940882131334372,-0.021375207344958395,-0.043368629626217146,0.012704519888333411,-159.93463970270565,85.99843356845227
75,(주)엠피대산,65150,17-Dec,도매 및 소매업,318.22,-19.09,-11.76,-19.3,-2.47,4.22,204.2,-14.95,10.09,25.16,1.0,-68.11,15.04,4.31,343.53,21.09,178.95,18.12,-56.61,0.013606292725427791,1.39,-19.04,81521073.0,46.5,53.5,30.97,52.59,0.7745351149146785,-0.18586611197281788,0.22546488508532145,0.5997733248677921,3.7640982708802384,7.8071037665945315,-53.68675488908825,-35.50978159170628,-16.007631294509984,-0.13449351439400198,-0.26433176917159695,0.054452825185870274,-23.370708832852834,-18.141644831145427
77,(주)유테크,178780,17-Dec,도매 및 소매업,231.38,-100.4,-24.59,-13.0,-5.17,3.9,-45.3,-10.05,3.94,-22.78,0.37,-109.2,2.36,0.74,340.45,60.14,210.35,59.06,-20.94,0.03459823900023461,0.56,-37.23,20919273.0,7.41,92.59,66.45,25.03,0.7729610757508908,-0.25542538031899925,0.22703890472158694,0.45012343402182287,3.012952269582254,7.7093528592015215,-56.67893970104301,-37.12805993762993,-19.40765418117373,-0.13942220339996245,-0.5648099353313141,0.026942895982706525,7.072180869690141,-84.105895941434
79,(주)제이테크놀로지,35480,17-Dec,"예술, 스포츠 및 여가관련 서비스업",69.27,-246.12,-134.5,-39.72,-4.22,8.38,-98.29,-16.74,0.36,-5.59,0.11,-42.2,6.65,2.18,72.84,142.66,165.74,141.89,17.09,0.004702528558278734,0.32,-27.49,8116103.0,-54.47,154.47,17.27,35.12,0.4214437277285156,-0.32297004534758544,0.5785562722714843,1.0142739686768392,0.740304306937302,7.814342683823279,-33.748222331987876,6.964447809110186,-66.79740126279547,-0.1741415575871672,-0.7889360536917142,0.04126791765078987,33.030750606710946,10.329490667169445
81,(주)지유온,111820,17-Dec,정보통신업,6.1,0.03,-35.15,-140.7,0.68,-0.33,259.16,-9.98,2.57,8.09,0.29,0.01,2.47,8.8,7.63,1258.87,829.21,1229.98,65.69,0.07292075239682377,3.59,0.01,25220002.0,39.96,60.04,3.39,20.28,0.07093197389955783,0.14096965102329564,0.9290680261004421,0.3875777250136618,0.3082825356610093,7.948524767543609,3.5730367883323844,-2.295026867061578,-33.56330823508809,0.003440487598002433,0.0011141097920473084,0.005057526073996492,-75.54017194824934,-98.79179072111326
83,(주)티사이언티픽,57680,17-Dec,정보통신업,285.32,-10.63,-3.68,-4.55,-2.04,2.99,-172.17,-3.61,4.58,-1.16,1.3,-55.15,11.5,22.7,383.24,94.3,90.44,94.3,-3.37,0.3549394471434249,1.74,-13.83,44382402.0,6.01,93.99,50.56,0.0,0.7930620109796536,-0.48071462165935597,0.20693798902034646,0.13452108788523884,2.1419272368938262,7.655881336182309,21.010707373758454,151.29528668566707,49.05806814070333,-0.09676073708142661,-0.1846194041510563,0.04741862000678186,49.53625343651857,56.47498066254466
85,KD(주),44180,17-Dec,건설업,92.22,-99.13,-92.27,-35.19,-12.17,2.36,-95.46,-18.88,0.56,-5.91,0.24,-43.54,218.61,1.96,115.77,149.04,109.11,63.87,20.96,0.0007588941026346807,0.54,-24.03,17135925.0,0.0,0.0,0.0,0.0,0.5365523643796963,-0.1880014368035184,0.4634476356203037,0.6598871085161729,0.7832330749808869,7.922954878175036,-1.0496758312058319,21.326160733495602,-44.123551272980045,-0.14419622575207652,-0.5363412290371912,0.01184385896574683,-786.265210793284,-5404.0885402843305
87,디엑스앤브이엑스(주),180400,17-Dec,"전문, 과학 및 기술 서비스업",4.77,-80.14,-38.86,-6.68,-17.41,-0.82,13.85,-3.19,2.23,1.32,0.11,-12.72,7.11,1.04,91.24,2702.51,982.47,2666.1,64.92,0.6464215837655592,0.34,-8.64,4670448.0,13.82,86.18,43.99,9.77,0.4770920580394193,-0.10446804117179313,0.5229079419605808,0.8339167891388578,0.6232521798736121,7.755687497196925,2.5490407124162617,80.5053605122871,-8.381305929612992,-0.07497648152110285,-0.2690188156948809,0.0043063599394279175,-376.661395190536,-680.5669383950301
89,마이크로로봇(주),182690,17-Dec,도매 및 소매업,29.16,-77.89,-22.15,-47.5,-1144.37,-0.33,-14.48,-12.57,1.15,-5.96,0.5,-46.66,3.64,1.22,35.98,187.89,149.55,148.5,18.85,0.021071939537220207,3.01,-38.92,8057153.0,-21.82,121.82,14.08,6.83,0.26460972363425067,-0.21797713154718992,0.7353902763657494,0.4234036513890204,0.8119680339194356,7.15233109887607,-36.54083869073086,-38.17661216375639,-53.87277026854503,-0.32055538973781167,-2.3459945643326243,0.00028011588376127233,-20.048891805861537,-42.93666322826743
91,커머스마이너 (주),223310,17-Dec,정보통신업,230.5,-173.65,-44.88,-16.62,-4.67,6.55,-395.95,-11.62,2.61,-29.79,0.33,-115.95,3.11,6.09,232.53,49.01,214.51,39.99,-35.35,0.158955063734161,0.66,-57.58,14673045.0,-8.72,108.72,37.8,3.22,0.6992793106705533,-0.37001146495459786,0.30072067168318206,0.8850730029111203,2.1957731680789454,7.753347212025146,-36.667061221463605,-31.686259512916937,-55.34239703673837,-0.3223838024799475,-1.1438617953198895,0.06905363645297379,-304.1819864789936,-1033.1914607846932
