회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),유동부채비율(IFRS),매출액순이익률(IFRS),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 부채비율(IFRS),이자보상배율(이자비용)(IFRS),금융비용 대 총비용비율(IFRS),설비투자효율(IFRS),CASH FLOW 대 총자본비율(IFRS),자본금회전률(IFRS),총자본투자효율(IFRS),총자본회전률(IFRS),자기자본순이익률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),부채비율(IFRS),유동비율(IFRS),자기자본배율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),현금비율(IFRS),타인자본회전률(IFRS),총자본순이익률(IFRS),부채(*)(IFRS연결),자산(*)(IFRS연결),현금및현금성자산(*)(IFRS연결),자본(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(결손금)(*)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결),이자비용(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),유동자산(*)(IFRS연결),재고자산(*)(IFRS연결),매출원가(*)(IFRS연결),매출총이익(손실)(IFRS연결),부채(*)(IFRS),자산(*)(IFRS),현금및현금성자산(*)(IFRS),자본(*)(IFRS),비유동자산(*)(IFRS),이익잉여금(결손금)(*)(IFRS),매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),이자비용(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),유동자산(*)(IFRS),재고자산(*)(IFRS),매출원가(*)(IFRS),매출총이익(손실)(IFRS)
(주)씨유전자,56340,Dec-12,63.35,-37.56,12.26,20.63,-5.26,-1.98,-50.75,8.26,1.74,-11.57,0.57,-34.72,7.23,2.22,66.79,79.04,153.18,74.26,-7.96,3.85,1.5,-21.46,28.28,-500.42,65.59,18.06,-1.94,-6.61,-355.81,4.34,0.14,-34.94,0.06,-35.94,0.89,0.65,31.61,138.82,158.37,138.64,8.34,2.41,0.26,-28.07,26874997,67112339,981348,40237341,46966322,-5150306,45210924,-16980956,1654000,7861129,-8695427,1560000,13836301,2273874,20146017,1216691,46045221,-834298,13149311,54749636,283016,41600325,38418477,-5335563,3620244,-18116569,1230344,2404780,-2383666,1560000,6109250,2274172,16331159,20720,3599129,21114
(주)씨유전자,56340,Dec-13,75.3,-233.01,51.86,36.17,-5.19,2.32,-342.18,17.03,0.41,-65.25,0.22,-87.01,2.35,1,88.98,31.59,65.94,27.05,-27.26,3.36,0.51,-50.16,69.11,-721.69,16.22,4.01,-4.73,2.9,-412.61,1.82,0.13,-73.4,0.08,-85.22,1.32,0.64,83.26,16.56,63.73,16.56,-31.47,0.12,0.25,-58.2,15410815,32731159,438761,17320344,28610884,-30298453,10747046,-25041773,943961,6492699,-4898347,1482256,6192510,1903292,4120275,591831,9152695,1594351,13938625,30679955,14106,16741329,28764358,-30194558,3444538,-24858995,928000,5142190,-4385573,1482256,5751790,1902807,1915598,0,2687922,756617
(주)아라온테크,41060,Dec-10,20.51,-173.88,-97.03,-37.41,-7.31,3.02,-73.46,-10.45,0.12,-1.32,0.11,-24.12,3.79,4.48,38.75,76.48,79.75,68.96,-3.48,18.19,0.49,-19.43,8.95,-151.52,-54.7,-82.16,-28.04,-1.65,-7649.61,-7,0.12,-15.88,0.13,-21.12,3.78,73.67,9.31,160.55,81.3,145.95,4.96,36.95,1.74,-19.56,18794619,67303106,1809793,48508487,59692744,-72113882,7245337,-12598010,392976,3290535,-2872158,0,704500,0,7610362,748237,7303542,-58205,4847804,56909077,1721721,52061273,49427500,-61187928,7281701,-11033537,392976,3290535,-11020943,0,0,0,7481577,680712,7303542,-21841
(주)아라온테크,41060,Dec-11,24.5,-623.12,-99.17,-273.42,-68.88,0.96,-10283.29,-54.65,0.2,-301.03,0.18,-143.78,2.54,8.94,24.98,304.41,129.7,304.41,40.07,40.06,0.66,-110.17,18.8,-680.64,-61.68,-176.92,1.12,0,-45229.54,-28.53,0.18,-303.46,0.18,-137.31,2.36,60.81,19.23,334.26,146.86,334.26,36.95,40.96,1.81,-123.56,2570424,12861190,1010004,10290766,5186477,-58590575,7086881,-44159842,469623,2014189,-32346395,0,160000,0,7674712,0,6513541,573340,2240337,13892755,897349,11652418,6568979,-47293458,6426493,-43741343,465803,1578041,521972,0,0,0,7323776,0,5781970,644522
(주)아라온테크,41060,Dec-12,49.4,-35.85,-9.98,-58.88,10.82,-0.12,-13948.33,-19.67,2.57,-54.18,1.95,-95.01,7.53,116.17,50.16,263.46,74.09,263.46,53.77,17.2,7.31,-69.73,41.67,-36.44,-6.99,-41.49,15.57,-0.16,-15783.59,-12.34,2.54,-51.17,1.76,-83.16,7.66,353.17,42.32,267.26,86,267.26,48.97,16.18,7.68,-64.11,4186119,12531524,708868,8345405,1670752,-67403683,24695763,-8853325,82310,2421491,890686,0,0,0,10860772,0,21383586,3312177,4100088,13787246,653016,9687159,2999498,-56126465,24352622,-8873224,74084,2254216,1153816,0,0,0,10787749,0,20944590,3408032
(주)아라온테크,41060,Dec-13,12.06,17.16,-6.48,-21.59,-9.41,-0.29,197.89,-2.45,0.34,27.82,0.34,7.6,1.6,5.2,12.79,378.69,80.2,378.69,29.79,49.64,1.44,5.81,12.06,-17.7,-2.29,-7.63,-9.41,-0.32,89.2,-0.86,0.34,12.54,0.32,-7.28,1.61,5.21,12.79,378.69,80.2,378.69,29.79,49.64,1.47,-5.68,1155166,10188332,540595,9033166,6064381,-66716418,3849551,660469,197357,1871063,-1856943,0,257400,0,4123951,0,3835432,14120,1155166,10188332,540595,9033166,6064381,-56780953,3849551,-681284,197357,1871063,-1856943,0,257400,0,4123951,0,3835432,14120
(주)아이디에스,78780,Dec-10,79.9,-4.38,4.79,16.99,-4.7,0.17,-12.59,8.81,31.51,-5.95,1.86,-15.7,15.46,3.54,107.76,98.12,758.02,83.22,-0.72,29.47,3.88,-8.16,62.51,0.82,4.83,17.15,1.94,0.11,10.37,7.75,31.1,2.73,1.79,2.5,15.59,5.55,82.48,123.76,977.14,109.69,8.14,28.77,4.31,1.46,64195219,123766301,14025832,59571081,77065508,12917662,227834938,-9984360,1573506,9627753,-7390364,2937500,19200000,1922150,46700792,7093415,225597548,2237390,63336771,140128410,13812818,76791639,80714420,24741734,224894495,1839713,1906703,5045475,3689812,2937500,19200000,1922150,59413991,6754807,216159208,8735287
(주)아이디에스,78780,Dec-11,155.59,-5.49,3.58,10.76,-4.66,0.09,-23.3,6.66,29.96,-10.35,1.88,-23.99,13.37,3.96,162.18,79.19,613.94,68.46,-12.35,29.15,3.31,-10.33,93.76,-1.34,4.48,14.27,1.43,0.05,-8.86,7.07,29.35,-2.42,1.61,-4.11,11.37,5.7,98.06,96.79,939.97,90.52,-1.52,30.02,3.4,-2.16,78248649,126496638,21884573,48247990,67047242,-13654,235435021,-12931316,2047220,10707862,-9538203,2787500,28449932,1450000,59449396,8056402,234265362,1169659,72438903,146309464,20792150,73870561,79269351,21647932,230626841,-3093803,2066992,4561835,2961678,2787500,25000000,1450000,67040113,4348486,223103329,7523513
(주)아이디에스,78780,Dec-12,131.8,-4.09,-2.54,-8.6,-2.65,0.45,55.93,-5.14,26.47,26.5,1.91,-19.98,12.13,4.17,148.21,83,481.83,65.4,-9.02,15.84,3.14,-7.82,57.1,2.03,-0.02,-0.07,1.74,0.39,37.78,-0.03,25.2,11.16,1.52,5.6,7.98,5.36,65.93,109.8,895.33,99.61,3.37,12.94,3.4,3.1,67700671,113378874,9537658,45678203,63406152,-9593448,229437912,-9381299,2515650,11882306,-6665335,4454140,35402286,1133360,49972722,10597168,224220941,5216971,55963066,140842203,6272235,84879137,87624680,31437359,218474280,4443868,2222117,5895843,3859161,4454140,28380000,1133360,53217523,4937957,208719275,9755005
(주)아이디에스,78780,Dec-13,265.46,-7.9,-5.01,-17.93,-4.19,0.94,48.46,-13.18,26.89,26.63,2.42,-56.44,14.26,4.73,277.46,54.57,270.97,45.91,-31.95,8.17,3.67,-19.15,79.07,-8.21,-4.14,-16.61,-3.23,0.92,-16.89,-7.58,22.64,-5.56,1.66,-23.7,7.85,5.35,83.91,84.44,672.56,83.33,-6.69,7.56,3.92,-13.65,71275125,96963161,5569786,25688036,59754113,-29831095,254900449,-20138616,2891999,13001558,-12112266,2970710,42610511,1483430,37209048,5902566,254011158,889292,53498388,117258359,3813309,63759971,74690202,10131331,214655737,-17612834,2471853,5638540,-7976390,2970710,33100000,1483430,42568157,557279,216993587,-2337850
(주)아이디에스,78780,Dec-14,985.57,-21.73,-4.81,-10.83,-5.43,1.57,18.33,-9.88,11.68,14.16,1.59,-175.79,11.05,2.48,1041.18,24.37,44.52,22.25,-65.32,8.96,1.98,-34.52,1153.7,-79.31,-10.74,-20.07,-10.46,1.31,-157.32,-18.56,8.01,-116.62,1.03,-202.49,5.32,2.28,1233.32,27.95,31.1,27.91,-62.34,8.37,1.73,-81.79,55739039,61092499,4724954,5353459,48235042,-57086208,125560766,-27284310,2652551,12858622,-14409584,1399930,37955750,1483280,12857456,1116548,127111728,-1550962,46115361,49854495,3610766,3739134,37796263,-58179651,86163360,-68340180,2231080,27193668,-23346174,1399930,33525000,1483280,12058232,16383,82315866,3847493
(주)아이디에스,78780,Dec-15,529.34,-24.05,-62.59,-33.25,-1.1,7.41,56.84,-28.06,4.17,32.28,0.49,-94.18,6.9,0.74,541.21,50.8,306.93,50.1,-40.62,16.99,0.56,-11.76,386.02,-14.14,-97.48,-24.37,-2.59,11.05,8.42,-19.46,1.77,4.1,0.23,-22.11,1.57,0.39,395.63,64.44,379.18,64.44,-27.69,17.58,0.27,-3.3,61863896,73294464,10281853,11430568,42557127,-54701097,32862134,-7903185,3591313,7277300,-3954621,599970,34880982,0,30737336,421005,29539454,3322679,55866302,69987311,9581265,14121009,34859490,-51094652,13969410,-1974767,3431647,10086630,-8888772,599970,35141864,0,35127821,0,12771552,1197857
(주)아이앤씨테크놀로지,52860,Dec-10,,,,,,,,,,,,,,,,,,,,,,,6.49,32.38,45.74,407.07,999999999,-6.11,681.13,24.79,7.07,26.74,0.58,20,7.31,10.17,6.49,1328.07,1223.91,1255.64,74.8,8.01,10.02,18.84,,,,,,,,,,,,,,,,,,,5461316,89670028,733194,84208712,17139952,35941959,48600455,15735633,0,8349623,15099982,0,0,0,72530076,3955654,25179788,23420667
(주)아이앤씨테크놀로지,52860,Dec-11,,,,,,,,,,,,,,,,,,,,,,,4.23,23.4,49.24,456.18,999999999,-10.04,132.25,18.5,5.06,14.47,0.38,9.42,6.88,4.65,4.23,1601.49,1292.49,1484.1,60.91,33.46,7.56,8.94,,,,,,,,,,,,,,,,,,,3759975,92693074,2031533,88933100,32477624,40134758,34833884,8151912,0,6006651,9817924,0,0,0,60215450,4413797,18992804,15841079
(주)아이앤씨테크놀로지,52860,Dec-12,4.88,-53.66,21.19,71.89,999999999,-7.56,-52.8,4.14,2.42,-6.51,0.2,-10.65,34.05,0.98,6.11,1157.35,1132.4,1054.68,48.63,31.15,3.39,-10.48,5.38,-40.33,55.91,209.68,999999999,-6.62,-45.12,10.71,2.34,-5.42,0.18,-7.7,7.39,1.15,5.38,1063.57,1158.75,987.66,49.23,28.36,4,-7.35,4910944,85273316,2228053,80362372,39883178,29176103,16659282,-8939533,0,7380226,-2858096,0,0,0,45390139,4026471,12137152,4522130,4299815,84161292,2225874,79861477,38429888,30992357,16124994,-6502792,0,5368588,-1516145,0,0,0,45731404,3263850,12272552,3852442
(주)아이앤씨테크놀로지,52860,Dec-13,6.39,-170,-33.65,-17.28,-47.48,-3.86,-27.92,-2.87,1.05,-5.8,0.09,-15.91,12.95,0.42,19.88,735.72,1021.8,651.4,33.89,8.05,0.76,-14.47,6.11,-115.63,-13.52,-7.93,-31.62,-4.01,-27.53,-1.27,1.17,-4.96,0.09,-12.29,8.9,0.5,19.09,719.22,1045.59,640.65,31.79,6.04,0.89,-10.98,14131892,85206557,484156,71074665,51785934,18356833,7257393,-12337574,192976,9555146,-9163126,0,0,0,33420623,3830020,6865374,392020,13776598,85956724,384750,72180126,54214351,21650403,8079451,-9341954,192976,6799740,-6101621,0,0,0,31742372,3467361,7381332,698119
(주)아이앤씨테크놀로지,52860,Dec-14,4.59,-291.02,-160.32,-53.64,-45.07,-0.93,-45.03,-11.86,0.77,-10.42,0.07,-23.56,9.5,0.31,28.39,630.99,799.1,496.59,19,8.83,0.35,-19.72,3.72,-255.42,-114.38,-51.58,-37.65,-0.85,-54.95,-9.34,0.83,-11.35,0.07,-22.63,6.19,0.38,22.12,641.4,835.19,561.94,16.5,1.77,0.43,-18.79,15914238,71961066,1229331,56046828,55714286,3561148,5324797,-15496112,258587,11036165,-11653285,687500,0,112500,16246781,3460347,5941918,-617120,12753862,70409708,1040030,57655846,56642905,6960247,5751355,-14690156,256144,9190687,-9645078,0,0,0,13766803,1705445,6205746,-454391
(주)아이앤씨테크놀로지,52860,Dec-15,27.65,-302.09,-69.37,-26.59,-24.48,0.32,-141.59,-12.22,1.36,-42.73,0.15,-67.39,18.92,0.58,85.08,188.94,402,142.87,13.29,6.9,0.47,-45.92,22.23,-365.23,-61.58,-24.67,-45.85,-0.05,-184.12,-10.41,1.2,-52.82,0.14,-71.65,8.28,0.59,73.02,206.25,400,176.67,13.65,0.39,0.5,-51.48,25091608,54584146,583458,29492539,39176184,-24876528,9618590,-29057007,299397,9919059,-7330264,12355870,0,819130,15407962,3757613,7029795,2588795,21237336,50321946,46337,29084609,36988937,-24114587,8508349,-31074834,135658,8516782,-6219516,12000000,0,0,13333008,1912089,6211083,2297266
(주)아이앤씨테크놀로지,52860,Dec-16,36.96,4.85,-18.05,-19.48,1.35,0.8,46.69,-9.2,4.17,11.5,0.53,5.78,4.2,1.95,89.5,199.17,431.58,164,19.34,12.13,1.14,2.58,29.32,10.84,-18.36,-21.39,4.3,0.5,57.7,-9.16,3.91,12.9,0.53,10,3.64,2.09,74.94,228.33,447.74,203.01,21.51,13.79,1.25,5.74,28071991,59436360,1413516,31364370,36350889,-22944338,30300574,1468547,354956,6828160,479753,14144310,0,3256560,23085471,4075787,22992661,7307913,24398989,56954918,1323980,32555929,35161752,-20862426,28428226,3080509,229747,4892327,988964,14000000,2000000,0,21793166,2417325,22546934,5881292
(주)아이앤씨테크놀로지,52860,Dec-17,47.25,14.59,1.5,2.88,17.55,0.93,79.87,1.04,5.77,18.38,0.71,17.09,4.11,2.97,56.44,122.07,520.04,73.89,6.66,6.29,1.7,10.31,40.95,13.37,0.72,1.54,32.13,0.4,76.45,0.5,5.56,15.98,0.71,15.21,3.71,3.29,48.17,135.37,528.45,91.22,9.77,7.06,1.89,9.5,22411832,62120310,1250561,39708479,39220071,-16879430,42928877,6264328,395084,9747161,6933939,2061050,650000,13408535,22900239,9037615,26247777,16681100,19344622,59500034,1231687,40155411,37242079,-15333687,41339721,5528739,186758,7492430,6001155,2000000,0,12000000,22257954,7259120,27846136,13493585
(주)아이에이,38880,Dec-10,106.37,-19.75,-10.27,-13.84,-8.28,1.51,9.96,-7.53,2.36,2.76,0.73,-31.77,3.78,2.51,119.43,77.79,146.78,64.57,-10.77,15.71,1.35,-14.48,105.48,-19.64,-2.56,-3.45,-8.28,1.51,10.25,-1.87,2.45,2.83,0.61,-23.7,4.77,1.63,118.43,77.79,148.02,64.57,-10.72,15.71,1.22,-11.91,23148095,42530243,3238138,19382148,26492009,-6417897,31181748,-6157329,661996,9701601,-5480908,180683,11740530,0,16038234,2724981,20106952,11074796,23148095,42693800,3238138,19545706,26655566,-6311241,31181748,-6123144,661996,9701601,-5480908,180683,11740530,0,16038234,2724981,20106952,11074796
(주)아이에이,38880,Dec-11,112.17,-68.84,-43.58,-19.84,-9.2,3.63,-15.24,-12.68,1.47,-6.33,0.29,-55.5,1.7,0.6,177.08,70.1,182.85,61.64,-12.11,9.44,0.46,-20.03,109.97,-67.52,-30.01,-13.67,-9.2,3.6,-14.32,-8.67,1.47,-5.91,0.35,-59.51,1.98,0.87,173.6,68.99,186.51,60.53,-12.46,8.33,0.59,-23.88,42762121,66911187,2598339,24149066,47923106,-13451163,19469438,-13402469,1292371,11859701,-11893556,0,14822040,2531181,18988081,2290976,16974661,2494777,42762121,67394554,2298339,24632433,48706473,-12947837,19469438,-13146293,1292371,11859701,-11893556,0,14822040,2531181,18688081,2290976,16974661,2494777
(주)아이에이,38880,Dec-12,515.78,-48.51,3.95,2.37,-3.4,5.4,-11.67,2.04,2.35,-7.18,0.52,-177.81,10.33,0.84,610.15,20.8,64,17.46,-57.52,5.8,0.6,-25.04,525.67,-54.24,-12.95,-7.34,-3.5,5.54,-17.08,-6.32,2.2,-10.56,0.46,-95.84,4.13,0.84,621.6,19.58,62.36,16.22,-58.58,5.36,0.62,-24.84,51580822,60034631,2554272,8453810,50966044,-23781045,30989135,-15031566,2630773,10679184,-8931828,5000000,19702486,0,9068587,1455890,29241778,1747357,51202390,59439521,2346941,8237131,50960927,-23997724,29039139,-15751570,2630773,10300700,-9201200,5000000,19702486,0,8478594,1455890,27939639,1099500
(주)아이에이,38880,Dec-13,240.73,-12.11,-8.76,-7.54,-0.29,6.8,42.15,-6.09,3.33,13.91,0.73,-52.96,6.35,1.58,420.72,104.88,86.76,99.32,2.26,7.1,0.88,-8.89,242.68,-12.91,-9.75,-7.87,-0.28,7.24,33.07,-6.37,3.1,10.9,0.69,-53.6,6.19,1.48,423.57,103.83,85.55,98.23,1.78,6.62,0.83,-8.91,54308938,67217496,2204800,12908558,34624711,-24929462,46721828,-5657154,3853693,11234629,-1127951,5000000,10750243,9544974,32592785,1728744,36615150,10106678,53918788,66648509,2045529,12729721,34572824,-25108299,43526228,-5619313,3853693,9880514,-1097824,5000000,10750243,9544974,32075685,1728744,34743538,8782690
(주)아이에이,38880,Dec-14,152.76,-5.9,-5.89,-8.85,1.26,3.27,47.62,-6.95,4.07,20.39,1.03,-30.01,5.94,2.76,365.48,110.97,73.56,94.76,3.6,33.32,1.29,-6.06,158.67,-7.81,-7.16,-10.07,0.92,3.53,32.76,-8.02,3.73,14.36,0.96,-38.13,5.67,2.55,390.23,106.91,67.34,89.87,2.24,32.75,1.19,-7.49,40707891,51846139,5668636,11138248,32966007,-19534164,61156935,-3607940,2240977,13840668,2819438,4258280,3600000,5536934,18880132,2757145,44496829,16660106,39791213,49988015,5298572,10196802,32690162,-20475610,55941935,-4370550,2237985,11734518,2055545,4166650,3400000,5436974,17297853,2757145,42151872,13790063
(주)아이에이,38880,Dec-15,81.22,0.74,5.81,14.44,3.51,2.22,63.4,7.27,4.38,25.22,1.31,2.65,8.05,3.17,101.29,110.55,158.3,94.79,4.26,40.82,2.05,0.97,75.35,0.21,6.13,15.8,3.34,2.53,43.13,7.63,3.86,18.53,1.25,0.73,8.78,2.88,93.32,94.07,150.68,82.93,-2.31,45.87,1.96,0.26,28588963,56812923,9357084,28223960,31471613,-16663058,71088040,524598,1807739,14595849,6341657,2000000,7272500,7013910,25341309,3612752,50150534,20937506,24344220,50431960,9016124,26087741,31939746,-17981888,62715169,132139,1790512,11244977,5979501,2000000,7100000,6922280,18492214,2189841,45490692,17224477
(주)아이에이,38880,Dec-16,42.3,0.86,2.51,4.22,1.75,1.48,44.53,2.16,4.05,19.69,1.05,2.17,7.25,2.42,104.83,141.6,198.13,111.93,8.59,23.94,2.06,0.9,24.92,2.7,5.07,9.88,2.08,1.84,39.16,3.65,2.99,10.82,0.87,4.02,8.1,2.59,58.6,124.9,243.07,97.36,3.91,24.77,2.11,2.35,45073096,88070436,4353652,42997339,62314924,-2812100,75870439,652722,1282167,15316762,2239715,10340741,9599152,259259,25755512,5397318,58313962,17556477,28728804,77751067,3025698,49022262,62494407,-2894344,55964170,1508735,1173430,7865796,2440397,2000000,6800000,0,15256660,3364127,45657976,10306194
(주)아이에이,38880,Dec-17,104.02,-14.53,-3.55,-4.29,-2.85,1.86,26.16,-2.54,3.01,12.94,0.7,-20.41,6.23,1.48,144.59,53.6,163.9,36.06,-19.73,6.53,1.27,-10.2,58.22,-4.33,-2.27,-3.07,-0.22,2.02,-4.8,-1.24,2.16,-1.3,0.55,-3.9,6.5,2.02,67.43,48.54,235.78,34.62,-17.89,3.81,1.43,-2.39,50258719,85018705,2360041,34759985,65640384,-7169646,60756810,-8830992,1398972,17528068,-3986369,9122956,15098800,13882364,19378320,6339168,47215110,13541700,32100818,79707977,1056477,47607158,66254393,-1588272,43547754,-1885065,1041053,7286950,-230209,1666660,11600000,12197919,13453584,3857540,36491013,7056741
(주)아이엠텍,226350,Dec-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이엠텍,226350,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이엠텍,226350,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이엠텍,226350,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이엠텍,226350,Dec-14,,,,,,,,,,,,,,,,,,,,,,,41.97,11.13,23.88,113.26,56.14,-0.13,119.18,36.44,6.68,41.8,1.53,25.03,8.06,3.66,47.44,161.47,297.01,131.72,17.5,45.87,4.74,16.98,,,,,,,,,,,,,,,,,,,9816258,30510239,3988883,20693982,16486492,6997889,46553304,5179732,102001,5542996,5726465,680724,0,750000,14023747,2583961,35283843,11269461
(주)아이엠텍,226350,Dec-15,,,,,,,,,,,,,,,,,,,,,,,44.79,13.84,12.93,80.94,285.9,-0.14,196.23,26.17,15.03,53.68,2.55,52.03,12.21,7.19,47.78,199.88,502.28,156.53,30.27,61.89,7.89,35.24,,,,,,,,,,,,,,,,,,,16749742,51805465,9717727,35055723,20421857,21306604,104818767,14503922,62064,7518393,17744247,798672,0,870000,31383608,6805874,79556127,25262640
(주)아이엠텍,226350,Dec-16,,,,,,,,,,,,,,,,,,,,,,,35.33,-20.88,6.79,24.78,2.84,-0.25,-28.2,8.96,10.49,-10.08,1.43,-45.61,11.37,3.91,56.65,191.84,462.4,151.51,20.71,72.34,4.16,-29.92,,,,,,,,,,,,,,,,,,,22205839,61406731,10018810,39200892,34838418,4407670,81087813,-16934681,97045,9767369,275339,5416667,5000000,500000,26568313,5585921,71045105,10042708
(주)아이엠텍,226350,Dec-17,80.25,-30.38,-6.52,-17.99,-28.34,0.12,-49.19,-9.45,7.24,-12.65,1.45,-92.73,9.17,5.05,110.56,136.07,237.14,94.71,13.75,5.61,2.76,-44.04,78.51,-30.07,-6.05,-16.81,-28.12,0.12,-47.77,-8.76,7.66,-12.26,1.27,-66.9,13.28,3.56,108.82,135.55,239.41,93.67,13.37,5.2,2.93,-38.04,24997809,47607120,1018055,22609311,22918565,-17094295,69006125,-20964654,234261,10346982,-6639818,5000000,1650000,408327,24688555,7505078,65298961,3707165,24838377,47664340,931565,22825963,23372027,-16877643,69006125,-20748002,234186,10292421,-6585257,5000000,1500000,408327,24292313,7505078,65298961,3707165
(주)아이팩토리,53810,Dec-10,201.61,-37.26,3.74,4.91,-8.12,2.84,-31.02,3.59,10.92,-17.85,0.77,-101.37,7.27,1.56,270.05,48.84,241.95,46.89,-27.87,4.24,1.08,-28.74,157.68,-40.55,3.58,6.01,0.36,2.95,-64.06,4.05,10.18,-23.62,0.88,-102.71,6.83,3.3,205.85,62.67,238.62,60.06,-19.24,1.06,1.35,-35.66,72564738,99435300,2297216,26870561,72974546,-27223849,95242993,-35485771,3975979,6887339,-32293517,11945340,28850000,1354660,26460754,1057578,81495766,13747227,52949230,78671028,430730,25721798,53253043,-27659457,88793697,-36006412,3975979,6236880,1435141,11945340,15850000,1354660,25417985,1058140,75900647,12893050
(주)아이팩토리,53810,Dec-11,266.03,-17.07,-0.74,-0.63,-1.1,5.96,17.14,-0.49,5.07,10.67,0.62,-43.43,7.02,1.04,342.79,28.41,162.88,26.22,-43.01,1.23,0.83,-10.64,210.68,-17.31,-0.58,-0.67,-0.62,5.53,32.31,-0.48,5.07,12.88,0.79,-44.99,7.11,2.06,259.52,46.77,157.85,43.92,-31.19,1.59,1.13,-13.67,69876208,90260774,665750,20384566,74854973,-37761284,59096470,-10089724,4234793,8812767,-4678698,8851820,22875563,3548180,15405801,1189100,50596687,8499783,51268909,71024111,662878,19755202,51556182,-38338287,59096470,-10231120,3934793,7988664,-2439389,8851820,11175563,3548180,19467929,1189100,50596687,8499783
(주)아이팩토리,53810,Dec-12,1854.68,-81.86,3.57,1.2,-1.42,9.62,-6.49,1.15,3.12,-4.64,0.29,-164.57,8.85,0.44,2292.64,16.5,117.66,15.58,-64.73,0.66,0.34,-23.65,1844.79,-83.01,0.43,0.21,-1.31,10.82,-16.7,0.2,3.12,-7.83,0.39,-177.9,8.85,0.91,2174.68,36.07,85.85,34.79,-51.85,0.9,0.47,-32.17,69733968,72775613,370777,3041645,63467671,-56436695,23547880,-19275977,4197640,6199197,-5943753,6533820,23660000,4340820,9307943,521591,23292436,255444,48262935,50482246,368917,2219312,35715454,-57284582,23547880,-19546861,3896818,5369712,-5114268,6533820,12130000,4340820,14766793,521591,23292436,255444
(주)아이팩토리,53810,Dec-13,347.04,-20.13,7.53,4.12,-0.24,10.03,7.65,3.33,6.08,4.72,0.47,-77.51,14.17,0.71,419.49,36.71,169.11,36.5,-42.28,4.76,0.53,-9.43,261.74,-20.68,5.68,4.68,-0.04,8.1,11.6,3.5,6.08,4.39,0.66,-88.37,14.17,1.58,298.57,68.2,158,67.9,-20.88,6.75,0.79,-13.72,66160127,81931740,2604866,15771613,61837569,-53473541,36218489,-7291074,4607137,6448200,-1114796,4215820,23131000,6158980,20094171,114556,30885085,5333404,43994169,58729097,2604319,14734928,32426719,-54521840,36218489,-7491485,3516477,5464390,-130987,4215820,11646000,6158980,26302378,114556,30885085,5333404
(주)아이팩토리,53810,Dec-14,419.89,-101.19,-61.59,-13.26,-2.43,9.84,-9.63,-10.99,0.93,-6.37,0.18,-103.06,2.92,0.28,482.51,27.19,59.27,24.29,-52.48,0.36,0.22,-18.21,391.93,-118.9,-30.05,-10.88,-2.91,8.94,-41.29,-8.8,0.93,-17.64,0.27,-144.59,3.12,0.68,422.39,52.6,42.9,52.34,-35.56,0.06,0.35,-32.29,69043751,83353166,216007,14309414,67017198,-68211756,14869267,-15046874,3520198,7048681,-8568357,2272700,26068467,7727220,16335968,1739946,16388944,-1519676,41054037,50773483,21428,9719447,30735841,-71892342,14869267,-17679161,2573524,5972649,-7492326,2272700,11131467,7727220,20037643,98241,16388944,-1519676
