회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),유동부채비율(IFRS),매출액순이익률(IFRS),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 부채비율(IFRS),이자보상배율(이자비용)(IFRS),금융비용 대 총비용비율(IFRS),설비투자효율(IFRS),CASH FLOW 대 총자본비율(IFRS),자본금회전률(IFRS),총자본투자효율(IFRS),총자본회전률(IFRS),자기자본순이익률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),부채비율(IFRS),유동비율(IFRS),자기자본배율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),현금비율(IFRS),타인자본회전률(IFRS),총자본순이익률(IFRS),부채(*)(IFRS연결),자산(*)(IFRS연결),현금및현금성자산(*)(IFRS연결),자본(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(결손금)(*)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결),이자비용(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),유동자산(*)(IFRS연결),재고자산(*)(IFRS연결),매출원가(*)(IFRS연결),매출총이익(손실)(IFRS연결),부채(*)(IFRS),자산(*)(IFRS),현금및현금성자산(*)(IFRS),자본(*)(IFRS),비유동자산(*)(IFRS),이익잉여금(결손금)(*)(IFRS),매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),이자비용(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),유동자산(*)(IFRS),재고자산(*)(IFRS),매출원가(*)(IFRS),매출총이익(손실)(IFRS)
(주)지디,155960,Dec-15,26.39,-39.86,16.64,25.15,-22.38,-2.46,36.12,5.83,5.35,19.33,0.35,-16.87,22.57,0.59,30.19,153.44,1173.71,153,10.83,94.46,1.51,-13.97,19.23,-27.51,31.59,60.13,-22.32,-3.64,23.06,11.18,5.36,12.23,0.34,-11.22,17.1,0.57,22.83,200.15,1232.12,199.57,15.68,123,1.92,-9.25,32150352,138654703,26552713,106504351,95522872,46623165,48588138,-19365596,306021,6573960,-6848422,2875000,16007600,6974980,43131831,123420,48862600,-274463,25525288,137334894,26444189,111809606,94305978,52485346,48588138,-13368595,306711,6572818,-6847280,2875000,15000000,1800000,43028916,123420,48862600,-274463
(주)지디,155960,Dec-16,29.56,-45.46,20.98,20.92,-35.11,-1.57,12.51,5.42,3.55,4.97,0.24,-14.73,18.78,0.45,34.94,168.28,1015.25,167.97,14.96,94.67,1,-11.12,29.43,-60.93,26.1,26.03,-34.87,-1.55,13.29,6.72,3.55,5.26,0.25,-19.18,19.03,0.45,34.79,138.48,1020.88,138.16,8.4,72.19,1.11,-14.95,32311918,124796201,25882138,92484283,78790087,32315497,32216062,-14644093,307454,6047237,-10794259,2714960,20000000,2726640,46006114,86335,36963085,-4747022,32305077,125175691,19729584,92870614,87327450,33394011,32214825,-19628084,307454,5972951,-10720496,2714960,20000000,2726640,37848241,86335,36962370,-4747545
(주)지디,155960,Dec-17,45.16,-193.17,22.3,8.73,-17.94,-1.22,-29.45,2.78,1.38,-8.85,0.11,-30.81,19.36,0.28,46.6,179.38,739.7,179.23,24.45,17.79,0.39,-21.63,45.26,-197.33,24.08,9.35,-17.19,-0.85,-30.31,3,1.38,-8.47,0.11,-30.9,19.36,0.28,47.16,169.31,740.77,169.17,21.32,8.18,0.39,-22.06,32423208,101998543,5590668,69575335,45643428,7829157,12697986,-24528542,701805,6378818,-12587141,300000,16488162,600000,56355115,46738,18906309,-6208323,32677323,101974555,2567067,69297232,48869591,8746701,12695294,-25051046,705076,5909915,-12119055,700000,16488162,600000,53104964,46738,18904434,-6209140
(주)지티앤티,53870,Dec-10,24.94,-3.89,20.27,39.54,-0.78,1.79,132.68,17.02,4.38,14.26,0.84,-3.92,8.53,7.81,75.54,151.9,300.13,129.89,7.37,46.28,1.95,-3.27,20.43,0.96,5,9.89,1.33,1.84,216.13,3.94,4.28,22.02,0.74,1.26,3.45,3.27,66.19,176.88,327.17,152.46,9.45,50.57,1.68,0.71,8985227,20879904,1372949,11894678,16373519,3856265,17530751,-682279,412607,3618062,-321201,5092000,201100,0,4506386,652882,13547650,3983101,8662221,21748986,1351981,13086765,17020279,4937832,17130544,163631,397318,3130173,527745,5092000,0,0,4728707,652882,13547650,3582894
(주)지티앤티,53870,Dec-11,83.98,-24.24,10.68,9.99,-5.02,2.85,-17.2,5.78,2.9,-1.71,0.55,-25.78,6.39,5.31,137.46,68.62,230.31,44.85,-11.1,20.08,1.08,-13.29,74.71,-28.83,11.79,11.02,-5.95,2.75,44.58,6.09,2.82,4.3,0.52,-28.46,6.2,5.22,123.56,78.4,244.39,53.73,-7.22,20.65,1.09,-14.92,12404631,21429120,1521923,9024489,16228651,1093970,11598630,-2811812,565669,3542152,-2840332,4092000,2050214,1000000,5200469,1801694,10593513,1005118,12078412,21853955,1508085,9775543,16128458,1657260,11284772,-3252846,553027,2937378,-3288021,4092000,2840796,0,5725497,1801694,10593513,691260
(주)지티앤티,53870,Dec-12,211.81,-21.33,-16.16,-12.82,-3.47,4.09,-65.79,-9.46,3.89,-8.97,0.65,-33.6,10.31,5.41,281.43,49.97,167.6,29.72,-27.78,4.33,0.97,-13.83,163.19,-36.25,-14.11,-7.2,-2.35,4.97,-57.79,-5.02,2.03,-5.07,0.36,-35.28,9.1,3.96,229.35,45.49,173.81,31.14,-27.01,3.06,0.58,-13.19,19627725,26601978,641506,6974253,19220645,-1488377,15573926,-3322257,899780,3653737,-3126181,4099000,8372605,940500,7381333,2990531,15046370,527556,15945567,22897995,347672,6952428,17737009,-1202236,8139224,-2950462,796145,2759600,-1868975,4000000,6468605,500000,5160986,1627478,7248599,890625
(주)지티앤티,53870,Dec-13,320.45,-19.65,-30.11,-15.27,-0.79,9.23,99.93,-12.27,2.58,12.11,0.4,-33.93,7.22,3.08,408.17,41.58,119.89,24.27,-36.84,9.72,0.52,-7.81,271.36,-70.66,-79.14,-14.76,-1.23,16.77,-7.83,-11.54,0.79,-0.7,0.14,-38.37,20.26,1.61,358.88,34.94,118.68,23.67,-38.48,2.97,0.19,-10.05,20359540,25347592,1554151,4988052,18702174,-3398567,10326603,-2029666,1310651,2778962,-1038233,3554000,11495657,952000,6645418,2765802,8585874,1740729,17036751,21783933,382187,4747182,17283362,-3408586,3176723,-2244752,1180499,1960705,-1455873,3554000,9588835,952000,4500570,1451204,2671891,504832
(주)지티앤티,53870,Dec-14,532.13,-59.67,-27.17,-16.4,-1.8,6.96,43.31,-13.93,1.83,14.65,0.37,-144.58,5.18,1.85,563.47,43.73,32.98,28.38,-45.13,1.74,0.45,-22.08,0,-286.32,-166.18,-34.07,-2.43,10.15,-74,-36.28,0.46,-16.18,0.12,0,10.15,0.98,0,32.03,0,28.88,-68.65,0.14,0.14,-35.12,12156671,14314135,199485,2157464,9293820,-7738942,7338806,-4379210,834021,2677158,-1504759,0,9388506,54000,5020315,1761996,6166408,1172399,9062627,8509979,11669,-552648,5756654,-8668083,1857915,-5319520,749434,1891788,-1818345,0,8097581,54000,2753325,270498,1784472,73443
(주)차바이오텍,85660,Dec-10,61.79,1.56,9.95,17.87,3.51,0.8,139.73,9.41,12.48,40.58,1.14,3.38,6.89,3.25,111.18,166.29,610.17,153.18,19.4,52.54,2.3,1.78,36.8,-10.17,24.67,22.64,-4.07,0.81,19.97,8.38,3.11,3.07,0.41,-6.01,4.19,2.43,58.81,148.38,561.07,134.18,11.21,45.08,1.31,-4.14,182202037,346084703,53204460,163882666,177696744,18249084,327150076,5106689,4175267,64395748,14674031,27756402,5400093,40530245,168387959,13273427,304690258,22459818,88699851,239530864,25020013,150831013,157171048,3883469,81403488,-8277169,2044509,20519975,-8330495,818747,4626757,31509296,82359816,7885764,70756311,10647177
(주)차바이오텍,85660,Dec-11,36.75,1.07,11.22,20,1.41,-0.03,121.91,7.98,11.47,28.68,0.82,1.79,6.04,3,66.41,250.23,888.57,233.69,33.18,37.97,1.82,0.88,22.95,-6.61,19.98,20.6,-4.53,-1.8,21.9,5.55,3.34,2.27,0.33,-3.18,3.9,2.65,36.9,295.49,808.05,276.4,32.77,34.79,1.07,-2.19,189560281,475019670,41216355,285459389,212502111,21843546,337756812,3615669,4294062,53111583,6046331,24766511,700000,22501329,262517559,17356013,308493701,29263111,95452788,354100256,21923534,258647468,178680433,-2750513,98399942,-6503253,2144507,25639342,-9707846,135417,0,19685650,175419823,11334460,83240092,15159850
(주)차바이오텍,85660,Dec-12,33.59,5.19,8.72,21.51,12.76,-0.47,137.17,7.76,14.33,31.95,0.93,8.26,6.91,3.73,56.44,254.73,951.89,240.89,33.22,50.13,2.45,4.81,14.63,2.62,12.72,22.46,1.22,-2.88,47.44,4.97,4.19,5.22,0.39,1.34,4.87,3.33,28.42,352.19,830.1,330.27,28.72,36.35,1.57,1.01,187055679,518469960,56712445,331414281,234920142,46143812,461140505,23912605,3168827,49553929,40429743,13293575,3232612,28553554,283549819,15405039,371156834,89983672,76290404,344759724,14989241,268469321,206467595,666984,134774291,3537527,831885,22111326,1017274,0,0,3511079,138292130,8603769,111645691,23128601
(주)차바이오텍,85660,Dec-13,20.07,4.9,10.62,32.38,13.98,-0.17,158.11,8.18,15.86,27.38,0.88,7.36,7.68,3.94,33.79,416.69,1119.75,401.64,47.5,124.6,2.93,4.3,13.36,4.16,12.06,23.23,8.53,-1.56,71.29,4.8,4.67,6.87,0.42,2.24,5.76,3.26,26.06,395.95,904.55,380.52,31.37,72.74,1.98,1.76,173120679,685465596,128109788,512344917,257030046,71210866,528119569,25855366,3435582,69055809,48023596,812740,3000000,16215651,428435550,15476457,411040164,117079405,80772322,390774048,30132347,310001725,226744302,7095124,155551210,6476338,935376,23592822,7978949,0,0,0,164029745,6391383,123979440,31571770
(주)차바이오텍,85660,Dec-14,22.8,0.83,9.23,17.39,5.06,-0.81,113.85,5.14,11.63,23.27,0.53,-1.27,5.68,2.57,41.93,358.89,1184.13,351.25,41.59,129.73,1.94,0.44,5.01,-14.27,69.07,17.89,-8.99,-3.13,-11.43,3.48,0.47,-1.74,0.04,-0.75,0.98,0.3,24.16,524.23,890.03,523.45,17.13,88.83,0.21,-0.6,183430241,620884544,129396124,437454303,262921264,66401020,345344709,2852019,2306998,40874157,11662848,11810657,3605451,5248065,357963279,7614834,292807704,52537004,53984802,277390339,9950618,223405537,218667400,4982652,13983481,-1995737,1063359,16633287,-9559119,0,0,0,58722939,86883,6909313,7074168
(주)차바이오텍,85660,Dec-15,25.87,-3.28,7.53,14.95,7.55,-0.3,107.32,4.6,15.64,23.58,0.62,-5.09,7.29,2.87,44.4,320.38,1149.05,312.51,39.48,142.21,2.06,-2.04,4.06,-121.72,-8.85,-2.61,-4.84,-0.49,-31.43,-0.53,0.64,-4.47,0.06,-9,11.68,0.4,25.73,649.16,840.06,647.76,17.71,160.22,0.3,-7.2,198267913,644831253,164279133,446563340,274730910,53744486,393781632,-12904658,2335741,109225873,17644791,3323967,3006273,32228069,370100343,9089668,266910969,126870663,54576628,266667720,13781392,212091092,210828577,-14636808,16096044,-19592357,1221806,14484959,-5915435,0,0,0,55839143,120541,7526520,8569524
(주)차바이오텍,85660,Dec-16,70.24,6.1,8.89,10.24,10.79,-0.13,147.33,5.2,17.78,27.32,0.64,5.86,7.93,2.97,102.96,173.98,1132.11,169.68,25.6,50.31,1.53,3.88,4.24,21.9,7.02,1.32,-0.75,2,26.09,0.42,0.75,2.96,0.06,1.92,14.32,0.51,45.68,873.79,865.96,872.15,22.5,53.61,0.24,1.41,390068004,768929187,133877812,378861183,305917410,109256141,449260920,27400468,3685780,111834656,39774018,918061,3000000,31276631,463011778,11456320,297652246,151608675,100037821,319047337,4974150,219009516,237967084,-10537215,18863615,4130633,2467069,12662905,-1852104,0,0,0,81080253,151885,8052814,10810801
(주)차바이오텍,85660,Dec-17,54.3,-10.97,3.45,3.84,-0.75,1.05,104.04,1.84,16.45,17.81,0.54,-18.54,7.38,2.55,91.99,213.8,903.29,207.2,32.19,50.04,1.09,-5.91,46.49,-201.53,8.63,1.5,-1.04,3.75,-102.98,0.65,0.88,-12.06,0.07,-23.23,19.96,0.63,76.46,98.78,658.17,98.57,-0.32,13.99,0.2,-14.61,376402685,785602167,111192586,409199482,301891496,9566552,418882086,-45938569,8891515,130753056,-6703946,47505535,5372775,2763668,475060315,14658701,294832977,124049110,128963343,297631232,10967299,168667889,220173371,-73377862,22345816,-45034262,4541741,18624181,-4740893,0,0,0,77457861,162606,8462528,13883289
(주)케스피온,79190,Dec-10,29.78,-0.13,5.6,10.08,-5.46,-0.02,25.49,3.33,5.41,13.11,0.59,-0.86,9.25,1.16,49.32,140.78,581.33,111.54,8.13,20.84,1.8,-0.07,30.87,-2.41,16.39,26.32,-7.29,0.32,19.1,8.96,4.76,10.22,0.56,-1.92,11.85,1.08,51.59,111.22,574.64,81.32,2.28,16.29,1.9,-1.35,18871324,57131418,2876132,38260094,41091443,16587599,33970699,-42793,270213,14348577,-1476088,4489770,4827616,789800,16039975,3331135,20859650,13111049,18618189,54710214,2316123,36092025,42319524,16167466,29903120,-719789,270204,12784557,-1970790,4489770,4827616,789800,12390689,3331135,18814383,11088737
(주)케스피온,79190,Dec-11,57.09,-7.97,0.33,0.41,-6.4,0.64,16.74,0.2,6.38,9.16,0.65,-9.85,10.96,1.2,89.98,84.49,525.93,64.02,-4.66,5.9,1.59,-5.17,61.05,-10.41,-1.66,-1.92,-7.2,1.01,11.68,-0.94,5.76,6.65,0.61,-11.03,11.03,1.09,96.73,64.84,513.76,44.07,-10.91,1.76,1.45,-6.38,31501265,66510911,1840155,35009646,49623255,13107957,40080202,-3196220,486062,13813676,-3109177,8485036,13407868,1212800,16887656,4091561,29467354,10612849,31214494,63483087,758732,32268592,50708836,12344034,36194700,-3769205,486062,12452325,-3500438,8485036,13407868,1212800,12774251,4091561,27299548,8895152
(주)케스피온,79190,Dec-12,91.09,-11.38,-9.09,-7.03,-4.6,2.39,19.58,-4.09,5.54,9.24,0.48,-12.77,7.05,0.94,139.71,90.06,480.12,59.05,-3.78,15.44,0.91,-5.51,94.07,-13.91,-12.27,-8.46,-4.76,2.98,14.87,-5.04,4.75,7.43,0.44,-13.47,6.48,0.81,147.56,78.69,466.16,46.08,-8.1,14.29,0.8,-6.1,44998301,77206051,4770841,32207750,50785967,9350852,34769072,-3957948,1105341,13336966,-5087876,3729100,17485308,2567900,26420084,9096486,26348804,8420268,43203309,72482157,3964624,29278849,50809930,8474220,29803938,-4145796,1105268,11915178,-5260142,3729100,17485308,2567900,21672228,8980586,22981005,6822933
(주)케스피온,79190,Dec-13,,,,,,,,,,,,,,,,,,,,,,,93.1,4.21,-0.43,-0.65,3.7,2,48.13,-0.39,10.75,21.54,1,10.35,10.6,2.02,144.54,101.77,416.56,56.1,0.67,13.07,1.69,4.21,,,,,,,,,,,,,,,,,,,54641471,92444485,4614657,37803014,56627037,12323694,82552628,3472165,1642477,15207859,6073798,6177850,23474893,1426050,35817448,16075419,61270971,21281658
(주)케스피온,79190,Dec-14,110.53,-16.68,-6.58,-6.36,-4.18,2.81,14.03,-4.11,7.22,8.02,0.62,-29.52,7.96,1.04,183.21,80.58,408.08,40.39,-7.58,10.4,0.97,-10.42,105.75,-16.48,-1.11,-1.18,-4.76,2.46,14.5,-0.73,7.13,7.8,0.68,-28.38,6.99,1.28,161.37,77.64,411.32,37.78,-9.05,7.16,1.13,-11.22,68214835,105448478,4796659,37233643,72286530,1259876,65885788,-10990230,2286174,18997298,-9544885,14772365,28682164,4290450,33161948,16541025,56433375,9452413,60559723,98089191,3358094,37529468,67278334,1558640,64893518,-10691466,2043011,18533442,-9717206,9200550,28682164,4290450,30810857,15818572,56077282,8816236
(주)케스피온,79190,Dec-15,75.03,-10.59,7.09,7.44,-1.36,3.31,30.39,4.37,4.79,16.23,0.62,-15.78,6.3,1.13,142.08,118.89,321.4,69.71,5.86,29.21,1.05,-6.52,73.97,-19.95,-1.33,-1.13,-2.72,3.79,23.67,-0.64,4.09,12.08,0.48,-23.45,5.35,0.88,131.04,118.37,306.09,73.49,5.88,28.87,0.81,-9.56,62378324,106282803,9920801,43904479,67118263,-5522778,65423313,-6930238,2536811,17546180,-3437947,22757145,19118884,2341260,39164540,16202492,51315080,14108233,54792388,96604732,9227468,41812344,59992563,-7598544,46644094,-9304767,2375104,16302293,-6459132,16844440,19096451,2341260,36612169,13881075,36800933,9843161
(주)케스피온,79190,Dec-16,90.34,2.52,8.92,12.29,1.97,2.22,49.65,7.19,6.26,23.05,0.81,4.93,9.83,1.59,141.16,118.04,318.53,82.78,6.76,36.86,1.38,2.04,74.1,8.59,6.61,6.69,2.36,2.82,57.41,3.63,3.89,25.09,0.55,10.66,4.66,1.14,118.9,134.61,320.49,99.32,11.72,16.05,1,4.74,62656633,107043378,14849505,44386745,59710640,-3436544,86316565,2174364,2101064,17588934,4138752,16913563,21338500,8207101,47332737,14140253,64588878,21727687,53100533,97760408,5382024,44659875,53210719,-3077913,53682510,4608761,1853234,15576136,4368743,14145380,16951545,7630385,44549689,11679545,33737632,19944879
(주)케스피온,79190,Dec-17,83.34,-4.65,7.93,9.66,0.26,2.08,40.8,5.11,4.92,17.7,0.66,-6.86,9.75,1.41,112.25,101.38,345.62,65.58,0.54,25.44,1.18,-3.05,66.82,0.34,-0.66,-0.51,0.04,2.75,40.72,-0.24,2.68,16.5,0.38,0.26,2.31,0.87,90.08,124.03,372.35,93.51,8.45,12.92,0.75,0.13,58702291,110999149,11472239,52296858,66812143,-6232101,71553015,-3325433,1804905,16158097,476434,9694574,19076961,11211757,44187006,15605608,54918484,16634532,50770469,107131238,5247262,56360769,60420202,-2425905,38939386,132754,1548470,14553993,59994,7700672,16092370,10138050,46711036,11495234,24325399,14613987
(주)케어젠,214370,Dec-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)케어젠,214370,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)케어젠,214370,Dec-12,,,,,,,,,,,,,,,,,,,,,,,8.86,45.69,49.59,102.08,223.08,-1.15,89.81,18.1,12.19,27.89,0.36,20.27,9.13,1.17,21.55,320.8,2747.57,264.59,16.1,70.97,2.06,16.67,,,,,,,,,,,,,,,,,,,8880978,50094479,2591630,41213500,38380041,26503890,18281748,8352296,35420,6655138,7901649,0,0,0,11714438,2052685,3724960,14556787
(주)케어젠,214370,Dec-13,,,,,,,,,,,,,,,,,,,,,,,10.18,39.27,37.8,129.07,264675.03,-2.34,79.83,17.81,14.15,28.33,0.45,20.83,6.05,1.34,16.01,435.99,2587.94,402.44,29.5,155.64,2.81,17.52,,,,,,,,,,,,,,,,,,,6214939,45033995,6153118,38819056,27797140,34837645,21223999,8333755,33,6389864,8734276,0,38827,0,17236854,1326246,6099858,15124140
(주)케어젠,214370,Dec-14,,,,,,,,,,,,,,,,,,,,,,,9.37,49.52,37.25,158.69,999999999,-3.23,145.08,16.86,18.96,34.44,0.53,29.72,5.58,1.84,11.89,685.16,3725.3,646.84,49.01,378.46,4.42,26.17,,,,,,,,,,,,,,,,,,,6709542,63147844,20018289,56438301,26906587,48992224,28583582,14154579,0,7446274,15954595,0,85298,0,36241257,2027003,5182713,23400869
(주)케어젠,214370,Dec-15,,,,,,,,,,,,,,,,,,,,,,,2.57,42.37,43.45,158.16,999999999,-5.37,94.02,5.27,8.8,8.97,0.19,8.61,6.38,1.54,3.44,3384.5,4502.65,3345.57,81.59,2049.16,4.03,8.2,,,,,,,,,,,,,,,,,,,8305799,249422702,126960483,241116903,39728228,60414031,30233598,12810954,0,9513902,13830253,0,0,0,209694475,2411858,6889442,23344156
(주)케어젠,214370,Dec-16,3.91,36.79,-51.63,-145.32,999999999,-12.83,81.01,-6.92,5.77,9.28,0.13,5.38,12.77,1.15,5,2130.7,4016.08,2089.71,75.56,821.72,2.81,4.93,3.97,37.53,155.97,441.21,999999999,-12.85,81.28,21.36,5.78,9.5,0.13,5.09,9.42,1.21,5.09,1653.24,4016.7,1612.26,58.72,176.02,3.22,4.89,10980927,230681995,70532008,219701068,47794881,65556972,30904871,11369732,0,11978623,10691315,0,0,0,182887114,3518185,8234933,22669937,10942667,226036810,15040905,215094143,84764640,65605793,30955730,11617763,0,11441408,11244943,0,0,0,141272170,3501818,8269379,22686351
(주)케어젠,214370,Dec-17,4.01,39.18,34.3,139.69,999999999,-5.1,92.22,7.2,8.68,14.41,0.21,8.73,15.8,1.5,5.43,1943.59,3853.64,1899.91,70.16,592.21,4.15,8.06,4.08,38.82,156.46,635.63,999999999,-4.63,90.93,33.25,8.66,14.42,0.21,8.54,16.08,1.49,5.52,1525.11,3853.64,1481.45,55.09,137.14,4.15,8.11,11425606,221822603,49995900,210396997,57739808,67562808,46531030,18229327,0,12254767,21938370,0,0,0,164082795,3687051,12337893,34193137,11427116,218425390,11580218,206998274,89648095,67205727,46423613,18020462,0,11325865,22732974,0,0,0,128777295,3687051,12364775,34058839
(주)케이에스피,73010,Dec-10,,,,,,,,,,,,,,,,,,,,,,,4.85,-1.92,34.77,122.7,0.45,5.77,23.99,16.79,9.7,8.15,0.49,-1.55,6.17,1.48,15.85,1497.72,1365.06,1158.89,58.47,681.94,1.22,-0.93,,,,,,,,,,,,,,,,,,,10217500,74676098,21435072,64458598,27886890,6525173,36052948,-692700,2909469,2799540,1307250,0,0,0,46789208,10585140,28731025,7321923
(주)케이에스피,73010,Dec-11,,,,,,,,,,,,,,,,,,,,,,,11.31,11.5,0.86,3.35,35.52,-0.19,51.01,0.6,12.73,16.22,0.75,10.19,5.95,2.27,21.64,702.59,1507.57,431.43,56.04,185.38,4.69,8.57,,,,,,,,,,,,,,,,,,,15408106,86595920,14929464,71187814,30013170,14460359,60100197,6909025,226251,3271148,8037410,97000,0,0,56582750,21837761,49290592,10809605
(주)케이에스피,73010,Dec-12,,,,,,,,,,,,,,,,,,,,,,,12.9,0.81,-6.31,-19.99,2.54,-0.11,27.54,-3.74,10.6,9.09,0.59,0.58,4.26,1.8,23.01,606.77,1453.04,306.66,53.13,145.5,3.21,0.47,,,,,,,,,,,,,,,,,,,15789065,84401756,13020834,68612691,30708793,13868946,50060174,405977,352602,2915880,896079,322000,1076068,0,53692963,26556229,46248215,3811959
(주)케이에스피,73010,Dec-13,,,,,,,,,,,,,,,,,,,,,,,18.62,4.21,12.78,30.68,0.92,0.6,24.76,5.64,8.05,8.59,0.45,2.3,3.57,1.32,22.53,401.03,1489.25,210.55,45.74,113.41,2.4,1.88,,,,,,,,,,,,,,,,,,,15840614,86163231,14910695,70322617,33658054,15578873,38018375,1600022,427671,2808543,391839,322000,917314,0,52505177,24939412,34817992,3200383
(주)케이에스피,73010,Dec-14,,,,,,,,,,,,,,,,,,,,,,,23.19,-2.31,12.06,10.37,-0.67,-0.68,19.1,3.96,7.81,4.87,0.37,-1.22,3.52,1.26,61.87,348.61,1468.49,200.86,35.62,46.65,1.26,-0.86,,,,,,,,,,,,,,,,,,,42898902,112241429,7503621,69342526,56174144,14598782,36900928,-852944,1654412,2718760,-1101317,24719156,4665539,1333404,56067285,23761902,35283486,1617443
(주)케이에스피,73010,Dec-15,,,,,,,,,,,,,,,,,,,,,,,29.85,-6.27,9.03,8.2,-1.12,-2.84,7.25,3.27,8.53,1.94,0.36,-3.71,4.23,1.38,66.39,267.23,1415.38,166.58,30,8.43,0.92,-2.26,,,,,,,,,,,,,,,,,,,44372291,111206909,1681016,66834618,57900044,12090873,40286747,-2526027,1521222,2348365,-1708802,23331568,5796696,1385464,53306865,20076977,39647184,639563
(주)케이에스피,73010,Dec-16,,,,,,,,,,,,,,,,,,,,,,,483.61,-229.72,11.14,6.1,-16.1,0.32,-179.21,5.07,5.55,-93.3,0.31,-157.2,4.3,0.88,491.8,55.62,205.82,26.94,-36.26,2.9,0.57,-71.32,,,,,,,,,,,,,,,,,,,47797720,57516617,1363352,9718896,31372878,-47751770,26193103,-60170670,575162,4397816,-9262355,199900,4552311,23764838,26143738,13482257,31057642,-4864539
(주)케이에스피,73010,Dec-17,,,,,,,,,,,,,,,,,,,,,,,92.28,-21.06,9.96,4.66,-2.85,4.67,17.26,3.83,4.19,10.63,0.34,-41.73,6.19,0.61,461.11,227.73,218.79,80.36,21,40.57,0.41,-7.22,,,,,,,,,,,,,,,,,,,38038980,46288402,3088624,8249422,28953217,-51581196,17799376,-3749201,1323372,1865219,-3772301,0,0,0,17335185,11217875,19706458,-1907081
(주)케이엑스하이텍,52900,Dec-10,89.12,3.3,3.21,5.55,2.21,2.52,45.25,2.99,14.5,18.77,0.93,6.67,5.89,1.6,116.95,72.03,717.49,59.33,-11.49,4.87,1.73,3.07,90.61,3.12,3.26,5.62,2.05,2.51,44.73,3.05,14.87,18.19,1.06,6.87,7.95,1.96,118.8,70.14,708.4,57.86,-12.37,3.98,2.05,3.31,41535992,77051809,1540197,35515816,54253796,18859128,71786185,2368224,1918977,9620413,4246060,8734404,19540000,1405826,22798013,4018772,59086977,12699207,41658846,76724534,1264086,35065688,54438596,18421226,71739234,2236537,1918936,9298751,3926429,8734404,19540000,1405826,22285938,3902389,59395604,12343630
(주)케이엑스하이텍,52900,Dec-11,139.74,-3.2,7.32,10.26,-0.4,2.5,25.37,6.13,13.82,14.26,0.86,-6.4,5.48,1.5,148.44,57.41,664.44,42.01,-23.96,3.18,1.51,-2.76,142.62,-3.31,7.26,10.15,-0.44,2.5,25.13,6.12,13.81,14,0.87,-6.72,5.58,1.52,151.47,55.51,652.15,40.55,-25.23,2.89,1.51,-2.87,48820099,81709778,1460726,32889679,55323558,16478792,68403700,-2189844,2062353,7586905,-830082,1396266,24637205,2639215,26386220,7077579,61668202,6735498,48897822,81179312,1328750,32281490,55622797,15967799,68359043,-2262935,2062349,7259826,-913360,1396266,24637205,2639215,25556514,6887739,61956466,6402577
(주)케이엑스하이텍,52900,Dec-12,94.67,-8.6,4.71,8.57,-4.14,1.47,19.98,4.85,14.99,11.41,0.99,-20.39,7.74,1.73,130.15,69.44,602.83,44.41,-12.57,4.38,1.7,-8.52,73.11,-1.59,6.07,14.59,-1.69,1.24,58.64,6.71,14.87,16.32,1.02,-3.51,7.93,2.36,85,71.37,694.63,47.28,-11.31,3.84,1.91,-1.63,42794206,75673705,1363181,32879499,54059203,9677644,77978424,-6704098,1430610,7866476,-5924304,10136008,14870000,260258,21614502,7790802,76036253,1942172,32202409,70088941,1062614,37886532,50321331,14646356,77380997,-1233123,1163048,7325308,-1961550,3136008,12870000,260258,19767611,6672255,72017239,5363758
