,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율(IFRS연결),매출액순이익률(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),총자산부채비율,순이익률,현금비율,이자비용/부채,유보이익대총자산비율,자기자본비율,매출액대판매관리비,고정비율,총자산영업이익율,log총자산,총자본증가율(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),차입금의존도(IFRS연결),매출액총이익률(IFRS연결),재고자산회전률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업이익증가율,순이익증가율,업종,규모,층화,label
505,(주)중앙에너비스,440,17-Dec,서비스업,33.51,2.26,2.23,10.34,1.86,0.27,20.56,2.61,22.75,15.55,1.13,3.57,25.9,1.54,33.85,33.67,1451.52,23.19,-16.61,0.72,3.99,2.55,0.2529101526539303,0.0231439108719292,0.0018046713797412,0.0164522272352382,0.3584770227284682,0.7470898473460696,0.1629655169998696,0.9156976406844748,0.0093043401269951,7.781709157517756,-6.31,-10.58,2.95,19.02,17.2,34.37,82.8,-69.51156919748945,17.253732307464176,1,0,1,0
418,(주)위메이드플레이,123420,17-Dec,서비스업,6.02,19.47,18.24,128.94,2467274.0,-2.28,1467.17,9.63,15.18,18.12,0.53,11.12,12.91,52.48,8.07,1303.09,2661.34,1303.09,67.05,257.02,6.0,10.42,0.0746840313506959,0.1041522728125247,0.1432363719205157,0.0,0.8428095008105307,0.9253159759156404,0.8276680425307383,0.2738063276595162,0.0921900212177477,8.138684494660545,2.7,-14.04,-6.0,0.0,0.0,0.0,0.0,-28.137215501812943,-9.401087418089777,1,0,1,0
666,(주)한국테크놀로지,53590,17-Dec,서비스업,112.57,-135.98,-97.08,-26.59,-4.04,2.97,-1035.17,-14.33,0.45,-9.97,0.18,-46.86,9.23,5.54,116.96,126.96,129.87,124.8,13.99,1.94,0.4,-25.13,0.5390814581016008,-0.2513477488902201,0.0100812908065351,0.0536363819866373,-0.1994364002173854,0.4609185418983991,0.8405556736510794,0.3412759854678969,-0.1004368248970304,7.814421225524022,67.4,127.56,115.02,44.73,29.72,15.69,70.28,41.74562128371089,-24.853598895060813,1,0,1,0
834,에스지에이클라우드서비스(주),224880,17-Dec,서비스업,153.34,1.55,-6.88,-12.91,2.93,2.35,1473.69,-10.02,14.92,14.27,1.46,10.07,2.7,150.32,345.98,209.73,229.84,189.48,37.73,28.69,1.88,2.26,0.775775480750526,0.0209527483838684,0.098637559414703,0.0382957828248461,0.0031681953497011,0.2242245192494739,0.1039571282026379,0.2789253272227523,0.0956877627853186,7.35496152745515,0.0,0.0,0.0,46.73,17.48,20.9,82.52,58.64556397136587,-18.90360217364072,1,0,1,0
123,(주)매커스,93520,17-Dec,서비스업,76.94,10.38,3.31,7.64,39.96,0.11,444.58,3.41,10.81,21.87,1.06,20.63,6.5,15.54,80.75,205.52,586.16,191.91,44.92,47.0,2.26,10.98,0.4467559873584322,0.1097819500022171,0.2000646675415065,0.0071250553154324,0.4232742240115918,0.5532440126415678,0.1010433231431479,0.1252093786903073,0.1330145697092127,7.928806880278882,5.69,4.36,29.0,3.24,22.68,14.54,77.32,214.8098480159549,479.1153465159991,1,0,1,0
194,(주)서린바이오사이언스,38070,17-Dec,서비스업,24.49,5.32,4.76,11.12,13.84,-0.23,36.34,2.85,13.72,13.94,0.62,4.12,5.27,1.8,34.54,247.05,1596.71,144.34,26.77,26.44,2.43,3.3,0.2567431531281444,0.0329939436487157,0.0481376097506865,0.0047725006000038,0.450257748357646,0.7432568468718556,0.2733518738980062,0.5502485138998298,0.0168252649590963,7.851492437630456,6.87,-11.3,-5.06,8.12,30.05,3.7,69.95,-46.79172019434168,-45.43943441915594,1,0,1,0
457,(주)이엠넷,123570,17-Dec,서비스업,48.75,13.36,10.18,11.13,3145.21,-1.31,242.25,4.19,5.21,35.32,0.43,9.32,6.2,2.86,60.46,231.13,783.03,231.13,39.84,75.73,1.11,5.73,0.376802626351177,0.0573035425617277,0.2300496936152762,5.143124253860282e-05,0.4203479534876987,0.623197373648823,0.8548016742222567,0.297854873195112,0.0622795213843316,7.844930326535623,8.72,12.41,5.48,0.05,0.0,0.0,0.0,28.33388197403892,71.47345352936433,1,0,1,0
293,(주)알티캐스트,85810,17-Dec,서비스업,67.49,1.49,11.83,11.34,16.17,-0.04,1098.41,4.87,6.66,24.66,0.41,1.6,3.02,17.84,75.22,203.84,874.89,203.84,40.0,15.29,0.97,0.61,0.4292931928526334,0.0061364746152202,0.0588741320644633,0.0048856748425017,0.2722894505970108,0.5707068129767702,0.918755220606288,0.2148866775007299,0.0335156922192179,8.234375871823916,0.35,-0.26,7.99,3.41,0.0,0.0,0.0,262.29357630220284,16.49893128281538,1,0,1,0
669,(주)한네트,52600,17-Dec,서비스업,103.18,5.05,23.95,16.36,2.96,3.19,85.13,8.54,4.77,15.69,0.38,3.76,13.99,1.82,109.11,145.11,640.36,145.1,22.26,138.34,0.76,1.9,0.5217926782218058,0.0189503020811112,0.6825768915068975,0.022740126909958,0.3294916430857189,0.4782073217781943,0.0709347503566798,0.2840517648509663,0.0333958057636789,7.888874107078733,11.08,19.25,-4.31,44.83,15.99,8328.64,84.01,-33.66842189676093,-41.56648424243644,1,0,1,0
940,키네마스터(주),139670,17-Dec,서비스업,20.53,-42.48,-41.49,-134.45,2467274.0,-0.47,270.45,-25.21,2.88,8.98,0.53,-27.29,7.08,16.31,23.07,531.76,384.92,531.76,72.01,309.14,2.88,-22.31,0.1874808786452409,-0.2230591605131942,0.5156058231801509,0.0,0.4861618398375771,0.8125191213547591,1.3331280496705262,0.1130971616012812,-0.1749276947976472,7.220652315556675,-23.9,-22.92,8.09,0.0,0.0,0.0,0.0,32.25980732310733,18.49233909981477,1,0,1,0
507,(주)지란지교시큐리티,208350,17-Dec,서비스업,34.35,18.59,15.44,31.67,28.61,0.2,973.42,9.47,10.83,33.19,0.61,13.75,3.04,17.99,42.65,220.95,974.04,220.95,29.13,90.62,2.05,11.4,0.2989756398908754,0.1613661005148829,0.2182354014065122,0.02119371093021,0.0816379672464514,0.7010243601091246,0.2637805875118146,0.4678722966521247,0.1742052787303411,7.833222912323942,0.0,0.0,0.0,14.01,46.45,0.0,53.55,202.30724820389696,506.31369101811447,1,0,1,0
246,(주)썸에이지,208640,17-Dec,서비스업,2.64,-244.9,-161.47,-577.3,-139.54,-3.31,413.34,-20.42,0.47,5.53,0.11,-27.49,8.58,2.75,3.67,3287.88,356.73,3287.88,81.09,543.16,1.7,-26.46,0.0353664864770271,-0.2645793076490937,0.1381619731983754,0.0306474062379689,-0.3412647411193862,0.9646335135229728,3.5139213600756825,0.1636706059074776,-0.2715881560135906,7.448932511415953,-25.42,-26.86,-41.26,0.0,0.0,0.0,0.0,-478.88722484424414,-20.96244043067895,1,0,1,0
463,(주)이크레더블,92130,17-Dec,서비스업,17.47,32.02,33.47,153.66,2467274.0,-2.78,1097.27,23.07,5.54,60.84,0.72,27.45,10.56,12.07,17.67,587.88,683.11,587.88,72.46,64.85,4.67,23.2,0.1501372903569913,0.2319579268261491,0.0963138882075859,0.0,0.6314585477683451,0.8498627298830695,0.6054721790198146,0.1269256242125857,0.2857931676812735,7.693788185402985,10.72,12.46,8.12,0.0,0.0,0.0,0.0,10.712631869682037,10.774251703568687,1,0,1,0
764,베뉴지(주),19010,17-Dec,서비스업,60.3,-5.62,2.49,0.82,0.35,2.37,7.37,0.39,2.8,4.14,0.16,-0.86,46.18,0.23,88.55,56.22,861.14,54.48,-14.0,10.53,0.35,-0.89,0.4696501395710706,-0.0089379940193641,0.0336776351232919,0.0178276277340733,0.4200068823368005,0.5303498604289294,0.5269095583738008,0.8201892629791235,0.0028141439450349,8.639998702394939,5.68,22.7,-3.18,33.17,54.46,22.45,45.54,-67.81956769576377,-129.7010187268414,1,0,1,0
956,한국기업평가(주),34950,17-Dec,서비스업,20.35,24.61,24.99,78.81,2598.08,-3.29,1677.86,15.37,3.21,54.2,0.63,17.67,14.47,17.64,24.22,485.57,359.42,485.57,63.18,52.95,3.31,15.44,0.1949795332025856,0.1543805361291908,0.0867558852861747,0.0003901487277564,0.4218793763833963,0.8050204667974143,0.6938614413897796,0.204362005732204,0.1920089028186052,8.106077884373672,4.04,5.84,5.73,0.0,0.0,0.0,0.0,14.871629866133931,14.552005304059376,1,0,1,0
686,(주)휴맥스홀딩스,28080,17-Dec,서비스업,16.47,-713.21,19.72,2.88,-12.04,0.0,-20310.83,0.42,0.65,-14.7,0.02,-16.25,0.0,28.77,16.98,16.42,2623.65,16.42,-11.77,11.94,0.14,-14.06,0.1451690351626005,-0.1406017726471278,0.0168101496413818,0.0316109125492569,0.3667860451162867,0.8548309648373994,0.5846895754276713,0.9768712378340207,-0.0521785714352119,8.284718811280587,-13.03,19.68,-27.36,12.93,-206.21,0.0,306.21,-413.0896814529859,-1092.782152284738,1,0,1,0
276,(주)아이엠비씨,52220,17-Dec,서비스업,24.18,-0.31,15.27,67.31,16.93,-0.83,998.91,13.4,4.99,22.65,0.84,-0.21,8.53,38.77,24.86,178.58,446.67,178.58,15.22,48.56,3.78,-0.26,0.1990719914366649,-0.0025763599349107,0.094036180891646,0.0005580003163756,0.4865356457367183,0.8009279932742863,0.997499221805908,0.6541959043604566,0.002107282276509,7.815619535536703,-7.66,-38.76,-14.63,0.76,0.0,0.0,0.0,-92.4836399393874,-109.8925317878413,1,0,1,0
151,(주)바이오톡스텍,86040,17-Dec,서비스업,72.94,4.6,22.12,19.82,4.47,1.7,69.56,9.46,3.53,23.68,0.47,5.44,7.69,1.21,91.32,57.77,366.61,53.62,-16.1,30.99,1.0,2.18,0.477322091087674,0.0218199670399649,0.1188907698985027,0.0191636982667013,-0.0343749998954333,0.522677908912326,0.2713097575255013,0.7797639042750553,0.0405564975450695,7.776486903397918,24.5,-19.41,14.86,25.59,35.68,28.36,64.32,-0.762913382859286,1.358860088441414,1,0,1,0
59,(주)대한과학,131220,17-Dec,서비스업,33.42,3.25,10.52,40.05,20.22,0.21,84.19,11.8,11.56,27.5,1.07,4.3,6.59,3.37,41.75,267.06,670.88,108.24,39.39,15.63,3.12,3.47,0.294536218572723,0.0346726825254568,0.0368467496552981,0.0072052223951358,0.3225045517553611,0.7054638085307386,0.238771729510311,0.3703235687149728,0.0497736564167136,7.566975236449432,-9.47,-11.44,-10.21,3.79,28.55,2.97,71.45,17.79735870794308,-40.12132690965558,1,0,1,0
675,(주)헥토이노베이션,214180,17-Dec,서비스업,46.54,22.77,42.69,45.15,3833.74,-1.76,1818.84,16.1,15.92,19.48,0.43,16.99,8.26,15.01,55.41,200.81,1389.55,200.81,30.19,155.12,1.35,9.8,0.3565277813925617,0.0979582361541767,0.4645957551928075,9.328840412683764e-05,0.1862707009461339,0.6434722186074383,0.7341400866483274,0.3985698379712779,0.1143665650837298,8.329191032706822,32.74,108.77,97.79,0.05,0.0,0.0,0.0,34.88509890862513,59.93131979015447,1,0,1,0
99,(주)디지털대성,68930,17-Dec,서비스업,34.43,9.19,14.44,42.66,81.59,-0.86,209.85,12.4,8.06,27.37,0.9,10.78,25.64,6.45,41.0,116.08,620.15,112.83,3.93,36.17,3.13,8.29,0.2907772693058965,0.0829357297643755,0.0883126272023019,0.0042676884310507,0.2653955866209727,0.7092227306941035,0.3874139070683425,0.7165348998567208,0.1004776784853722,8.019450539448476,10.52,2.98,7.58,3.82,49.88,97.31,50.12,26.710634601895627,3.5184911579065297,1,0,1,0
963,한국정보인증(주),53300,17-Dec,서비스업,25.78,15.26,26.36,49.33,2467274.0,-3.65,206.21,10.2,2.32,16.59,0.4,7.67,24.14,4.61,26.05,261.02,475.38,260.74,32.93,34.76,1.92,6.08,0.2066790722825194,0.0607595034119957,0.0710915640751965,0.0,0.381585747166335,0.7933209384269333,0.7749249398796547,0.4661857008608033,0.0896428873278365,7.970232721757036,6.07,-23.02,3.44,0.0,0.0,996.75,0.0,16.786977294406284,-5.970297718941799,1,0,1,0
813,아이크래프트(주),52460,17-Dec,서비스업,76.56,2.37,6.82,23.39,16.69,-0.07,1998.52,10.21,22.98,29.34,1.59,6.2,4.92,95.44,77.42,198.84,861.53,171.58,42.65,53.16,4.04,3.76,0.4363589463835633,0.0376058030218081,0.2294078382006763,0.0055511577471071,0.4901478613141535,0.5636410536164367,0.1440860137893864,0.1420081843123223,0.0363488072689179,7.791063598725453,12.71,13.02,15.87,8.4,16.7,11.41,83.3,-53.04747155234787,0.8545515156391894,1,0,1,0
80,(주)드래곤플라이,30350,17-Dec,서비스업,132.52,-128.62,-23.84,-6.26,-4.35,5.55,3.98,-3.59,1.02,3.44,0.13,-36.56,6.44,0.16,133.84,6.87,289.79,6.87,-52.77,3.11,0.23,-16.54,0.5723629825210969,-0.1654924521376301,0.0175961052629528,0.0392595223947447,-0.1726740452865435,0.4276370174789031,1.7264992161371722,0.9610495881565084,-0.0934753045231376,7.701621910203626,-25.31,-76.14,-30.84,50.29,0.0,0.0,0.0,-449.598659739784,-3133.1597902864623,1,0,1,0
737,데브시스터즈(주),194480,17-Dec,서비스업,1.69,-91.17,-1.75,-6.92,-4464.24,-7.03,-35.29,-0.22,3.16,-0.93,0.12,-11.07,5.69,4.52,3.22,4782.7,2474.89,4777.41,76.54,229.7,5.23,-10.96,0.0311490114666366,-0.1096401125582855,0.0375470853485777,0.0009568774938192,0.1497157448798229,0.9688509885333634,1.817420061059712,0.2182148207363412,-0.0983045752701818,8.154240255390645,-4.73,-13.68,15.5,0.0,0.0,93.27,0.0,-18.56093610659014,-62.72723525331436,1,0,1,0
178,(주)비트컴퓨터,32850,17-Dec,서비스업,21.19,11.23,14.47,41.01,30.8,-0.19,84.81,8.61,3.84,24.53,0.6,8.71,7.78,2.06,26.56,211.71,509.91,211.32,18.7,69.87,2.71,6.77,0.2098297834766533,0.0676889687485901,0.1169721968889791,0.0119731965115066,0.4196346397381646,0.7901702165233466,0.1381090610592551,0.6455476414081576,0.0821243415246121,7.7294576452457555,2.7,4.64,-8.32,4.97,27.44,1406.84,72.56,24.42447585555064,-13.879390889885254,1,0,1,0
524,(주)카이노스메드,220250,17-Dec,서비스업,10.28,-120.44,-146.19,-221.31,-20.83,2.29,-624.3,-41.98,0.36,-19.01,0.49,0.0,2.03,15.46,23.41,1086.18,95.81,1086.18,82.15,706.67,1.47,-59.59,0.1896668751711727,-0.5959116993560986,0.5886376115242101,0.0786377757135693,-5.480092432604411,0.8103331248288272,2.0154535022491507,0.0952395073599981,-0.5501270382963628,6.880091034103154,522.61,1024.36,0.86,9.52,90.36,0.0,9.64,5.899165481443899,-5.081037481612427,1,0,1,0
64,(주)데이타솔루션,263800,17-Dec,서비스업,108.72,0.98,-0.48,-1.32,2.37,0.19,1800.07,-0.7,13.16,27.18,1.77,3.77,7.08,122.61,112.01,158.77,381.1,122.96,30.14,34.94,3.29,1.74,0.5283170651157364,0.0174201164398085,0.1791960874983284,0.008597943657378,0.1058574721725552,0.4716829348842636,0.1452249694245283,0.1857644044951078,0.0109608205147493,7.792714005497451,56.59,74.22,-10.69,13.49,15.14,10.45,84.86,-85.85357369998515,-71.00636914313367,1,0,1,0
536,(주)케이아이엔엑스,93320,17-Dec,서비스업,10.44,14.23,21.5,155.55,2467274.0,-1.3,260.15,15.58,19.38,41.82,0.75,11.75,6.52,4.54,11.13,646.47,2324.11,646.47,51.35,272.82,8.04,10.72,0.1001353315756886,0.1071978379165755,0.2563674687513941,0.0,0.7145075026313197,0.8998646684243113,0.2819218512312355,0.392522082495241,0.1458311515961162,7.814748424058992,8.35,10.61,7.0,0.0,47.55,0.0,52.45,17.3379358531809,6.237939705316667,1,0,1,0
566,(주)코엔텍,29960,17-Dec,서비스업,11.38,26.22,41.77,54.23,43.15,-0.61,48.53,14.81,2.45,23.71,0.38,13.6,6.72,0.69,37.58,524.5,502.19,524.24,35.1,328.51,1.35,9.83,0.2731742725841758,0.0983222017868978,0.271644606891072,0.0095201309670615,0.574601894957576,0.7268257274158242,0.0871348110496259,0.566291977570198,0.1137960382290093,8.237408608310112,12.23,46.58,11.18,15.56,39.06,1385.89,60.94,20.10189315815545,9.103337503395224,1,0,1,0
352,(주)엔텔스,69410,17-Dec,서비스업,43.11,-7.53,5.24,14.61,2467274.0,-0.53,625.23,4.43,13.61,25.9,0.86,-8.73,4.77,19.88,43.56,168.75,1121.16,166.71,20.64,92.6,3.37,-6.49,0.3034341826357376,-0.0649400484386111,0.2780263597823273,0.0,0.3754694329443824,0.6965658353746959,0.2600164731456238,0.4933241446502925,-0.0324562279992915,7.744475833464873,4.22,16.52,-16.86,0.0,22.24,131.17,77.76,-790.1291462432671,-1329.858795023012,1,0,1,0
34,(주)넥스트엔터테인먼트월드,160550,17-Dec,서비스업,70.42,-7.89,-9.29,-6.99,-6.92,-0.34,20.96,-3.42,6.9,3.81,0.39,-5.98,3.33,1.97,96.16,165.57,931.85,165.5,23.54,40.88,0.86,-3.06,0.4902055255736779,-0.0306428086973004,0.1467642132899351,0.006785496335279,0.1081289512121261,0.5097944744263221,0.276165571155824,0.4056418110752413,-0.021179295627916,8.409024840086442,11.25,0.8,-24.8,18.06,22.16,2860.36,77.84,-177.64083918610692,-309.25291745204373,1,0,1,0
137,(주)모바일리더,100030,17-Dec,서비스업,7.18,7.32,16.64,103.47,2467274.0,-4.44,5891.45,6.94,8.13,32.01,0.4,3.09,3.75,81.75,7.18,596.08,1801.71,596.08,33.25,90.7,6.12,2.96,0.0670322508854493,0.0295876940812966,0.0607960738568484,0.0,0.7294864270237835,0.9329677491145506,0.3430942487977125,0.6004366947924455,0.017629009310075,7.50541613283683,-5.87,-22.19,-0.56,0.0,38.67,0.0,61.33,-29.55925065349985,577.8086145648313,1,0,1,0
440,(주)이글루코퍼레이션,67920,17-Dec,서비스업,18.31,6.96,8.88,68.33,2467274.0,-0.48,2216.05,10.81,11.33,70.99,1.29,10.8,11.02,49.86,18.79,424.15,753.67,421.64,49.97,116.97,8.03,8.99,0.1582060599841339,0.0898712440994698,0.1803145838434845,0.0,0.2033562942909512,0.841793940015866,0.9483593426067692,0.3461532756387295,0.0666693428888717,7.693270576936305,12.81,12.28,3.42,0.02,0.0,601.27,0.0,12.81484521810449,19.91362913848434,1,0,1,0
170,(주)비엘,142760,17-Dec,서비스업,5.52,-87.38,-112.07,-357.72,-61.33,-1.59,-60.64,-22.69,0.96,-5.81,0.2,-18.9,4.54,1.95,6.77,1590.6,442.18,1529.43,77.08,712.52,3.19,-17.69,0.063423877117562,-0.2246002605951003,0.3684517624726562,0.0340670253088222,-1.3125975411259854,0.936576122882438,1.015167212277741,0.1774761144914028,-0.2306426973419255,7.574908432099513,0.0,0.0,0.0,0.0,11.79,6.4,88.21,-13.728155757159616,-12.740998003287825,1,0,1,0
814,아이텍(주),119830,17-Dec,서비스업,29.14,5.85,30.82,34.55,5.75,1.73,50.78,16.21,9.87,37.85,0.54,5.98,12.42,0.74,88.38,48.02,989.71,48.02,-8.04,19.96,1.15,3.16,0.4691645179746705,0.0316236838630494,0.0308790128041542,0.0191514625616989,0.2091997854353869,0.5308354820253294,0.0956423269062438,0.92571821613107,0.051871021568377,7.691414347225503,5.61,-4.76,0.26,31.04,19.16,0.0,80.84,15.992189194647436,5.52011105375504,1,0,1,0
328,(주)에이치시티,72990,17-Dec,서비스업,34.53,0.32,11.11,15.5,1.29,0.31,59.32,4.94,12.17,31.7,0.46,0.21,3.56,0.85,46.72,136.07,1868.19,135.67,8.49,63.31,1.63,0.15,0.3184083764962296,0.0014704648167855,0.1489911114439163,0.0171888473918042,0.3490375855756531,0.6815916235037703,0.3340248741629922,0.6797813788016143,0.0063158754628527,7.797725144405064,9.82,-35.12,-1.28,23.46,34.76,590.91,65.24,-92.29967756293948,-97.8935067771086,1,0,1,0
567,(주)코원플레이,56000,17-Dec,서비스업,12.06,0.59,-12.1,-153.9,0.92,-0.2,921.18,-16.77,4.38,22.03,1.39,0.92,10.15,49.6,12.23,820.16,281.29,634.18,77.39,153.2,12.72,0.82,0.1089974283996553,0.0055531203164797,0.1646250877154446,0.0221736187722121,0.0148807788580084,0.8910025716003446,0.4237239690561092,0.1186619687436075,0.0081746714596088,7.3448935256543955,0.0,0.0,0.0,0.0,43.24,6.94,56.76,2305.301005472827,4507.368200629308,1,0,1,0
476,(주)인포바인,115310,17-Dec,서비스업,5.13,46.76,44.79,271.02,2199.94,-7.79,3086.93,13.23,14.38,24.6,0.3,14.62,6.48,39.14,5.13,1794.01,4574.3,1794.01,82.69,520.83,6.24,13.92,0.0488115119250769,0.1392359904101667,0.254222933555938,0.0015688878903221,1.055323162623358,0.9511884880749232,0.4472442243460381,0.1243152793920326,0.1645949690429733,7.885211153280685,1.63,3.05,8.15,0.0,0.0,0.0,0.0,0.3114434397939235,-2.3066739264422584,1,0,1,0
