일자,기관,개인,외국인,기타,전체
"2020/02/19","4211230","403936","10069479","0","14684645"
"2020/02/18","5323728","278925","8825358","0","14428011"
"2020/02/17","5431604","228385","8495884","0","14155873"
"2020/02/14","5220129","289154","10547138","0","16056421"
"2020/02/13","4270212","280953","12888698","0","17439863"
"2020/02/12","4726650","562072","12264649","0","17553371"
"2020/02/11","3711592","174060","8185132","0","12070784"
"2020/02/10","5069495","441491","7754763","0","13265749"
"2020/02/07","6736174","445273","8580496","0","15761943"
"2020/02/06","5579864","277740","9640786","0","15498390"
"2020/02/05","10880307","312321","11025205","0","22217833"
"2020/02/04","9618494","484421","11093166","0","21196081"
"2020/02/03","5036569","526201","15228249","0","20791019"
"2020/01/31","6075633","507380","14165813","0","20748826"
"2020/01/30","6596555","276803","10836565","0","17709923"
"2020/01/29","6090364","294405","10916213","0","17300982"
"2020/01/28","6567707","390594","15643345","0","22601646"
"2020/01/23","6017045","398493","7474771","0","13890309"
"2020/01/22","3899427","339650","8568510","0","12807587"
"2020/01/21","4078551","336397","9965564","0","14380512"
"2020/01/20","5361412","189173","7181095","0","12731680"
"2020/01/17","5022689","106839","7760181","0","12889709"
"2020/01/16","6243857","280116","8917929","0","15441902"
"2020/01/15","4627303","383362","9004927","0","14015592"
"2020/01/14","5554198","231425","9097729","0","14883352"
"2020/01/13","5807448","139112","7848418","0","13794978"
"2020/01/10","5129724","141885","7849543","0","13121152"
"2020/01/09","5265706","271622","11138406","0","16675734"
"2020/01/08","5161993","284087","13164830","0","18610910"
"2020/01/07","3627906","270121","7112215","0","11010242"
"2020/01/06","3783324","215700","9213745","0","13212769"
"2020/01/03","4130722","255150","7602272","0","11988144"
"2020/01/02","3003599","93083","7643520","0","10740202"
