회사명,거래소코드,회계년도,매출총이익(손실)(IFRS연결),매출액(수익)(*)(IFRS연결),매출총이익(손실)(IFRS),매출액(수익)(*)(IFRS),매출액총이익률
(주)중앙백신연구소,72020,17-Dec,15139441,31866534,15139441,31866534,47.50890386
(주)중앙에너비스,440,16-Dec,21641631,91628326,13107397,68790972,23.6189309
(주)중앙에너비스,440,17-Dec,12183170,70818896,12183170,70818896,17.2032758
(주)지니뮤직,43610,16-Dec,111286638,111286638,111286638,111286638,100
(주)지니뮤직,43610,17-Dec,38371367,155641712,38371367,155641712,24.65365261
(주)지란지교시큐리티,208350,16-Dec,9923055,19863483,9923055,19863483,49.956269
(주)지란지교시큐리티,208350,17-Dec,19399738,41763858,9073435,21596869,46.45101992
(주)지씨셀,144510,16-Dec,10254515,42419467,10254515,42419467,24.17407791
(주)지씨셀,144510,17-Dec,10209993,45796227,10209993,45796227,22.29439775
(주)지어소프트,51160,16-Dec,9696891,79594133,2784114,36425161,12.18292182
(주)지어소프트,51160,17-Dec,17702435,100467714,3854065,43691240,17.62002368
(주)지에스이,53050,16-Dec,22332022,104151463,22332022,104151463,21.44187067
(주)지에스이,53050,17-Dec,22266270,108460693,22266270,108460693,20.52934513
(주)지에스홈쇼핑,28150,16-Dec,956237241,1097764890,970876535,1065155786,87.1076539
(주)지에스홈쇼핑,28150,17-Dec,970651744,1086288130,982552957,1051657668,89.3549066
(주)지엔씨에너지,119850,16-Dec,14614487,116438228,14614487,116438228,12.55127912
(주)지엔씨에너지,119850,17-Dec,11162673,96667918,10768306,91843079,11.54744328
(주)지엔코,65060,16-Dec,70750529,121811659,58515692,102649214,58.08190249
(주)지엔코,65060,17-Dec,88246770,143172561,64423159,106151352,61.63664978
(주)지유온,111820,16-Dec,11400210,42415620,9998222,37960954,26.87738621
(주)지유온,111820,17-Dec,11906910,27550274,10077905,25220002,43.21884421
(주)진로발효,18120,16-Dec,24036060,86807974,23351471,85276173,27.6887697
(주)진로발효,18120,17-Dec,22912316,88458680,22175496,86702020,25.90171592
(주)진매트릭스,109820,16-Dec,1930565,5079868,1035743,3827557,38.00423554
(주)진매트릭스,109820,17-Dec,1856976,5189163,977791,3856961,35.78565561
(주)진바이오텍,86060,16-Dec,10637046,55632112,5541742,21863964,19.12033467
(주)진바이오텍,86060,17-Dec,9747407,55533770,5304075,20027071,17.55221553
(주)진성티이씨,36890,16-Dec,30114765,177809619,20746935,156173936,16.93652186
(주)진성티이씨,36890,17-Dec,40616733,244350833,31183098,216477731,16.62230184
(주)차바이오텍,85660,16-Dec,151608675,449260920,10810801,18863615,33.74624149
(주)차바이오텍,85660,17-Dec,124049110,418882086,13883289,22345816,29.61432683
(주)창해에탄올,4650,16-Dec,68497530,212584058,18838110,70904350,32.22138605
(주)창해에탄올,4650,17-Dec,58783343,216935119,21637835,91978086,27.09719997
(주)체리부로,66360,16-Dec,52672010,314406872,38776521,290877940,16.75281767
(주)체리부로,66360,17-Dec,59050427,361252806,37917449,314521263,16.34601199
(주)초록뱀미디어,47820,16-Dec,15803310,105907923,7362353,51630185,14.92174481
(주)초록뱀미디어,47820,17-Dec,8509326,58844075,3151152,26438093,14.4608034
(주)초록뱀이앤엠,131100,16-Dec,-1177945,35470768,-1133379,35428021,-3.320889472
(주)초록뱀이앤엠,131100,17-Dec,127096,24000916,127096,24000916,0.529546456
(주)초록뱀컴퍼니,52300,16-Dec,5070513,17732780,3899576,15490459,28.59401064
(주)초록뱀컴퍼니,52300,17-Dec,6502488,32421565,4212291,19767489,20.05605837
(주)칩스앤미디어,94360,16-Dec,13680081,13680081,13680081,13680081,100
(주)칩스앤미디어,94360,17-Dec,9055718,9055718,9055718,9055718,100
(주)카스,16920,16-Dec,37512395,131642970,31170453,119712557,28.49555506
(주)카스,16920,17-Dec,41915158,139411042,34574817,127507418,30.06588101
(주)카이노스메드,220250,16-Dec,2084930,2160033,2084930,2160033,96.52306238
(주)카이노스메드,220250,17-Dec,1968656,2178600,1968656,2178600,90.36335261
(주)캐스텍코리아,71850,16-Dec,32084880,226605079,20902659,157893100,14.15894125
(주)캐스텍코리아,71850,17-Dec,23583322,209549600,17258089,152504970,11.25429111
(주)캠시스,50110,16-Dec,18378484,365821939,34239782,312901709,5.023887865
(주)캠시스,50110,17-Dec,47021152,424429402,29375843,374629529,11.07867452
(주)컴투스,78340,16-Dec,461513094,513049918,443488999,495016153,89.95481293
(주)컴투스,78340,17-Dec,456655253,507987251,440816442,491936463,89.89502239
(주)컴투스홀딩스,63080,16-Dec,98645376,161482810,78940407,126394334,61.08723028
(주)컴투스홀딩스,63080,17-Dec,56058400,106371848,32701550,70628811,52.70040998
(주)케미메디,205290,16-Dec,0,0,,,#DIV/0!
(주)케미메디,205290,17-Dec,0,0,,,#DIV/0!
(주)케스피온,79190,16-Dec,21727687,86316565,19944879,53682510,25.17209414
(주)케스피온,79190,17-Dec,16634532,71553015,14613987,38939386,23.24784218
(주)케어랩스,263700,16-Dec,18597106,18597106,18597106,18597106,100
(주)케어랩스,263700,17-Dec,39335984,39335984,35824366,35824366,100
(주)케어젠,214370,16-Dec,22669937,30904871,22686351,30955730,73.35392858
(주)케어젠,214370,17-Dec,34193137,46531030,34058839,46423613,73.48459082
(주)케이사인,192250,16-Dec,32145095,32145095,32453119,32453119,100
(주)케이사인,192250,17-Dec,26489386,26489386,25753374,25753374,100
(주)케이씨씨건설,21320,16-Dec,92104995,1120735139,92104995,1120735139,8.218266011
(주)케이씨씨건설,21320,17-Dec,127346896,1326422112,127346896,1326422112,9.600782047
(주)케이씨아이,36670,16-Dec,15423646,44306664,15423646,44306664,34.81112006
(주)케이씨아이,36670,17-Dec,13510451,48502603,13510451,48502603,27.85510501
(주)케이씨에스,115500,16-Dec,3466535,25813287,3466535,25813287,13.4292661
(주)케이씨에스,115500,17-Dec,3936958,29310069,3936958,29310069,13.43210076
(주)케이씨티,89150,16-Dec,5745735,26151216,5745735,26151216,21.97119629
(주)케이씨티,89150,17-Dec,6339250,27915455,6339250,27915455,22.70874682
(주)케이씨피드,25880,16-Dec,11751470,80776776,12989533,75730588,14.54808001
(주)케이씨피드,25880,17-Dec,12434681,79688312,12468128,74377250,15.60414657
(주)케이아이엔엑스,93320,16-Dec,20331678,44193723,15143775,38443271,46.00580494
(주)케이아이엔엑스,93320,17-Dec,22483495,47286324,18336288,42019028,47.54756365
(주)케이에스피,73010,16-Dec,-4864539,26193103,-4864539,26193103,-18.57183168
(주)케이에스피,73010,17-Dec,-1907081,17799376,-1907081,17799376,-10.71431381
(주)케이에이치바텍,60720,16-Dec,13894857,378235181,-1599422,158176006,3.673602483
(주)케이에이치바텍,60720,17-Dec,-6831680,351126827,-22686902,127309738,-1.945644558
(주)케이엑스이노베이션,122450,16-Dec,70078567,159467610,10284490,35243361,43.94532971
(주)케이엑스이노베이션,122450,17-Dec,88654713,204851529,9975241,30456228,43.27754517
(주)케이엑스하이텍,52900,16-Dec,10746720,46892477,9373370,46376270,22.91779127
(주)케이엑스하이텍,52900,17-Dec,9843609,51535607,9174177,50108229,19.10059777
(주)케이엔더블유,105330,16-Dec,10222868,67975387,4996963,23088071,15.03907289
(주)케이엔더블유,105330,17-Dec,9320166,93788189,7329250,48146389,9.937462381
(주)케이엔엔,58400,16-Dec,19372769,61824766,18811684,60448318,31.33496534
(주)케이엔엔,58400,17-Dec,24766156,65355375,21866457,62316771,37.89459704
(주)케이엘넷,39420,16-Dec,5501738,35077238,5519738,35095238,15.68463857
(주)케이엘넷,39420,17-Dec,9239289,36450494,9266289,36477494,25.34750009
(주)케이엠,83550,16-Dec,18578135,109621891,10853096,60459745,16.94746809
(주)케이엠,83550,17-Dec,20017036,110908795,10626561,64524491,18.04819537
(주)케이엠더블유,32500,16-Dec,48991336,210541335,26833694,156736978,23.26922454
(주)케이엠더블유,32500,17-Dec,61121412,203720735,41724085,145612732,30.00254834
(주)케이지모빌리언스,46440,16-Dec,61915173,136687237,61915030,136685112,45.29696727
(주)케이지모빌리언스,46440,17-Dec,77372716,170595514,60685569,132514301,45.35448453
(주)케이지이니시스,35600,16-Dec,118082640,701048399,68640592,338859889,16.84372151
(주)케이지이니시스,35600,17-Dec,233593333,758453344,80332770,443489751,30.79864238
(주)케이티서브마린,60370,16-Dec,12560591,83959506,12560591,83959506,14.96029646
(주)케이티서브마린,60370,17-Dec,14306171,73738393,14306171,73738393,19.40125139
(주)케이티알파,36030,16-Dec,15741989,198739475,15741989,198739475,7.92091707
(주)케이티알파,36030,17-Dec,16069908,227631252,16069908,227631252,7.059622903
(주)케이프,64820,16-Dec,38681504,122114121,3980595,22656003,31.67652003
(주)케이프,64820,17-Dec,84692968,230559392,4534575,22104069,36.73368812
(주)케이피에스,256940,16-Dec,6105348,17547374,6105348,17547374,34.79351383
(주)케이피에스,256940,17-Dec,9241111,24042883,9241111,24042883,38.43595213
(주)케이피에프,24880,16-Dec,45456727,340186800,36707099,268991913,13.36228419
(주)케이피에프,24880,17-Dec,48676708,365411324,37057261,274970804,13.32107267
(주)케이피엠테크,42040,16-Dec,631890,21916246,717410,22924013,2.883203629
(주)케이피엠테크,42040,17-Dec,1307223,29040534,2017583,29986004,4.501373838
(주)케이피티유,54410,16-Dec,3156582,21301367,3156582,21301367,14.81868276
(주)케이피티유,54410,17-Dec,4770105,26423859,3241392,24860037,18.05226481
(주)케일럼,258610,16-Dec,8028558,28569861,8028558,28569861,28.10149479
(주)케일럼,258610,17-Dec,5824329,24015544,5824329,24015544,24.25233007
(주)켐온,217600,16-Dec,0,0,,,#DIV/0!
(주)켐온,217600,17-Dec,3268967,15549166,3268967,15549166,21.02342338
(주)켐트로닉스,89010,16-Dec,21305114,246122176,15896468,210147887,8.656316284
(주)켐트로닉스,89010,17-Dec,13718481,292775238,11219593,220133828,4.685669831
(주)켐트로스,220260,16-Dec,0,0,,,#DIV/0!
(주)켐트로스,220260,17-Dec,8768920,43454513,8768920,43454513,20.17953808
(주)코너스톤네트웍스,33110,16-Dec,9202688,34893230,9757881,31094641,26.3738496
(주)코너스톤네트웍스,33110,17-Dec,588242,3953756,598442,3963956,14.8780552
(주)코다코,46070,16-Dec,53368509,286354375,48848088,279122144,18.63722494
(주)코다코,46070,17-Dec,41710164,267845912,39748243,278087301,15.57244749
(주)코데즈컴바인,47770,16-Dec,5025549,16337467,5025549,16337467,30.76088233
(주)코데즈컴바인,47770,17-Dec,10384717,21234364,10384717,21234364,48.90524152
(주)코디,80530,16-Dec,656606,8087303,574855,8005552,8.118973655
(주)코디,80530,17-Dec,-862064,12264264,-1100382,12025946,-7.029072434
(주)코디엠,224060,16-Dec,1432044,44257148,1296487,44087609,3.235734937
(주)코디엠,224060,17-Dec,8315004,73499954,5795423,68893805,11.31293769
(주)코렌텍,104540,16-Dec,21202144,35974058,18457428,33128629,58.93731533
(주)코렌텍,104540,17-Dec,22305544,37848863,18946680,34489999,58.93319437
(주)코리아나화장품,27050,16-Dec,71263782,124019612,67019908,117715807,57.46170372
(주)코리아나화장품,27050,17-Dec,67251837,111708970,62908037,104418987,60.20271873
(주)코리아에스이,101670,16-Dec,4890989,14685102,4890989,14685102,33.30578841
(주)코리아에스이,101670,17-Dec,3248240,15575053,3066099,13030513,20.85540255
(주)코맥스,36690,16-Dec,31005792,131799755,29893750,130828797,23.52492385
(주)코맥스,36690,17-Dec,33814271,140191670,33912123,140251626,24.12002867
(주)코메론,49430,16-Dec,28377793,68905533,21055536,57587894,41.18362019
(주)코메론,49430,17-Dec,28626437,68450794,20440025,57281934,41.82046011
(주)코미코,183300,16-Dec,43115021,93983099,21654263,44079694,45.8752919
(주)코미코,183300,17-Dec,59893892,125056374,32794839,67620643,47.89351401
(주)코미팜,41960,16-Dec,10960241,37636362,10960241,37636362,29.12141455
(주)코미팜,41960,17-Dec,11595958,36641053,11425988,35612736,31.64744747
(주)코세스,89890,16-Dec,4915073,27874008,4915073,27874008,17.6331764
(주)코세스,89890,17-Dec,11264411,40922185,11264411,40922185,27.52641629
(주)코센,9730,16-Dec,-527122,53942891,-527122,53942891,-0.977185298
(주)코센,9730,17-Dec,5790272,57272647,5790272,57272647,10.1100129
(주)코스나인,82660,16-Dec,14269574,207265945,3221695,64929568,6.884668873
(주)코스나인,82660,17-Dec,-210591,184419003,-2660714,29633121,-0.114191594
(주)코스메카코리아,241710,16-Dec,35121566,165176125,29851443,152174095,21.26310083
(주)코스메카코리아,241710,17-Dec,38927708,182327850,31265122,158226664,21.35039052
(주)코스온,69110,16-Dec,21079613,83065519,19300763,77287333,25.37709179
(주)코스온,69110,17-Dec,20805833,100485580,17363956,85620455,20.70529224
(주)코썬바이오,204990,16-Dec,12714935,28617962,12714935,28617962,44.42991084
(주)코썬바이오,204990,17-Dec,12691480,25656055,9904827,21885626,49.46777671
(주)코아시아,45970,16-Dec,62647285,396061922,-1497885,9429026,15.8175481
(주)코아시아,45970,17-Dec,71719649,424250341,4133309,4759216,16.90503037
(주)코아시아옵틱스,196450,16-Dec,-8930965,39695061,-8169672,27291639,-22.49893255
(주)코아시아옵틱스,196450,17-Dec,4671689,14231304,3866578,11299145,32.82685129
(주)코엔텍,29960,16-Dec,20757466,55095779,19232773,48583970,37.67523824
(주)코엔텍,29960,17-Dec,23923966,61255105,21416183,53606953,39.05628111
(주)코원플레이,56000,16-Dec,10438189,29984912,10438189,29984912,34.81147118
(주)코원플레이,56000,17-Dec,13265312,30676039,13060095,28767652,43.24323619
(주)코이즈,121850,16-Dec,5504743,31440808,4949674,28975469,17.5082746
(주)코이즈,121850,17-Dec,-2627772,26389826,-3278522,21082535,-9.957519235
(주)코콤,15710,16-Dec,31308710,113892164,31308710,113892164,27.48978411
(주)코콤,15710,17-Dec,35833483,143089164,35833483,143089164,25.04276494
(주)코텍,52330,16-Dec,72000918,297954883,72000918,297954883,24.16504045
(주)코텍,52330,17-Dec,68330777,327482316,68330777,327482316,20.86548606
(주)코프라,126600,16-Dec,25800678,130126018,23798121,119147770,19.82745526
(주)코프라,126600,17-Dec,20185711,134792885,17830568,121749156,14.97535348
(주)쿠첸,225650,16-Dec,109207264,272618911,109207264,272618911,40.0585798
(주)쿠첸,225650,17-Dec,92320088,237263684,92320088,237263684,38.91033235
(주)큐로컴,40350,16-Dec,3116914,18985337,1811972,12319856,16.4174805
(주)큐로컴,40350,17-Dec,2313824,12683664,1858496,11295570,18.24255199
(주)큐로홀딩스,51780,16-Dec,-7429949,14592405,1947651,8187689,-50.91654871
(주)큐로홀딩스,51780,17-Dec,-107383,15357486,2601634,12621098,-0.699222516
(주)큐리언트,115180,16-Dec,0,0,0,0,#DIV/0!
(주)큐리언트,115180,17-Dec,0,0,0,0,#DIV/0!
(주)큐브엔터테인먼트,182360,16-Dec,-1062737,19465306,-532348,19026988,-5.459647025
(주)큐브엔터테인먼트,182360,17-Dec,4248134,24416090,4261716,23463431,17.39891195
(주)큐에스아이,66310,16-Dec,5681095,22020600,4539582,22020600,25.79900184
(주)큐에스아이,66310,17-Dec,5657260,22628424,4941313,22628380,25.00068056
(주)크레버스,96240,16-Dec,138574465,138574465,71583840,71583840,100
(주)크레버스,96240,17-Dec,147363632,147363632,73090572,73090572,100
(주)크린앤사이언스,45520,16-Dec,13529929,59971176,13228308,59675152,22.56071984
(주)크린앤사이언스,45520,17-Dec,16926402,77107947,16553243,76754464,21.95156616
(주)클라우드에어,36170,16-Dec,5141852,17665255,4763049,16757319,29.10714847
(주)클라우드에어,36170,17-Dec,4832339,16593462,4592041,15570249,29.12194574
(주)클래시스,214150,16-Dec,0,0,,,#DIV/0!
(주)클래시스,214150,17-Dec,24168599,34868166,23889421,34629233,69.3142249
(주)클리오,237880,16-Dec,121756607,193589949,123522404,196437347,62.89407463
(주)클리오,237880,17-Dec,117635584,193680144,115813577,190599980,60.73703869
(주)키이스트,54780,16-Dec,14842834,93247807,3687712,25549279,15.9176226
(주)키이스트,54780,17-Dec,17102473,106170053,2823926,21429057,16.10856594
(주)타이거일렉,219130,16-Dec,3741714,28000475,3741714,28000475,13.36303759
(주)타이거일렉,219130,17-Dec,7344819,33444169,7344819,33444169,21.9614337
(주)탑엔지니어링,65130,16-Dec,47853903,161030823,43948079,150212268,29.71723184
(주)탑엔지니어링,65130,17-Dec,48210504,176055995,36784828,151177787,27.38361963
(주)탑코미디어,134580,16-Dec,14843419,77354544,14775878,77287004,19.18881326
(주)탑코미디어,134580,17-Dec,7722135,47048592,7722135,47048592,16.41310541
(주)태광,23160,16-Dec,24865450,244778890,24865450,244778890,10.15833106
(주)태광,23160,17-Dec,24542307,184151389,24542307,184151389,13.32724512
(주)태양,53620,16-Dec,31067129,148160527,30845606,147772079,20.96856
(주)태양,53620,17-Dec,26733765,157569823,26411469,157274649,16.96629754
(주)태웅,44490,16-Dec,52465837,321984454,52465837,321984454,16.29452489
(주)태웅,44490,17-Dec,33663570,304366834,33663570,304366834,11.06019653
(주)테라젠이텍스,66700,16-Dec,31099672,101283309,23503129,60237425,30.70562396
(주)테라젠이텍스,66700,17-Dec,32501447,107591869,24831159,66010923,30.20808849
(주)테스,95610,16-Dec,48085477,178907934,48415523,178135030,26.87721887
(주)테스,95610,17-Dec,77417335,275790382,77677356,275184465,28.07107864
(주)테크윙,89030,16-Dec,51515031,141979322,49258429,133889168,36.28347443
(주)테크윙,89030,17-Dec,78234612,222772282,65317293,185196624,35.1186473
(주)텔레칩스,54450,16-Dec,43035616,100969671,42955918,100889973,42.62231973
(주)텔레칩스,54450,17-Dec,39503626,122666738,39182868,122345980,32.20402421
(주)텔레필드,91440,16-Dec,10087849,43098885,10087849,43098885,23.40628766
(주)텔레필드,91440,17-Dec,12956422,37433073,10753512,32656208,34.61223181
(주)텔콘알에프제약,200230,16-Dec,3074639,29840249,2720177,22065967,10.30366402
(주)텔콘알에프제약,200230,17-Dec,5162879,41774342,3012420,29704739,12.35897145
(주)토박스코리아,215480,16-Dec,0,0,,,#DIV/0!
(주)토박스코리아,215480,17-Dec,18213186,30535280,18213186,30535280,59.64636971
(주)토비스,51360,16-Dec,77141205,454454017,71668753,455566497,16.97447973
(주)토비스,51360,17-Dec,72225013,522718329,64081799,523988615,13.81719542
(주)토탈소프트뱅크,45340,16-Dec,4221907,9419277,4221907,9419277,44.82198581
(주)토탈소프트뱅크,45340,17-Dec,3629186,9746423,3629186,9746423,37.23608138
(주)톱텍,108230,16-Dec,52381875,392662456,54882132,387475224,13.34017913
(주)톱텍,108230,17-Dec,231068362,1138438650,221253433,1136587156,20.29695338
(주)투비소프트,79970,16-Dec,18586819,39181813,15686091,34807407,47.43736335
(주)투비소프트,79970,17-Dec,16010628,39454565,14551531,30895429,40.57991262
(주)트루윈,105550,16-Dec,892961,33228923,892961,33228923,2.687300458
(주)트루윈,105550,17-Dec,4046134,35388139,4046134,35388139,11.43358796
(주)특수건설,26150,16-Dec,7709508,138116060,7709508,138116060,5.581905537
(주)특수건설,26150,17-Dec,11261813,131132091,11238231,128027954,8.588144148
(주)티비씨,33830,16-Dec,9971503,38827003,9723068,38513717,25.68187661
(주)티비씨,33830,17-Dec,11204448,42211580,10980096,41921451,26.5435409
(주)티사이언티픽,57680,16-Dec,1446915,29775243,1446915,29775243,4.859456563
(주)티사이언티픽,57680,17-Dec,2669281,44382402,2669281,44382402,6.014277911
(주)티씨엠생명과학,228180,16-Dec,524300,1740083,524300,1740083,30.13074664
(주)티씨엠생명과학,228180,17-Dec,1384399,2513565,1384399,2513565,55.07711159
(주)티씨케이,64760,16-Dec,38429226,89446645,38429226,89446645,42.96329505
(주)티씨케이,64760,17-Dec,61219678,130310060,61219678,130310060,46.98000906
(주)티에스넥스젠,43220,16-Dec,2595791,32850567,2000039,18536385,7.901814906
(주)티에스넥스젠,43220,17-Dec,1712367,37440454,-2292503,23192844,4.573574348
(주)티에스이,131290,16-Dec,11401741,126712203,3035518,61654193,8.998139666
(주)티에스이,131290,17-Dec,47689359,185749435,28832558,101235629,25.67402641
(주)티에스트릴리온,284610,16-Dec,0,0,,,#DIV/0!
(주)티에스트릴리온,284610,17-Dec,0,0,,,#DIV/0!
(주)티엘아이,62860,16-Dec,22415964,77429304,18146324,72365334,28.95023311
(주)티엘아이,62860,17-Dec,17610513,67241628,14300800,63190870,26.18989683
(주)티케이케미칼,104480,16-Dec,33289381,612392890,33289381,612392890,5.435951583
(주)티케이케미칼,104480,17-Dec,40397207,714390502,40397207,714390502,5.654779408
(주)티플랙스,81150,16-Dec,8719945,100401651,8719945,100401651,8.685061364
(주)티플랙스,81150,17-Dec,8838241,117694298,8838241,117694298,7.509489542
(주)티피씨,130740,16-Dec,9279410,54390115,9061740,50731367,17.06083909
(주)티피씨,130740,17-Dec,7071659,51592715,6678429,45175625,13.70670065
(주)티피씨메카트로닉스,48770,16-Dec,14463286,92337671,10079649,74444535,15.66347282
(주)티피씨메카트로닉스,48770,17-Dec,20895448,101897097,16906982,86574975,20.5064213
(주)파나진,46210,16-Dec,4429175,6961089,4429175,6961089,63.62761631
(주)파나진,46210,17-Dec,4320917,7394731,4320917,7394731,58.4323757
(주)파라다이스,34230,16-Dec,138435821,694856269,105630433,520751140,19.92294337
(주)파라다이스,34230,17-Dec,70321637,668041930,40324510,391971788,10.52653042
(주)파라텍,33540,16-Dec,16934633,226852268,16692908,226669028,7.465049016
(주)파라텍,33540,17-Dec,21435452,259716264,21035923,259209218,8.2534115
(주)파루,43200,16-Dec,36285397,105658078,35954043,102105486,34.3422838
(주)파루,43200,17-Dec,-1535259,28869599,484957,24726561,-5.317908988
(주)파마리서치,214450,16-Dec,30836879,45953115,30650165,45566681,67.10508961
(주)파마리서치,214450,17-Dec,36064868,54469758,35679940,53554110,66.21081004
(주)파버나인,177830,16-Dec,9639682,76984704,9760413,77543415,12.52155493
(주)파버나인,177830,17-Dec,11795247,106136238,10481805,104275909,11.11330797
(주)파세코,37070,16-Dec,21834672,101953271,21834672,101953271,21.4163526
(주)파세코,37070,17-Dec,24050287,121285465,24050287,121285465,19.82948822
(주)파수,150900,16-Dec,7726446,21443571,7498661,21164807,36.03152665
(주)파수,150900,17-Dec,18140651,29288075,18021586,29207523,61.93869348
(주)파워로직스,47310,16-Dec,46257540,545479982,23574209,454209210,8.480153539
(주)파워로직스,47310,17-Dec,53738584,705665350,34614988,685227802,7.615307171
(주)파이오링크,170790,16-Dec,16830584,35813842,15167563,28675652,46.99463409
(주)파이오링크,170790,17-Dec,12092451,29431876,10609384,18643859,41.08623929
(주)파인넥스,123260,16-Dec,-26768688,14033559,-17833323,12554438,-190.7476785
(주)파인넥스,123260,17-Dec,-5357782,19302857,-904715,17405689,-27.75641968
(주)파인디앤씨,49120,16-Dec,13026295,177666099,12753842,57180845,7.331896785
(주)파인디앤씨,49120,17-Dec,6861311,159356867,11184762,60306603,4.305626189
(주)파인디지털,38950,16-Dec,28018494,78001533,16310158,62721692,35.92044018
(주)파인디지털,38950,17-Dec,26413192,76035318,14333481,57353157,34.73805686
(주)파인테크닉스,106240,16-Dec,29833359,216325021,25394931,189787081,13.79098861
(주)파인테크닉스,106240,17-Dec,5165534,174995498,623063,149753568,2.951809652
(주)파인텍,131760,16-Dec,9033470,153717014,1355548,40940978,5.876688445
(주)파인텍,131760,17-Dec,19315204,122257345,14301903,85675115,15.79880865
(주)파커스,65690,16-Dec,11732701,63854994,11694506,54150205,18.37397557
(주)파커스,65690,17-Dec,10196061,64532486,10146540,56470890,15.79988876
(주)파크시스템스,140860,16-Dec,15644119,24452140,12263398,20843230,63.97852703
(주)파크시스템스,140860,17-Dec,22334413,32882240,17749558,28149184,67.92241952
(주)파트론,91700,16-Dec,106184572,791415721,66120116,763823136,13.41704103
(주)파트론,91700,17-Dec,79396111,791339853,56893836,756897567,10.03312429
(주)파티게임즈,194510,16-Dec,31448344,31448344,24871599,24871599,100
(주)파티게임즈,194510,17-Dec,30536425,30536425,25902769,25902769,100
(주)팍스넷,38160,16-Dec,22243187,22243187,22243187,22243187,100
(주)팍스넷,38160,17-Dec,18312104,18312104,18312104,18312104,100
(주)팜스토리,27710,16-Dec,103998979,900486838,54348448,382664933,11.54919479
(주)팜스토리,27710,17-Dec,97392855,838555170,54024436,410529529,11.61436462
(주)팬스타엔터프라이즈,54300,16-Dec,3908024,28083159,3908024,28083159,13.91589885
(주)팬스타엔터프라이즈,54300,17-Dec,6389307,33523260,6389307,33523260,19.05932478
(주)팬엔터테인먼트,68050,16-Dec,4300543,35328272,4190185,35051322,12.17309185
(주)팬엔터테인먼트,68050,17-Dec,1387902,42340810,1357406,42144570,3.277929733
(주)팬젠,222110,16-Dec,-2237241,1461475,-2237241,1461475,-153.0810312
(주)팬젠,222110,17-Dec,-1474223,2372816,-1474223,2372816,-62.12968051
(주)펄어비스,263750,17-Jun,92730435,92730435,77696625,77696625,100
(주)펩트론,87010,16-Dec,1221321,3130705,1221321,3130705,39.01105342
(주)펩트론,87010,17-Dec,1217672,3215384,1217672,3215384,37.87018907
(주)포메탈,119500,16-Dec,6435588,45817287,6435588,45817287,14.04620051
(주)포메탈,119500,17-Dec,7167116,54017360,7167116,54017360,13.26817157
(주)포스코아이씨티,22100,16-Dec,118198066,866893881,111152142,838257963,13.63466378
(주)포스코아이씨티,22100,17-Dec,130278863,950592313,127186905,918344970,13.70501962
(주)포스코엠텍,9520,16-Dec,27491322,266528977,28381073,259048105,10.31457154
(주)포스코엠텍,9520,17-Dec,25197421,257832361,25197421,257832361,9.772792252
(주)포스코케미칼,3670,16-Dec,140805025,1117704662,131701405,1076455299,12.59769506
(주)포스코케미칼,3670,17-Dec,155564598,1197158861,150378543,1163917966,12.99448244
(주)포인트엔지니어링,256630,16-Dec,0,0,,,#DIV/0!
(주)포인트엔지니어링,176560,16-Dec,0,0,,,#DIV/0!
(주)포인트엔지니어링,256630,17-Dec,0,0,,,#DIV/0!
(주)포인트엔지니어링,176560,17-Dec,16039884,49508498,15343994,46872412,32.39824403
(주)폴라리스세원,234100,16-Dec,8918657,42352120,8918657,42352120,21.05834844
(주)폴라리스세원,234100,17-Dec,6681692,45390977,6681692,45390977,14.72030884
(주)폴라리스오피스,41020,16-Dec,13194593,13194593,8723130,8723130,100
(주)폴라리스오피스,41020,17-Dec,15224908,15224908,13315702,13315702,100
(주)폴라리스우노,114630,16-Dec,10852919,38998431,9560743,38440367,27.82911702
(주)폴라리스우노,114630,17-Dec,8717067,38766479,6965148,37607785,22.48609424
(주)푸드웰,5670,16-Dec,14283177,108214044,7867123,69370614,13.19900493
(주)푸드웰,5670,17-Dec,15851917,116866660,8939820,72828019,13.56410545
(주)푸른기술,94940,16-Dec,3637385,19016678,3637385,19016678,19.1273418
(주)푸른기술,94940,17-Dec,4870872,21527372,4870872,21527372,22.62641255
(주)퓨전,195440,16-Dec,8698097,28215569,8698097,28215569,30.82729609
(주)퓨전,195440,17-Dec,2104216,24697704,2104216,24697704,8.519885087
(주)퓨쳐켐,220100,16-Dec,-1334321,1625312,-1334321,1625312,-82.09629905
(주)퓨쳐켐,220100,17-Dec,-482591,2998387,-138337,2442796,-16.09502042
(주)프럼파스트,35200,16-Dec,8840594,45347132,8292893,37219125,19.49537625
(주)프럼파스트,35200,17-Dec,10566461,48804038,10286033,41579682,21.6507925
(주)프로스테믹스,203690,16-Dec,11055857,14164334,10965401,14283438,78.05419584
(주)프로스테믹스,203690,17-Dec,3752045,6564594,3539818,6021713,57.15578145
(주)프로텍,53610,16-Dec,28895661,94840058,27407621,89322692,30.46778082
(주)프로텍,53610,17-Dec,45346907,149802231,42494851,145728441,30.27118268
(주)프리엠스,53160,16-Dec,4171184,20251366,3705316,20167748,20.5970501
(주)프리엠스,53160,17-Dec,5023114,28663902,4489061,28478908,17.52418076
(주)플래스크,41590,16-Dec,6935621,80724853,-2830874,47634041,8.591679938
