회사명,거래소코드,회계년도,장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),자산(*)(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),자산(*)(IFRS연결),차입금의존도2019
(주)다우데이타,32190,19-Dec,0,100000000,508222,385584559,750834553,7589177551,0,25214812744,0.330758439
(주)다원시스,68240,19-Dec,54111275,36500000,18113790,518845427,66627304,39765000,18125329,535778020,0.232405266
(주)대동스틸,48470,19-Dec,4000000,0,0,78314977,4000000,0,0,78314977,0.051075799
(주)대륙제관,4780,19-Dec,1420000,13000000,1170000,157495147,1420000,13000000,1170000,157495147,0.098987177
(주)대림제지,17650,19-Dec,23395154,15000000,10480748,229356109,23395154,15000000,10480748,229356109,0.213100502
(주)대명소노시즌,7720,19-Dec,0,0,0,244340471,0,0,399588,243679256,0.001639811
(주)대성미생물연구소,36480,19-Dec,10500000,700000,0,51027758,10500000,700000,0,51027758,0.219488381
(주)대성엘텍,25440,19-Dec,1541667,24549428,5737021,99517673,1541667,28012882,5986457,110542670,0.32151391
(주)대성파인텍,104040,19-Dec,16721500,12075880,2330584,90442869,16721500,12075880,2330583,91992889,0.338373578
(주)대원,7680,19-Dec,3097956,28072000,285331,424534266,16521569,47708620,5753864,518668184,0.134930299
(주)대유,290380,19-Dec,0,142224,367022,72350682,0,142224,367022,72350682,0.007038579
(주)대유에이피,290120,19-Dec,749000,23138105,0,116058721,749000,26452905,0,128281832,0.212047993
(주)대창솔루션,96350,19-Dec,10043901,36406130,3284901,127390459,10043901,51987085,3284901,156535069,0.41726041
(주)대창스틸,140520,19-Dec,3300000,77946918,30200000,228321755,3300000,72946918,30200000,232138221,0.458549728
(주)대한과학,131220,19-Dec,0,600000,0,35848945,0,720000,0,44443513,0.01620034
(주)대호특수강,21040,19-Dec,9341000,22682386,6600000,148023965,9341000,22682386,6600000,148023965,0.260926574
(주)더 미동,161570,19-Dec,0,0,0,35999074,0,0,58498,35112641,0.00166601
(주)더블유아이,73570,19-Dec,98800,2698000,30400,52816652,98800,2698000,30400,52816652,0.053528573
(주)더블유에스아이,299170,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)덕산테코피아,317330,19-Dec,2240000,0,1120000,158858979,2240000,0,1120000,158858979,0.021150835
(주)덕신하우징,90410,19-Dec,0,13514883,112726,113737647,0,13514883,112726,117536854,0.115943285
(주)데이타솔루션,263800,19-Dec,0,11186670,166660,62996007,0,11186670,166660,62996007,0.18022301
(주)덱스터스튜디오,206560,19-Dec,0,0,0,64607086,0,0,0,66525819,0
(주)덴티스,261200,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)동구바이오제약,6620,19-Dec,5000000,14882600,1990503,132725123,5000000,14882600,1990503,132725123,0.164800021
(주)동국알앤에스,75970,19-Dec,0,20000000,0,107118750,0,20000000,0,125591075,0.159246985
(주)동국에스엔씨,100130,19-Dec,800000,0,133333,323693824,3466667,42304080,1133333,400888034,0.117000449
(주)동방선기,99410,19-Dec,0,0,0,34132289,0,0,0,34132289,0
(주)동성화인텍,33500,19-Dec,16110100,48008299,5564286,261012573,16110100,48008299,6045144,263075386,0.266705084
(주)동아엘텍,88130,19-Dec,0,0,562440,155200694,740400,180000,592440,267605758,0.005653242
(주)동양에스텍,60380,19-Dec,11600000,37542821,266667,116260464,17646350,39690431,2598317,144962083,0.41345362
(주)동우팜투테이블,88910,19-Dec,57500,0,46000,222990590,57500,1087000,46000,224727531,0.005297526
(주)동운아나텍,94170,19-Dec,2916667,9500000,2500000,54041008,2916667,9500000,2500000,54041008,0.276024959
(주)동원개발,13120,19-Dec,520000,527000,2228008,929793884,520000,527000,2228008,929793884,0.003522295
(주)동일기연,32960,19-Dec,0,0,0,57091220,0,745000,0,58374142,0.0127625
(주)동진쎄미켐,5290,19-Dec,6750000,223518712,41200000,701213988,22151910,265627435,66518699,840710798,0.421426779
(주)두산테스나,131970,19-Dec,24999960,22000000,2574960,342662378,24999960,22000000,2574960,342662378,0.144675702
(주)듀오백,73190,19-Dec,0,0,0,31552159,0,192121,0,32605733,0.005892246
(주)드래곤플라이,30350,19-Dec,0,0,0,15028635,0,0,0,14923301,0
(주)드림시큐리티,203650,19-Dec,0,10150000,0,77356759,0,10150000,300000,77347110,0.135105242
(주)드림어스컴퍼니,60570,19-Dec,0,0,0,164361525,0,0,0,171585555,0
(주)디딤,217620,19-Dec,4833304,14325370,8849020,111113819,4833304,16880695,2779992,117030402,0.209295966
(주)디모아,16670,19-Dec,0,0,0,61389633,0,0,0,102374669,0
(주)디바이스이엔지,187870,19-Dec,1000000,0,0,107991965,1000000,0,0,107991965,0.009259948
(주)디스플레이테크,66670,19-Dec,0,3355267,0,167971201,0,3355267,0,167971201,0.019975252
(주)디아크,78590,19-Dec,0,0,0,64605288,0,0,657814,71913569,0.009147286
(주)디알젬,263690,19-Dec,0,5045212,1000000,63489548,0,5045212,1000000,63046253,0.095885349
(주)디알텍,214680,19-Dec,0,5049828,0,71560870,0,5049828,0,70958295,0.071166141
(주)디앤씨미디어,263720,19-Dec,0,0,132274,52879947,0,1924200,185061,53449595,0.039462619
(주)디에스앤엘,141020,19-Dec,0,3226057,0,19012926,0,427814,51375,72600826,0.006600324
(주)디에스케이,109740,19-Dec,0,1000000,0,148458560,0,1000000,0,171897832,0.005817409
(주)디에이테크놀로지,196490,19-Dec,1534220,3935014,1534220,123800679,1534220,3935014,1534220,122217450,0.057303225
(주)디에이피,66900,19-Dec,21500000,40730000,2500000,225787010,21500000,40730000,2500000,225787010,0.286686112
(주)디엔에이링크,127120,19-Dec,479090,2050000,249960,24516852,479090,2050000,249960,25900053,0.107299008
(주)디엔에프,92070,19-Dec,6666666,6000000,3333332,110119296,6666666,6000000,3333332,110119296,0.145296951
(주)디엠에스,68790,19-Dec,600000,78340757,7550104,298807052,600000,78340757,7550104,302514624,0.28590638
(주)디오,39840,19-Dec,7172000,37115981,12908644,240173065,9097284,37506980,14037976,273185095,0.221982242
(주)디와이디,219550,19-Dec,0,0,0,50541095,0,0,0,52229060,0
(주)디이엔티,79810,19-Dec,10850000,4200000,4750000,45872808,10850000,4200000,4750000,46017809,0.430268203
(주)디지아이,43360,19-Dec,0,1908,0,48781971,0,1908,0,48781971,3.91128E-05
(주)디지캡,197140,19-Dec,4763380,0,1228280,44358090,6036386,0,1228280,48772866,0.148948926
(주)디지털대성,68930,19-Dec,0,0,0,105405415,0,1000000,0,142456542,0.007019685
(주)디지틀조선일보,33130,19-Dec,0,0,0,83541339,0,0,0,85853679,0
(주)디케이앤디,263020,19-Dec,0,0,0,50222361,0,1049208,724439,62104312,0.02855916
(주)디케이티,290550,19-Dec,0,0,0,55467020,0,5210100,0,114499310,0.045503331
(주)디티앤씨,187220,19-Dec,20942340,9000000,10038660,150900605,30149083,13503444,10038660,179838735,0.29855185
(주)딜리,131180,19-Dec,0,1626463,0,64733432,0,1626463,0,63808112,0.025489909
(주)라닉스,317120,19-Dec,0,0,0,20394753,0,0,0,20394753,0
(주)라이온켐텍,171120,19-Dec,2600000,3905877,5000000,132849020,2600000,3905877,5000000,132849020,0.086608671
(주)라이트론,69540,19-Dec,0,25000000,0,78824641,0,25018800,29866,79429657,0.315356593
(주)라파스,214260,19-Dec,7703720,0,1269400,59373198,10542653,0,1408183,62884817,0.190043266
(주)랩지노믹스,84650,19-Dec,99996,2500000,1032628,49477979,99996,2500000,1032628,49477979,0.073419005
(주)러셀,217500,19-Dec,0,0,0,45280733,0,0,0,45280733,0
(주)레고켐바이오사이언스,141080,19-Dec,1900000,0,0,144197435,1900000,0,0,141477453,0.013429702
(주)레드로버,60300,19-Dec,0,6156603,1594892,31639933,0,5356603,1594892,28775240,0.241579045
(주)레드캡투어,38390,19-Dec,75640944,5000000,105466833,414139245,75640944,5242678,105466833,416661455,0.447246686
(주)레몬,294140,19-Dec,0,9000000,0,98414205,0,9000000,0,98414205,0.091450213
(주)레이,228670,19-Dec,0,855000,0,78072723,0,855000,0,76656974,0.011153584
(주)레이언스,228850,19-Dec,0,0,56591,218601038,0,5071126,0,232073460,0.021851383
(주)레이크머티리얼즈,281740,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)로보로보,215100,19-Dec,0,0,0,26281613,0,0,0,27198177,0
(주)로보스타,90360,19-Dec,1349820,70429,599920,165443587,1349820,70429,599920,166636026,0.012123243
(주)로보티즈,108490,19-Dec,0,0,0,64609259,0,0,0,64669054,0
(주)로지시스,67730,19-Dec,0,0,0,24235178,0,0,0,24235178,0
(주)루멘스,38060,19-Dec,2400000,6700000,19046374,193665426,9232700,31996119,25152880,278451657,0.238395777
(주)루트로닉,85370,19-Dec,8666667,50407735,1244444,256299189,8666667,55169204,1244444,208199454,0.312586387
(주)룽투코리아,60240,19-Dec,0,0,0,83842780,58101,0,0,79352267,0.000732191
(주)리노스,39980,19-Dec,0,10991449,0,111255505,0,10991449,0,111913032,0.098214201
(주)리더스코스메틱,16100,19-Dec,0,19000000,8930013,96062249,7900000,19900000,9256936,132912018,0.278808016
(주)리드,197210,19-Dec,0,4212818,72500,29915769,4342,4292818,557500,31046019,0.156369807
(주)리드코프,12700,19-Dec,3427333,41320380,6444000,783735694,3427333,41320380,6444000,1036734077,0.049377863
(주)리메드,302550,19-Dec,5733168,0,816572,34945709,5733168,0,816572,34945709,0.187426159
(주)링네트,42500,19-Dec,0,115780,0,92992208,0,613000,0,94447962,0.006490347
(주)링크제니시스,219420,19-Dec,41667,0,125000,36987003,41667,0,125000,37630382,0.004429054
(주)마니커에프앤지,195500,19-Dec,3525000,2400000,1250000,58497680,3525000,2400000,1250000,58497680,0.122654437
(주)마이크로디지탈,305090,19-Dec,116620,770000,99960,23210224,116620,770000,99960,23210224,0.042506268
(주)마이크로컨텍솔루션,98120,19-Dec,374750,0,109000,37280225,374750,0,109000,37413850,0.012929704
(주)마이크로프랜드,147760,19-Dec,0,6673244,0,58240307,0,6673244,0,58240307,0.114581195
(주)마크로젠,38290,19-Dec,21000000,9000000,0,215583180,21000000,9000000,0,225531446,0.133019144
(주)맘스터치앤컴퍼니,220630,19-Dec,0,0,4481000,125909100,107712,0,4487067,139939227,0.032834103
(주)매직마이크로,127160,19-Dec,0,7885748,0,121574113,2655191,19255825,964352,128970686,0.177368739
(주)매커스,93520,19-Dec,0,20000,0,100464022,0,1568000,0,101122964,0.015505875
(주)맥스로텍,141070,19-Dec,13831650,13026307,1100013,75565720,13831650,13026307,1100013,75565720,0.369982182
(주)머큐리,100590,19-Dec,0,1148336,0,105086804,0,1148336,0,105086804,0.0109275
(주)멀티캠퍼스,67280,19-Dec,0,0,0,192260153,0,0,0,204059370,0
(주)메드팩토,235980,19-Dec,0,346886,0,80699693,0,346886,0,80699693,0.00429848
(주)메디아나,41920,19-Dec,0,0,64306,64785938,0,0,64306,64760524,0.000992981
(주)메디콕스,54180,19-Jun,13500000,2000000,3400000,55809765,13500000,2110577,3400000,56061813,0.339100289
(주)메디톡스,86900,19-Dec,0,97899253,0,388656491,177840,101497077,0,421529504,0.241204746
(주)메디프론디비티,65650,19-Dec,0,0,0,19459610,0,0,0,19459610,0
(주)메지온,140410,19-Dec,0,424620,0,53051381,0,424620,0,58873712,0.007212387
(주)메카로,241770,19-Dec,0,500000,0,155822453,0,500000,0,160150690,0.00312206
(주)메타바이오메드,59210,19-Dec,5684030,29147206,63020,100502619,7585225,30098078,100152,103291753,0.36579353
(주)멕아이씨에스,58110,19-Dec,6616520,0,746280,23149543,6669220,2034992,879520,24850344,0.385657921
(주)멜파스,96640,19-Dec,0,17000000,0,79763076,0,17000000,0,79763076,0.213131199
(주)모다이노칩,80420,19-Dec,19667000,59026286,9960713,754509203,68121538,95151543,9960713,897502146,0.193017693
(주)모두투어네트워크,80160,19-Dec,0,0,0,262603012,53134144,250000,1844716,420625003,0.131301895
(주)모바일리더,100030,19-Dec,352944,0,0,26732015,638578,0,0,37969975,0.016817973
(주)모베이스,101330,19-Dec,14999100,6000000,4871900,183624767,56960277,196197484,59614889,991473184,0.315462541
(주)모베이스전자,12860,19-Dec,27000000,146471873,55325753,562807773,32776334,184607296,55756365,673938142,0.405289415
(주)모비스,250060,19-Dec,2000000,0,0,27231710,2000000,10000,0,42509164,0.047283922
(주)모헨즈,6920,19-Dec,0,0,0,25717995,0,0,0,58143099,0
(주)미래SCI,28040,19-Dec,0,14854472,45928,48377378,0,17223603,45928,54405331,0.317423508
(주)미래생명자원,218150,19-Dec,0,889885,0,34097096,0,3399650,0,38518768,0.088259573
(주)미래컴퍼니,49950,19-Dec,0,0,0,129827035,0,0,0,133767810,0
(주)미래테크놀로지,213090,19-Dec,0,0,0,60573769,0,0,0,108768508,0
(주)미애부,225850,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)미코,59090,19-Dec,16872480,18000000,4324922,135623302,74188122,47240408,4714831,404978178,0.311481872
(주)미투온,201490,19-Dec,0,0,0,100407142,238706,0,50183,175119533,0.001649667
(주)바른손,18700,19-Mar,0,700000,0,37155302,74000,2963740,440916,39243971,0.088641794
(주)바른손이앤에이,35620,19-Dec,13000000,285000,77212,106761431,13000000,285000,0,103169274,0.128768959
(주)바른전자,64520,19-Dec,0,27374747,41936,76731767,0,27123060,41936,76832470,0.353561404
(주)바이넥스,53030,19-Dec,0,0,23158852,202621622,0,0,23158852,202782054,0.114205629
(주)바이오니아,64550,19-Dec,9412500,3810000,3650000,74980585,9412500,3810000,3650000,82099866,0.205511907
(주)바이오로그디바이스,208710,19-Dec,0,5100000,3388000,53107447,0,6417422,3388000,88918610,0.110274126
(주)바이오솔루션,86820,19-Dec,0,0,0,51807476,0,0,0,51807476,0
(주)바이오스마트,38460,19-Dec,0,3000000,0,119972450,6353388,17085351,8226765,183543718,0.172522952
(주)바이오톡스텍,86040,19-Dec,5750000,10410466,750000,60584722,5750000,10676333,750000,60175524,0.285437199
(주)바텍,43150,19-Dec,24448569,3141571,0,362905886,24448569,3443420,0,386987301,0.072074688
(주)배럴,267790,19-Dec,7000000,0,1000000,59689555,7000000,0,1000000,58348027,0.137108321
(주)백금티앤에이,46310,19-Dec,800000,12349245,901033,61445123,1949800,14679687,1421192,93349212,0.193367235
(주)버킷스튜디오,66410,19-Dec,0,0,0,53999881,0,0,0,53999881,0
(주)베노홀딩스,206400,19-Dec,0,0,0,44519677,0,0,0,44249191,0
(주)베셀,177350,19-Dec,2958333,20266000,3575000,79391713,2958333,20266000,3575000,86241040,0.310749186
(주)베스파,299910,19-Dec,0,0,0,111946288,0,0,0,106207019,0
(주)보광산업,225530,19-Dec,666667,6840000,4416244,100570886,666667,6840000,4416244,100570886,0.118552311
(주)보라티알,250000,19-Dec,1437500,20492854,3162500,84921422,1437500,20492854,3162500,86622147,0.289681737
(주)본느,226340,19-Dec,0,0,69079,38732823,0,911570,0,41068940,0.022196093
(주)부-스타,8470,19-Dec,0,0,0,94164882,0,0,0,94164882,0
(주)부방,14470,19-Dec,0,0,0,223913219,0,5300000,0,261497703,0.020267864
(주)뷰웍스,100120,19-Dec,0,0,0,181258083,0,1700091,0,181014312,0.009392025
(주)브리지텍,64480,19-Dec,0,0,0,42299688,0,0,0,42299688,0
(주)브이원텍,251630,19-Dec,0,0,0,86929602,0,0,0,87282327,0
(주)브이티지엠피,18290,19-Dec,500000,29408315,2469042,122122968,500000,29408315,9300000,135892621,0.288524239
(주)블루베리엔에프티,44480,19-Dec,4700000,0,200000,79064180,4700000,581027,200000,140121718,0.039116185
(주)블루콤,33560,19-Dec,0,0,0,187309440,0,0,0,173877976,0
(주)비덴트,121800,19-Dec,6000000,0,0,327294551,6000000,0,0,326821610,0.018358639
(주)비보존헬스케어,82800,19-Dec,0,0,0,163766641,0,0,0,164654060,0
(주)비씨월드제약,200780,19-Dec,16262747,8740000,6419810,129191709,26649107,13240000,9893374,162170556,0.306976076
(주)비아트론,141000,19-Dec,0,0,0,149896945,0,0,0,149710472,0
(주)비에이치,90460,19-Dec,2475000,21796523,23525270,375115601,9856333,47421260,10096995,477943796,0.140967596
(주)비엔지티,32790,19-Dec,4800000,0,1435478,34683547,4800000,700000,1577445,41822337,0.169226435
(주)비엘,142760,19-Dec,0,0,0,83609474,19330852,3590612,0,148113572,0.154756
(주)비엘팜텍,65170,19-Dec,0,650000,0,62066019,19330852,3590612,0,89113254,0.257217226
(주)비엠티,86670,19-Dec,6280000,29900000,0,117691092,6280000,29900000,0,117489334,0.307942847
(주)비올,335890,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)비즈니스온커뮤니케이션,138580,19-Dec,0,0,0,64059044,0,0,0,64059044,0
(주)비츠로셀,82920,19-Dec,125000,582443,500000,163352810,125000,582443,694845,163957502,0.008552753
(주)비츠로시스,54220,19-Mar,0,31116809,16110169,18700996,0,31116809,16110169,18700996,2.525372338
(주)비츠로테크,42370,19-Dec,0,0,122985,116863287,1220500,14582443,1691652,367544313,0.047598601
(주)비케이홀딩스,50090,19-Dec,0,0,0,43938679,0,0,0,44270690,0
(주)비투엔,307870,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)비트컴퓨터,32850,19-Dec,1500000,0,1000000,61549147,1500000,0,1000000,62486547,0.040008612
(주)비피도,238200,19-Dec,0,0,0,48239213,0,0,0,48243898,0
(주)빅솔론,93190,19-Dec,0,0,1002443,159183608,0,0,0,164097769,0
(주)빅텍,65450,19-Dec,835275,0,477305,93617772,835275,0,477305,93617772,0.014020628
(주)사람인에이치알,143240,19-Dec,0,0,0,124432598,0,0,0,130667966,0
(주)삼기,122350,19-Dec,88659444,100450000,17073273,413977125,88659444,120955561,17073273,424954537,0.533441247
(주)삼보판지,23600,19-Dec,2854074,3828492,2394381,279029521,34598574,15252706,8731075,530767249,0.110372965
(주)삼양옵틱스,225190,19-Dec,0,0,0,49355040,0,0,0,49488705,0
(주)삼일,32280,19-Dec,8500000,7052513,2000000,98674478,8500000,7052513,2000000,98674478,0.177883008
(주)삼일기업공사,2290,19-Dec,0,0,0,69829145,0,0,0,69829145,0
(주)삼진,32750,19-Dec,0,100000,0,83846723,0,100000,0,96419553,0.001037134
(주)삼진엘앤디,54090,19-Dec,5564417,11630000,3231545,135635910,16055489,16843300,3865196,170409136,0.215739519
(주)삼표시멘트,38500,19-Dec,220095445,29088877,73512414,1111648259,306723483,41688877,113306074,1346969002,0.342783266
(주)삼화네트웍스,46390,19-Dec,0,0,0,43473520,0,24000,0,43303787,0.000554224
(주)상보,27580,19-Dec,0,36090000,1000000,95629081,0,36090000,3707419,104559643,0.380619308
(주)상상인,38540,19-Dec,0,14500000,3333320,256168217,12233333,171377125,53199987,3627156735,0.065288175
(주)상상인인더스트리,101000,19-Dec,2000000,2000000,260039,47873562,2000000,2000000,260039,47833180,0.089060334
(주)상아프론테크,89980,19-Dec,5000000,31084810,0,205523488,5340291,65122105,5889243,248318385,0.307474773
(주)상지카일룸,42940,19-Dec,0,0,0,127316138,0,26027447,0,154372206,0.168601898
(주)새로닉스,42600,19-Dec,2000000,9300000,295989,82175279,4783232,17030000,2445565,134591385,0.18024034
(주)서남,294630,19-Dec,671195,1000000,0,10526328,671195,1000000,0,10526328,0.158763341
(주)서린바이오사이언스,38070,19-Dec,0,0,0,77969175,81250,138000,18750,80707446,0.002948922
(주)서부티엔디,6730,19-Dec,251615200,109000000,426988678,1811212318,251615200,109000000,426988678,1811212318,0.434849007
(주)서산,79650,19-Dec,0,0,0,40675572,0,0,0,119198013,0
(주)서연탑메탈,19770,19-Dec,83333,30591724,1000000,121602268,8104282,40456117,10588031,156275835,0.378487371
(주)서울리거,43710,19-Dec,0,0,0,67528056,0,19599002,4380000,119147803,0.201254252
(주)서울옥션,63170,19-Dec,35350000,30340000,1073101,144624112,35350000,30340000,1888588,172774839,0.391136744
(주)서울제약,18680,19-Dec,10000000,4000000,4800000,70890348,10000000,4000000,4800000,70890348,0.265198303
(주)서원인텍,93920,19-Dec,0,4410059,0,167091569,0,4410059,3483000,201386876,0.039193512
(주)서전기전,189860,19-Dec,0,4000000,0,56704266,0,4000000,0,56704266,0.07054143
(주)서진시스템,178320,19-Dec,10388780,39064639,3170733,253117440,75386214,128110758,9863690,563040746,0.378943555
(주)서진오토모티브,122690,19-Dec,6859444,64466667,7260000,220013870,28690803,245156088,43176547,871205379,0.363890588
(주)서플러스글로벌,140070,19-Dec,18150000,19900000,2570289,171105016,20350000,21800000,2939479,178822583,0.252146447
(주)서한,11370,19-Dec,18333300,2327000,3333320,469386259,18333300,2327000,3333320,469386259,0.051117006
(주)서희건설,35890,19-Dec,2985915,10000000,7556852,862840495,53765282,41294514,14299353,976143473,0.11203184
(주)선광,3100,19-Dec,61500000,15000000,13983333,426912383,182078000,17248340,26950287,709957771,0.318718431
(주)선익시스템,171090,19-Dec,0,0,0,119598938,740400,180000,30000,120131791,0.007911311
(주)성광벤드,14620,19-Dec,0,0,0,469901965,20000000,0,0,502049444,0.039836714
(주)성도이엔지,37350,19-Dec,3500000,15000000,0,357648351,3500000,15000000,0,519451891,0.035614463
(주)성우하이텍,15750,19-Dec,99540582,388300705,32825560,1843989416,359687826,755389793,223849695,3446277584,0.388514065
(주)성창오토텍,80470,19-Dec,0,9577475,237679,74400009,5563433,15366475,1433625,110875098,0.201700232
(주)세경하이테크,148150,19-Dec,7000000,4000000,0,163348809,7000000,27220000,0,206426561,0.165773241
(주)세동,53060,19-Dec,8004193,36583306,7182657,92138164,8505400,39852575,7182658,116302468,0.477553348
(주)세림비앤지,340440,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)세보엠이씨,11560,19-Dec,0,50880000,0,284018839,0,50880000,0,289059467,0.176019144
(주)세영디앤씨,52190,19-Dec,0,0,535819,38131555,0,0,0,37402436,0
(주)세운메디칼,100700,19-Dec,0,0,0,106208381,0,0,0,104471828,0
(주)세원물산,24830,19-Dec,0,6800000,0,284013793,0,6800000,0,284013793,0.023942499
(주)세종메디칼,258830,19-Dec,0,0,22763,49360169,0,295744,22763,49484741,0.006436469
(주)세중,39310,19-Dec,0,0,0,63216333,10000000,4000000,73950,124802699,0.112769596
(주)세진티에스,67770,19-Dec,0,0,0,38025649,0,0,0,40921359,0
(주)세코닉스,53450,19-Dec,41290719,20906193,33155137,335866562,51850683,41518001,39016132,357537428,0.370268413
(주)세토피아,222810,19-Dec,0,8000000,0,47295918,0,8200000,0,55633997,0.147391891
(주)세화피앤씨,252500,19-Dec,0,0,0,29486062,0,0,0,29486062,0
(주)셀루메드,49180,19-Dec,0,6342400,0,39500384,0,6522400,0,64980480,0.100374759
(주)셀리드,299660,19-Dec,0,0,0,52515665,0,0,0,52515665,0
(주)셀리버리,268600,19-Dec,0,0,167363,30858307,0,0,167363,30858307,0.005423596
(주)셀바스에이아이,108860,19-Dec,1800000,2328000,10000000,68559543,6721818,5328000,20853636,94134129,0.349537987
(주)셀바스헬스케어,208370,19-Dec,4921818,3000000,10853636,47023141,4921818,3000000,10853636,47106649,0.398573331
(주)셀트리온제약,68760,19-Dec,38602997,108960000,14114906,470980396,38602997,108960000,14114906,470980396,0.343279475
(주)셀트리온헬스케어,91990,19-Dec,0,0,0,2773873519,0,114429000,0,2848904874,0.04016596
(주)셀피글로벌,68940,19-Dec,3000000,7771937,0,35869322,3000000,7771937,0,35940955,0.299712042
(주)소리바다,53110,19-Dec,0,619000,0,53602747,0,651000,9080,55840053,0.011820906
(주)소프트센,32680,19-Dec,0,0,0,59357863,0,0,0,59357863,0
(주)손오공,66910,19-Dec,0,3030974,0,43705598,7700000,3030974,0,55702504,0.192647964
(주)솔고바이오메디칼,43100,19-Dec,4700000,7295000,3000000,51140993,5304260,8341000,3000000,56455027,0.29484106
(주)솔루에타,154040,19-Dec,12500000,1000000,1000000,94434236,12562955,26998216,1439322,185747167,0.220732804
(주)솔본,35610,19-Dec,0,0,0,148864010,0,1188778,0,208145441,0.005711285
(주)쇼박스,86980,19-Dec,0,0,0,165220948,0,0,0,165251340,0
(주)수산아이앤티,50960,19-Dec,0,0,0,79531987,0,0,0,79531987,0
(주)수젠텍,253840,19-Dec,1050000,2300000,750000,45489112,1050000,2300000,750000,45420146,0.090268314
(주)슈프리마,236200,19-Dec,0,0,0,149004682,0,0,0,148553814,0
(주)슈프리마아이디,317770,19-Dec,0,0,151948,40519009,0,0,151948,41757383,0.00363883
(주)슈프리마에이치큐,94840,19-Dec,0,0,0,130716242,0,0,195024,174441141,0.001117993
(주)슈피겐코리아,192440,19-Dec,0,0,2351170,292117889,0,5789000,0,346250549,0.016719107
(주)스마트솔루션즈,136510,19-Dec,0,7387000,0,37915443,0,7387000,0,37911975,0.194846088
(주)스맥,99440,19-Dec,26658615,36162010,16246039,224013006,26989155,41685765,16518273,225041495,0.378566597
(주)스카이문스테크놀로지,33790,19-Dec,0,3000000,0,26928240,0,3000000,0,26928240,0.111407207
(주)스킨앤스킨,159910,19-Dec,0,5200000,0,47181987,215420,6886000,430840,51689281,0.145721895
(주)스타플렉스,115570,19-Dec,16000000,33851256,0,135322683,19317143,35708856,2653714,137078094,0.420779946
(주)스튜디오산타클로스엔터테인먼트,204630,19-Dec,0,4000000,0,50284018,224910,4358313,75090,79274813,0.058761577
(주)스페코,13810,19-Dec,5000000,10500000,0,85523361,5000000,13954891,0,87795562,0.215898054
(주)승일,49830,19-Dec,0,7000000,0,170980812,0,7000000,0,170980812,0.040940266
(주)시공테크,20710,19-Dec,0,0,0,132671757,0,0,0,155221788,0
(주)시너지이노베이션,48870,19-Dec,3000000,8300000,0,106960791,3000000,12310000,0,147294986,0.103941081
(주)시노펙스,25320,19-Dec,5000000,13190000,0,144674179,9192367,25316400,1131134,153556594,0.232096194
(주)시스웍,269620,19-Dec,0,0,0,48969239,0,0,0,49384635,0
(주)시큐브,131090,19-Dec,0,0,0,37478122,0,0,0,37345661,0
(주)시티랩스,139050,19-Dec,5384510,17754650,99960,82805602,19722010,22723005,416220,182348730,0.23505091
(주)신진에스엠,138070,19-Dec,16200000,8000000,300000,101988850,16200000,19811258,300000,119152310,0.304746572
(주)신테카바이오,226330,19-Dec,0,0,0,47946292,0,0,0,47946292,0
(주)신화콘텍,187270,19-Dec,19885692,5128618,2213300,84063897,19941247,8328618,2379967,86471265,0.354451065
(주)심텍,222800,19-Dec,41000000,160760600,37904920,709597553,21726336,171894591,115676334,839945994,0.3682347
(주)심텍홀딩스,36710,19-Dec,0,0,8705533,126153562,24438185,171894591,80285561,865319569,0.319671884
(주)싸이맥스,160980,19-Dec,7000000,9000000,0,141538188,9744910,11000000,711640,150525335,0.142544443
(주)싸이토젠,217330,19-Dec,0,0,0,19716116,0,0,0,19716116,0
(주)썸에이지,208640,19-Dec,0,0,0,32775596,0,0,0,43489978,0
(주)쎄노텍,222420,19-Dec,25731693,13460000,5211373,85262664,25731693,13460000,5211373,85262664,0.520779717
(주)쎄니트,37760,19-Dec,8199260,32598980,0,111978660,15065860,35638999,2359,157234051,0.322495145
(주)쎄트렉아이,99320,19-Dec,0,0,0,88358446,0,0,0,96315121,0
(주)쎌바이오텍,49960,19-Dec,0,0,0,112132723,0,0,0,108303435,0
(주)쏠리드,50890,19-Dec,15000000,43920200,0,269365848,18625025,46663378,499992,283758311,0.231846584
(주)씨씨에스충북방송,66790,19-Dec,0,0,0,32950970,0,0,0,32952881,0
(주)씨에스,65770,19-Dec,0,0,0,27205598,0,0,0,27188933,0
(주)씨에스에이코스믹,83660,19-Dec,0,1500000,0,27471968,2425800,1634775,200400,33205505,0.128321343
(주)씨엔플러스,115530,19-Dec,311665,215493,180556,19805811,311665,1209901,180556,22339698,0.076192704
(주)씨엠에스에듀,225330,19-Dec,0,23800000,2750000,99073349,0,23800000,2750000,102295816,0.259541407
