회사명,거래소코드,회계년도,장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),자산(*)(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),자산(*)(IFRS연결),차입금의존도2019
씨제이프레시웨이(주),51500,19-Dec,0,70596044,49995934,1132092351,4866740,114840914,51092654,1181663153,0.144542298
씨큐브(주),101240,19-Dec,6000000,15000000,0,82177764,6000000,15000000,0,82177764,0.25554358
아미코젠(주),92040,19-Dec,4555000,9000000,616000,154569430,5926926,31250428,626096,241401291,0.156600032
아비코전자(주),36010,19-Dec,0,20000,0,95542436,0,2020000,0,121058800,0.016686106
아이쓰리시스템(주),214430,19-Dec,5627620,2100000,1302170,91546176,5627620,2100000,1302170,91546176,0.098636452
아이진(주),185490,19-Dec,0,0,0,47264498,0,0,0,47309381,0
아이큐어(주),175250,19-Dec,32000000,0,5700000,186734727,37857000,4500000,5896546,211892753,0.227726269
아이크래프트(주),52460,19-Dec,0,124487,0,48817754,300000,3191532,0,53449843,0.065323522
아이텍(주),119830,19-Dec,9374950,4000000,4519050,93926339,9374950,4000000,4519050,95000560,0.188356784
아진산업(주),13310,19-Dec,67819986,34280000,41835506,447355194,159563870,37511930,90307056,654694732,0.438957031
안국약품(주),1540,19-Dec,107250,16000000,5067282,207087227,246900,18000000,9968278,217956961,0.129452979
알리코제약(주),260660,19-Dec,7707533,13383552,3532800,118754000,7707533,13383552,3532800,118754000,0.207352047
알서포트(주),131370,19-Dec,9000000,0,0,73145339,9000000,0,0,78555022,0.114569378
알에스오토메이션(주),140670,19-Dec,5926810,10062345,0,70997602,5926810,10362345,0,73091768,0.222858955
알에프머트리얼즈(주),327260,19-Dec,0,2000000,0,29750495,0,2000000,0,29750495,0.067225772
알에프에이치아이씨(주),218410,19-Dec,0,10280000,0,240101261,0,12280000,0,260240851,0.047187058
압타바이오(주),293780,19-Dec,0,0,0,77404261,0,0,0,77404261,0
애니젠(주),196300,19-Dec,0,0,0,30731927,0,0,0,30731927,0
애머릿지코퍼레이션,900100,19-Dec,0,1578900,0,126984131,0,4336072,0,115190253,0.037642699
앱클론(주),174900,19-Dec,5000000,2000000,0,46968451,5000000,2000000,0,46968451,0.149036212
어보브반도체(주),102120,19-Dec,0,0,0,110719959,0,0,431918,110464995,0.003909999
에스넷시스템(주),38680,19-Dec,0,5761970,39134,125732749,0,8001970,39134,172122910,0.046717221
에스디엔(주),99220,19-Dec,3439620,30408637,1140260,126743536,10110427,28332750,1949856,135452090,0.298209005
에스맥(주),97780,19-Dec,0,10000000,0,282922817,5245050,19507270,2777301,349790577,0.078703152
에스비더블유생명과학(주),151910,19-Dec,0,3940000,0,99735135,4839252,6765177,1384595,84721761,0.153313905
에스씨아이평가정보(주),36120,19-Dec,0,0,0,30536066,0,0,0,32190975,0
에스앤씨엔진그룹리미티드,900080,19-Dec,,,,,2091130,2320360,3049489,456216730,0.016354023
에스에이치엔엘(주),50320,19-Dec,0,0,0,4888567,0,0,0,4888567,0
에스엔유프리시젼(주),80000,19-Dec,0,0,11300000,151867906,0,0,11300000,151973823,0.07435491
에스엔케이폴리텍(주),91340,19-Dec,10352010,5000000,13653280,95813820,29313456,40556235,25577907,246706940,0.386886555
에스와이(주),109610,19-Dec,17197512,54561085,7923820,284866273,33403606,68939364,12552914,361603998,0.317739529
에스지씨이테크건설(주),16250,19-Dec,2241166,88859250,35912732,798493788,94185565,221976410,84468204,2034408015,0.196927153
에스지에이(주),49470,19-Dec,6149900,8300000,5643159,68945413,6149900,15998000,18060677,100663770,0.399434444
에스지에이솔루션즈(주),184230,19-Dec,0,2200000,0,44762141,0,4680000,2424620,47971816,0.148099876
에스지에이클라우드서비스(주),224880,19-Dec,0,4480000,0,6360875,0,4480000,0,6360875,0.704305618
에스지이(주),255220,19-Dec,9621600,19132111,41325000,212279438,9621600,21236328,41385000,227974975,0.316889729
에스케이 머티리얼즈(주),36490,19-Dec,0,119000000,101428039,1076533199,55249940,242268122,261241024,1615834120,0.345802257
에스텍(주),69510,19-Dec,0,0,0,151829797,0,8478997,349162,213913142,0.04126983
에스트래픽(주),234300,19-Dec,2118555,17590000,2500000,130404854,2118555,17590000,2500000,121068654,0.183437696
에스티팜(주),237690,19-Dec,15078000,0,329259,335639355,15078000,0,443151,341080335,0.045505851
에스퓨얼셀(주),288620,19-Dec,5015417,13569396,666667,69684421,5015417,13569396,666667,69684421,0.276266628
에이비엘바이오(주),298380,19-Dec,0,0,0,142902745,0,0,0,142902745,0
에이아이비트(주),39230,19-Dec,0,0,0,58338101,0,0,0,68044383,0
에이에프더블류(주),312610,19-Dec,126850,0,34400,78308245,126850,0,34400,78308245,0.00205917
에이치엘비(주),28300,19-Dec,3320000,4000000,0,494080693,3778651,9726319,0,362612148,0.037243567
에이치엘비생명과학(주),67630,19-Dec,0,0,152253,372491577,3900000,700000,698943,404935130,0.013085906
에이치엘비제약(주),47920,19-Dec,1580000,1200000,1206665,46394311,1580000,1200000,1206665,45845869,0.086957998
에이치엘비테라퓨틱스(주),115450,19-Dec,0,0,0,141801037,0,0,0,139519008,0
에이테크솔루션(주),71670,19-Dec,0,43601400,384707,165752187,0,53444959,384707,188963883,0.284867484
에이피시스템(주),265520,19-Dec,8888800,121254187,5944400,419365629,8888800,121254187,5944400,420965874,0.323274155
에이피에스홀딩스(주),54620,19-Dec,20000000,5000000,0,242094234,32888890,30679775,1600000,297708244,0.21890111
에이피위성(주),211270,19-Dec,0,0,0,102642813,0,0,0,102642813,0
에이피티씨(주),89970,19-Dec,0,0,0,65427482,0,0,0,65533033,0
에코바이오홀딩스(주),38870,19-Dec,0,0,135369,71575223,1406250,1900000,760369,74587723,0.054521292
에코캡(주),128540,19-Dec,10794520,15412284,4513260,114142466,10794520,18880990,4513260,120238341,0.284341664
에코플라스틱(주),38110,19-Dec,7028185,46370000,26113995,361734176,18154276,164762984,35916546,628079080,0.348417601
에프엔에스테크(주),83500,19-Dec,10599700,5000000,1683600,78080139,10599700,5000000,1683600,78080139,0.221353346
엑스큐어(주),70300,19-Dec,0,0,0,25281637,0,0,0,25281637,0
엔브이에이치코리아(주),67570,19-Dec,28054684,28567450,38270375,375522084,127099690,155486662,84125892,794647172,0.461478071
엔시트론(주),101400,19-Dec,7000000,3131000,0,32610292,7000000,4325200,0,34970285,0.323852093
엔에이치엔한국사이버결제(주),60250,19-Dec,0,15000000,25880,311859100,0,15000000,25880,311913210,0.048173272
엘비세미콘(주),61970,19-Dec,70574877,68567720,26258920,376889562,84679309,68567720,27110356,478594872,0.376847717
엘컴텍(주),37950,19-Dec,0,2000000,0,80274659,2755564,2926240,0,83477222,0.068064124
엘티씨(주),170920,19-Dec,6639548,17120000,10250000,136252858,16434208,27066441,13823000,172657780,0.332007333
엠에프엠코리아(주),323230,19-Dec,,,,,0,0,0,0,#DIV/0!
엠케이전자(주),33160,19-Dec,510732,148821933,0,281917680,510732,299763797,1543347,1831423713,0.164799589
영신금속공업(주),7530,19-Dec,6361000,36634081,13008000,120667661,11080747,36634081,15704999,133117064,0.476421468
영풍정밀(주),36560,19-Dec,0,0,0,335021303,0,0,0,335021303,0
영화테크(주),265560,19-Dec,1318136,1000000,1559862,55911769,1318136,1000000,1559862,55895879,0.069378961
예스이십사(주),53280,19-Dec,0,15000000,0,230343990,0,16821317,0,239942068,0.070105743
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,19-Dec,,,,,0,4238801,0,302081531,0.014031977
오로라월드(주),39830,19-Dec,10612500,57448303,0,195560134,23445823,68382044,14222258,250898222,0.422681851
오상자이엘(주),53980,19-Dec,0,11578562,0,58403859,0,15735924,0,73886372,0.212974647
오성첨단소재(주),52420,19-Dec,9754120,5000000,865360,204782443,32436736,5000000,865360,228087680,0.167927071
오션브릿지(주),241790,19-Dec,0,0,120482,71160894,0,0,185914,81136732,0.002291367
오스템임플란트(주),48260,19-Dec,131127194,91299551,7886361,639267897,158136164,91700225,8941694,797389783,0.324531476
올리패스(주),244460,19-Dec,0,0,3040000,49083959,0,0,3040000,54677212,0.055599031
올릭스(주),226950,19-Dec,0,0,15679,47367423,0,0,15679,45207279,0.000346825
옴니시스템(주),57540,19-Dec,1574910,6000000,525090,125278726,3194910,6530000,525090,136588799,0.075042757
옵티시스(주),109080,19-Dec,0,1500000,0,42143791,0,1500000,0,42143791,0.035592432
와이더블유(주),51390,19-Dec,9000000,11000000,215500,112407021,9000000,11000000,215500,112413217,0.179832057
와이아이케이(주),232140,19-Dec,7546200,4000000,30968954,163856843,10177340,10000000,31258634,196763487,0.261410157
와이엠씨(주),155650,19-Dec,0,0,0,124693099,0,0,0,132327493,0
와이엠티(주),251370,19-Dec,9130000,8830000,11706440,121745475,7630000,8830000,18006440,163928259,0.210253194
와토스코리아(주),79000,19-Dec,0,0,0,77062792,0,0,0,77062792,0
우리바이오(주),82850,19-Dec,0,5000000,0,115150815,7557744,83337874,24717239,609992444,0.189531621
우리산업(주),215360,19-Dec,2875000,46676870,2858333,238732640,3750000,46676870,3358333,245838845,0.218782361
우리산업홀딩스(주),72470,19-Dec,0,0,0,98890335,3750000,56539519,4222927,395296111,0.163200305
우리손에프앤지농업회사법인(주),73560,19-Dec,2610360,32800000,3986150,169867532,21271974,80495274,42358240,370556224,0.388943644
우리엔터프라이즈(주),37400,19-Dec,0,0,11500000,118210233,7557744,91837874,27717239,674989563,0.188318256
우리이앤엘(주),153490,19-Dec,0,10000000,2500000,111709354,0,10000000,2500000,98003925,0.127545912
우림피티에스(주),101170,19-Dec,0,30000,0,98209179,0,30000,0,98209179,0.00030547
우수AMS(주),66590,19-Dec,6900000,21450000,2000000,151537469,11932769,31038508,2000000,180875991,0.248630439
우원개발(주),46940,19-Dec,0,4000000,8000000,149242088,0,44623144,8000000,201931965,0.260598385
우진비앤지(주),18620,19-Dec,0,3000000,1467566,58381255,29150,4544000,10600,85132438,0.053842579
원텍(주),216280,19-Dec,4289710,19282245,5683320,38298661,4289710,19282245,5683320,40300196,0.725933814
원텍(주),336570,19-Dec,,,,,0,0,0,0,#DIV/0!
원풍물산(주),8290,19-Dec,0,6887272,1000000,64045771,0,6887272,1000000,64045771,0.123150551
웹케시(주),53580,19-Dec,0,0,0,63272158,0,0,0,63272158,0
위즈코프(주),38620,19-Dec,0,0,0,41726591,0,0,0,41680874,0
윈텍(주),320000,19-Dec,,,,,0,0,0,0,#DIV/0!
윙입푸드홀딩스,900340,19-Dec,,,,,923396,1657400,645690,126212171,0.025563985
유네코(주),64510,19-Dec,6300000,11606334,3000000,69496270,7425000,12273334,3910000,75608367,0.312244993
유니셈(주),36200,19-Dec,0,16000000,0,165363811,0,16700000,0,167715642,0.0995733
유니슨(주),18000,19-Dec,68874828,418000,9263530,248355549,68874828,418000,9263530,236352875,0.332368955
유비벨록스(주),89850,19-Dec,2225000,22400000,2274988,86404357,8519040,46449909,7704668,291875648,0.214727119
유아이엘(주),49520,19-Dec,0,0,0,110356000,0,204430,0,211559225,0.000966302
유진기업(주),23410,19-Dec,172200218,263958276,36704344,1444273589,260069994,293042197,128691016,4527888217,0.150578631
이노시스(주),56090,19-Dec,10670000,3105563,2000000,70114986,10670000,3105563,2000000,71080648,0.221938931
이니텍(주),53350,19-Dec,0,0,0,100349974,0,0,0,259984863,0
이스트아시아홀딩스인베스트먼트리미티드,900110,19-Dec,,,,,0,0,0,215567392,0
이에스산업(주),241510,19-Dec,,,,,0,0,0,0,#DIV/0!
이엠코리아(주),95190,19-Dec,12844340,21500000,5759760,175960140,18204340,33500000,5899760,185095105,0.311213525
이원다이애그노믹스(주),245620,19-Dec,0,0,442168,68793161,1336670,4824117,1832637,96400085,0.082919263
이원컴포텍(주),88290,19-Dec,3260000,0,1304000,36706599,3260000,0,1304000,37874014,0.120504787
이트론(주),96040,19-Dec,0,0,0,104903300,0,0,0,104903445,0
이화공영(주),1840,19-Dec,0,1000000,0,85378592,0,1000000,0,85378592,0.011712538
이화전기공업(주),24810,19-Dec,6000000,2000000,0,226073917,6000000,2000000,0,226073917,0.035386656
인베니아(주),79950,19-Dec,4833333,65065100,25447818,180768143,4833333,71399695,25447818,186593946,0.544931109
인선이엔티(주),60150,19-Dec,30345889,49900000,3657143,330058278,35186729,57754030,3657143,347152596,0.278257755
인크로스(주),216050,19-Dec,0,0,0,147491865,0,0,0,144263390,0
인탑스(주),49070,19-Dec,0,34026000,0,446197534,0,34026000,12600000,692183154,0.067360784
인포뱅크(주),39290,19-Dec,0,0,0,65380274,0,300000,0,72990104,0.004110146
인화정공(주),101930,19-Dec,237300,85400000,67800,214087064,275100,131395900,3138408,286430693,0.470652801
잉글우드랩(주),950140,19-Dec,6481714,0,165774,93641490,9609034,2800000,12866623,115343361,0.219134043
자안바이오(주),221610,19-Dec,0,0,0,23717673,0,3032128,0,34679009,0.087434102
자이글(주),234920,19-Dec,0,0,0,62583261,0,0,0,62583261,0
재영솔루텍(주),49630,19-Dec,4050797,0,37888166,150823406,5161670,4103474,38379940,164461895,0.289702876
전진바이오팜(주),110020,19-Dec,0,0,0,6411002,0,0,0,6411002,0
제너셈(주),217190,19-Dec,6800000,8850000,886000,48774952,6800000,8850000,886000,48774952,0.339026474
제룡산업(주),147830,19-Dec,0,0,0,61520654,0,0,0,61520654,0
제룡전기(주),33100,19-Dec,500770,243605,413260,64293249,500770,243605,413260,64293249,0.018005545
제이더블유신약(주),67290,19-Dec,100000,8000000,0,138193777,100000,8000000,0,136854613,0.059186898
제이스코홀딩스(주),23440,19-Dec,6627,12617447,63549,83854959,6627,12617447,63549,83854959,0.151304385
제이씨케미칼(주),137950,19-Dec,47274284,48456425,1506889,236690810,47274284,60034425,1506889,236992374,0.459152319
제이씨현시스템(주),33320,19-Dec,280000,18313851,60000,110855644,280000,18313851,60000,130349962,0.143105918
제이엔케이히터(주),126880,19-Dec,0,20876000,171339,158379965,520406,24706000,678956,176697329,0.146608679
제이엠아이(주),33050,19-Dec,3500000,1500000,0,47759041,6534124,14668379,0,83262381,0.254646849
제이엠티(주),94970,19-Dec,0,0,0,60260980,0,0,0,71663175,0
조광아이엘아이(주),44060,19-Dec,1666600,3000000,333400,93528657,1666600,3000000,333400,93386670,0.053540832
조아제약(주),34940,19-Dec,3950000,3450000,0,86096848,3950000,3450000,0,86742091,0.085310371
주성엔지니어링(주),36930,19-Dec,20000000,80000000,0,441493958,20000000,80000000,0,444888329,0.224775508
줌인터넷(주),239340,19-Dec,0,0,0,32479942,0,0,0,34473836,0
지나인제약(주),78650,19-Dec,0,15755955,303535,86831281,0,22234949,308147,97272382,0.231752277
지니언스(주),263860,19-Dec,0,0,0,44532658,0,0,0,42717741,0
지더블유바이텍(주),36180,19-Dec,0,0,0,79968658,0,380730,0,81247257,0.004686066
지스마트글로벌(주),114570,19-Dec,15000000,1980000,0,88769378,15000000,1980000,0,88769378,0.191282178
지에이치신소재(주),130500,19-Dec,3600000,16000000,2000000,77110983,4066723,16000000,2505616,80228019,0.281352317
지엔원에너지(주),270520,19-Dec,,,,,0,0,0,0,#DIV/0!
지엘팜텍(주),204840,19-Dec,0,0,8849204,20942951,1749720,1811764,10099164,26547011,0.51458328
진양제약(주),7370,19-Dec,0,9000000,0,68277806,0,9000000,0,68277806,0.131814429
차이나크리스탈신소재홀딩스,900250,19-Dec,,,,,0,5226210,0,298762118,0.01749288
참존글로벌(주),158310,19-Dec,134825,17247,6280890,74354461,134825,17247,6280889,74414602,0.086447563
참좋은여행(주),94850,19-Dec,0,0,0,145642690,0,0,0,145642690,0
카페24(주),42000,19-Dec,0,0,0,148596424,42780,5863867,473632,231433763,0.027568488
커머스마이너 (주),223310,19-Dec,0,0,0,39826671,0,0,5909497,40535221,0.145786722
컬러레이홀딩스,900310,19-Dec,,,,,0,4806460,0,167545509,0.028687489
케어룸의료산업(주),327970,19-Dec,,,,,0,0,0,0,#DIV/0!
케이디켐(주),221980,19-Dec,0,566040,0,77692124,0,566040,0,83290089,0.006796007
케이만금세기차륜집단유한공사,900280,19-Dec,,,,,170767,9447180,126297,231924811,0.042014668
케이맥(주),43290,19-Dec,3833327,14570000,2933329,86100729,3833327,14570000,2933329,86443633,0.246827386
케이비아이메탈(주),24840,19-Dec,17633160,62902060,5623106,212861723,17993796,63108138,5623106,219412825,0.395259666
케이에이치건설(주),226360,19-Dec,0,0,0,101518400,0,0,0,99065116,0
케이에이치전자(주),111870,19-Dec,0,19936161,0,174449914,0,20398946,0,189530273,0.107628959
케이엠제약(주),225430,19-Dec,15404880,500000,756280,43142804,15404880,500000,756280,43142804,0.386186304
케이지이티에스(주),151860,19-Dec,19474067,61246328,5159560,433209372,19474067,61246328,5159560,433209372,0.198241221
케이피엑스라이프사이언스(주),114450,19-Dec,0,5100000,0,71894429,0,5100000,0,71894429,0.070937346
켄코아에어로스페이스(주),274090,19-Dec,9173810,3390000,1268324,58141500,14991680,8494184,2675808,74318506,0.352020962
코나아이(주),52400,19-Dec,0,36020000,0,282835825,0,38020000,0,288455847,0.131805267
코드네이처(주),78940,19-Dec,0,6636234,102375,36325593,0,11071579,1132869,41171992,0.296425978
코리아에프티(주),123410,19-Dec,5081763,44094832,3810620,210469725,13302529,75082124,3810620,332861087,0.276978225
코스맥스엔비티(주),222040,19-Dec,17097724,67670100,8163999,258477382,34519707,105530160,23859082,286152979,0.572801826
코아스템(주),166480,19-Dec,0,0,0,48728403,0,0,0,85647966,0
코오롱생명과학(주),102940,19-Dec,18094790,53742332,6520410,278294781,18094790,53742332,6520410,278294781,0.281563067
코오롱티슈진(주),950160,19-Dec,8683500,0,5789000,124536732,8683500,0,5789000,124536732,0.116210694
코웰패션(주),33290,19-Dec,3375000,45000000,0,326404607,3375000,49500550,0,364382589,0.145109979
코위버(주),56360,19-Dec,2000000,15000000,500000,164277748,2000000,15000000,500000,164870776,0.106143735
콜마비앤에이치(주),200130,19-Dec,0,0,0,294775725,7710801,9231369,695832,386373979,0.045650077
큐렉소(주),60280,19-Dec,0,0,22753,47125377,0,0,22753,47125377,0.000482818
크로바하이텍(주),43590,19-Dec,0,200000,0,25652205,0,25000,0,27010183,0.000925577
크루셜텍(주),114120,19-Dec,0,24829096,10217306,82490801,0,26487883,10217306,107061952,0.342840648
크리스탈지노믹스(주),83790,19-Dec,7090680,7245000,709320,231529185,12174280,47137799,3310370,379189388,0.165148211
키네마스터(주),139670,19-Dec,0,0,0,12753329,0,0,0,14348847,0
테고사이언스(주),191420,19-Dec,0,0,27536,48539936,0,0,0,48569091,0
테라사이언스(주),73640,19-Dec,13266480,0,333520,52700654,13266480,0,333520,50474430,0.26944336
티제이미디어(주),32540,19-Dec,8000000,0,5000000,104010766,8544621,5047356,0,105918758,0.12832455
티케이지애강(주),22220,19-Dec,0,523059,0,94318503,0,523059,0,94318503,0.005545667
팅크웨어(주),84730,19-Dec,6194040,13100000,5429680,202722615,6194040,14497860,5429680,208700708,0.125162872
파나케이아(주),58530,19-Dec,0,4370846,3000000,96528365,45400000,4370846,5400000,152329511,0.362180943
패션플랫폼(주),225590,19-Dec,0,0,1588396,54773061,0,0,1588396,54773061,0.028999584
펌텍코리아(주),251970,19-Dec,7000000,5864638,3000000,214705584,9401600,16613056,3408750,294174682,0.100020185
풍국주정공업(주),23900,19-Dec,0,0,0,124685857,7322500,6595632,2710000,180073444,0.092340834
피씨엘(주),241820,19-Dec,0,1295000,41754,15745442,0,1295000,41754,15745442,0.084897839
피아이첨단소재(주),178920,19-Dec,29999880,22203098,19624990,392965082,29999880,22203098,19624990,392965082,0.182784607
피앤씨테크(주),237750,19-Dec,0,2400000,40570,68213532,0,2400000,40570,68213532,0.035778385
피에스케이(주),319660,19-Dec,0,0,0,212387286,0,0,0,223929932,0
피에스케이홀딩스(주),31980,19-Dec,0,0,0,101016381,0,0,0,101648328,0
피에스텍(주),2230,19-Dec,0,5500000,7190829,163986607,1913460,5500000,7448543,168595348,0.088151916
피에이치에이(주),43370,19-Dec,0,26000000,0,571696674,0,85882535,0,920596014,0.093290144
하나마이크론(주),67310,19-Dec,102069000,96000000,2400000,445931059,182587256,148189675,16529995,706702384,0.491447226
하나머티리얼즈(주),166090,19-Dec,77347222,38000000,10138889,295094740,77347222,38000000,10138889,295094740,0.425240081
하이록코리아(주),13030,19-Dec,0,0,0,361032353,2000000,0,0,381305426,0.005245139
하이즈항공(주),221840,19-Dec,35351914,1000000,6079136,130308140,35351914,5975187,6079136,137289915,0.345300214
한국기업평가(주),34950,19-Dec,0,0,0,122705216,0,0,0,160337154,0
한국맥널티(주),222980,19-Dec,3763300,2200000,2333367,49056454,3763300,2500000,2333367,52878565,0.162573757
한국선재(주),25550,19-Dec,13035560,58914777,5971360,182154763,30624060,77514777,6530360,229003496,0.500731207
한국알콜산업(주),17890,19-Dec,0,0,0,324588968,31181661,16887938,802029,437078589,0.111814281
한국유니온제약(주),80720,19-Dec,8232080,17250000,824880,95814762,8232080,17250000,824880,96427861,0.272814928
한국전자금융(주),63570,19-Dec,37500000,109370000,52326974,418595503,50500000,113370000,52326974,455809892,0.474313914
한국전자인증(주),41460,19-Dec,0,0,0,57137539,0,0,0,57585101,0
한국정밀기계(주),101680,19-Dec,2700000,15200091,0,86045248,2700000,15200091,0,86045248,0.20803114
한국정보공학(주),39740,19-Dec,0,8843536,0,83740169,0,8963536,0,85133950,0.105287444
한국정보인증(주),53300,19-Dec,0,0,0,109810396,0,0,0,109192283,0
한국정보통신(주),25770,19-Dec,0,3000000,0,353432003,0,3000000,0,353591699,0.008484362
한국컴퓨터(주),54040,19-Dec,9500000,0,0,114006478,14785870,0,11543416,128593746,0.204747795
한라아이엠에스(주),92460,19-Dec,0,18512211,3500000,110090605,0,18512211,3500000,112841733,0.195071543
한솔아이원스(주),114810,19-Dec,26311597,36375000,34091598,241156783,26311597,36375000,34091598,241156808,0.40130816
한솔인티큐브(주),70590,19-Dec,0,0,318016,40780682,0,0,318016,40780682,0.007798202
한양디지텍(주),78350,19-Dec,0,16000000,0,87515919,0,16000000,0,94167003,0.169910898
한양이엔지(주),45100,19-Dec,0,11360000,0,455801265,0,11460000,0,529095625,0.021659601
한일네트웍스(주),46110,19-Dec,10000000,0,15144480,124845440,10000000,0,15144480,124872838,0.201360683
한일단조공업(주),24740,19-Dec,11169596,65200000,3970176,211040259,13042798,75049908,6066176,233457169,0.403324012
한일사료(주),5860,19-Dec,394400,28519195,2760000,89022032,394400,86601545,2760000,176631167,0.508154628
한일화학공업(주),7770,19-Dec,6165984,0,0,118881157,6165984,5565549,0,120889634,0.097043333
한창산업(주),79170,19-Dec,1275000,0,225000,60636709,1275000,0,225000,60636709,0.02473749
해성산업(주),34810,19-Dec,51500000,0,2500000,212307072,51500000,0,2500000,212307072,0.254348569
해성옵틱스(주),76610,19-Dec,2289980,19405107,2982740,128016994,9810821,33093680,6600055,186814570,0.264993014
헝셩그룹유한회사,900270,19-Dec,,,,,986481,35800718,0,336615549,0.109285501
현대무벡스(주),319400,19-Dec,,,,,0,0,0,0,#DIV/0!
현대바이오사이언스(주),48410,19-Dec,1000000,4400000,500000,62485743,1000000,4400000,500000,63235589,0.09330189
현대에이치티(주),39010,19-Dec,0,0,0,109199698,0,0,0,109199698,0
현우산업(주),92300,19-Dec,24637408,19152086,8409902,165394610,24637408,19152086,8409902,165964411,0.314521624
현진소재(주),53660,19-Dec,1839350,70257206,27357400,133964730,1839350,70257206,27357399,134026840,0.742045064
화성밸브(주),39610,19-Dec,5900000,55792,8100000,95949614,5900000,55792,8100000,95949614,0.146491387
화일약품(주),61250,19-Dec,0,6042799,1149416,139400638,0,6042799,1149416,139400638,0.051593846
휴림네트웍스(주),192410,19-Dec,0,2280000,0,51989709,1981192,19807643,0,102970317,0.211603068
휴림로봇(주),90710,19-Dec,849850,4175000,200040,41764854,849850,4175000,200040,42734247,0.122264703
휴마시스(주),205470,19-Dec,4837260,2460800,1922040,36487811,4837260,2460800,1922040,36487811,0.252689864
휴젤(주),145020,19-Dec,0,0,0,848026074,0,200000,0,894690014,0.000223541
흥구석유(주),24060,19-Dec,0,0,0,83661499,0,0,0,83661499,0
