회사명,거래소코드,회계년도,이자비용(IFRS연결),이자비용(IFRS)
(주)CMG제약,58820,Dec-17,0,0
(주)ES큐브,50120,Dec-17,785009,785009
(주)가비아,79940,Dec-17,236636,117130
(주)강스템바이오텍,217730,Dec-17,1439546,1403456
(주)강원에너지,114190,Dec-17,210372,60340
(주)고려시멘트,198440,Dec-17,179709,179709
(주)고영테크놀러지,98460,Dec-17,7124,0
(주)골드앤에스,35290,Dec-17,141278,134375
(주)골드퍼시픽,38530,Dec-17,1516482,1516482
(주)골프존,215000,Dec-17,713146,708492
(주)골프존뉴딘홀딩스,121440,Dec-17,6550057,1386530
(주)광림,14200,Dec-17,3872634,1405458
(주)광무,29480,Dec-17,623290,623290
(주)구영테크,53270,Dec-17,2401216,1183774
(주)국보디자인,66620,Dec-17,6551,6551
(주)국순당,43650,Dec-17,347165,0
(주)국영지앤엠,6050,Dec-17,80260,80260
(주)그래디언트,35080,Dec-17,2236223,230679
(주)글로벌스탠다드테크놀로지,83450,Dec-17,104819,53313
(주)금빛,45890,Dec-17,2049740,2049689
(주)금화피에스시,36190,Dec-17,62772,0
(주)기가레인,49080,Dec-17,2664864,2556780
(주)기산텔레콤,35460,Dec-17,507327,54999
(주)나노,187790,Dec-17,1724742,1018886
(주)나노신소재,121600,Dec-17,74432,74432
(주)나노엔텍,39860,Dec-17,494923,494923
(주)나무가,190510,Dec-17,1690517,198856
(주)나스미디어,89600,Dec-17,232681,0
(주)나이벡,138610,Dec-17,623620,623620
(주)나이스디앤비,130580,Dec-17,0,0
(주)나인테크,267320,Dec-17,0,
(주)내츄럴엔도텍,168330,Dec-17,2754233,2753831
(주)네오리진,94860,Dec-17,68001,68001
(주)네오오토,212560,Dec-17,943271,943271
(주)네오위즈,95660,Dec-17,132940,16920
(주)네오위즈홀딩스,42420,Dec-17,181448,0
(주)네오티스,85910,Dec-17,446865,380602
(주)네오팜,92730,Dec-17,0,0
(주)네이블커뮤니케이션즈,153460,Dec-17,0,0
(주)네이처셀,7390,Dec-17,649883,649883
(주)네패스,33640,Dec-17,5823511,4326532
(주)넥스턴바이오사이언스,89140,Dec-17,6575,6575
(주)넥스트아이,137940,Dec-17,1533719,1331982
(주)넥스트엔터테인먼트월드,160550,Dec-17,745001,648459
(주)넥슨게임즈,225570,Dec-17,59953,59953
(주)넵튠,217270,Dec-17,168058,36460
(주)노블엠앤비,106520,Dec-17,3295234,2894094
(주)녹십자셀,31390,Dec-17,179967,179967
(주)녹십자엠에스,142280,Dec-17,512042,376367
(주)녹원씨엔아이,65560,Dec-17,3005315,2614745
(주)누리플랜,69140,Dec-17,282735,277681
(주)누리플렉스,40160,Dec-17,1090969,945457
(주)뉴로스,126870,Dec-17,2539802,2113267
(주)뉴보텍,60260,Dec-17,232527,232527
(주)뉴인텍,12340,Dec-17,838537,826012
(주)뉴파워프라즈마,144960,Dec-17,167865,162273
(주)뉴프렉스,85670,Dec-17,1266316,1227575
(주)다나와,119860,Dec-17,80817,2084
(주)다날,64260,Dec-17,2820975,2581041
(주)다산네트웍스,39560,Dec-17,4013185,3072857
(주)다우데이타,32190,Dec-17,7159654,1849866
(주)다원시스,68240,Dec-17,3458913,3229841
(주)대동스틸,48470,Dec-17,3898,3898
(주)대륙제관,4780,Dec-17,511854,511854
(주)대림제지,17650,Dec-17,368393,105432
(주)대명소노시즌,7720,Dec-17,5412839,1909005
(주)대성미생물연구소,36480,Dec-17,25777,25777
(주)대성엘텍,25440,Dec-17,1375902,1221804
(주)대성파인텍,104040,Dec-17,585879,568647
(주)대원,7680,Dec-17,291342,84481
(주)대창솔루션,96350,Dec-17,3026541,2141163
(주)대창스틸,140520,Dec-17,4431499,3212487
(주)대한과학,131220,Dec-17,95562,93836
(주)대호특수강,21040,Dec-17,2162131,2162131
(주)더 미동,161570,Dec-17,22454,451
(주)더블유게임즈,192080,Dec-17,20408052,0
(주)더블유아이,73570,Dec-17,1215855,1178209
(주)덕신하우징,90410,Dec-17,807676,807676
(주)데이타솔루션,263800,Dec-17,235092,235092
(주)데코앤이,17680,Dec-17,812848,812849
(주)덱스터스튜디오,206560,Dec-17,2435281,2435047
(주)덴티스,261200,Dec-17,0,
(주)동구바이오제약,6620,Dec-17,574319,574319
(주)동국알앤에스,75970,Dec-17,887611,878108
(주)동국에스엔씨,100130,Dec-17,1629103,13153
(주)동방선기,99410,Dec-17,0,0
(주)동성화인텍,33500,Dec-17,2807325,2696406
(주)동아엘텍,88130,Dec-17,282437,35170
(주)동양에스텍,60380,Dec-17,2085480,1566150
(주)동우팜투테이블,88910,Dec-17,76529,76529
(주)동운아나텍,94170,Dec-17,129864,129864
(주)동원개발,13120,Dec-17,0,0
(주)동일기연,32960,Dec-17,0,0
(주)동진쎄미켐,5290,Dec-17,12856803,9546102
(주)두산테스나,131970,Dec-17,431118,431118
(주)듀오백,73190,Dec-17,5335,0
(주)드래곤플라이,30350,Dec-17,1264654,1264654
(주)드림시큐리티,203650,Dec-17,158010,130990
(주)드림어스컴퍼니,60570,Dec-17,406725,406725
(주)드림티엔터테인먼트,220110,Dec-17,8085,8084
(주)디딤,217620,Dec-17,918938,913027
(주)디모아,16670,Dec-17,97928,95839
(주)디바이스이엔지,187870,Dec-17,144682,144682
(주)디스플레이테크,66670,Dec-17,258652,258652
(주)디아크,78590,Dec-17,235231,235231
(주)디알텍,214680,Dec-17,154482,146003
(주)디앤씨미디어,263720,Dec-17,0,0
(주)디에스앤엘,141020,Dec-17,913169,901617
(주)디에스케이,109740,Dec-17,3602709,2483029
(주)디에이테크놀로지,196490,Dec-17,1575890,1575890
(주)디에이피,66900,Dec-17,3109472,3109472
(주)디엔에이링크,127120,Dec-17,1248970,1248970
(주)디엔에프,92070,Dec-17,326766,326766
(주)디엠에스,68790,Dec-17,2956465,2819872
(주)디오,39840,Dec-17,1209925,832417
(주)디와이디,219550,Dec-17,135172,135172
(주)디이엔티,79810,Dec-17,617035,570402
(주)디지아이,43360,Dec-17,16395,16395
(주)디지털대성,68930,Dec-17,122666,0
(주)디지틀조선일보,33130,Dec-17,0,0
(주)디티앤씨,187220,Dec-17,1192142,1122142
(주)딜리,131180,Dec-17,1,1
(주)라이온켐텍,171120,Dec-17,67192,67192
(주)라이트론,69540,Dec-17,2531795,2516468
(주)랩지노믹스,84650,Dec-17,426640,426640
(주)러셀,217500,Dec-17,0,
(주)레고켐바이오사이언스,141080,Dec-17,1353096,1313989
(주)레드로버,60300,Dec-17,1190549,1228659
(주)레드캡투어,38390,Dec-17,7787391,7778904
(주)레이언스,228850,Dec-17,610769,566106
(주)레이크머티리얼즈,281740,Dec-17,0,
(주)로보로보,215100,Dec-17,10655,10204
(주)로보스타,90360,Dec-17,364496,364496
(주)로지시스,67730,Dec-17,0,0
(주)루멘스,38060,Dec-17,2047812,868094
(주)루트로닉,85370,Dec-17,946203,780175
(주)룽투코리아,60240,Dec-17,1059870,730071
(주)리노스,39980,Dec-17,315068,283006
(주)리더스코스메틱,16100,Dec-17,1616613,1581828
(주)리드,197210,Dec-17,1465231,1465231
(주)리드코프,12700,Dec-17,0,0
(주)링네트,42500,Dec-17,25351,11386
(주)링크제니시스,219420,Dec-17,62303,62303
(주)마이크로컨텍솔루션,98120,Dec-17,14907,12499
(주)마이크로프랜드,147760,Dec-17,65059,65059
(주)마크로젠,38290,Dec-17,2164241,696870
(주)맘스터치앤컴퍼니,220630,Dec-17,691993,691993
(주)매직마이크로,127160,Dec-17,1702010,788754
(주)매커스,93520,Dec-17,274924,179703
(주)맥스로텍,141070,Dec-17,2035291,2035291
(주)멀티캠퍼스,67280,Dec-17,0,0
(주)메디아나,41920,Dec-17,34685,0
(주)메디콕스,54180,Jun-17,1000688,1000688
(주)메디톡스,86900,Dec-17,2062903,2061987
(주)메디프론디비티,65650,Dec-17,0,0
(주)메지온,140410,Dec-17,2770896,2770896
(주)메카로,241770,Dec-17,289198,289198
(주)메타바이오메드,59210,Dec-17,1788068,768107
(주)멕아이씨에스,58110,Dec-17,576326,572480
(주)멜파스,96640,Dec-17,1678533,1678533
(주)모다,149940,Dec-17,17000113,12757688
(주)모다이노칩,80420,Dec-17,9553955,8365805
(주)모두투어네트워크,80160,Dec-17,486052,0
(주)모바일리더,100030,Dec-17,0,0
(주)모베이스,101330,Dec-17,359579,0
(주)모베이스전자,12860,Dec-17,8943314,7012017
(주)모비스,250060,Dec-17,19004,19004
(주)모헨즈,6920,Dec-17,223455,53
(주)미래SCI,28040,Dec-17,1945457,1857714
(주)미래생명자원,218150,Dec-17,69222,13488
(주)미래컴퍼니,49950,Dec-17,184880,184862
(주)미래테크놀로지,213090,Dec-17,0,0
(주)미애부,225850,Dec-17,0,
(주)미코,59090,Dec-17,2219551,885097
(주)미투온,201490,Dec-17,255225,239734
(주)바른손,18700,Mar-17,185776,156184
(주)바른손이앤에이,35620,Dec-17,3946548,3502899
(주)바른전자,64520,Dec-17,1443732,1443731
(주)바이넥스,53030,Dec-17,1933722,1933722
(주)바이오니아,64550,Dec-17,1076384,1076384
(주)바이오로그디바이스,208710,Dec-17,668549,578994
(주)바이오빌,65940,Dec-17,4258649,3370475
(주)바이오스마트,38460,Dec-17,1588351,1061436
(주)바이오톡스텍,86040,Dec-17,488432,483156
(주)바텍,43150,Dec-17,1721935,1599839
(주)배럴,267790,Dec-17,183826,183826
(주)백금티앤에이,46310,Dec-17,1187606,1024778
(주)버킷스튜디오,66410,Dec-17,11285,11285
(주)베노홀딩스,206400,Dec-17,6293,5293
(주)베셀,177350,Dec-17,498456,498456
(주)보광산업,225530,Dec-17,642396,642396
(주)보라티알,250000,Dec-17,139219,135404
(주)본느,226340,Dec-17,0,
(주)부-스타,8470,Dec-17,0,0
