회사명,거래소코드,회계년도,장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),자산(*)(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),자산(*)(IFRS연결),차입금의존도
대한그린파워(주),60900,17-Dec,0,2015830,0,29746851,0,2015830,0,29746851,0.067766165
대한뉴팜(주),54670,17-Dec,12756552,24054979,8229605,121815766,12756552,24054979,8229605,121815766,0.369748001
대한약품공업(주),23910,17-Dec,12400000,5000000,3200000,184403448,12400000,5000000,3200000,184403448,0.111711577
대화제약(주),67080,17-Dec,0,45500000,0,151609309,68420,49176489,0,165474579,0.297598032
더이앤엠(주),89230,17-Dec,0,4000000,0,62197072,0,4000000,0,62198072,0.064310675
덕산네오룩스(주),213420,17-Dec,0,1000000,0,149244922,0,1000000,0,149244922,0.006700395
덕산하이메탈(주),77360,17-Dec,0,1383802,0,173927699,0,1383802,0,182028712,0.007602108
덕우전자(주),263600,17-Dec,0,0,0,108327851,0,5383004,0,115803186,0.046484075
데브시스터즈(주),194480,17-Dec,0,0,0,141545883,0,0,0,142639647,0
도이치모터스(주),67990,17-Dec,20831503,176174589,38332506,355211041,90627906,174327962,40841609,557807100,0.548213669
동국산업(주),5160,17-Dec,22000000,32604262,30000000,535654734,26030000,77169927,30345000,827026979,0.161475902
동국제약(주),86450,17-Dec,0,1050299,0,342149243,359940,9514588,0,373308019,0.026451422
동신건설(주),25950,17-Dec,60000,600000,0,100504004,60000,600000,0,100504004,0.006566903
동아화성(주),41930,17-Dec,0,33184000,0,134408568,5393872,60242603,0,193613007,0.339008603
동양이엔피(주),79960,17-Dec,0,1137461,0,240081425,1696200,2006982,231800,269559466,0.014597825
동양파일(주),228340,17-Dec,0,0,0,159696071,0,0,0,159696071,0
동일금속(주),109860,17-Dec,0,1285680,0,117013547,340500,6521442,454000,121999033,0.059967213
동일철강(주),23790,17-Dec,7283333,45823389,3266667,119690785,7283333,45823389,3266667,119690785,0.47099189
동화기업(주),25900,17-Dec,50913240,154800000,14964400,863389808,80600106,189613000,25846781,1224111572,0.241856947
디에스티(주),33430,17-Dec,0,1948252,0,53426575,423903,8422089,0,59743222,0.148066872
디엑스앤브이엑스(주),180400,17-Dec,0,0,0,56975415,0,0,0,56975415,0
디와이피엔에프(주),104460,17-Dec,0,8000000,0,93861008,0,8622281,0,93786395,0.091935307
디젠스(주),113810,17-Dec,1800000,23851390,0,84480512,2634312,23851390,0,93967241,0.281861016
디케이락(주),105740,17-Dec,321300,7000000,2099366,99540146,321300,7000000,2099366,99540146,0.094641874
라온시큐어(주),42510,17-Dec,183333,0,183307,20325288,183333,0,183307,20335912,0.018029189
램테크놀러지(주),171010,17-Dec,6572160,18925496,2446040,51911958,6572160,19318256,2446040,48362693,0.585915594
럭슬(주),33600,17-Dec,0,26027221,300000,54619376,0,26027221,300000,54619376,0.482012482
로스웰인터내셔널유한회사,900260,17-Dec,,,,,0,45871095,0,279787250,0.163949912
로체시스템즈(주),71280,17-Dec,0,4000000,0,85160079,0,4000000,0,85124180,0.046990174
리노공업(주),58470,17-Dec,0,0,0,246483656,0,0,0,246483656,0
마이크로로봇(주),182690,17-Dec,0,2000000,0,14201398,0,2000000,0,15262962,0.131036165
매일유업(주),267980,17-Dec,3189955,0,39819215,590951466,3189955,0,39819215,590951466,0.07277953
매일홀딩스(주),5990,17-Dec,0,0,0,345050518,5909935,6064935,54777515,887079138,0.075249639
메가스터디(주),72870,17-Dec,0,0,0,228578480,0,300000,0,337641989,0.000888515
메가스터디교육(주),215200,17-Dec,0,0,0,264199888,0,5955764,0,284432992,0.020939076
메가엠디(주),133750,17-Dec,0,0,0,90508183,0,0,0,92317776,0
메디앙스(주),14100,17-Dec,6125000,15507098,1650000,86697910,6125000,15507098,1650000,99119508,0.23488916
메디포스트(주),78160,17-Dec,15594920,0,0,146918730,15594920,0,0,139069925,0.112137258
모바일어플라이언스(주),87260,17-Dec,3150000,2470000,600000,53462805,3150000,2470000,600000,53794348,0.11562553
모트렉스(주),118990,17-Dec,1475520,9921800,762760,182561103,1519318,12421800,762760,201503771,0.072970734
무림에스피(주),1810,17-Dec,5030000,24714748,7071176,257121910,5030000,33565188,9171176,305110804,0.156554155
미래나노텍(주),95500,17-Dec,7900000,62000000,6141650,243228958,7900000,68382289,7241650,284168144,0.293924357
미래오토스,176440,17-Dec,3000000,11349900,0,84284790,7300331,21581500,1502144,103459053,0.293681163
미스터블루(주),207760,17-Dec,0,3000000,0,36543288,0,3000000,0,37985827,0.078976825
바디텍메드(주),206640,17-Dec,1805872,12700000,54928,102705070,1805872,14161542,54928,108166357,0.148126852
바이온(주),32980,17-Dec,1921736,95813,15533981,52735088,1921736,1455772,15533981,55140410,0.342969684
베뉴지(주),19010,17-Dec,6833300,83702614,300000,344904371,35032300,107962614,1800000,436514528,0.331706976
보성파워텍(주),6910,17-Dec,2712500,9000000,575000,120799905,2712500,9963900,575000,123621808,0.107193061
비디아이(주),148140,17-Dec,9000000,21100000,0,96808434,9000000,21100000,0,96901241,0.310625537
비에이치아이(주),83650,17-Dec,16042600,132101217,56954500,423418136,16042600,132101217,56954500,423367351,0.484445285
빛샘전자(주),72950,17-Dec,0,0,0,49777135,0,0,0,64856522,0
삼강엠앤티(주),100090,17-Dec,48794249,98388381,6560585,396811974,99756204,98388381,6560585,530463583,0.38589863
삼륭물산(주),14970,17-Dec,2200000,10408720,12000000,87737852,5457043,26048448,14781818,131289065,0.352560276
삼목에스폼(주),18310,17-Dec,0,0,0,375587972,0,0,0,375587972,0
삼보모터스(주),53700,17-Dec,28272000,87418580,12978000,297482895,45672000,220950513,52904908,700120674,0.456389067
삼보산업(주),9620,17-Dec,20175210,126385448,10986360,214150531,31175210,133043959,12459860,281508712,0.627614782
삼아제약(주),9300,17-Dec,0,0,0,167966454,0,0,0,167966454,0
삼영엠텍(주),54540,17-Dec,2291260,14371400,2263040,111847015,2291260,23627375,2263040,115271150,0.244481598
삼영이엔씨(주),65570,17-Dec,1402000,0,1076000,91811325,1402000,1000000,1076000,92444458,0.037622591
삼지전자(주),37460,17-Dec,3400000,11000000,23000000,174095433,3400000,55083269,23000000,468085552,0.174077727
삼천당제약(주),250,17-Dec,3000000,2336425,0,158254156,3000000,2336425,0,235143417,0.022694341
삼천리자전거(주),24950,17-Dec,0,35355311,0,152740165,1065000,48855311,130000,167136246,0.29945815
삼현철강(주),17480,17-Dec,0,0,0,156426117,0,0,0,156426117,0
상신이디피(주),91580,17-Dec,400000,30018000,7130000,93199027,8476620,34127770,8985962,103304460,0.499401013
상신전자(주),263810,17-Dec,0,3340479,1100000,48869764,0,6382289,1100000,53514556,0.139817828
서암기계공업(주),100660,17-Dec,0,0,0,68604285,0,0,0,68604285,0
서울반도체(주),46890,17-Dec,33274860,16142368,7000000,1005491999,114718082,32390427,27500000,1227343903,0.142265349
서울전자통신(주),27040,17-Dec,3700000,10142800,300000,68500033,4290850,13303825,960359,75291620,0.24644222
서호전기(주),65710,17-Dec,189930,3700000,70,76113311,189930,3847285,70,76717340,0.052625456
성우전자(주),81580,17-Dec,0,250000,0,86300274,3565000,16688257,0,139837974,0.144833742
성우테크론(주),45300,17-Dec,0,13900000,0,67660529,0,15900000,0,71859798,0.22126419
성호전자(주),43260,17-Dec,1288300,23858260,634940,99019042,1288300,34674439,634940,91000436,0.40217037
세명전기공업(주),17510,17-Dec,0,388755,0,75482769,0,388755,0,75482769,0.005150248
세종머티리얼즈(주),135270,17-Dec,,,,,0,0,0,0,#DIV/0!
세종텔레콤(주),36630,17-Dec,0,0,0,418572192,0,0,0,418189717,0
소니드(주),60230,17-Dec,8000000,5378550,8162800,63806190,8000000,5378550,8162800,62538155,0.344451319
소프트캠프(주),210610,17-Dec,,,,,0,0,0,0,#DIV/0!
소프트캠프(주),258790,17-Dec,,,,,0,0,0,0,#DIV/0!
솔브레인홀딩스(주),36830,17-Dec,0,60000000,0,778431194,5833000,128790823,167000,895949561,0.150444655
스튜디오드래곤(주),253450,17-Dec,0,0,9992149,438474369,0,0,9992149,459453884,0.021747882
시그네틱스(주),33170,17-Dec,0,6737975,19298393,233441432,0,6737975,19298393,233526543,0.111492114
신라섬유(주),1000,17-Dec,3000000,13000000,0,32122070,3000000,13000000,0,32122070,0.498099905
신라에스지(주),25870,17-Dec,7000000,15628000,0,49675575,7437492,16823852,0,50213180,0.48316685
신라젠(주),215600,17-Dec,0,0,0,299108279,0,0,0,234954188,0
신성델타테크(주),65350,17-Dec,31080770,24821380,5886500,209093101,43661300,63761611,8071647,334475766,0.345300227
신신제약(주),2800,17-Dec,3246730,2997499,2335090,78886781,3246730,2997499,2335090,78854699,0.108799084
신원종합개발(주),17000,17-Dec,24756967,2800000,7061724,151539493,24756967,3341842,7060472,153669522,0.228798011
신일제약(주),12790,17-Dec,0,310884,0,102521018,0,310884,0,102521018,0.003032393
신화인터텍(주),56700,17-Dec,2994420,51613969,3266640,192945566,2994420,57590362,3266640,195978756,0.325807875
신흥에스이씨(주),243840,17-Dec,15755998,10757000,2943723,128413212,29832890,12818407,5479129,150908772,0.318937232
쌍용정보통신(주),10280,17-Dec,0,4711503,0,74541024,0,4711503,0,75526227,0.062382343
씨비아이(주),13720,17-Dec,6294790,400000,990610,34101559,6294790,400000,990610,34101559,0.225367996
씨아이에스(주),222080,17-Dec,0,2000000,0,75379623,0,2000000,0,110587839,0.018085171
씨앤지하이테크(주),264660,17-Dec,18580,0,27870,33922977,18580,0,27870,33922977,0.001369278
씨앤티85(주),56730,17-Dec,1805550,0,18350462,66164709,1805550,0,18350462,68752872,0.293166109
씨제이프레시웨이(주),51500,17-Dec,3600000,111490498,49997841,882413107,4758873,0,172173120,902641812,0.196015729
씨큐브(주),101240,17-Dec,0,13000000,0,65451972,0,13000000,0,65451972,0.19861892
아미코젠(주),92040,17-Dec,1100000,0,0,99545157,1400000,21938075,0,163514712,0.142727677
아비코전자(주),36010,17-Dec,0,0,0,96051682,0,0,0,92972170,0
아이쓰리시스템(주),214430,17-Dec,5054205,0,3134895,85514775,5054205,0,3134895,85514770,0.095762405
아이진(주),185490,17-Dec,0,0,0,30284294,0,0,0,30284294,0
아이크래프트(주),52460,17-Dec,0,2502489,0,57819085,300000,4892816,0,61810691,0.084011615
아이텍(주),119830,17-Dec,10383820,1000000,3867270,49137646,10383820,1000000,3867270,49137646,0.31037486
아진산업(주),13310,17-Dec,63942651,24795405,25596308,346148746,157689175,28661542,55936252,507300951,0.477600069
안국약품(주),1540,17-Dec,341420,10000000,705680,201279897,746170,10000000,1025700,208065058,0.056577832
알리코제약(주),260660,17-Dec,2483802,10247506,77756,57746357,2483802,10247506,77756,57746357,0.221815967
알서포트(주),131370,17-Dec,1100000,0,0,51646736,1100000,0,0,54354108,0.020237661
알에스오토메이션(주),140670,17-Dec,4000000,13541138,892137,74593840,4000000,13841138,892137,76231548,0.245741763
알에프에이치아이씨(주),218410,17-Dec,0,14000000,161870,145958351,0,14000000,2797870,155075427,0.108320643
애니젠(주),196300,17-Dec,0,0,0,25433671,0,0,0,25433671,0
애머릿지코퍼레이션,900100,17-Dec,166393,2416391,0,78382331,166393,7681758,0,78927984,0.099434327
앱클론(주),174900,17-Dec,0,0,2000000,20865042,0,0,2000000,20865042,0.095854109
어보브반도체(주),102120,17-Dec,0,0,0,90192128,0,0,0,89757486,0
에스넷시스템(주),38680,17-Dec,78269,1895264,39134,112586803,78269,1475977,39134,148097375,0.010759002
에스디엔(주),99220,17-Dec,3318560,28003543,535680,101150327,7433524,28003543,925212,109412020,0.332342635
에스맥(주),97780,17-Dec,0,7000000,23360711,182115953,0,13445632,23360711,197749257,0.186126328
에스비더블유생명과학(주),151910,17-Dec,0,0,0,80560881,0,5349429,0,83933967,0.06373378
에스씨아이평가정보(주),36120,17-Dec,0,0,0,20662145,0,0,0,23880543,0
에스앤씨엔진그룹리미티드,900080,17-Dec,,,,,0,2127450,0,418994982,0.005077507
에스에이치엔엘(주),50320,17-Dec,0,80000,0,5884476,0,81000,0,6856534,0.011813549
에스엔유프리시젼(주),80000,17-Dec,14300000,0,0,149727803,14300000,0,0,149727803,0.095506644
에스엔케이폴리텍(주),91340,17-Dec,24314810,13342190,0,102986513,43211462,37892776,15380642,221931894,0.434749951
에스와이(주),109610,17-Dec,24010543,47099101,8373266,281624350,45080963,51967452,10480846,342995527,0.313500476
에스지씨이테크건설(주),16250,17-Dec,3397051,75242845,2342199,505201217,536576459,185204225,194401890,1781197619,0.514363238
에스지에이(주),49470,17-Dec,8702700,1634601,4111346,85285137,9253414,5303271,4254204,147318940,0.127688191
에스지에이솔루션즈(주),184230,17-Dec,0,3500000,0,65460188,285714,4300000,142857,83033096,0.056948027
에스지에이클라우드서비스(주),224880,17-Dec,0,800000,0,22644437,0,800000,0,22644437,0.035328765
에스지이(주),255220,17-Dec,7950000,21969203,9612669,111802418,7950000,21918738,9612669,122836078,0.321415399
에스케이 머티리얼즈(주),36490,17-Dec,22785440,81000000,25000000,848432199,152596877,148846652,30475000,1118007376,0.296884024
에스케이씨솔믹스(주),57500,17-Dec,0,8000000,28992096,167796374,0,8000000,28992096,168043891,0.220133536
에스텍(주),69510,17-Dec,0,0,0,135295726,0,15335743,0,184421038,0.083156147
에스트래픽(주),234300,17-Dec,3500000,14500000,1500000,94315693,23500000,14500000,1500000,106709873,0.370162562
에스티팜(주),237690,17-Dec,117000,0,19500,382298311,117000,0,19500,381504269,0.000357794
에이아이비트(주),39230,17-Dec,0,7500000,0,53312193,0,8021380,0,53605630,0.149636894
에이치엘비(주),28300,17-Dec,4320000,2070000,0,108126937,4320000,2815455,0,188193255,0.037915572
에이치엘비생명과학(주),67630,17-Dec,0,0,0,58310885,0,1080000,1600000,99018088,0.027065762
에이치엘비제약(주),47920,17-Dec,2840000,1725000,10388142,39846376,2840000,1725000,10388142,39846376,0.375269811
에이치엘비테라퓨틱스(주),115450,17-Dec,0,0,0,65007372,0,0,0,62711128,0
에이테크솔루션(주),71670,17-Dec,5000000,32812200,890000,151053787,5000000,37445511,1058766,166862523,0.260719281
에이피시스템(주),265520,17-Dec,22277600,121334232,5222400,468037043,22277600,121334232,5222400,468030720,0.318000989
에이피에스홀딩스(주),54620,17-Dec,0,0,0,199560642,12780000,3830017,953333,231782971,0.07577498
에이피위성(주),211270,17-Dec,0,0,0,103715771,0,0,0,103715771,0
에코바이오홀딩스(주),38870,17-Dec,0,5483600,0,85628571,3805000,8683600,2822000,110443550,0.138628286
에코플라스틱(주),38110,17-Dec,22867000,14950000,17831534,312761273,37243306,136766853,35463925,579703237,0.361347101
에프엔에스테크(주),83500,17-Dec,7166500,0,2386300,58060531,7166500,0,2386300,58060531,0.164531737
엑스큐어(주),70300,17-Dec,0,0,0,30076421,0,0,0,30076421,0
엔브이에이치코리아(주),67570,17-Dec,0,11410410,0,298743983,14120179,90465799,11642580,466432213,0.249186387
엔시트론(주),101400,17-Dec,0,4890000,0,43713656,0,4890000,0,39971398,0.122337477
엔에이치엔한국사이버결제(주),60250,17-Dec,15000000,0,0,221909829,15000000,0,0,221346640,0.06776701
엘비세미콘(주),61970,17-Dec,28045200,49896813,16423760,236459436,28045200,49896813,16423760,236459436,0.39907806
엘컴텍(주),37950,17-Dec,0,0,0,85297281,1889650,857120,0,91425102,0.030043937
엘티씨(주),170920,17-Dec,20982619,9920000,1350000,134663180,20982619,19385460,4283000,143947466,0.310190101
엠에프엠코리아(주),251960,17-Dec,,,,,0,0,0,0,#DIV/0!
엠케이전자(주),33160,17-Dec,0,108799200,0,252151545,0,253512804,13500000,1584109908,0.168556994
영신금속공업(주),7530,17-Dec,15590000,46268522,6353550,111199746,24810299,46268522,8815091,129230540,0.618227797
영풍정밀(주),36560,17-Dec,0,0,0,370657532,0,0,0,370657532,0
영화테크(주),265560,17-Dec,2014574,2000000,396454,58638984,2014574,2490950,396454,61354335,0.079896196
예스이십사(주),53280,17-Dec,0,15000000,0,198817270,0,18756720,0,202310193,0.092712679
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,17-Dec,,,,,0,5776845,0,236617155,0.024414312
오로라월드(주),39830,17-Dec,6800000,47273798,4285600,175041550,19840467,59924856,16541419,224976075,0.428075483
오상자이엘(주),53980,17-Dec,0,10724555,0,72334157,522011,12924555,522011,81524493,0.17134209
오성첨단소재(주),52420,17-Dec,7484840,0,815160,111492707,7484840,0,815160,111550155,0.074405993
오션브릿지(주),241790,17-Dec,0,0,0,55403370,962514,8224640,0,60367740,0.152186482
오스템임플란트(주),48260,17-Dec,60125000,80171200,8183333,472436094,62179882,81871450,8386000,555699305,0.274316219
옴니시스템(주),57540,17-Dec,3500000,12000000,2000000,109587673,5450000,12050000,2000000,127095529,0.153427899
옵티시스(주),109080,17-Dec,0,1500000,0,36946312,0,1500000,0,36946312,0.040599451
와이더블유(주),51390,17-Dec,2131000,5800000,12500000,101546389,2131000,5800000,12500000,101065908,0.202155211
와이아이케이(주),232140,17-Dec,7546200,2000000,0,130729952,7546200,2000000,0,133015565,0.071767541
와이엠씨(주),155650,17-Dec,454500,363600,0,220936448,1307180,3014308,0,228610736,0.018903259
와이엠티(주),251370,17-Dec,13780880,8830000,5444440,86050846,20157380,8962000,5546440,113971471,0.304162258
와토스코리아(주),79000,17-Dec,0,0,0,75266542,0,0,0,75266542,0
우리바이오(주),82850,17-Dec,0,5000000,0,129018055,1375000,94704674,39458988,613368695,0.220974209
우리산업(주),215360,17-Dec,5402775,49435875,4419441,225172590,7277775,49435875,4544441,230688301,0.265544853
우리산업홀딩스(주),72470,17-Dec,5000000,0,0,106278642,8801804,58058042,4544441,353638206,0.201913384
우리손에프앤지농업회사법인(주),73560,17-Dec,3646443,17946000,4213560,158668872,22982610,39606194,17765880,290410011,0.276693919
우리엔터프라이즈(주),37400,17-Dec,3000000,0,9800000,134448851,4375000,104504674,39458988,682753088,0.217265457
우리이앤엘(주),153490,17-Dec,0,19671360,3900000,134317477,0,29788324,3900000,128015195,0.263158791
우림피티에스(주),101170,17-Dec,0,1900000,0,95329562,0,1900000,0,95329562,0.019930858
우수AMS(주),66590,17-Dec,9500000,20900000,500000,132630962,9500000,30730441,500000,157142243,0.259194728
우원개발(주),46940,17-Dec,15000000,4000000,0,146327361,43808553,7644544,0,189209859,0.271936659
우진비앤지(주),18620,17-Dec,11200000,10596958,1583300,60637891,11200000,10596958,1583300,60637891,0.385571754
원텍(주),216280,17-Dec,4090000,7420000,541640,35538063,4090000,7420000,541640,35225927,0.342124141
원풍물산(주),8290,17-Dec,0,5542972,0,47000227,0,5542972,0,47000227,0.117935005
위즈코프(주),38620,17-Dec,0,0,0,46752693,59980,2245000,109960,45944152,0.052562511
유네코(주),64510,17-Dec,10111958,12471724,14535300,104903087,12244458,14051724,14640299,105317601,0.388695532
유니셈(주),36200,17-Dec,1000000,16800000,0,133413327,1000000,16800000,0,129995506,0.13692781
유니슨(주),18000,17-Dec,4809212,418000,107523342,289503951,4809212,1099496,107523342,266962413,0.424898954
유비벨록스(주),89850,17-Dec,600000,29531208,800000,115447636,600000,40474717,800000,126996795,0.329730502
유아이엘(주),49520,17-Dec,0,0,0,158133308,0,0,0,244270993,0
유진기업(주),23410,17-Dec,114178043,251353192,42676561,1438477812,216658043,290570894,83997561,3677273732,0.160778485
이노시스(주),56090,17-Dec,2000000,0,1170000,81685998,2000000,0,1170000,79079451,0.040086267
이니텍(주),53350,17-Dec,0,0,0,101725161,8000000,6000000,2333333,242293015,0.067411489
이스트아시아홀딩스인베스트먼트리미티드,900110,17-Dec,,,,,0,4909500,0,210342207,0.023340537
이에스산업(주),241510,17-Dec,,,,,0,0,0,0,#DIV/0!
이엘케이(주),94190,17-Dec,0,58563179,13366201,158030179,3500000,61263888,13366201,160513687,0.486750323
이엠코리아(주),95190,17-Dec,9000000,30600000,18649720,169523645,14358540,45162000,19068420,197028668,0.398870686
이원컴포텍(주),88290,17-Dec,5145600,5650000,752000,30792667,7652619,5650000,752000,35715374,0.393517341
이트론(주),96040,17-Dec,0,0,0,53109109,0,0,0,53109109,0
이화공영(주),1840,17-Dec,0,0,0,84461380,0,0,0,84461380,0
이화전기공업(주),24810,17-Dec,0,2000000,0,113001104,0,2000000,0,113001104,0.017698942
인베니아(주),79950,17-Dec,5500000,40900000,1575000,137894121,5500000,40900000,1575000,137479099,0.348962136
인선이엔티(주),60150,17-Dec,36874830,29900000,20117171,276458162,36874830,34900000,25749884,298345137,0.326885549
인크로스(주),216050,17-Dec,0,0,0,124553585,0,0,0,124860424,0
인탑스(주),49070,17-Dec,0,42520000,0,437926310,17661568,52825000,2919,603934097,0.116717184
인포뱅크(주),39290,17-Dec,0,0,0,65650428,0,300000,0,73379877,0.004088314
인화정공(주),101930,17-Dec,339000,58000000,10000000,193588822,397000,100500000,10000000,276834943,0.400588881
잉글우드랩(주),950140,17-Dec,0,1821380,0,71159503,11778279,2564636,4126561,92446671,0.199785193
자안바이오(주),221610,17-Dec,0,0,0,34700644,0,3548014,0,50588206,0.070135201
자이글(주),234920,17-Dec,0,0,0,88901330,0,0,0,89026530,0
재영솔루텍(주),49630,17-Dec,4318134,1485267,53894615,138381080,5439157,7658678,54153860,145859840,0.461070676
제너셈(주),217190,17-Dec,8734000,2800000,1048000,44448510,8734000,2800000,1048000,44448510,0.283069106
제룡산업(주),147830,17-Dec,0,51845,0,59171858,0,51845,0,59171858,0.000876177
제룡전기(주),33100,17-Dec,1485670,70506,571640,57852594,1485670,70506,571640,57852594,0.036779958
제이더블유신약(주),67290,17-Dec,0,24200000,0,129571286,0,24200000,0,123356679,0.196179082
제이스코홀딩스(주),23440,17-Dec,847322,9222468,11587899,90470353,847322,9222468,11587899,90470353,0.239389903
제이씨케미칼(주),137950,17-Dec,20673587,31387585,303420,148515989,20673587,42101585,303420,147113147,0.428776036
제이씨현시스템(주),33320,17-Dec,400000,17525543,60000,95927187,400000,18025543,60000,113926029,0.162259171
제이엔케이히터(주),126880,17-Dec,3600000,27730000,6000000,132380121,4317300,31530000,6000000,142466841,0.293733613
제이엠아이(주),33050,17-Dec,0,1500000,0,48321942,0,21431580,0,107032674,0.200233996
제이엠티(주),94970,17-Dec,0,19000000,0,92998000,3899292,21156642,0,99107941,0.252814595
조광아이엘아이(주),44060,17-Dec,2000000,0,0,59296096,2000000,0,0,59138919,0.033818677
조아제약(주),34940,17-Dec,2000000,7750000,0,83666302,2000000,7750000,0,83518178,0.116741052
주성엔지니어링(주),36930,17-Dec,0,15000000,0,311995644,0,15000000,0,315265401,0.04757896
줌인터넷(주),229480,17-Dec,0,0,0,10468801,0,0,0,10468801,0
줌인터넷(주),239340,17-Dec,,,,,0,0,0,0,#DIV/0!
지나인제약(주),78650,17-Dec,0,20612889,0,66208805,0,28237359,0,77035216,0.366551306
지니언스(주),263860,17-Dec,0,0,0,39120613,0,0,0,37923042,0
지더블유바이텍(주),36180,17-Dec,0,0,0,32949812,0,0,0,32949812,0
지스마트글로벌(주),114570,17-Dec,750000,11750000,0,169743689,750000,11750000,0,169743689,0.07364044
지에이치신소재(주),130500,17-Dec,0,0,0,58892436,1724049,0,574683,60704296,0.037867699
지엔원에너지(주),270520,17-Dec,,,,,0,0,0,0,#DIV/0!
지엘팜텍(주),204840,17-Dec,0,0,3633158,15021408,0,0,3633158,15021408,0.241865343
진양제약(주),7370,17-Dec,0,2736737,17000000,73848507,0,2736737,17000000,73848507,0.267259797
차이나그레이트스타인터내셔널리미티드,900040,17-Dec,,,,,0,0,0,532516290,0
차이나크리스탈신소재홀딩스,900250,17-Dec,,,,,0,4582200,0,239848655,0.019104547
차이나하오란리사이클링유한공사,900090,17-Dec,,,,,0,40814310,945501,242038901,0.172533468
참존글로벌(주),158310,17-Dec,0,68620,0,27950624,0,68621,0,32357130,0.002120738
참좋은여행(주),94850,17-Dec,0,12500000,15000000,144340764,0,12500000,15000000,144340764,0.190521369
카페24(주),42000,17-Dec,0,0,2368026,65465724,91600,300000,2368026,71917923,0.038371881
커머스마이너 (주),223310,17-Dec,0,0,0,56669217,0,0,0,55926341,0
컬러레이홀딩스,900310,17-Dec,,,,,409125,4745850,0,120119090,0.042915535
케이디켐(주),221980,17-Dec,0,2079381,0,72043460,0,2079381,0,74093673,0.028064218
케이만금세기차륜집단유한공사,900280,17-Dec,,,,,0,19905834,0,139315679,0.142882941
케이맥(주),43290,17-Dec,3500000,700000,1574997,78657172,3500000,700000,1574997,78761739,0.073322365
케이비아이메탈(주),24840,17-Dec,12598377,58867963,5304728,195099112,13313439,58915634,5304728,199056838,0.389505841
케이에이치건설(주),226360,17-Dec,0,0,0,43465044,0,0,0,43465044,0
케이에이치전자(주),111870,17-Dec,0,0,0,87479828,0,1176286,0,91673747,0.01283122
케이엠제약(주),225430,17-Dec,,,,,0,0,0,0,#DIV/0!
케이지이티에스(주),151860,17-Dec,2596640,29500000,1666640,206239630,2596640,29500000,1666640,206239630,0.163708983
케이피엑스라이프사이언스(주),114450,17-Dec,0,4146357,0,72964194,0,4146357,0,72964194,0.056827284
코나아이(주),52400,17-Dec,0,42500000,0,182835121,0,45300000,0,196829791,0.230148088
코드네이처(주),78940,17-Dec,0,10115884,0,33216494,0,13893890,2116153,44233566,0.361943303
코리아에프티(주),123410,17-Dec,4636290,37950000,727240,199622434,13572402,85838893,727240,327074020,0.306164748
코스맥스엔비티(주),222040,17-Dec,17733147,11360000,2935132,154657204,47561406,25288200,2935132,199405443,0.380053507
코아스템(주),166480,17-Dec,0,0,0,58721765,0,0,0,90670635,0
코오롱생명과학(주),102940,17-Dec,10392240,30416700,8232760,716796713,10392240,30416700,8232760,716796713,0.068417864
코오롱티슈진(주),950160,17-Dec,18749500,2142800,2678500,192525701,18749500,2142800,2678500,192525701,0.122429369
코웰패션(주),33290,17-Dec,40150000,19653338,2100000,254315619,40150000,19653338,2100000,273003789,0.226749007
코위버(주),56360,17-Dec,3000000,7000000,0,111096297,3000000,7022252,0,118351714,0.084681934
콜마비앤에이치(주),200130,17-Dec,0,0,0,194922655,55000,11438148,2731900,271195826,0.052453049
큐렉소(주),60280,17-Dec,0,3000000,0,75551927,0,3000000,0,75551927,0.039707789
크로바하이텍(주),43590,17-Dec,0,13680840,0,55786459,0,13680840,0,57727285,0.236990879
크루셜텍(주),114120,17-Dec,6697590,38549197,7348260,254358739,6697590,48879840,7348260,248990199,0.252723562
크리스탈지노믹스(주),83790,17-Dec,7800000,5200000,6432470,119585874,7800000,5200000,6432470,119465138,0.162662266
키네마스터(주),139670,17-Dec,0,0,0,16578004,0,0,0,16620815,0
테고사이언스(주),191420,17-Dec,0,0,3924088,48591783,0,0,3924088,48388757,0.081095036
테라사이언스(주),73640,17-Dec,0,24850000,8609288,50667007,0,24850700,8609288,51045160,0.655497759
티제이미디어(주),32540,17-Dec,5000000,0,0,98323323,5220170,473908,0,98850829,0.057602734
티케이지애강(주),22220,17-Dec,0,1262216,0,77429144,0,1262216,0,77429144,0.016301562
팅크웨어(주),84730,17-Dec,17053400,8475912,4564770,203051511,17053400,10949259,4564770,205687951,0.15833416
파나케이아(주),58530,17-Dec,3000000,200000,0,94279784,4536275,14974097,16248754,131715727,0.27148714
패션플랫폼(주),225590,17-Dec,,,,,0,0,0,0,#DIV/0!
풍국주정공업(주),23900,17-Dec,0,0,0,115525044,12313929,1295031,3841429,162812567,0.107180848
피씨엘(주),241820,17-Dec,0,0,0,15873793,0,0,0,15873793,0
피아이첨단소재(주),178920,17-Dec,22458030,3628450,12833160,341155485,22458030,3628450,12833160,341155485,0.114081824
피앤씨테크(주),237750,17-Dec,0,2400000,0,64071370,0,2400000,0,64071370,0.037458228
피에스케이홀딩스(주),31980,17-Dec,0,0,0,272529708,0,0,0,276692093,0
