,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출액증가율2019
1280,(주)이퓨쳐,134060,18-Dec,9828718,9828718,
1281,(주)이퓨쳐,134060,19-Dec,10686877,10686877,8.73113869
1282,(주)인바디,41830,18-Dec,69329223,99635443,
1283,(주)인바디,41830,19-Dec,71968109,117058914,17.48722189
1284,(주)인산가,277410,18-Dec,25399567,25231613,
1285,(주)인산가,277410,19-Dec,26019710,25864241,2.507283224
1286,(주)인성정보,33230,18-Dec,101075191,258032877,
1287,(주)인성정보,33230,19-Dec,95057636,246656144,-4.409024591
1288,(주)인지디스플레이,37330,18-Dec,96956470,514409963,
1289,(주)인지디스플레이,37330,19-Dec,121746444,557843292,8.443329664
1290,(주)인콘,83640,18-Dec,41015478,41035478,
1291,(주)인콘,83640,19-Dec,30752375,30761375,-25.03712276
1292,(주)인터로조,119610,18-Dec,78230603,79428151,
1293,(주)인터로조,119610,19-Dec,91940806,92568560,16.54376796
1294,(주)인터코스,240340,18-Dec,,0,
1295,(주)인터코스,240340,19-Dec,,0,
1296,(주)인터플렉스,51370,18-Dec,180256619,313944604,
1297,(주)인터플렉스,51370,19-Dec,350246474,439165313,39.88624343
1298,(주)인텍플러스,64290,18-Dec,16109102,16109102,
1299,(주)인텍플러스,64290,19-Dec,40083302,40530902,151.6024916
1300,(주)인텔리안테크놀로지스,189300,18-Dec,98515747,109807238,
1301,(주)인텔리안테크놀로지스,189300,19-Dec,98415264,117971770,7.435331358
1302,(주)인트로메딕,150840,18-Dec,9309535,9873716,
1303,(주)인트로메딕,150840,19-Dec,8578524,8835741,-10.51250613
1304,(주)인트론바이오테크놀로지,48530,18-Dec,20584391,20584391,
1305,(주)인트론바이오테크놀로지,48530,19-Dec,8347462,8347462,-59.44761251
1306,(주)인포마크,175140,18-Dec,112848857,118479219,
1307,(주)인포마크,175140,19-Dec,74199836,75225410,-36.50750686
1308,(주)인포바인,115310,18-Dec,20081128,20255026,
1309,(주)인포바인,115310,19-Dec,19085121,19264774,-4.888919915
1310,(주)인피니트헬스케어,71200,18-Dec,35522684,64315329,
1311,(주)인피니트헬스케어,71200,19-Dec,39148811,74267025,15.47328787
1312,(주)일승,333430,19-Dec,,0,
1313,(주)일신바이오베이스,68330,18-Dec,15115149,15383067,
1314,(주)일신바이오베이스,68330,19-Dec,17392622,19635658,27.64462379
1315,(주)일야,58450,18-Dec,28762213,28762213,
1316,(주)일야,58450,19-Dec,27781083,30205987,5.019690244
1317,(주)일지테크,19540,18-Dec,120409830,228507869,
1318,(주)일지테크,19540,19-Dec,132395201,191126791,-16.35877056
1319,(주)일진파워,94820,18-Dec,99569411,157590708,
1320,(주)일진파워,94820,19-Dec,107455456,182759457,15.97096004
1321,(주)잉크테크,49550,18-Dec,54374086,55346523,
1322,(주)잉크테크,49550,19-Dec,55756299,59078269,6.742512082
1323,(주)자비스,254120,18-Dec,,0,
1324,(주)자비스,254120,19-Dec,17055479,17059979,inf
1325,(주)자연과환경,43910,18-Dec,24751624,24828281,
1326,(주)자연과환경,43910,19-Dec,31434561,31709685,27.71599049
1327,(주)장원테크,174880,18-Dec,28109444,118254864,
1328,(주)장원테크,174880,19-Dec,20249951,94837169,-19.80273302
1329,(주)전우정밀,120780,18-Dec,,0,
1330,(주)전우정밀,120780,19-Dec,,0,
1331,(주)정다운,208140,18-Dec,94883997,105484286,
1332,(주)정다운,208140,19-Dec,114132619,125822119,19.2804386
1333,(주)정상제이엘에스,40420,18-Dec,83759118,87089272,
1334,(주)정상제이엘에스,40420,19-Dec,89392125,93567447,7.438545358
1335,(주)정원엔시스,45510,18-Dec,110588062,147806242,
1336,(주)정원엔시스,45510,19-Dec,128935978,169191423,14.46838828
1337,(주)제낙스,65620,18-Dec,5172001,5172001,
1338,(주)제낙스,65620,19-Dec,3600677,3600677,-30.3813553
1339,(주)제넥신,95700,18-Dec,12881557,12881557,
1340,(주)제넥신,95700,19-Dec,11303045,11303045,-12.25404662
1341,(주)제넨바이오,72520,18-Dec,7043270,7043270,
1342,(주)제넨바이오,72520,19-Dec,11646248,21968100,211.9020001
1343,(주)제노레이,122310,18-Dec,52915039,56289419,
1344,(주)제노레이,122310,19-Dec,60797612,65105755,15.66251021
1345,(주)제노포커스,187420,18-Dec,7406680,11517966,
1346,(주)제노포커스,187420,19-Dec,13858160,14941514,29.72354667
1347,(주)제닉,123330,18-Dec,50523823,69027048,
1348,(주)제닉,123330,19-Dec,43256345,52261355,-24.28858467
1349,(주)제로투세븐,159580,18-Dec,156776939,175282228,
1350,(주)제로투세븐,159580,19-Dec,215101486,213550382,21.83230692
1351,(주)제우스,79370,18-Dec,304792159,453591917,
1352,(주)제우스,79370,19-Dec,198658144,323487856,-28.68306425
1353,(주)제이브이엠,54950,18-Dec,90115376,103635370,
1354,(주)제이브이엠,54950,19-Dec,99556067,110144570,6.280867237
1355,(주)제이스텍,90470,18-Dec,126220077,126230077,
1356,(주)제이스텍,90470,19-Dec,126892960,126892960,0.525138712
1357,(주)제이시스메디칼,287410,18-Dec,,0,
1358,(주)제이시스메디칼,287410,19-Dec,,0,
1359,(주)제이앤티씨,204270,18-Dec,164105652,229357031,
1360,(주)제이앤티씨,204270,19-Dec,142404428,386150387,68.36213188
1361,(주)제이에스티나,26040,18-Dec,126039596,127351326,
1362,(주)제이에스티나,26040,19-Dec,94811398,96140824,-24.50740246
1363,(주)제이엘케이,322510,18-Dec,362909,362909,
1364,(주)제이엘케이,322510,19-Dec,229534,229534,-36.75163746
1365,(주)제이와이피엔터테인먼트,35900,18-Dec,118167060,124821138,
1366,(주)제이와이피엔터테인먼트,35900,19-Dec,144613992,155435845,24.52686099
1367,(주)제이웨이,58420,18-Dec,4712513,13099806,
1368,(주)제이웨이,58420,19-Dec,4742539,11406518,-12.92605402
1369,(주)제이티,89790,18-Dec,34943401,34943401,
1370,(주)제이티,89790,19-Dec,42388224,42388224,21.30537609
1371,(주)제일바이오,52670,18-Dec,27809542,27809542,
1372,(주)제일바이오,52670,19-Dec,22986005,22986005,-17.3448991
1373,(주)제일테크노스,38010,18-Dec,156348756,160764315,
1374,(주)제일테크노스,38010,19-Dec,162468907,167024919,3.894274672
1375,(주)제주반도체,80220,18-Dec,144450015,148727537,
1376,(주)제주반도체,80220,19-Dec,109039431,162112446,8.999617199
1377,(주)제테마,216080,18-Dec,11207567,11207567,
1378,(주)제테마,216080,19-Dec,13300388,13300388,18.67328565
1379,(주)젬백스&카엘,82270,18-Dec,45661660,47239503,
1380,(주)젬백스&카엘,82270,19-Dec,40814302,42663508,-9.686797509
1381,(주)젬백스링크,64800,18-Dec,41963168,52906980,
1382,(주)젬백스링크,64800,19-Dec,95229707,95068907,79.6906703
1383,(주)조이시티,67000,18-Dec,86819413,87222356,
1384,(주)조이시티,67000,19-Dec,102530425,103135835,18.24472501
1385,(주)좋은사람들,33340,18-Dec,128374456,128374456,
1386,(주)좋은사람들,33340,19-Dec,126695428,126695428,-1.307914403
1387,(주)중앙디앤엠,51980,18-Dec,9987615,11235292,
1388,(주)중앙디앤엠,51980,19-Dec,7056678,9780750,-12.94618778
1389,(주)중앙백신연구소,72020,18-Dec,33152987,33152987,
1390,(주)중앙백신연구소,72020,19-Dec,32902915,32902915,-0.754297041
1391,(주)중앙에너비스,440,18-Dec,76133494,76133494,
1392,(주)중앙에너비스,440,19-Dec,65687919,65702344,-13.70113133
1393,(주)지노믹트리,228760,18-Dec,386946,386946,
1394,(주)지노믹트리,228760,19-Dec,281626,281626,-27.21826818
1395,(주)지니뮤직,43610,18-Dec,171232730,171232730,
1396,(주)지니뮤직,43610,19-Dec,230468779,230468779,34.59388226
1397,(주)지니틱스,303030,18-Dec,,0,
1398,(주)지니틱스,303030,19-Dec,54945069,54945069,inf
1399,(주)지란지교시큐리티,208350,18-Dec,21070167,53775248,
1400,(주)지란지교시큐리티,208350,19-Dec,24522614,60829853,13.11868427
1401,(주)지씨셀,144510,18-Dec,50619838,50619838,
1402,(주)지씨셀,144510,19-Dec,55263792,57895110,14.37237314
1403,(주)지어소프트,51160,18-Dec,56641520,131555043,
1404,(주)지어소프트,51160,19-Dec,50464481,159566747,21.29276336
1405,(주)지에스이,53050,18-Dec,133549316,133549316,
1406,(주)지에스이,53050,19-Dec,136363228,136363228,2.1070209
1407,(주)지에스홈쇼핑,28150,18-Dec,1073513656,1104393651,
1408,(주)지에스홈쇼핑,28150,19-Dec,1194599575,1230358735,11.40581385
1409,(주)지엔씨에너지,119850,18-Dec,96609465,126053839,
1410,(주)지엔씨에너지,119850,19-Dec,120307775,168346052,33.55091232
1411,(주)지엔코,65060,18-Dec,106567681,146403712,
1412,(주)지엔코,65060,19-Dec,101363573,155909866,6.493109956
1413,(주)지유온,111820,18-Dec,13449112,14165857,
1414,(주)지유온,111820,19-Dec,4222230,4222230,-70.19432005
1415,(주)지티지웰니스,219750,18-Dec,19704882,21507391,
1416,(주)지티지웰니스,219750,19-Dec,27160757,30274164,40.76167584
1417,(주)진로발효,18120,18-Dec,85779330,86941312,
1418,(주)진로발효,18120,19-Dec,86574385,88418165,1.698678069
1419,(주)진매트릭스,109820,18-Dec,3639778,4734901,
1420,(주)진매트릭스,109820,19-Dec,5050418,5050418,6.663645132
1421,(주)진바이오텍,86060,18-Dec,22174184,62809113,
1422,(주)진바이오텍,86060,19-Dec,23269009,58244821,-7.266926377
1423,(주)진성티이씨,36890,18-Dec,295680054,354679313,
1424,(주)진성티이씨,36890,19-Dec,277312154,355564462,0.249563188
1425,(주)차바이오텍,85660,18-Dec,26792723,488599592,
1426,(주)차바이오텍,85660,19-Dec,30319513,534611812,9.417163001
1427,(주)창해에탄올,4650,18-Dec,96390226,195358261,
1428,(주)창해에탄올,4650,19-Dec,95102047,187283715,-4.133199159
1429,(주)천보,278280,18-Dec,100607987,120088708,
1430,(주)천보,278280,19-Dec,96951371,135310691,12.6756156
1431,(주)체리부로,66360,18-Dec,255938221,293825285,
1432,(주)체리부로,66360,19-Dec,271426120,301486507,2.607407324
1433,(주)초록뱀미디어,47820,18-Dec,45662389,63870939,
1434,(주)초록뱀미디어,47820,19-Dec,36286419,48519671,-24.03482435
1435,(주)초록뱀이앤엠,131100,18-Dec,41740389,41740437,
1436,(주)초록뱀컴퍼니,52300,18-Dec,51119783,51995890,
1437,(주)초록뱀컴퍼니,52300,19-Dec,17882006,18023834,-65.33604098
1438,(주)칩스앤미디어,94360,18-Dec,14147251,14147251,
1439,(주)칩스앤미디어,94360,19-Dec,16148210,16148210,14.1438008
1440,(주)카나리아바이오,16790,18-Dec,104831273,104831273,
1441,(주)카나리아바이오,16790,19-Dec,118172502,118172502,12.72638271
1442,(주)카스,16920,18-Dec,124410614,139976846,
1443,(주)카스,16920,19-Dec,118334377,135786057,-2.993915865
1444,(주)카이노스메드,284620,18-Dec,,0,
1445,(주)카이노스메드,284620,19-Dec,,0,
1446,(주)캐리소프트,317530,18-Dec,9805738,9968682,
1447,(주)캐리소프트,317530,19-Dec,9432284,9724378,-2.45071515
1448,(주)캐스텍코리아,71850,18-Dec,144079697,207721128,
1449,(주)캐스텍코리아,71850,19-Dec,123324843,190066501,-8.499196577
1450,(주)캠시스,50110,18-Dec,381517357,544489393,
1451,(주)캠시스,50110,19-Dec,467852457,684815526,25.77205999
1452,(주)컴투스,78340,18-Dec,479405296,481754717,
1453,(주)컴투스,78340,19-Dec,462178165,469293086,-2.586716966
1454,(주)컴투스홀딩스,63080,18-Dec,64466952,112508237,
1455,(주)컴투스홀딩스,63080,19-Dec,76400605,119860859,6.535185508
1456,(주)케스피온,79190,18-Dec,31990861,78407002,
1457,(주)케스피온,79190,19-Dec,22616883,61412929,-21.67417777
1458,(주)케어랩스,263700,18-Dec,44001473,54379273,
1459,(주)케어랩스,263700,19-Dec,56028952,68299520,25.59844263
1460,(주)케어젠,214370,18-Dec,50645716,51211120,
1461,(주)케어젠,214370,19-Dec,64597320,64698623,26.33705922
1462,(주)케이비지,318000,18-Dec,16433851,16433851,
1463,(주)케이비지,318000,19-Dec,18525956,18525956,12.73046105
1464,(주)케이사인,192250,18-Dec,21203074,23737495,
1465,(주)케이사인,192250,19-Dec,23181805,26004244,9.549234239
1466,(주)케이씨씨건설,21320,18-Dec,1063586408,1063627255,
1467,(주)케이씨씨건설,21320,19-Dec,1642515960,1642515960,54.42589989
1468,(주)케이씨아이,36670,18-Dec,60587708,60587708,
1469,(주)케이씨아이,36670,19-Dec,69641355,69641355,14.94304257
1470,(주)케이씨에스,115500,18-Dec,33312675,33312675,
1471,(주)케이씨에스,115500,19-Dec,39517211,39517211,18.62515094
1472,(주)케이씨티,89150,18-Dec,30759977,30759977,
1473,(주)케이씨티,89150,19-Dec,20057539,20057539,-34.79338752
1474,(주)케이씨피드,25880,18-Dec,63102846,63728024,
1475,(주)케이씨피드,25880,19-Dec,64474083,64298803,0.895648357
1476,(주)케이아이엔엑스,93320,18-Dec,51955405,56304485,
1477,(주)케이아이엔엑스,93320,19-Dec,59033025,64639547,14.80354895
1478,(주)케이에스피,73010,18-Dec,16783298,16783298,
1479,(주)케이에스피,73010,19-Dec,29381172,29381172,75.06196935
1480,(주)케이에이치바텍,60720,18-Dec,47496378,203983923,
1481,(주)케이에이치바텍,60720,19-Dec,28294361,203636996,-0.170075658
1482,(주)케이엑스이노베이션,122450,18-Dec,29575441,192602110,
1483,(주)케이엑스이노베이션,122450,19-Dec,32468940,258032976,33.97204008
1484,(주)케이엑스하이텍,52900,18-Dec,60542837,61046544,
1485,(주)케이엑스하이텍,52900,19-Dec,57821525,58957832,-3.421507367
1486,(주)케이엔더블유,105330,18-Dec,67247878,122079179,
1487,(주)케이엔더블유,105330,19-Dec,38376494,92972246,-23.84266772
1488,(주)케이엔엔,58400,18-Dec,60043899,64113046,
1489,(주)케이엔엔,58400,19-Dec,64352310,71120187,10.92935282
1490,(주)케이엔제이,272110,18-Dec,51093850,51106737,
1491,(주)케이엔제이,272110,19-Dec,56583038,56310399,10.1819492
1492,(주)케이엘넷,39420,18-Dec,39453717,42138235,
1493,(주)케이엘넷,39420,19-Dec,35727819,38516789,-8.59420429
1494,(주)케이엠,83550,18-Dec,73254496,118311427,
1495,(주)케이엠,83550,19-Dec,84902889,127562230,7.819027489
1496,(주)케이엠더블유,32500,18-Dec,156620732,296267920,
1497,(주)케이엠더블유,32500,19-Dec,597369634,682876301,130.4928259
1498,(주)케이지모빌리언스,46440,18-Dec,135076195,202941577,
1499,(주)케이지모빌리언스,46440,19-Dec,125600384,192191691,-5.297034821
1500,(주)케이지이니시스,35600,18-Dec,483480981,924624291,
1501,(주)케이지이니시스,35600,19-Dec,481270151,956102654,3.404449062
1502,(주)케이티서브마린,60370,18-Dec,61278284,61278284,
1503,(주)케이티서브마린,60370,19-Dec,55167641,55167641,-9.971955155
1504,(주)케이티알파,36030,18-Dec,278887617,278887617,
1505,(주)케이티알파,36030,19-Dec,322320928,322320928,15.5737682
1506,(주)케이프,64820,18-Dec,28790269,254635658,
1507,(주)케이프,64820,19-Dec,39001401,351484046,38.03410283
1508,(주)케이피에스,256940,18-Dec,40627706,40627706,
1509,(주)케이피에스,256940,19-Dec,14191010,14191010,-65.0706097
1510,(주)케이피에프,24880,18-Dec,269881295,375029991,
1511,(주)케이피에프,24880,19-Dec,274798671,376261557,0.328391337
1512,(주)케이피엠테크,42040,18-Dec,31397318,29535233,
1513,(주)케이피엠테크,42040,19-Dec,17385217,17724886,-39.98731617
1514,(주)케이피티유,54410,18-Dec,23757498,25144665,
1515,(주)케이피티유,54410,19-Dec,24269610,24269610,-3.480082157
1516,(주)케일럼,258610,18-Dec,23521557,23521557,
1517,(주)케일럼,258610,19-Dec,20471120,20471120,-12.96868655
1518,(주)켐온,217600,18-Dec,19450820,19450820,
1519,(주)켐온,217600,19-Dec,20914334,20914334,7.524176359
1520,(주)켐트로닉스,89010,18-Dec,236207391,337353792,
1521,(주)켐트로닉스,89010,19-Dec,247394020,403474312,19.59975597
1522,(주)켐트로스,220260,18-Dec,44434675,44434675,
1523,(주)켐트로스,220260,19-Dec,43771231,43771231,-1.493077197
1524,(주)코너스톤네트웍스,33110,18-Dec,4912212,8888955,
1525,(주)코너스톤네트웍스,33110,19-Dec,2288905,13584547,52.82501711
1526,(주)코다코,46070,18-Dec,251895555,258632562,
1527,(주)코다코,46070,19-Dec,220350350,223364645,-13.63630191
1528,(주)코데즈컴바인,47770,18-Dec,27947604,29343056,
1529,(주)코데즈컴바인,47770,19-Dec,33826223,35815190,22.05678236
1530,(주)코디,80530,18-Dec,14460587,20265908,
1531,(주)코디,80530,19-Dec,27937167,49308692,143.3085752
1532,(주)코디엠,224060,18-Dec,33229693,36581926,
1533,(주)코디엠,224060,19-Dec,10994170,11785340,-67.78370827
1534,(주)코렌텍,104540,18-Dec,33162333,33405771,
1535,(주)코렌텍,104540,19-Dec,40160881,40189165,20.3060543
1536,(주)코리아나화장품,27050,18-Dec,103382174,115727727,
1537,(주)코리아나화장품,27050,19-Dec,104498899,117202282,1.274158785
1538,(주)코리아센터,290510,18-Dec,55771557,189670051,
1539,(주)코리아센터,290510,19-Dec,60654091,251498425,32.59785806
1540,(주)코리아에스이,101670,18-Dec,11525626,14292442,
1541,(주)코리아에스이,101670,19-Dec,11770769,13269092,-7.160078033
1542,(주)코맥스,36690,18-Dec,143251522,144404504,
1543,(주)코맥스,36690,19-Dec,141560724,143101259,-0.902496088
1544,(주)코메론,49430,18-Dec,56263805,68746431,
1545,(주)코메론,49430,19-Dec,53170157,66630535,-3.077826687
1546,(주)코미코,183300,18-Dec,92016326,166567372,
1547,(주)코미코,183300,19-Dec,86295619,173461446,4.13891023
1548,(주)코미팜,41960,18-Dec,34994051,34994051,
1549,(주)코미팜,41960,19-Dec,36290780,35489960,1.417123728
1550,(주)코세스,89890,18-Dec,65510151,65510151,
1551,(주)코세스,89890,19-Dec,65578193,65578193,0.103864819
1552,(주)코센,9730,18-Dec,54690486,54690486,
1553,(주)코센,9730,19-Dec,54358101,58286145,6.574560336
1554,(주)코스나인,82660,18-Dec,7869161,87007413,
1555,(주)코스나인,82660,19-Dec,18356749,18356749,-78.90208619
1556,(주)코스메카코리아,241710,18-Dec,206522830,303292618,
1557,(주)코스메카코리아,241710,19-Dec,194650606,347017988,14.41689227
1558,(주)코스온,69110,18-Dec,83677255,110339643,
1559,(주)코스온,69110,19-Dec,87425534,109273819,-0.965948385
1560,(주)코썬바이오,204990,18-Dec,8109348,9538711,
1561,(주)코썬바이오,204990,19-Dec,4971604,2695516,-71.74129712
1562,(주)코아시아,45970,18-Dec,5486096,378373276,
1563,(주)코아시아,45970,19-Dec,92228286,438868162,15.98814976
1564,(주)코아시아옵틱스,196450,18-Dec,8332433,9054296,
1565,(주)코아시아옵틱스,196450,19-Dec,68698817,86156042,851.5487676
1566,(주)코엔텍,29960,18-Dec,64252487,72239031,
1567,(주)코엔텍,29960,19-Dec,71114061,71114061,-1.557288331
1568,(주)코원플레이,56000,18-Dec,19715433,25727901,
1569,(주)코원플레이,56000,19-Dec,14925981,19805335,-23.0200124
1570,(주)코윈테크,282880,18-Dec,76831921,76831921,
1571,(주)코윈테크,282880,19-Dec,91102339,91102339,18.57355356
1572,(주)코이즈,121850,18-Dec,17016870,19147494,
1573,(주)코이즈,121850,19-Dec,32361376,35464086,85.21528718
1574,(주)코콤,15710,18-Dec,163612643,163612643,
1575,(주)코콤,15710,19-Dec,133903684,133903684,-18.15810713
1576,(주)코텍,52330,18-Dec,346599584,346599584,
1577,(주)코텍,52330,19-Dec,285254264,285258696,-17.69791161
1578,(주)코퍼스코리아,322780,19-Dec,,0,
1579,(주)코프라,126600,18-Dec,141443988,161369458,
1580,(주)코프라,126600,19-Dec,132583682,182893389,13.33829293
1581,(주)큐로컴,40350,18-Dec,10311666,13915367,
1582,(주)큐로컴,40350,19-Dec,10211913,15051780,8.166604589
1583,(주)큐로홀딩스,51780,18-Dec,23127655,25216642,
1584,(주)큐로홀딩스,51780,19-Dec,22842965,25752114,2.123486545
1585,(주)큐리언트,115180,18-Dec,0,0,
1586,(주)큐리언트,115180,19-Dec,0,0,
1587,(주)큐브엔터테인먼트,182360,18-Dec,32091553,34459464,
1588,(주)큐브엔터테인먼트,182360,19-Dec,28850936,29829672,-13.43547305
1589,(주)큐에스아이,66310,18-Dec,18823761,18823761,
1590,(주)큐에스아이,66310,19-Dec,22679509,22679509,20.48340924
1591,(주)크레버스,96240,18-Dec,75944381,152690562,
1592,(주)크레버스,96240,19-Dec,87349230,174974828,14.59439648
1593,(주)크리스에프앤씨,110790,18-Dec,255540733,257887299,
1594,(주)크리스에프앤씨,110790,19-Dec,257477444,259452905,0.607089223
1595,(주)크린앤사이언스,45520,18-Dec,94801718,95238575,
1596,(주)크린앤사이언스,45520,19-Dec,117760212,118318802,24.23411627
1597,(주)클라우드에어,36170,18-Dec,14190606,14413626,
1598,(주)클라우드에어,36170,19-Dec,13489259,13489259,-6.413146838
1599,(주)클래시스,214150,18-Dec,46944935,47481790,
1600,(주)클래시스,214150,19-Dec,80095778,81133257,70.87236391
1601,(주)클리오,237880,18-Dec,184440131,187378290,
1602,(주)클리오,237880,19-Dec,247598026,250382613,33.6241317
1603,(주)키이스트,54780,18-Dec,15148220,103736090,
1604,(주)키이스트,54780,19-Dec,29066328,100245744,-3.364640021
1605,(주)타이거일렉,219130,18-Dec,33746373,33746373,
1606,(주)타이거일렉,219130,19-Dec,35062583,35062583,3.900300634
1607,(주)탑엔지니어링,65130,18-Dec,194208042,917583139,
1608,(주)탑엔지니어링,65130,19-Dec,216906563,1305900598,42.319594
1609,(주)탑코미디어,134580,18-Dec,44502968,44502968,
1610,(주)탑코미디어,134580,19-Dec,32429047,32429047,-27.13059722
1611,(주)태광,23160,18-Dec,158648382,158648382,
1612,(주)태광,23160,19-Dec,189754435,189754435,19.60691474
1613,(주)태성,323280,19-Dec,,0,
1614,(주)태양,53620,18-Dec,136498964,136715540,
1615,(주)태양,53620,19-Dec,141559128,141821714,3.734889245
1616,(주)태웅,44490,18-Dec,289546470,289546470,
1617,(주)태웅,44490,19-Dec,374030762,374030762,29.17814608
1618,(주)태웅로직스,124560,18-Dec,229275409,243947042,
1619,(주)태웅로직스,124560,19-Dec,273971524,286073126,17.2685365
1620,(주)테라젠이텍스,66700,18-Dec,62724135,117474508,
1621,(주)테라젠이텍스,66700,19-Dec,65804560,138083445,17.54332693
1622,(주)테스,95610,18-Dec,286535044,287069351,
1623,(주)테스,95610,19-Dec,177545547,178374964,-37.86345934
1624,(주)테크윙,89030,18-Dec,183949929,193710297,
1625,(주)테크윙,89030,19-Dec,160383059,186865006,-3.533777556
1626,(주)텔레칩스,54450,18-Dec,126084822,126098776,
1627,(주)텔레칩스,54450,19-Dec,132011261,132195565,4.83493115
1628,(주)텔레필드,91440,18-Dec,26571807,30225785,
1629,(주)텔레필드,91440,19-Dec,32548572,56538905,87.055208
1630,(주)텔콘알에프제약,200230,18-Dec,47959827,57708456,
1631,(주)텔콘알에프제약,200230,19-Dec,51215126,56590831,-1.936674584
1632,(주)토박스코리아,215480,18-Dec,24371645,24371645,
1633,(주)토박스코리아,215480,19-Dec,28366406,28366406,16.39101915
1634,(주)토비스,51360,18-Dec,430991035,430178783,
1635,(주)토비스,51360,19-Dec,418056153,418881870,-2.626097206
1636,(주)토탈소프트뱅크,45340,18-Dec,11629588,11629588,
1637,(주)토탈소프트뱅크,45340,19-Dec,11817222,11817222,1.613419151
1638,(주)톱텍,108230,18-Dec,286184621,308791516,
1639,(주)톱텍,108230,19-Dec,165493724,167160373,-45.86626758
1640,(주)투비소프트,79970,18-Dec,33622689,53924737,
1641,(주)투비소프트,79970,19-Dec,35972724,40782024,-24.37232656
1642,(주)트루윈,105550,18-Dec,33647588,33647588,
1643,(주)트루윈,105550,19-Dec,29558743,29558743,-12.1519706
1644,(주)특수건설,26150,18-Dec,168210145,186200582,
1645,(주)특수건설,26150,19-Dec,182821495,193202917,3.76064077
1646,(주)티라유텍,322180,18-Dec,22771034,22771034,
1647,(주)티라유텍,322180,19-Dec,28539531,28539531,25.33260896
1648,(주)티로보틱스,117730,18-Dec,67518871,66524525,
1649,(주)티로보틱스,117730,19-Dec,52360467,51553281,-22.50484915
1650,(주)티비씨,33830,18-Dec,40359498,40608939,
1651,(주)티비씨,33830,19-Dec,49031092,49281263,21.355702
1652,(주)티사이언티픽,57680,18-Dec,5213668,5213668,
1653,(주)티사이언티픽,57680,19-Dec,7690404,7690404,47.50467425
1654,(주)티씨케이,64760,18-Dec,170518830,170518830,
1655,(주)티씨케이,64760,19-Dec,171378814,171378814,0.504333744
1656,(주)티앤알바이오팹,246710,18-Dec,974315,974315,
1657,(주)티앤알바이오팹,246710,19-Dec,1287126,1287126,32.10573582
1658,(주)티에스넥스젠,43220,18-Dec,27959282,39527527,
1659,(주)티에스넥스젠,43220,19-Dec,32394970,42661536,7.928674617
1660,(주)티에스이,131290,18-Dec,107150369,184431173,
1661,(주)티에스이,131290,19-Dec,114955821,191490314,3.827520524
1662,(주)티에스트릴리온,317240,19-Dec,,0,
1663,(주)티엘아이,62860,18-Dec,45356294,48492103,
1664,(주)티엘아이,62860,19-Dec,38672133,41981841,-13.42540661
1665,(주)티움바이오,321550,18-Dec,1128900,1128900,
1666,(주)티움바이오,321550,19-Dec,1113000,1113000,-1.408450704
1667,(주)티케이케미칼,104480,18-Dec,789034201,789034201,
1668,(주)티케이케미칼,104480,19-Dec,612702078,620804114,-21.32101331
1669,(주)티티씨디펜스,309900,18-Dec,,0,
1670,(주)티티씨디펜스,309900,19-Dec,,0,
1671,(주)티플랙스,81150,18-Dec,121665673,121665673,
1672,(주)티플랙스,81150,19-Dec,131217033,131217033,7.850496993
1673,(주)티피씨,130740,18-Dec,46243067,78436414,
1674,(주)티피씨,130740,19-Dec,41688505,84685070,7.966524324
1675,(주)티피씨메카트로닉스,48770,18-Dec,80418607,104628102,
1676,(주)티피씨메카트로닉스,48770,19-Dec,79264294,101092281,-3.379418084
1677,(주)파나진,46210,18-Dec,7703747,7703747,
1678,(주)파나진,46210,19-Dec,7950193,7950193,3.199040675
1679,(주)파라다이스,34230,18-Dec,403766411,787616484,
1680,(주)파라다이스,34230,19-Dec,424588401,979432909,24.35403891
1681,(주)파라텍,33540,18-Dec,190819847,191164238,
1682,(주)파라텍,33540,19-Dec,126217108,126614043,-33.76687799
1683,(주)파루,43200,18-Dec,34394062,36352018,
1684,(주)파루,43200,19-Dec,52213153,53144288,46.19350155
1685,(주)파마리서치,214450,18-Dec,63065183,64280682,
1686,(주)파마리서치,214450,19-Dec,81113704,83871642,30.47721242
1687,(주)파멥신,208340,18-Dec,1975,1975,
1688,(주)파멥신,208340,19-Dec,0,0,-100
1689,(주)파버나인,177830,18-Dec,101453855,112395079,
1690,(주)파버나인,177830,19-Dec,86811706,103613096,-7.813494219
1691,(주)파세코,37070,18-Dec,149411990,149411990,
1692,(주)파세코,37070,19-Dec,180409668,180409668,20.74644612
1693,(주)파수,150900,18-Dec,25818216,32243433,
1694,(주)파수,150900,19-Dec,27164793,35364081,9.678398699
1695,(주)파워넷,37030,18-Dec,116872861,116872861,
1696,(주)파워넷,37030,19-Dec,128553806,128553806,9.994574361
1697,(주)파워로직스,47310,18-Dec,711098734,753902613,
1698,(주)파워로직스,47310,19-Dec,1092201856,1107914323,46.95722019
1699,(주)파이오링크,170790,18-Dec,27358728,27358728,
1700,(주)파이오링크,170790,19-Dec,35120293,35120293,28.36961207
1701,(주)파인디앤씨,49120,18-Dec,58500272,77325563,
1702,(주)파인디앤씨,49120,19-Dec,72339944,77522237,0.254345384
1703,(주)파인디지털,38950,18-Dec,66328453,86035533,
