회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원)
(주)다보링크,340360,19-Dec,0,0,0,0
(주)다산네트웍스,39560,18-Dec,365996219,198458720,167537498,41150465
(주)다산네트웍스,39560,19-Dec,453482793,221216290,232266503,44684217
(주)다우데이타,32190,18-Dec,19770709816,17193590583,2577119233,546138982
(주)다우데이타,32190,19-Dec,25214812744,22437866876,2776945869,393922010
(주)다원시스,68240,18-Dec,357376527,157734562,199641965,17054427
(주)다원시스,68240,19-Dec,535778020,325034136,210743884,124533552
(주)대동스틸,48470,18-Dec,73640711,11973878,61666833,7301727
(주)대동스틸,48470,19-Dec,78314977,17201574,61113403,9796683
(주)대륙제관,4780,18-Dec,151007379,47373764,103633615,13467023
(주)대륙제관,4780,19-Dec,157495147,50642289,106852858,24552581
(주)대림제지,17650,18-Dec,258751456,106519854,152231602,9967856
(주)대림제지,17650,19-Dec,229356109,75921064,153435045,12852405
(주)대명소노시즌,7720,18-Dec,412281944,281902870,130379075,50720318
(주)대명소노시즌,7720,19-Dec,243679256,78031264,165647992,156019486
(주)대성미생물연구소,36480,18-Dec,38098477,5089192,33009285,4942628
(주)대성미생물연구소,36480,19-Dec,51027758,16312358,34715399,8251945
(주)대성엘텍,25440,18-Dec,109828228,66792207,43036022,1590881
(주)대성엘텍,25440,19-Dec,110542670,72479666,38063005,2524082
(주)대성파인텍,104040,18-Dec,92396974,40689111,51707863,9891294
(주)대성파인텍,104040,19-Dec,91992889,38792198,53200691,10685666
(주)대원,7680,18-Dec,444525540,157520817,287004723,131028730
(주)대원,7680,19-Dec,518668184,218518376,300149808,64076243
(주)대유,290380,18-Dec,67925815,7055229,60870586,16594321
(주)대유,290380,19-Dec,72350682,9058955,63291727,6872468
(주)대유에이피,290120,18-Dec,81805754,40487842,41317912,14838200
(주)대유에이피,290120,19-Dec,128281832,80274468,48007364,7768048
(주)대창솔루션,96350,18-Dec,151300048,100811036,50489013,3735279
(주)대창솔루션,96350,19-Dec,156535069,90381143,66153926,5118405
(주)대창스틸,140520,18-Dec,256470766,155322874,101147892,1305660
(주)대창스틸,140520,19-Dec,232138221,132749418,99388804,4626683
(주)대한과학,131220,18-Dec,39034818,9619131,29415687,2838331
(주)대한과학,131220,19-Dec,44443513,11645209,32798304,3410725
(주)대호특수강,21040,18-Dec,157282806,84853335,72429471,5014
(주)대호특수강,21040,19-Dec,148023965,75870889,72153076,3813596
(주)더 미동,161570,18-Dec,33966457,1836030,32130428,13281955
(주)더 미동,161570,19-Dec,35112641,6660163,28452478,8078600
(주)더블유아이,73570,18-Dec,93185372,43654874,49530498,25890344
(주)더블유아이,73570,19-Dec,52816652,14649816,38166837,10809030
(주)더블유에스아이,299170,18-Dec,0,0,0,0
(주)더블유에스아이,299170,19-Dec,0,0,0,0
(주)덕산테코피아,317330,18-Dec,85349260,23998192,61351068,5728741
(주)덕산테코피아,317330,19-Dec,158858979,13668299,145190680,9953398
(주)덕신하우징,90410,18-Dec,117771912,45682446,72089466,8928258
(주)덕신하우징,90410,19-Dec,117536854,44877098,72659756,7255530
(주)데이타솔루션,263800,18-Dec,52873082,27068869,25804213,9208898
(주)데이타솔루션,263800,19-Dec,62996007,37407304,25588703,20042282
(주)덱스터스튜디오,206560,18-Dec,80815033,17589976,63225057,21237518
(주)덱스터스튜디오,206560,19-Dec,66525819,11194473,55331347,8179648
(주)덴티스,261200,18-Dec,0,0,0,0
(주)덴티스,261200,19-Dec,0,0,0,0
(주)동구바이오제약,6620,18-Dec,104278994,32180766,72098228,4730609
(주)동구바이오제약,6620,19-Dec,132725123,47072945,85652178,10340582
(주)동국알앤에스,75970,18-Dec,123725551,45986937,77738614,5948212
(주)동국알앤에스,75970,19-Dec,125591075,46611685,78979390,9109104
(주)동국에스엔씨,100130,18-Dec,399283657,128120687,271162970,16472962
(주)동국에스엔씨,100130,19-Dec,400888034,124701679,276186355,27048924
(주)동방선기,99410,18-Dec,33425555,4542893,28882661,119055
(주)동방선기,99410,19-Dec,34132289,5594284,28538005,310641
(주)동성화인텍,33500,18-Dec,205083922,131147446,73936476,14637479
(주)동성화인텍,33500,19-Dec,263075386,168181985,94893401,23069765
(주)동아엘텍,88130,18-Dec,271270330,75542752,195727578,65846209
(주)동아엘텍,88130,19-Dec,267605758,58577014,209028744,81668984
(주)동양에스텍,60380,18-Dec,136232434,82026750,54205684,3946504
(주)동양에스텍,60380,19-Dec,144962083,90593925,54368158,8731165
(주)동우팜투테이블,88910,18-Dec,220488718,31901376,188587342,14390327
(주)동우팜투테이블,88910,19-Dec,224727531,34677783,190049748,16161868
(주)동운아나텍,94170,18-Dec,41671771,21026345,20645426,8590057
(주)동운아나텍,94170,19-Dec,54041008,29317134,24723874,10839387
(주)동원개발,13120,18-Dec,877699704,174435796,703263908,284741004
(주)동원개발,13120,19-Dec,929793884,158655654,771138229,416601606
(주)동일기연,32960,18-Dec,61115452,5044011,56071441,7159159
(주)동일기연,32960,19-Dec,58374142,6071452,52302690,2049698
(주)동진쎄미켐,5290,18-Dec,760451748,454557635,305894112,86938276
(주)동진쎄미켐,5290,19-Dec,840710798,480348778,360362019,114618712
(주)두산테스나,131970,18-Dec,111616930,30166995,81449935,22448939
(주)두산테스나,131970,19-Dec,342662378,179348105,163314273,103159828
(주)듀오백,73190,18-Dec,34065097,3721572,30343525,2485925
(주)듀오백,73190,19-Dec,32605733,5270243,27335489,1661717
(주)드래곤플라이,30350,18-Dec,19895923,1792168,18103755,10671856
(주)드래곤플라이,30350,19-Dec,14923301,2549440,12373861,6937861
(주)드림시큐리티,203650,18-Dec,27006031,2943298,24062733,6275173
(주)드림시큐리티,203650,19-Dec,77347110,13040512,64306598,3098895
(주)드림어스컴퍼니,60570,18-Dec,204478522,44619711,159858811,95653361
(주)드림어스컴퍼니,60570,19-Dec,171585555,53668515,117917040,88901393
(주)디딤,217620,18-Dec,69675606,36182073,33493533,8644514
(주)디딤,217620,19-Dec,117030402,84270124,32760278,9508473
(주)디모아,16670,18-Dec,92574280,33133872,59440409,23360276
(주)디모아,16670,19-Dec,102374669,45219162,57155507,25895971
(주)디바이스이엔지,187870,18-Dec,74549363,13758722,60790641,22531290
(주)디바이스이엔지,187870,19-Dec,107991965,44456810,63535155,36148952
(주)디스플레이테크,66670,18-Dec,172266882,23215623,149051259,15066837
(주)디스플레이테크,66670,19-Dec,167971201,18324931,149646271,11137353
(주)디아크,78590,18-Dec,70085034,43946450,26138583,32994577
(주)디아크,78590,19-Dec,71913569,47206991,24706578,19813193
(주)디알젬,263690,18-Dec,46285007,17607226,28677781,8476678
(주)디알젬,263690,19-Dec,63046253,30524694,32521559,10833252
(주)디알텍,214680,18-Dec,49797948,18470662,31327286,1792755
(주)디알텍,214680,19-Dec,70958295,33599023,37359272,13604990
(주)디앤씨미디어,263720,18-Dec,43639727,7118078,36521650,8824276
(주)디앤씨미디어,263720,19-Dec,53449595,11928155,41521440,8778432
(주)디에스앤엘,141020,18-Dec,77208383,44003555,33204828,15829889
(주)디에스앤엘,141020,19-Dec,72600826,35902415,36698411,1105805
(주)디에스케이,109740,18-Dec,164451241,57807556,106643685,62249616
(주)디에스케이,109740,19-Dec,171897832,46634348,125263484,25797559
(주)디에이테크놀로지,196490,18-Dec,157728816,80770746,76958071,39331148
(주)디에이테크놀로지,196490,19-Dec,122217450,56545566,65671883,16823498
(주)디에이피,66900,18-Dec,219431626,116576129,102855496,5225994
(주)디에이피,66900,19-Dec,225787010,125180122,100606888,9439998
(주)디엔에이링크,127120,18-Dec,35066550,15461869,19604681,11816719
(주)디엔에이링크,127120,19-Dec,25900053,16237483,9662570,6395631
(주)디엔에프,92070,18-Dec,115553080,25482894,90070186,7097206
(주)디엔에프,92070,19-Dec,110119296,19850202,90269095,3336249
(주)디엠에스,68790,18-Dec,317314698,165835272,151479426,12415579
(주)디엠에스,68790,19-Dec,302514624,136508949,166005675,10720096
(주)디오,39840,18-Dec,225306865,106021912,119284953,20267749
(주)디오,39840,19-Dec,273185095,129533220,143651875,11476477
(주)디와이디,219550,18-Dec,32003160,2669564,29333596,5531137
(주)디와이디,219550,19-Dec,52229060,21354451,30874610,745289
(주)디이엔티,79810,18-Dec,60037161,42350494,17686668,3283640
(주)디이엔티,79810,19-Dec,46017809,27902135,18115674,1204903
(주)디지아이,43360,18-Dec,51376874,3957532,47419342,510059
(주)디지아이,43360,19-Dec,48781971,3203037,45578934,706017
(주)디지캡,197140,18-Dec,36931541,12023879,24907662,1668242
(주)디지캡,197140,19-Dec,48772866,18914542,29858324,6210907
(주)디지털대성,68930,18-Dec,112212180,35101215,77110965,14872037
(주)디지털대성,68930,19-Dec,142456542,47962083,94494460,17639346
(주)디지틀조선일보,33130,18-Dec,80641711,7016118,73625594,8576127
(주)디지틀조선일보,33130,19-Dec,85853679,8595903,77257776,9341819
(주)디케이앤디,263020,18-Dec,59022016,10876923,48145093,11931022
(주)디케이앤디,263020,19-Dec,62104312,10638598,51465714,8176250
(주)디케이티,290550,18-Dec,71808049,43409778,28398270,22623242
(주)디케이티,290550,19-Dec,114499310,56178571,58320739,23472611
(주)디티앤씨,187220,18-Dec,151417364,73551666,77865699,11312852
(주)디티앤씨,187220,19-Dec,179838735,94646940,85191796,18861660
(주)딜리,131180,18-Dec,62045838,4534144,57511694,9645806
(주)딜리,131180,19-Dec,63808112,6210663,57597449,8703086
(주)라닉스,317120,18-Dec,10406677,5898427,4508250,6178337
(주)라닉스,317120,19-Dec,20394753,2717916,17676838,1046991
(주)라이온켐텍,171120,18-Dec,133717907,31565576,102152331,13922487
(주)라이온켐텍,171120,19-Dec,132849020,23815107,109033914,8844681
(주)라이트론,69540,18-Dec,88978622,54359096,34619526,4870318
(주)라이트론,69540,19-Dec,79429657,41745608,37684050,33942794
(주)라파스,214260,18-Dec,34513554,14345066,20168488,5577441
(주)라파스,214260,19-Dec,62884817,14954180,47930637,5098015
(주)랩지노믹스,84650,18-Dec,47094426,16992307,30102119,399071
(주)랩지노믹스,84650,19-Dec,49477979,19060532,30417448,1996759
(주)러셀,217500,18-Dec,42193435,9383235,32810200,18790341
(주)러셀,217500,19-Dec,45280733,5045579,40235154,9827746
(주)레고켐바이오사이언스,141080,18-Dec,121686284,16391555,105294729,10221423
(주)레고켐바이오사이언스,141080,19-Dec,141477453,25568107,115909346,66888373
(주)레드로버,60300,18-Dec,113883154,12524475,101358680,2102795
(주)레드로버,60300,19-Dec,28775240,22251848,6523392,156888
(주)레드캡투어,38390,18-Dec,389327984,240500451,148827533,11281593
(주)레드캡투어,38390,19-Dec,416661455,252727838,163933617,17847341
(주)레몬,294140,18-Dec,36171903,10140606,26031297,6627063
(주)레몬,294140,19-Dec,98414205,79468777,18945429,10133661
(주)레이,228670,18-Dec,41273905,14997562,26276343,12210122
(주)레이,228670,19-Dec,76656974,19124849,57532125,11983707
(주)레이언스,228850,18-Dec,201132165,18804726,182327439,25980204
(주)레이언스,228850,19-Dec,232073460,37798296,194275164,27475533
(주)레이크머티리얼즈,281740,18-Dec,0,0,0,0
(주)레이크머티리얼즈,281740,19-Dec,0,0,0,0
(주)로보로보,215100,18-Dec,26659082,1462204,25196878,1432086
(주)로보로보,215100,19-Dec,27198177,2573041,24625136,580900
(주)로보스타,90360,18-Dec,171513401,68742552,102770849,49064979
(주)로보스타,90360,19-Dec,166636026,70221087,96414939,29604626
(주)로보티즈,108490,18-Dec,68826000,7290702,61535298,13509934
(주)로보티즈,108490,19-Dec,64669054,3260113,61408940,9680097
(주)로지시스,67730,18-Dec,25946301,9166854,16779447,12322355
(주)로지시스,67730,19-Dec,24235178,8581471,15653707,7352907
(주)루멘스,38060,18-Dec,332871975,141444805,191427170,25645118
(주)루멘스,38060,19-Dec,278451657,147894772,130556884,20744805
(주)루트로닉,85370,18-Dec,215363142,85690782,129672360,6807349
(주)루트로닉,85370,19-Dec,208199454,89322636,118876818,8231171
(주)룽투코리아,60240,18-Dec,77373851,10467514,66906338,2575257
(주)룽투코리아,60240,19-Dec,79352267,5647513,73704754,2265286
(주)리노스,39980,18-Dec,94263721,19216616,75047105,7088199
(주)리노스,39980,19-Dec,111913032,36956848,74956184,23657989
(주)리더스코스메틱,16100,18-Dec,164066898,65402879,98664018,30691756
(주)리더스코스메틱,16100,19-Dec,132912018,83873775,49038243,19182663
(주)리드,197210,18-Dec,107402923,68182568,39220355,2314502
(주)리드,197210,19-Dec,31046019,62608144,-31562126,36236
(주)리드코프,12700,18-Dec,1140659526,807225007,333434519,30915213
(주)리드코프,12700,19-Dec,1036734077,668448987,368285090,12263945
(주)리메드,302550,18-Dec,21511807,10567121,10944686,3423697
(주)리메드,302550,19-Dec,34945709,10321998,24623711,15221221
(주)링네트,42500,18-Dec,92659133,40321338,52337795,17594430
(주)링네트,42500,19-Dec,94447962,36413722,58034240,16167029
(주)링크제니시스,219420,18-Dec,36098619,4719930,31378688,6676507
(주)링크제니시스,219420,19-Dec,37630382,3269849,34360533,6455279
(주)마니커에프앤지,195500,18-Dec,52850161,29330131,23520030,716261
(주)마니커에프앤지,195500,19-Dec,58497680,21813207,36684473,9698289
(주)마이크로디지탈,305090,18-Dec,11704260,2829317,8874942,5902936
(주)마이크로디지탈,305090,19-Dec,23210224,5400924,17809300,2351673
(주)마이크로컨텍솔루션,98120,18-Dec,35818677,3870441,31948236,2707874
(주)마이크로컨텍솔루션,98120,19-Dec,37413850,4671857,32741993,3523689
(주)마이크로프랜드,147760,18-Dec,61725040,15676254,46048786,11676738
(주)마이크로프랜드,147760,19-Dec,58240307,17109812,41130495,9496513
(주)마크로젠,38290,18-Dec,180415939,61451043,118964895,32255591
(주)마크로젠,38290,19-Dec,225531446,117708077,107823369,16371825
(주)맘스터치앤컴퍼니,220630,18-Dec,127372937,54871721,72501216,13978988
(주)맘스터치앤컴퍼니,220630,19-Dec,139939227,58923633,81015594,19309731
(주)매직마이크로,127160,18-Dec,139584364,66817117,72767248,4773975
(주)매직마이크로,127160,19-Dec,128970686,70749666,58221020,3661908
(주)매커스,93520,18-Dec,87116654,35314312,51802341,20728334
(주)매커스,93520,19-Dec,101122964,48709948,52413017,18096890
(주)맥스로텍,141070,18-Dec,90063345,54877694,35185651,5285678
(주)맥스로텍,141070,19-Dec,75565720,47403677,28162044,2286783
(주)머큐리,100590,18-Dec,92783500,24864122,67919378,16788008
(주)머큐리,100590,19-Dec,105086804,34115339,70971465,30221915
(주)멀티캠퍼스,67280,18-Dec,143682541,46307822,97374719,14547497
(주)멀티캠퍼스,67280,19-Dec,204059370,91822206,112237164,10868309
(주)메드팩토,235980,18-Dec,31820853,27238028,4582825,301104
(주)메드팩토,235980,19-Dec,80699693,2004823,78694870,173168
(주)메디아나,41920,18-Dec,56785375,7344555,49440819,8878788
(주)메디아나,41920,19-Dec,64760524,7823018,56937506,15785741
(주)메디콕스,54180,18-Jun,52453346,33951578,18501768,1554925
(주)메디콕스,54180,19-Jun,56061813,34920994,21140819,5576324
(주)메디톡스,86900,18-Dec,395014966,137773326,257241640,19260793
(주)메디톡스,86900,19-Dec,421529504,158848740,262680764,20080297
(주)메디프론디비티,65650,18-Dec,21570269,2373941,19196329,2599785
(주)메디프론디비티,65650,19-Dec,19459610,1769687,17689924,458779
(주)메지온,140410,18-Dec,75059445,17740343,57319103,29551187
(주)메지온,140410,19-Dec,58873712,16043627,42830085,15644307
(주)메카로,241770,18-Dec,153900401,14925802,138974599,81724720
(주)메카로,241770,19-Dec,160150690,16278579,143872111,55094432
(주)메타바이오메드,59210,18-Dec,97693208,46385554,51307654,5487963
(주)메타바이오메드,59210,19-Dec,103291753,48429625,54862128,2350437
(주)멕아이씨에스,58110,18-Dec,24438555,18957237,5481318,1033848
(주)멕아이씨에스,58110,19-Dec,24850344,20661076,4189268,605760
(주)멜파스,96640,18-Dec,85345225,47561375,37783851,4682610
(주)멜파스,96640,19-Dec,79763076,49663470,30099605,2811820
(주)모다이노칩,80420,18-Dec,644227913,292604508,351623405,36881880
(주)모다이노칩,80420,19-Dec,897502146,538677934,358824212,24800911
(주)모두투어네트워크,80160,18-Dec,334585105,175270314,159314791,57177852
(주)모두투어네트워크,80160,19-Dec,420625003,268100963,152524040,57026664
(주)모바일리더,100030,18-Dec,36279508,2959457,33320051,2003462
(주)모바일리더,100030,19-Dec,37969975,6039537,31930438,4823047
(주)모베이스,101330,18-Dec,299284345,74256830,225027514,37759933
(주)모베이스,101330,19-Dec,991473184,647806473,343666711,67751673
(주)모베이스전자,12860,18-Dec,635384033,505217072,130166961,12186129
(주)모베이스전자,12860,19-Dec,673938142,512492545,161445597,34224442
(주)모비스,250060,18-Dec,27598719,3171370,24427350,7085498
(주)모비스,250060,19-Dec,42509164,8943978,33565186,4771341
(주)모헨즈,6920,18-Dec,67384499,38748167,28636332,8220900
(주)모헨즈,6920,19-Dec,58143099,28936788,29206311,4187922
(주)미래SCI,28040,18-Dec,66163231,42731401,23431830,389444
(주)미래SCI,28040,19-Dec,54405331,37487787,16917544,340806
(주)미래생명자원,218150,18-Dec,34085140,5662624,28422516,2083409
(주)미래생명자원,218150,19-Dec,38518768,8857799,29660968,4464705
(주)미래컴퍼니,49950,18-Dec,141860588,38496476,103364112,39933656
