,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,매출액,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
335,(주)시노펙스,25320,19-Dec,66.71,2.85,-3.04,6.67,20.42,23.29,6.58,1.1,64.43,9.43,6.01,26.87,1.39,9.28,31.23,22.13,8.27,12.11,13.8,3.03,77.87,85.84,133.26,225.66,97.74,11.94,54.93,2.7,3.97,394.30008948919993,941.2321788145924,217056055,0.10688215549939478,0.461911091880561,8.186268470576064,0.03965224305119552,0.19719601230540448,0.03146132812559172,0.538088908119439,0.5216124811937415,0.14447559180046832,-0.21164457450781957,제조업
336,(주)시스웍,269620,19-Dec,3.62,13.25,28.27,16.01,22.92,16.34,1.45,-3.1,129.51,4.82,8.27,9.27,0.34,9.31,-33.49,25.52,5.25,1.8,4.66,4.19,74.48,26.65,1946.92,2166.32,1711.21,52.74,1083.74,2.32,4.49,-86.69947707667082,-59.055804864677405,14879639,0.015297698069882548,0.2104084600402534,7.693591848262127,0.04486948518405585,0.30949168703990626,0.07215894728749792,0.7895915399597466,0.4440013579122332,0.20999938237748914,0.48958705475903586,제조업
338,(주)시티랩스,139050,19-Dec,127.8,-14.86,226.76,1.65,1.19,49.81,-0.43,3.32,51.67,0.73,4.03,9.52,0.68,243.64,110.9,63.09,-48.27,10.66,29.12,3.61,36.91,158.96,67.0,83.36,64.03,-16.28,23.46,1.17,-10.08,-46.86404117238733,-1025.9888203582814,80745442,-0.012313049384267541,0.6138445713331812,8.260902742939559,-0.10078799305338572,0.11579582703976057,0.05002215769092175,0.3861554286668188,0.6693277161842586,0.649052586770161,-0.11252158981310152,정보통신업
339,(주)신진에스엠,138070,19-Dec,35.87,4.58,8.51,12.49,14.38,30.83,3.2,1.54,34.55,5.43,11.54,15.95,0.45,29.15,-7.93,21.47,3.46,4.2,2.24,0.92,78.53,60.61,229.63,1585.28,138.6,28.95,36.6,1.26,2.07,-26.806279231012898,-22.182591722984125,51776148,0.026077319477089893,0.37739221337798656,8.076102466409948,0.020696656469799922,0.08175718120781712,0.022721788635658366,0.6226077866220134,0.48712029166702686,0.1570310715273759,0.4655440754778485,제조업
340,(주)신테카바이오,226330,19-Dec,1.55,-4977.8,0.0,-711.05,-178.72,0.8,-93.67,-1.28,-1144.47,-6.84,0.07,-41.56,0.01,0.0,0.0,0.0,-49.81,16.31,0.0,0.27,0.0,3.98,6401.48,701.04,6401.48,93.74,2414.01,0.25,-47.9,-75.87492064,-712.988255,461374,-0.17298274830986443,0.038285400672902925,7.6807550259757695,-0.7648531261617658,0.35909045896604475,0.009015022246132218,0.9617145993270971,0.04776260904597169,12.258020608009987,-0.6584664148793821,정보통신업
341,(주)신화콘텍,187270,19-Dec,36.16,-6.08,0.54,10.37,12.0,35.78,-0.82,1.57,23.8,5.32,8.74,11.61,0.51,-3.38,14.59,20.51,-3.96,5.88,5.54,1.06,79.49,79.58,186.42,963.62,132.91,17.4,35.14,1.21,-3.13,-67.83868531276465,-255.56992359891802,44341306,-0.008503163471480982,0.44316014111739893,7.936871812375658,-0.031278819992304405,0.07075697342926578,0.02447708665137978,0.556839858882601,0.624659995433165,0.22168571218899147,0.2470233204059175,제조업
342,(주)심텍,222800,19-Dec,341.59,-3.94,3.27,2.94,4.34,40.78,-1.35,1.23,52.59,3.5,82.16,30.88,1.21,0.71,-0.73,8.79,-19.5,14.72,6.6,1.96,91.21,420.02,46.07,1334.88,19.4,-35.43,1.77,1.57,-4.77,-158.2821131425384,-1802.1149681882212,1000187191,-0.021689039864842094,0.8076995674081399,8.924251363131166,-0.04766765481666187,0.011595143103926751,0.020855306455548495,0.1923004325918602,0.6973865667368133,0.10587536008547024,0.123661424355814,제조업
343,(주)심텍홀딩스,36710,19-Dec,297.55,-3.86,2.97,2.66,3.91,40.42,-1.24,1.28,54.97,3.07,50.78,30.97,1.17,-0.06,-0.67,8.65,-12.11,14.72,6.6,1.99,91.35,367.28,46.27,581.99,19.56,-34.21,2.64,1.55,-4.53,-157.58774642076864,-2598.181827590579,1000340255,-0.020069114825451755,0.7859964299501471,8.93717652529439,-0.045285598978728074,0.016836468886097734,0.021334196629633057,0.21400357004985288,0.7053568298534573,0.10361056398755042,0.06513314389172216,제조업
344,(주)싸이맥스,160980,19-Dec,30.34,3.8,9.65,12.96,24.14,14.47,5.02,-1.41,40.04,7.18,15.79,10.55,0.58,6.0,-37.45,14.87,4.12,7.85,3.7,1.94,85.13,42.37,204.16,1945.0,136.67,22.2,36.45,2.22,2.2,-87.383230059641,-76.22523468977364,83475335,0.013722153701810215,0.2976239381895413,8.177609602419558,0.022031411635031306,0.07769241636299963,0.010461813681490599,0.7023760618104586,0.5648754809281773,0.1250298306679452,0.3514463063643074,제조업
345,(주)싸이토젠,217330,19-Dec,6.0,-518.3,-13.35,-384.16,-170.88,4.22,-94.69,-4.53,-40.28,-15.57,0.28,-4.85,0.04,-29.3,-34.81,-23.37,-20.72,1.62,0.0,0.4,123.37,10.02,1328.5,636.15,1328.5,66.98,936.31,0.64,-19.5,-71.97087664,-59.31234892,798925,-0.21136384052322393,0.09109694830361112,7.294821364666888,-0.1950031087377724,0.5105053652555097,0.03780453129567396,0.9089031024163177,0.2756588062273523,5.384113652720844,-0.9013826049714863,"전문, 과학 및 기술 서비스업"
346,(주)썸에이지,208640,19-Dec,19.19,-388.1,5.77,-482.1,-221.39,15.69,-27.81,-0.61,-906.59,-40.44,0.36,-6.11,0.09,5.23,2.63,0.0,-76.84,5.19,0.0,9.45,0.0,22.35,567.79,205.13,567.79,73.36,210.07,0.18,-33.47,49.86478666604946,51.79041565966082,3647939,-0.31387475366655443,0.18265700203389387,7.6383891879715895,-0.3346664281560273,0.32944459065948484,0.02388913060844302,0.8173429979661061,0.10955160749908864,4.6399232552956615,-1.1604872966364803,정보통신업
347,(주)쎄노텍,222420,19-Dec,66.53,-7.64,20.98,2.67,1.49,52.24,-0.18,1.84,10.01,0.88,7.06,5.77,0.36,-22.16,-13.99,22.59,-6.03,4.09,1.53,0.64,77.41,144.45,113.18,868.55,44.99,3.59,5.15,0.67,-2.77,92.84143330383495,22.097726022068006,28207532,-0.0014450113503721028,0.5909191624601361,7.930758897891517,-0.027670103321823878,0.014029364599726793,0.014755656286225763,0.40908083753986385,0.6919543119131253,0.22984797110218647,0.2511428800770288,제조업
348,(주)쎄니트,37760,19-Dec,68.85,1.75,7.52,4.79,6.74,35.52,3.1,1.28,35.21,3.35,6.49,14.75,0.72,16.11,-3.51,17.94,2.95,7.81,9.77,1.55,82.06,98.63,112.08,428.53,89.23,4.19,18.07,1.5,1.27,-7.532114930891187,-40.13588536737847,109747055,0.03788416847837518,0.4965472014710096,8.196546603789947,0.012653245193287956,0.06262322911212152,0.025374463666990314,0.5034527985289904,0.6114792526715476,0.12703210122585978,0.18190714300174077,제조업
349,(주)쎄트렉아이,99320,19-Dec,41.2,10.48,24.0,23.26,51.29,1.83,108.65,-0.03,209.62,16.96,25.7,40.68,0.81,76.38,52.23,21.29,11.74,13.97,30.15,3.66,78.71,49.4,191.48,1755.01,177.85,25.23,74.66,2.75,8.46,65.14312121586026,45.29829981492905,70228243,0.10630812064070679,0.33065272274329593,7.98369447457358,0.08460524787199801,0.20590788646779565,0.0033355801736594266,0.6693472772567041,0.47190716813822,0.08124990397381862,0.5139340062709364,제조업
350,(주)쎌바이오텍,49960,19-Dec,4.04,15.73,-3.34,26.34,257.46,0.85,108.05,-1.91,73.52,11.18,9.78,22.21,0.42,-14.55,-26.52,76.61,6.91,6.9,16.82,1.42,23.39,4.54,1653.34,2204.31,1579.9,60.08,224.93,8.26,6.56,-73.26538082580895,-62.6959892745771,45959678,0.05259509717419143,0.0434062040599174,8.034642231121053,0.06563254219090961,0.08699980753149704,0.00964223510418695,0.9565937867067651,0.36052292339573533,0.6399972384488856,0.9588603168495995,제조업
351,(주)쏠리드,50890,19-Dec,109.12,2.36,5.34,2.06,2.95,25.07,-1.32,0.91,128.85,1.67,8.98,19.61,0.83,9.83,3.01,28.58,4.97,7.57,6.21,5.75,71.42,129.52,93.28,469.9,71.33,-3.19,41.24,1.44,1.96,-432.3986363473428,-51.7759596932575,229279898,-0.012741317787451667,0.5643143682230333,8.452948590442873,0.019565050264231425,0.19603757086078794,0.0167844611807564,0.4356856317769667,0.5565198476248331,0.30116164828370606,0.09176392722467255,제조업
356,(주)씨엠에스에듀,225330,19-Dec,123.01,7.48,11.72,21.36,27.6,36.79,8.72,0.88,65.75,17.15,8.67,36.53,0.85,13.41,17.07,0.0,15.29,36.66,118.37,1.51,0.0,164.07,25.52,408.78,24.02,-34.7,8.67,1.45,6.34,34.484974209732485,17.64485833802772,82117662,0.0985099313963712,0.6213141992043937,8.009857871001778,0.06336448942436572,0.04038584530182544,0.019288164166934286,0.3786858007956063,0.8811337601530057,0.8837199359134214,0.07602181891779425,교육 서비스업
357,(주)씨유메디칼시스템,115480,19-Dec,85.91,-3.6,23.28,-1.22,-1.36,47.72,0.47,5.5,27.71,-0.77,9.55,9.76,0.7,33.82,7.2,21.81,-5.95,4.48,5.7,1.83,78.19,132.65,112.51,549.43,79.91,4.62,19.27,1.26,-2.51,-32.41345404040473,-270.10077831082515,81794149,0.02113595303354638,0.5701660792688071,8.111534420568011,-0.025149122728569995,0.07114165249262312,0.08114741236765288,0.42983392073119286,0.5845561923462856,0.18785723903063042,0.0704528269276805,제조업
358,(주)씨제이이엔엠,35760,19-Dec,52.69,1.55,-19.54,17.55,29.13,15.17,9.09,0.48,168.23,12.24,34.27,25.07,0.62,-7.22,10.59,38.58,3.65,4.42,35.29,3.23,61.42,72.43,100.93,2664.64,93.67,0.29,16.25,1.35,0.96,7.317720470546458,-68.1814268491149,3789723950,0.04419825422852767,0.42006493321814325,9.735192163994922,0.009617152115145688,0.04964066998962191,0.010565232006518897,0.579935066597861,0.6916021884712863,0.31471811950841433,0.21077212141182777,정보통신업
359,(주)씨젠,96530,19-Dec,18.45,21.9,19.48,16.87,47.97,7.71,46.17,-0.32,263.84,10.51,9.3,31.57,0.68,19.55,19.25,66.66,19.01,2.92,5.77,5.76,33.34,28.06,491.11,1162.98,424.9,56.36,174.06,3.11,14.86,111.04625422127181,149.36002937444584,121953287,0.12473888352014866,0.2191440086975209,8.291625310421955,0.14858540994694883,0.25081805461129963,0.012398375760975106,0.7808559964119354,0.29232973017880953,0.4827215768280194,0.35585530408060595,제조업
360,(주)씨티씨바이오,60590,19-Dec,117.14,-10.11,-2.71,-0.29,-0.36,37.66,-0.79,2.59,15.79,-0.21,14.1,6.68,0.72,11.37,-1.64,19.56,-17.0,4.33,4.57,1.59,80.44,150.13,100.23,774.07,67.41,0.11,17.48,1.26,-7.28,31.357334552285305,-51.88293313751572,136123660,-0.02125936186725281,0.600209350322999,8.270673994840362,-0.07279467021843708,0.081877379212179,0.046803958557830275,0.39979064967700095,0.5306329929543826,0.22515909431174566,-0.08784725809356342,제조업
361,(주)씨티케이,260930,19-Dec,12.09,6.18,5.25,5.94,25.14,5.27,10.42,-1.13,109.55,3.41,22.98,13.43,0.59,-17.31,5.31,26.87,4.54,3.6,12.99,3.29,73.13,15.72,546.13,3411.15,515.28,46.59,172.65,4.76,3.64,-24.399257196980788,-7.841854674781771,116328076,0.02000910977624823,0.13583142344314048,8.306356414326126,0.03642495747418214,0.18031029692048636,0.015490741223135892,0.8641685765568595,0.4296266802839619,0.23479073100117293,0.2897055095271594,제조업
362,(주)아가방앤컴퍼니,13990,19-Dec,26.36,-11.78,-1.8,-3.29,-8.37,3.35,-10.89,0.12,22.13,-2.35,8.16,5.38,0.71,0.79,18.94,52.74,-11.05,6.96,2.67,3.2,47.26,39.09,228.84,821.22,85.84,24.42,12.73,2.89,-8.34,75.87605691308288,-1.137756472064545,134236271,-0.018379504010380205,0.28102633397973753,8.273749117554138,-0.08341941141749817,0.024132009414877822,0.006883824890476635,0.7189736660202625,0.5662188051165088,0.553372113562362,0.4375667719211757,도매 및 소매업
363,(주)아나패스,123860,19-Dec,60.18,-36.51,33.73,-15.16,-13.31,24.45,-35.82,-0.79,-212.65,-7.41,12.01,-11.94,0.56,35.77,18.13,24.15,-35.68,21.49,6.29,6.61,75.85,125.51,308.41,1090.16,261.11,55.61,27.78,1.31,-20.42,-194.53970874305878,-427.54679532431555,60833182,-0.2170749176248866,0.5565581063874617,8.095133315703842,-0.20415199783577784,0.07412722678114578,0.01416174009770675,0.4434418936125383,0.1770174023274381,0.6296588102197251,0.007331789055268602,제조업
364,(주)아난티,25980,19-Dec,16.03,-5.59,9.15,23.78,7.5,30.16,0.31,8.5,9.59,4.01,17.09,7.72,0.18,111.81,-12.01,41.7,-2.02,48.27,8.28,0.2,58.3,115.04,190.87,4450.67,165.52,6.77,86.72,0.32,-0.98,-62.910154144595175,60.65305828616453,142703754,0.005811586541687518,0.5349710261501498,8.927353230143117,-0.009845543425294263,0.06463336769977969,0.03446457593108081,0.4650289738498502,0.8577404104355294,0.3840220489224131,0.05759766343311988,숙박 및 음식점업
366,(주)아모그린텍,125210,19-Dec,97.65,1.84,65.61,-3.96,-7.32,29.22,2.45,1.02,66.23,-4.17,12.62,22.45,1.31,66.77,9.85,21.07,8.61,6.16,7.18,3.63,78.93,132.35,132.69,463.49,88.7,13.74,13.72,1.82,2.41,219.84724877475603,329.5574128541891,93385523,0.03667983764674683,0.5696066138163784,7.948545684084584,0.02410393943824674,0.0576748608851432,0.0208266513799851,0.4303933861836215,0.4423506437069724,0.18274760853456912,-0.24711428008248065,제조업
367,(주)아모텍,52710,19-Dec,72.96,0.15,8.78,4.92,5.28,39.51,1.39,1.53,47.59,2.84,51.02,19.57,0.6,14.88,-1.92,19.69,0.18,8.18,4.63,1.42,80.31,116.48,116.07,4082.49,73.01,5.41,34.38,1.16,0.09,-38.13395796444536,-94.89440048152672,248551605,0.016901018979032637,0.5380616066081438,8.634021348201816,0.0008795007481271028,0.11585706398286941,0.023280584220946404,0.4619383933918562,0.608840267746919,0.16883431913465213,0.3327729456568971,제조업
368,(주)아미노로직스,74430,19-Dec,10.11,-6.33,1.61,21.5,68.91,3.17,-19.35,-1.66,205.95,7.06,2.16,2.19,0.33,1.86,2.88,17.35,-2.29,4.36,4.39,30.75,82.65,11.42,619.84,590.39,552.91,47.17,155.3,3.96,-2.1,-118.20551831704249,-115.01755257424624,18980396,-0.013277847844054736,0.10250392842593498,7.761730753249774,-0.020951135999251313,0.14090602282945813,0.00820004165484396,0.897496071574065,0.4376093575742738,0.2136147212102424,-1.298715043309615,도매 및 소매업
369,(주)아바코,83930,19-Dec,47.98,8.66,-6.67,1.41,4.69,0.59,245.72,-0.32,177.72,1.61,28.27,26.61,1.1,-15.92,-7.15,21.84,15.7,6.25,2.46,7.52,78.16,52.34,232.01,1630.01,108.27,41.57,29.69,2.79,9.52,2.051823749312064,-23.253348029751628,226084847,0.11344924902848694,0.3435624747987609,8.29799303377429,0.09522543394297209,0.09350865727294681,0.0011738369588408422,0.6564375252012391,0.26933269681779387,0.11516038489744516,0.44518420276141685,제조업
370,(주)아바텍,149950,19-Dec,5.82,9.6,0.0,21.49,186.49,0.0,999999999.0,-3.28,96.51,11.19,9.25,25.37,0.52,0.0,0.0,16.59,5.32,65.79,67.41,1.17,83.41,6.39,494.91,1669.02,480.79,21.61,207.03,8.68,5.0,-2.395671195125782,-6.333857271075984,75410526,0.03735988116945778,0.06002756500390117,8.160704081739864,0.04977990274430912,0.11329926515402636,0.0,0.9399724349960988,0.7291601502468913,0.09388294148750534,0.7475202240487319,제조업
371,(주)아스타,246720,19-Dec,60.21,-1198.9,-32.46,-382.5,-44.7,34.01,-20.34,-1.25,-96.94,-18.54,0.22,-40.93,0.04,-53.33,-28.19,82.01,-48.28,6.36,0.65,0.21,17.99,70.85,137.41,258.22,118.71,13.19,43.68,0.16,-46.84,-25.78074336104385,-325.8690519531341,1250848,-0.19289837318418457,0.41470737679846376,7.411809289668119,-0.46842185144103426,0.15392081713158964,0.03873801598453542,0.5852926232015362,0.5157357843561716,5.757220701476118,-0.8790780692073791,제조업
372,(주)아스트,67390,19-Dec,66.77,0.35,46.5,-5.07,-2.03,47.57,1.36,6.5,37.36,-1.27,13.97,9.64,0.3,13.08,23.59,23.45,-0.5,4.31,1.1,0.96,76.55,165.4,148.72,1475.24,43.91,12.26,19.74,0.46,0.1,32.07787688919699,-88.75578205861555,144613767,0.029382687081810934,0.6232146218106369,8.762495678998034,0.001025447248942394,0.04966035873168916,0.033156651574349744,0.3767853781893631,0.6258365840830776,0.13558565278228316,0.0047800677670458945,제조업
373,(주)아시아경제,127710,19-Dec,26.44,10.64,-13.3,-2.84,-3.37,14.25,2.61,-0.35,283.81,-0.81,3.02,20.87,0.26,10.93,-0.08,51.0,3.55,4.06,664.05,3.5,49.0,31.52,190.01,808.8,189.81,18.09,36.31,0.93,2.81,-43.03807630134299,-86.17317896139082,38372830,0.02256067463234374,0.23964685265045282,8.130174758655787,0.028101739020904324,0.07300224220598206,0.03049869278763499,0.7603531473495472,0.6180228079195895,0.42453006463166776,0.37212136937743157,정보통신업
374,(주)아우딘퓨쳐스,227610,19-Dec,42.04,-34.55,0.0,-3.37,-9.03,21.93,-151.48,0.11,-41.65,-3.35,10.82,-10.89,1.0,0.0,0.0,35.67,-54.42,19.63,4.02,3.18,64.33,59.12,205.67,682.9,111.8,27.92,46.13,2.68,-34.43,-355.82255980235124,-304.8844800657831,54122517,-0.36262418123550744,0.37154674567642626,7.734857531734907,-0.3281147771110844,0.12185662623281271,0.010398055492732223,0.6284532727373333,0.4566454567777044,0.7384796424009622,0.04640633845797469,제조업
375,(주)아이디스,143160,19-Dec,9.91,1.71,3.18,3.69,22.46,2.5,16.75,-1.36,215.31,2.42,20.88,21.55,0.67,-4.14,2.43,32.13,1.26,4.76,4.2,7.5,67.87,12.05,810.39,2843.64,641.55,62.86,129.1,6.99,1.14,1159.1579556882944,-55.9094056297884,111875143,0.019663657778134218,0.10751827287599867,8.232293048707907,0.011376311303899971,0.11423431184146,0.012328795877981743,0.8924817271240013,0.28293193717400156,0.2917961409890667,0.44013533844883207,제조업
376,(주)아이디스홀딩스,54800,19-Dec,14.64,2.65,-0.06,13.18,36.53,12.89,17.75,-0.86,103.31,8.37,98.14,15.51,0.63,-2.84,-8.72,28.72,-5.18,4.98,4.19,4.58,71.28,29.73,569.75,4057.1,437.45,53.02,162.5,2.73,1.69,-14.75027486153271,-74.94341664303874,507776368,0.058359141903825906,0.22914823078924676,8.902847175655461,0.01685056586850205,0.18340836756444556,0.014131757358617403,0.7708517692107533,0.35694421075479876,0.19532413725878633,0.20417930096803483,"전문, 과학 및 기술 서비스업"
378,(주)아이센스,99190,19-Dec,20.78,12.25,7.14,15.14,41.69,13.53,20.26,0.49,92.3,10.65,27.64,33.54,0.73,16.45,9.74,45.71,12.35,4.04,6.1,1.86,54.29,34.29,308.63,2890.86,232.85,32.29,82.49,2.76,8.91,10.112973224959578,3.7912515550998913,189844257,0.11558473323351691,0.25533422096204783,8.431431859411965,0.08911839906173497,0.12765811559519233,0.021623030387348505,0.7446657790379522,0.5223586865849161,0.29818404777975455,0.5715643411441653,제조업
379,(주)아이스크림에듀,289010,19-Dec,23.22,4.68,38.67,7.58,38.16,3.62,36.83,-0.15,365.09,8.43,17.7,30.47,1.29,15.19,6.33,44.31,8.07,35.88,14.81,14.53,55.69,28.37,370.95,1158.64,330.92,49.02,37.28,5.17,6.05,-57.14613995,-52.8335908,106436331,0.06532814613415035,0.2210063453136994,7.980760634448224,0.060506372860559106,0.06743658305638646,0.007092489803686901,0.7789936546863006,0.3289063646150935,0.3925676750356981,0.34352612793599524,정보통신업
380,(주)아이씨디,40910,19-Dec,32.07,9.17,6.56,22.12,47.43,8.62,10.5,1.06,100.41,13.2,14.2,23.55,0.62,15.07,-48.03,28.25,8.01,2.89,2.62,2.45,71.75,38.57,278.65,1678.72,154.57,41.34,39.85,2.09,5.65,-63.989681374696936,-62.620140018509986,121604632,0.0723835615418753,0.2783349152783519,8.309145271023382,0.05646514342208091,0.09221247761190456,0.023367405655156576,0.721665084721648,0.3551760145995857,0.16490491908235863,0.40082091016486154,제조업
382,(주)아이에스시,95340,19-Dec,14.01,3.63,-3.84,16.21,47.32,7.07,3.0,-0.74,32.89,6.82,12.52,16.1,0.41,-20.98,-24.32,24.0,2.57,4.38,7.87,0.83,76.0,16.84,261.93,2402.26,216.23,19.42,53.94,2.55,1.5,-84.63337846568561,-73.81898796637022,87678824,0.009527615824122775,0.1440955076159021,8.319012489493197,0.014963097330552564,0.06470191950176624,0.01963424414500031,0.8559044923840979,0.6858132838142402,0.21689660208033812,0.46198126528773586,제조업
383,(주)아이에스이커머스,69920,19-Dec,51.97,-45.51,0.0,2.35,2.88,20.76,-3.2,0.71,-4109.25,1.08,2.83,-12.72,0.46,0.0,0.0,50.47,-32.34,7.26,16.2,147.86,49.53,59.67,135.6,389.83,126.92,11.59,8.42,1.22,-20.82,20.354598787031538,-25.487257527163326,36135279,-0.05907167979392679,0.3736961630106427,7.897538024302162,-0.20496182081188685,0.027415862493321414,0.060932274918258235,0.6263038369893573,0.55866956261917,0.6359115146170589,-0.08778679931834123,도매 및 소매업
385,(주)아이엘사이언스,307180,19-Dec,69.66,-13.44,0.0,-3.91,-5.26,35.02,3.67,1.01,19.95,-2.91,10.35,5.15,0.75,0.0,0.0,25.64,-22.4,2.4,35.86,2.04,74.36,123.61,193.7,620.89,187.03,29.19,80.89,1.35,-10.02,inf,#NAME?,20281482,0.08040236604379336,0.5527919874537846,7.434811833421009,-0.2003600999867023,0.2519600154604672,0.03967202316084671,0.4472080125462154,0.39661312297358325,0.202414744642428,-0.1576744982283626,제조업
386,(주)아이엠,101390,19-Dec,230.69,-10.0,-3.82,1.24,2.96,42.55,-3.57,0.86,37.89,2.14,10.14,19.24,1.69,47.38,5.82,2.73,-50.93,14.2,18.61,2.86,97.27,259.04,58.68,153.98,41.11,-26.55,12.92,2.53,-16.89,-109.59460101759977,-8.476312248258377,202192400,-0.06188008961323948,0.7214819976344968,8.069630447793005,-0.16890583035127252,0.0829909079937875,0.026022659633377968,0.27851800236550317,0.6229666859622065,0.06391637865716021,-0.20559689403399134,제조업
387,(주)아이엠비씨,52220,19-Dec,22.38,4.41,6.69,13.59,53.2,1.19,30.07,-1.76,560.1,10.52,4.48,20.98,0.8,-31.33,-11.23,0.0,4.17,6.97,0.0,29.92,0.0,24.65,174.7,453.92,174.7,13.41,63.91,4.23,3.52,84.14210874829524,241.80971694254043,51552466,0.026764964423571406,0.19776566895266964,7.823539459736695,0.03524570169332514,0.11475466958386611,0.004717769774691317,0.8022343310473303,0.6863147913937973,0.9665017964417066,0.48290297355334194,정보통신업
389,(주)아이오케이컴퍼니,78860,19-Dec,34.85,-17.2,14.53,2.59,2.76,17.45,0.07,11.15,295.88,0.81,2.15,7.3,0.33,-50.56,63.89,23.02,-9.07,12.55,349.48,11.67,76.98,41.35,68.92,407.04,68.39,-7.66,42.17,1.08,-5.71,1093.7706431854576,36.875054185264155,48736408,0.003943249469461729,0.29253500042907776,8.194736313691335,-0.05714690935332217,0.10398328690861168,0.1826473015594585,0.7074649931844109,0.8300539438594616,0.21829485258741269,-0.1882960295397607,정보통신업
390,(주)아이윈,90150,19-Dec,59.66,2.38,-3.62,0.2,0.36,36.44,2.83,1.25,82.86,0.2,19.75,24.09,0.97,-11.15,1.7,21.06,5.3,5.48,5.54,3.87,78.94,118.73,150.1,863.03,89.47,13.66,15.46,1.65,2.3,241.85723368784835,211.23155404928332,95380947,0.03785719173911155,0.5428203610020711,7.985530463259081,0.022996757211442457,0.04216735812293637,0.022767633318281816,0.4571796389979289,0.5906091857609652,0.17146420238415122,0.2571156253719055,제조업
391,(주)아이윈플러스,123010,19-Dec,224.38,-143.02,63.55,-39.3,-10.14,66.45,-7.64,5.0,-18.64,-7.43,1.71,-7.3,0.23,121.63,-41.01,-58.78,-113.42,6.09,5.94,0.48,158.78,274.06,69.18,210.43,65.33,-18.48,59.47,0.33,-33.55,-43.81833353807802,-77.98771156437724,5448365,-0.24796201849335758,0.7326638625675803,7.459843693356565,-0.335463588191462,0.3567118443581753,0.046109220823305326,0.26733613743241963,0.585000411204506,0.4693481438927091,-0.2743848174208636,제조업
392,(주)아이즈비전,31310,19-Dec,13.97,-0.2,4.39,5.6,17.22,10.69,-2.1,-0.98,101.37,4.68,16.68,13.9,0.85,19.29,-17.87,19.88,-1.1,7.67,6.35,5.96,80.12,37.3,779.31,1130.03,672.24,69.13,357.02,3.36,-0.17,-103.67534443975761,-102.37347976183153,131548342,-0.0029500336405665927,0.2716804667321597,8.19709196444208,-0.0016798854944118638,0.36329379701485637,0.005530215219942188,0.7283195332678404,0.2069908001963011,0.20225511470148366,0.4551645342911418,정보통신업
393,(주)아이컴포넌트,59100,19-Dec,59.79,-4.3,-6.85,2.51,3.45,36.96,-2.43,1.19,30.31,1.46,8.21,13.86,0.56,-1.27,12.95,8.34,-4.25,6.83,6.32,1.2,91.66,73.58,149.34,812.2,125.97,17.0,38.97,1.3,-2.41,54.82950584390625,60.1570896167104,29041712,-0.029904209717445344,0.4239093197088277,7.697615536113914,-0.024141191621183812,0.1342334321691,0.0285305571703498,0.5760906802911723,0.4855774292685479,0.13662824009824215,-0.03692205231715143,제조업
395,(주)아이티센,124500,19-Dec,90.09,0.36,-2.6,0.49,3.3,26.92,3.73,0.4,33.12,1.92,193.45,4.51,3.87,-4.77,120.99,5.46,1.06,16.84,36.35,25.92,94.54,138.59,138.98,376.45,110.0,14.72,27.06,6.76,1.4,131.8465478672523,8.586462727528483,1542384997,0.06057340555719158,0.5808733857302883,8.594307829271674,0.013968528270555745,0.10218741089705992,0.028373613794564257,0.41912661426971165,0.47522088926954104,0.03900079300369388,0.0015319934848767524,정보통신업
396,(주)아이티엑스에이아이,99520,19-Dec,100.71,-15.71,0.0,-1.67,-4.36,29.37,-7.82,0.73,106.09,-2.42,3.87,7.55,1.45,0.0,0.0,15.51,-50.99,8.92,4.41,19.39,84.49,123.86,135.0,119.59,62.02,15.74,8.13,2.62,-22.75,20.95534906274212,-161.00322181847383,31861192,-0.13453197326778726,0.5533012043221807,7.342567099203966,-0.23498782301484347,0.03657401763240835,0.04080456095790274,0.44669879567781934,0.39271824911687325,0.24506493667907966,-0.8891101991215012,제조업
