,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,매출액,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
63,(주)녹십자웰빙,234690,19-Dec,17.83,8.51,173.82,8.11,23.06,7.43,116.86,0.0,478.57,5.09,8.66,22.31,0.92,246.95,24.23,53.89,10.18,5.71,6.45,11.0,46.11,28.31,541.7,936.99,466.25,61.39,82.32,3.98,7.82,-9.328033646,0.377106408,66937567,0.10466382074986658,0.22065268553243003,8.028228358169402,0.07824032416075435,0.11441952642211724,0.0038746042880716024,0.77934731446757,0.2470809218249122,0.4249953691923102,0.18289358708291403,제조업
65,(주)누리플랜,69140,19-Dec,264.44,-3.55,147.32,-2.38,-2.41,49.45,-0.94,2.31,36.27,-1.85,35.73,16.2,1.11,149.82,91.51,18.11,-15.42,5.52,9.16,2.58,81.89,329.58,75.32,862.54,50.71,-15.19,3.59,1.58,-3.93,2.1601078997208907,-976.7627351822672,91289924,-0.027486238934978764,0.7672160582687592,8.070156392497363,-0.039306191206349074,0.02208626084631606,0.0416178268807718,0.2327839417312408,0.5363227324027777,0.20593963907780227,0.0498476024484619,제조업
66,(주)누리플렉스,40160,19-Dec,82.44,5.99,-0.01,8.82,21.67,24.62,8.52,0.68,115.09,10.15,24.54,26.02,1.15,1.41,-22.29,28.5,13.73,5.69,5.87,5.21,71.5,88.16,138.32,1133.23,100.36,16.79,34.52,2.31,6.89,-33.00070131842787,-24.56270470651437,147947451,0.09032946949439315,0.46853052683353186,8.1090995871142,0.0689317696836909,0.15125030353970112,0.021327928235910284,0.5314694731664681,0.39394125655611917,0.20647899503182382,0.2034814955555285,정보통신업
68,(주)뉴로스,126870,19-Dec,152.27,-42.37,7.79,-4.37,-2.46,50.44,-2.37,2.03,-27.71,-1.54,5.64,-6.0,0.37,26.22,15.59,23.51,-41.14,1.74,2.34,1.5,76.49,169.09,119.33,549.61,94.01,10.94,40.35,0.58,-15.52,-644.8759354345333,-233.61183544396184,59337239,-0.02956792776742548,0.6283825809658291,8.225325347739435,-0.1552487683110076,0.22829250096491965,0.01994463141907325,0.37161741903417084,0.3247825325985708,0.31574878298600983,-0.12783656842694777,제조업
69,(주)뉴보텍,60260,19-Dec,53.29,4.32,52.56,4.24,9.53,16.82,4.51,0.41,67.9,3.83,2.77,21.53,1.09,7.44,4.49,28.52,7.78,4.63,11.7,3.58,71.48,67.34,152.44,165.27,125.92,16.7,23.92,2.77,4.71,414.846916855024,204.2410740276425,41769160,0.028808504044870474,0.4024264398469887,7.664949003444375,0.04712855751682722,0.07616232788443791,0.016179168411672114,0.5975735817827362,0.5145890439862735,0.25881109411824416,-0.16049320790947993,제조업
70,(주)뉴인텍,12340,19-Dec,65.11,-2.02,17.22,1.64,3.92,20.9,0.34,1.39,62.69,1.79,2.59,25.76,1.18,31.22,8.67,11.28,-5.33,6.15,6.62,2.65,88.72,84.29,148.97,179.8,103.41,17.3,41.32,2.14,-2.39,1194.6178927315357,72.05734252639309,54414657,0.005918417083618456,0.4573862036029348,7.697024635427874,-0.02387759093365111,0.14597491444361774,0.031548755255131,0.5426137963970652,0.473697243512264,0.10782736349877203,-0.5298771517469316,제조업
71,(주)뉴트리,270870,19-Dec,29.95,7.57,31.59,6.15,40.33,2.22,771.28,-0.46,962.17,9.93,27.66,30.44,1.83,31.69,43.49,77.18,17.94,19.26,16.87,34.46,22.82,32.65,373.46,1267.23,321.68,61.75,201.97,8.62,13.88,20.80439296,342.8676674,125146821,0.17518776865947802,0.2461230719708548,7.8894615046793914,0.13877930385268417,0.45607673263782844,0.0010670590417760225,0.7538769280291452,0.15669032101501948,0.6762509772421627,0.2097923522906834,제조업
72,(주)뉴파워프라즈마,144960,19-Dec,9.44,8.8,4.56,9.34,37.6,2.92,33.39,-1.23,64.04,3.74,14.59,16.91,0.41,-13.27,-18.04,46.29,4.15,6.08,7.27,1.37,53.71,11.06,483.87,3269.19,408.78,32.62,43.63,4.19,3.61,-69.06242824416418,-60.031364413878364,60165999,0.024877813030776668,0.09957784928580041,8.176365461288968,0.036076470675815285,0.03708002790983956,0.007626417092408966,0.9004221507141996,0.5887771174067024,0.4021750557154382,0.6111503803837598,제조업
73,(주)뉴프렉스,85670,19-Dec,128.62,-7.51,-5.22,9.57,13.98,44.46,-3.81,1.6,29.0,8.93,12.12,16.53,0.91,-23.93,-34.4,2.64,-17.75,6.52,6.1,1.61,97.36,176.65,74.46,460.12,44.5,-11.87,10.99,1.49,-6.82,-194.36654851961728,-230.71294390079967,128250921,-0.0705079177955462,0.6385363173522921,8.138093839165654,-0.06822417788512652,0.05110952618746366,0.030412545970394608,0.36146368992393363,0.6538275893958906,0.1040589252376597,0.09861793914150287,제조업
74,(주)다나와,119860,19-Dec,37.27,11.63,42.21,15.72,71.62,2.62,161.11,-0.67,374.0,20.68,31.02,29.88,1.54,63.6,67.09,0.0,23.63,19.5,28.93,18.51,0.0,40.59,290.78,1677.35,267.39,50.57,107.01,6.44,17.96,41.42459262808963,43.83571577824751,202773825,0.21721296179322938,0.2887130981580994,8.188033500262414,0.1796105437735794,0.28367218992927695,0.005621869784495839,0.7112869018419006,0.22919775466825434,0.8593485968911422,0.5742977299974008,정보통신업
75,(주)다날,64260,19-Dec,71.83,11.92,12.16,-10.99,-6.73,42.54,1.85,2.16,580.73,-4.1,6.58,10.19,0.39,11.43,-8.91,0.0,13.96,6.23,163.51,21.41,0.0,156.3,293.71,633.56,292.74,54.29,31.72,0.63,4.71,23.735168453098453,881.087567577199,191162051,0.022483726888889423,0.6098337339042336,8.70928485227116,0.04707037125201294,0.08890392617709382,0.019400726989304472,0.39016626414270844,0.1768372996960284,0.9430422306988117,0.08745489773792053,정보통신업
77,(주)다산네트웍스,39560,19-Dec,61.87,-2.14,23.9,-3.76,-7.59,22.78,-0.03,1.04,161.12,-3.7,26.99,21.38,1.09,18.61,25.12,33.51,1.1,3.8,9.73,8.59,66.49,95.24,204.85,929.2,173.22,33.23,31.09,2.13,-2.33,-101.90172862060662,61.451207857637755,446586616,-0.00047365459556150295,0.48781628192891546,8.65656081279209,-0.02330486531118139,0.09853563947684339,0.03229964061953558,0.5121837180710845,0.350818585524589,0.33554790410467655,-0.10879848312127689,제조업
78,(주)다우데이타,32190,19-Dec,481.58,12.53,27.54,-66.41,-9.65,39.09,62.94,0.18,234.53,-8.59,170.34,3.39,0.15,26.11,29.17,32.66,13.08,50.68,564.14,9.85,67.34,808.01,155.74,3177.23,155.72,29.56,2.95,0.16,1.82,54.570281884015195,75.53758642210472,3261975999,0.02485144056088075,0.8898684715134048,10.40165574725028,0.018176845115212108,0.0156226426902074,0.0004482030977128794,0.11013152852625444,0.17398712568444208,0.15519514311423357,0.016394997860865335,도매 및 소매업
79,(주)다원시스,68240,19-Dec,116.5,2.43,49.92,44.98,24.23,23.76,1.89,1.85,50.35,14.7,13.21,8.7,0.39,71.93,35.98,21.86,2.09,2.84,3.53,1.36,78.14,154.23,113.43,1565.0,95.23,6.16,49.0,0.73,0.95,-5.022837406706942,-29.593217366715656,175077026,0.018486182548651347,0.6066582126680001,8.728984892944242,0.009511820802497689,0.23243497745577543,0.01809503813356184,0.3933417873319999,0.480221958340135,0.17146447872606654,0.12584868263166152,제조업
80,(주)대동스틸,48470,19-Dec,19.75,0.28,6.35,1.94,12.75,5.16,-16.84,-0.48,38.35,2.8,22.66,5.25,1.49,9.62,11.57,3.77,0.51,5.17,6.69,10.35,96.23,28.15,481.67,1222.27,323.56,58.83,81.16,7.77,0.41,-24.10457248210576,567.5528507367072,113290547,-0.00684847019349483,0.21964603271223587,7.893844824720275,0.004114554764149401,0.12509335219494477,0.0021181505602723824,0.7803539672877641,0.25759432962611994,0.04234182045215123,0.6858666382549023,제조업
81,(주)대륙제관,4780,19-Dec,34.06,2.72,4.3,6.26,24.39,9.97,19.49,0.1,82.16,7.84,24.81,26.6,1.28,7.68,0.48,11.47,5.1,5.51,7.19,3.64,88.53,47.39,248.51,1343.79,177.27,34.32,67.46,4.03,3.48,48.64740215730075,47.74727119997774,197284517,0.05420103432151476,0.32154825062641457,8.197267176134558,0.034766626189634504,0.1558942066957784,0.008752545871236011,0.6784517493735854,0.4257320131902223,0.07234993509399422,0.5629086717192625,제조업
82,(주)대림제지,17650,19-Dec,22.85,2.37,1.69,13.81,19.27,21.57,4.6,1.12,15.22,6.38,23.53,9.52,0.47,49.72,18.23,14.53,1.68,6.99,24.63,0.73,85.47,49.48,122.71,3409.67,111.72,3.47,36.66,1.35,1.1,-55.54466930062636,-80.49267456969272,105900335,0.024334574695641112,0.33101827691016505,8.360510312245008,0.010290289190662308,0.056036898498308584,0.014157076319907577,0.668981723089835,0.8124390137783511,0.08924835790179511,0.48699827742543367,제조업
83,(주)대명소노시즌,7720,19-Dec,44.48,28.96,-40.89,11.31,31.69,13.78,1.72,-0.21,1029.28,10.15,4.34,10.4,0.67,49.97,-22.21,17.42,47.51,10.18,6.38,1.67,82.58,47.11,275.24,328.67,257.53,52.98,211.76,1.21,19.3,-57.311427608975706,895.8474477809448,218566639,0.011850310658618224,0.3202212009380068,8.386818560008761,0.19297637116341637,0.6402657680471578,0.012531715038729836,0.6797787990619932,0.16781482622386207,0.15644357325730757,0.2543122751491001,도매 및 소매업
84,(주)대성미생물연구소,36480,19-Dec,10.86,9.83,33.94,10.85,16.71,23.21,228.76,-0.85,91.07,5.34,13.23,21.75,0.56,8.87,0.15,33.59,7.3,7.55,2.92,1.43,66.41,46.99,664.31,1827.13,418.48,41.68,218.93,2.35,5.55,-0.8525116184258188,-22.049979022942274,25133940,0.07585620552691359,0.31967616527459425,7.707806487210959,0.055452067508517555,0.16171482587967123,0.0013809280168959725,0.6803238151282288,0.5093052099212354,0.20142496560427853,0.5207196051999776,제조업
86,(주)대성파인텍,104040,19-Dec,39.91,3.52,-0.44,5.35,5.17,33.86,0.32,1.84,21.69,2.18,11.97,11.68,0.41,-11.32,-2.91,12.65,2.33,3.73,5.47,0.7,87.35,72.92,127.49,1692.73,98.72,6.35,50.19,0.94,1.43,-58.85178577084279,-55.73916049611224,37466323,0.0033820514308858726,0.42168691973572003,7.963754257917094,0.014317435660766232,0.116157521697139,0.02474604438132744,0.57831308026428,0.7057661924281995,0.11815656422969502,0.4552635258579606,제조업
87,(주)대원,7680,19-Dec,44.51,3.73,16.68,-13.83,-15.73,20.38,4.63,-0.8,59.42,-6.63,44.94,7.28,0.52,-0.42,-25.36,13.95,3.38,82.64,5.94,6.02,86.05,72.8,258.09,5052.13,238.85,40.72,47.96,1.32,1.92,-56.39669956510029,-69.84397737140957,248600434,0.02590116752048106,0.4213066903675742,8.714889608438886,0.019229820064732898,0.12353995285741298,0.014326448147653588,0.5786933096324258,0.3352378888156363,0.08933236616956187,0.5053267215634727,건설업
88,(주)대유,290380,19-Dec,4.76,16.55,6.51,17.37,56.91,0.8,303.7,-2.22,138.65,7.13,6.56,21.0,0.42,1.29,3.24,62.32,7.91,15.64,3.94,2.43,37.68,14.31,1820.34,1398.34,1571.07,71.64,228.11,3.68,7.0,-24.27395099,-18.9030332,29676591,0.07603155359660856,0.1252089786797034,7.859442629269026,0.0700429238691354,0.09498829603292475,0.0021793222666440944,0.8747910213202966,0.24198042804904038,0.44349160589233444,0.37833242539441436,제조업
89,(주)대유에이피,290120,19-Dec,148.49,5.07,0.0,-3.04,-5.97,26.61,10.99,0.35,98.66,-3.73,28.93,22.69,1.23,0.0,0.0,12.4,17.09,6.15,12.28,5.11,87.6,167.21,99.32,857.68,81.33,-0.38,10.9,1.96,6.22,-2.866940047,-0.840348462,157452770,0.09613343836508265,0.625766460834454,8.108165153484416,0.07593448191650887,0.06055454524534698,0.013890343767024662,0.3742335391655461,0.4480789376316359,0.0598344125670193,0.17162437312245432,제조업
90,(주)대창솔루션,96350,19-Dec,110.53,-7.43,3.46,-10.77,-7.77,42.37,0.26,4.67,13.89,-4.49,4.85,8.74,0.42,22.04,26.18,11.88,-8.25,4.36,3.81,0.65,88.12,136.62,69.85,412.25,42.74,-14.09,7.0,0.68,-3.15,919.6763720438712,56.39948079308837,65192868,0.006381591610290518,0.5773859083295897,8.19461164901996,-0.031473751579810826,0.03269813616014696,0.039090291449630894,0.4226140916704103,0.6737389753857649,0.10377558477715691,0.0013696611332505945,제조업
91,(주)대창스틸,140520,19-Dec,122.24,0.01,-9.49,8.75,13.02,47.35,0.95,2.08,14.65,7.45,19.76,3.68,0.81,-30.33,-13.47,6.32,-0.74,4.39,5.86,2.67,93.68,133.57,68.35,936.92,41.97,-16.56,3.81,1.37,0.01,45.997141615161595,69681.23555966302,197636280,0.016813427952769112,0.5718550673307693,8.365746651885521,0.00011515547502608665,0.019930724807269026,0.030027178039045838,0.42814493697700906,0.6422699043601269,0.042429871681454435,0.31284838699612505,제조업
92,(주)대한과학,131220,19-Dec,26.38,3.53,13.86,5.62,26.6,3.04,41.33,-0.02,93.02,6.97,14.8,30.12,1.32,11.73,17.23,25.37,4.55,11.21,3.77,4.08,74.63,35.51,323.57,757.69,146.13,43.52,39.43,5.19,4.67,-15.074826738664427,-22.530934951678105,55165316,0.05270697134565376,0.26202269384060617,7.647808380066657,0.04671576387889212,0.0767429208397635,0.005006691954699746,0.7379773061593938,0.37016234517734903,0.21377354205675175,0.3170004585371098,도매 및 소매업
93,(주)대호특수강,21040,19-Dec,66.49,0.34,-5.89,3.06,8.24,35.57,1.93,1.16,56.84,4.22,5.28,19.47,1.34,-6.18,-2.71,6.49,0.96,3.95,6.88,3.96,93.51,105.15,169.87,186.55,111.72,22.64,7.95,2.54,0.45,-23.712520187487705,-67.3851115619996,204179606,0.030021738364918216,0.5125581455678477,8.170332033129412,0.004545795022672459,0.025763368789641597,0.029596882670281238,0.48744185443215227,0.4494691788589773,0.0424176986608545,-0.019904749882899028,제조업
94,(주)더 미동,161570,19-Dec,23.41,-13.41,3.37,-6.24,-23.3,0.17,-22.62,-2.57,-578.81,-4.42,3.61,-4.28,0.72,-39.33,26.94,5.11,-10.73,7.73,22.86,7.34,94.89,23.41,251.82,417.01,226.23,28.8,121.3,5.86,-9.66,-7.196675212114256,73.3834915873589,24883150,-0.1051909508140943,0.18967992182644422,7.545463496186822,-0.09663580146920853,0.23007668377892737,0.03781364194528067,0.8103200781735558,0.5223505403652206,0.1970665691441799,-0.20276059553594958,제조업
97,(주)덕산테코피아,317330,19-Dec,6.65,18.0,86.13,30.06,136.0,2.23,67.11,-0.75,50.98,11.7,7.38,19.0,0.51,110.48,-12.82,41.89,10.78,8.6,5.05,0.97,58.11,9.41,624.78,1580.1,489.96,31.91,103.05,3.28,9.11,-45.33544436,-40.74765304,61838936,0.10999130950696549,0.08604045604498062,8.201011766975231,0.09114883302524449,0.06265555817276151,0.010626368142442576,0.9139595439550193,0.6201328097419032,0.20175329342665274,0.37483069181755224,제조업
98,(주)덕신하우징,90410,19-Dec,53.56,1.0,-0.2,8.62,28.61,20.56,2.49,0.47,53.38,10.92,37.2,19.44,1.27,-18.3,10.08,12.37,2.05,6.03,8.73,2.92,87.63,61.76,128.84,1813.77,81.75,9.55,18.64,3.29,1.26,-75.3886908415979,-82.65702556061656,149006750,0.02207399277254295,0.3818129928847679,8.070174062176193,0.012631233636234359,0.06172982986255528,0.021418217388550456,0.6181870071152321,0.5733929802136783,0.10622065107788742,0.46858706972027686,제조업
99,(주)데이타솔루션,263800,19-Dec,145.14,-0.66,19.15,2.66,7.2,18.85,1.04,0.2,1173.08,4.27,12.85,24.22,1.75,20.78,3.11,13.58,-2.61,5.14,16.42,99.81,86.42,146.19,141.08,324.55,119.04,24.22,53.96,3.14,-1.16,849.6321502276414,83.23706752297048,101169469,0.007669672797720883,0.5938043660449781,7.799313022583356,-0.011567796135861567,0.31815162507045885,0.013301782039700154,0.40619563395502195,0.16826712524811294,0.13141227419113963,0.02425901374987148,도매 및 소매업
100,(주)덱스터스튜디오,206560,19-Dec,14.04,-13.89,-17.68,18.11,89.77,5.28,-22.45,0.07,463.43,15.11,4.5,35.48,0.75,-43.07,41.48,0.0,-13.02,6.87,0.0,9.83,0.0,20.23,412.56,448.36,412.56,36.51,105.27,3.86,-10.46,-359.1606509545489,-373.46511622130924,55482725,-0.07272652393784176,0.16827260706102692,7.822990229859897,-0.10461819509500325,0.12295448779067267,0.016579368950227255,0.8317274079707309,0.5181263833820671,1.0965668683360452,-0.11760470021421307,정보통신업
102,(주)동구바이오제약,6620,19-Dec,44.77,12.06,27.28,3.73,9.93,17.18,16.2,0.18,102.99,3.52,26.08,28.67,1.06,22.27,19.46,56.44,19.14,5.97,7.7,3.61,43.56,54.96,187.51,1783.68,141.61,25.28,26.97,3.16,12.74,13.796238548737339,230.48315153388023,125235187,0.05452184613316232,0.3546649190146164,8.12295313648595,0.12742843619041436,0.07790975639178725,0.010061888458447075,0.6453350809853836,0.4582738868510975,0.5128538754846911,0.30892110003921414,제조업
103,(주)동국알앤에스,75970,19-Dec,41.26,2.53,1.51,5.78,12.62,16.05,4.38,0.73,50.65,4.68,5.53,13.69,0.82,2.97,0.21,16.82,2.99,3.63,4.13,2.96,83.18,59.02,190.95,406.57,114.74,23.6,27.65,2.2,2.07,-37.28619808087104,-15.69426441837253,101828656,0.029129818241644262,0.3711385144207102,8.09895877780904,0.020692867871555425,0.07252986726962883,0.017910828089860775,0.6288614855792898,0.5045709259196961,0.13254407482310285,0.3113585181112591,제조업
104,(주)동국에스엔씨,100130,19-Dec,40.84,2.82,0.4,-5.89,-15.0,11.75,7.46,0.25,29.7,-4.67,11.12,10.35,0.79,15.32,-12.47,12.21,3.69,5.31,4.12,2.21,87.79,45.15,201.57,916.35,130.04,28.58,23.98,2.51,2.24,362.09612563535813,227.8364831726444,317847252,0.035426332022036,0.3110636098457356,8.60302309330383,0.02237980448623494,0.06747251528091258,0.015026961657340078,0.6889363901542643,0.43291913522168135,0.07750653449097619,0.15332815346641152,제조업
105,(주)동방선기,99410,19-Dec,11.97,-4.15,2.11,-4.25,-17.95,0.48,-160.58,-0.86,25.81,-2.94,3.49,14.42,0.7,3.71,38.52,5.95,-3.41,4.92,8.31,1.24,94.05,19.6,434.84,421.51,342.73,33.52,9.09,4.66,-2.9,55.57646863992765,58.54258048357838,23630293,-0.0371652180019244,0.16390005369988517,7.533165414171838,-0.029010221226124386,0.009101089001092192,0.0015424412536152816,0.8360999463001149,0.5646410646528863,0.11264625453438093,0.031634766716055876,제조업
106,(주)동성화인텍,33500,19-Dec,111.31,6.66,28.28,2.5,3.77,40.38,7.3,1.39,54.59,2.41,18.32,22.78,1.08,71.44,34.63,20.11,19.99,10.2,4.14,2.23,79.89,177.23,135.74,686.55,62.23,14.35,21.84,1.69,7.21,415.83040220728185,268.12831405451993,253271782,0.11507508465473039,0.6392919822609326,8.420080216293833,0.07210040561662825,0.08769260154197778,0.024641205428276112,0.3607080177390674,0.4550276854863191,0.09474249681711483,0.13587370731825135,제조업
107,(주)동아엘텍,88130,19-Dec,25.3,7.53,-1.35,7.21,24.98,0.74,151.86,-0.56,100.44,5.47,36.4,18.1,0.75,-8.7,-19.95,25.34,7.4,4.89,8.35,4.0,74.66,28.02,341.28,2955.7,311.54,47.69,154.42,3.03,5.67,-20.61442033594864,-21.91658124604572,202944664,0.07355063414875443,0.21889295072641898,8.427495453792062,0.05672486250679581,0.30518395646778274,0.001945992062049974,0.781107049273581,0.3255050476156047,0.15570731635496463,0.3972015729198174,제조업
108,(주)동양에스텍,60380,19-Dec,130.76,1.03,6.41,2.4,5.63,42.43,1.16,0.85,50.66,3.52,42.43,14.1,1.51,8.03,12.19,6.48,3.81,5.17,6.96,5.25,93.52,166.63,116.38,1029.7,74.49,8.03,12.28,2.46,1.55,58.92904717938824,466.17264668707594,212129297,0.019686877464968493,0.6249491116928831,8.16125442087431,0.015474690070148131,0.06023068114991146,0.027605221680427332,0.37505088830711686,0.4292475639992011,0.05177128362425111,0.2868857920591552,제조업
109,(주)동우팜투테이블,88910,19-Dec,15.53,0.97,0.0,2.57,20.05,1.18,124.27,-0.7,146.89,3.09,20.95,15.4,1.2,0.0,0.0,7.96,1.39,15.87,54.57,9.8,92.04,18.25,396.89,1471.33,380.08,38.98,54.77,7.8,1.17,-74.91449890539151,-85.4750548738701,270567996,0.01912229847657694,0.15431034571371677,8.351656280380686,0.01182531412953888,0.07191761475811347,0.0010289706422996422,0.8456896542862833,0.4788897404831097,0.06388789234333539,0.6737676613374086,제조업
110,(주)동운아나텍,94170,19-Dec,69.46,12.06,29.68,-10.67,-19.94,36.58,-1.77,1.88,2789.6,-10.82,7.7,37.02,1.14,40.62,17.27,28.17,29.12,5.05,4.3,97.97,71.83,118.58,235.17,327.45,142.08,42.95,63.12,2.18,13.8,65.15097888898707,219.15514387125052,54763967,-0.04573711102882093,0.5424979119560465,7.732723441104157,0.13802514291221238,0.20057706917679996,0.04908055718596643,0.4575020880439536,0.2527396787269401,0.3216573408569909,0.3241851447330516,제조업
111,(주)동원개발,13120,19-Dec,18.14,13.18,5.94,18.3,74.11,0.41,522.81,-1.06,4858.47,12.65,14.15,14.74,0.71,3.96,5.71,18.84,11.49,3.32,4.56,244.78,81.16,20.57,635.19,1698.39,556.85,80.5,297.88,3.86,9.37,-33.7126424556654,-30.54353084449505,642628503,0.11740984942293471,0.17063529533820854,8.968386685153385,0.09371750092205583,0.4480580192760227,0.0012186323005288788,0.8293647035862843,0.044570922344333255,0.023318743146380484,0.7729744122515652,건설업
112,(주)동일기연,32960,19-Dec,7.88,7.18,-4.49,8.88,42.33,2.74,26.51,-2.57,322.79,4.4,5.96,26.22,0.48,-4.48,7.51,38.0,5.3,8.38,2.78,6.5,62.0,11.61,1071.0,1064.26,807.09,68.57,49.72,5.21,3.48,248.32697050833335,365.3512533823454,28951585,0.015384452641122875,0.10400927177653421,7.766220510235343,0.03479757408833442,0.03511311566686496,0.006238876419272864,0.8959907282234658,0.24363660882587362,0.34822988102378505,0.806518526644897,제조업
113,(주)동진쎄미켐,5290,19-Dec,120.2,6.71,10.55,9.77,17.81,43.05,7.93,1.59,77.34,10.17,34.05,29.78,1.09,12.93,5.81,21.3,17.78,6.25,9.83,2.59,78.7,133.3,94.8,1386.17,74.58,-2.68,26.41,1.87,7.33,47.73330238940291,22.38357838895422,875254175,0.130989143184717,0.5713603050451126,8.924646625485082,0.07331318378215425,0.13633548215708774,0.028280830714549822,0.4286396937654178,0.5115556645913331,0.09316050049118589,0.23008138406234674,제조업
114,(주)두산테스나,131970,19-Dec,41.43,22.12,207.0,39.24,21.19,39.29,12.14,1.96,46.05,11.09,26.06,20.99,0.43,314.13,48.36,31.44,17.5,13.04,0.0,0.85,68.56,109.82,222.99,4077.59,222.99,24.28,152.48,0.92,9.43,28.98844531333292,31.934882795377305,96831033,0.1064771367486542,0.5233959620743658,8.53486642446511,0.09428215031092721,0.3010538495708449,0.01902331621921284,0.4766040379256342,0.5597504871106684,0.0646221547590017,0.25675883507701563,"전문, 과학 및 기술 서비스업"
115,(주)듀오백,73190,19-Dec,17.24,-9.3,-4.28,-3.62,-21.83,2.62,-119.78,-0.06,32.12,-3.53,5.32,13.38,0.95,-0.2,-2.66,26.43,-9.87,7.56,6.97,2.4,73.57,19.28,285.64,457.87,186.51,26.82,35.27,7.08,-8.87,14.302996641470465,7.633465926361667,31808599,-0.07405622518873696,0.16163547067014258,7.513293967901153,-0.08869468101717047,0.050963951646172165,0.004584391471577206,0.8383644986604043,0.5872711709931502,0.3419351163501417,0.498070385352171,제조업
116,(주)드래곤플라이,30350,19-Dec,17.24,-94.55,0.0,-25.94,-61.89,4.28,-73.66,-1.02,43.08,-10.57,0.76,5.75,0.41,0.0,0.0,0.0,-46.47,28.89,0.0,3.05,0.0,20.6,388.03,154.59,388.03,41.18,325.16,2.39,-38.53,23.561748830978114,33.82010634628114,6081313,-0.2590354684527145,0.17083619770183553,7.173864898707554,-0.3302618691329824,0.4649012306325524,0.02820429665690684,0.8291638022981644,0.44521316027868096,1.741567816029203,-0.38528546733728686,정보통신업
