,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결),총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율
429,(주)에스에너지,95910,19-Dec,143.47,-3.33,2.25,0.0,-1.4,-1.45,31.38,0.35,1.24,28.11,-0.93,32.46,3.75,0.67,-2.18,31.04,16.13,-7.92,4.11,10.7,4.19,83.87,175.78,140.97,1486.11,125.1,21.31,17.62,1.07,0.0,-2.23,0.004217559771141119,0.6373949715177657,8.515436740784786,-0.02205299846679607,0.09166800706485086,0.01900997082481613,0.3626050284822343,87372734,0.15497296288664814,0.07100429030673219
430,(주)에스에스알,275630,19-Dec,14.33,8.22,2.29,14.99,9.95,37.15,1.1,27.34,-1.82,296.11,4.87,4.52,24.93,0.5,-2.55,7.35,39.56,4.78,2.15,0.0,6.22,60.44,15.1,644.66,793.52,644.66,67.83,147.46,3.32,-38.62,4.07,0.018660006776689487,0.13116450296580312,7.422611143721906,0.04024239476083146,0.18364344787621528,0.005203436803741404,0.8688354970341969,5216553,0.35745258992202666,0.17141162160677076
431,(주)에스에이엠티,31330,19-Dec,19.88,3.1,-11.14,18.03,1.53,39.2,7.55,14.78,0.18,445.59,6.51,24.28,18.71,4.0,-20.47,3.22,4.21,16.62,11.67,15.01,97.11,95.79,19.9,365.27,476.62,260.19,43.99,6.36,15.68,-0.47,12.38,0.11797597661069605,0.16596016917132478,8.455938566647157,0.13157392411594016,0.010541297035105883,0.04808674308377933,0.8340398273287285,112642916,0.014300747529968296,0.40124631352799234
432,(주)에스에이티,60540,19-Dec,42.94,6.8,9.86,47.71,8.75,26.42,17.66,11.61,0.48,86.34,9.07,10.73,27.48,1.08,17.31,4.65,16.69,11.5,10.28,12.95,3.22,83.31,52.28,152.28,646.11,122.1,14.74,60.77,3.18,36.36,7.38,0.07392665015203788,0.3433280076710825,8.131240272040733,0.07048524830487526,0.171349908280535,0.018546713270624265,0.6566719997208795,77192753,0.09553380109144193,0.27776208792768414
433,(주)에스에이티,158300,19-Dec,163.93,-1.1,-15.62,-75.41,9.14,12.85,25.2,-0.31,0.87,23.92,8.88,23.35,9.73,0.89,-25.09,-5.12,14.13,4.11,2.39,5.67,2.44,85.87,223.81,111.99,701.15,92.77,6.07,18.92,1.23,-105.56,-0.98,-0.0032347526058542817,0.6911722488528088,7.586422230149195,-0.01072373851088643,0.09577533493233478,0.015030835299715663,0.30882775114719113,16707556,0.14458189145775618,0.17068937415620458
434,(주)에스에프에이,56190,19-Dec,59.83,9.32,8.75,-16.44,1.45,3.31,14.07,21.56,0.1,89.2,1.27,87.88,23.51,0.91,14.59,1.13,20.12,15.9,8.36,15.78,3.2,79.88,62.39,165.1,4875.91,146.4,23.98,31.41,2.34,-8.6,8.48,0.11861369465860137,0.3842067994266724,9.256695423004082,0.08138208995308088,0.11572266732449597,0.014322382688913034,0.6157932005733275,707448621,0.0653912074869378,0.504490260419382
435,(주)에스에프에이반도체,36540,19-Dec,101.35,3.54,5.4,63.68,9.84,16.77,36.22,3.93,1.42,36.75,8.76,8.28,20.84,0.91,27.98,28.63,9.02,7.34,12.21,16.55,1.5,90.98,109.35,70.83,411.68,59.7,-14.12,19.49,1.72,15.99,3.23,0.059095465746959605,0.5223405640973311,8.820351573280911,0.03149047350368801,0.09434919650183143,0.028816415002932583,0.4776594359026689,434501264,0.02388167229175566,-0.19941979997553463
436,(주)에스엘바이오닉스,214310,19-Dec,57.03,-97.1,-34.98,0.0,3.43,5.27,21.0,-1.32,5.85,-183.18,1.98,3.24,-21.0,0.45,-68.36,-24.83,13.98,-81.56,4.22,13.91,2.09,86.02,60.07,66.58,312.78,56.29,-11.91,14.99,0.99,0.0,-44.08,-0.09852412522613452,0.3752756868982613,7.622424288747989,-0.5593680158374855,0.053421122482188874,0.19821460740394564,0.6247243131017387,31976397,0.310859337966317,-0.20272115954538578
437,(주)에스엠라이프디자인그룹,63440,19-Dec,17.09,-8.18,7.08,0.0,8.99,28.8,8.11,2.94,-0.65,47.2,5.51,1.63,7.72,0.63,7.41,84.62,20.87,-6.08,11.56,13.95,3.34,79.13,23.65,492.78,213.38,433.12,54.29,92.25,4.2,0.0,-5.18,0.007022287211213908,0.19129359921889938,7.7807120813634345,-0.050131143590032394,0.12751789885539747,0.012473177847565466,0.8087064007811006,19244052,0.1972239156490895,-0.429293894041997
438,(주)에스엠엔터테인먼트,41510,19-Dec,69.05,-2.46,11.29,-129.75,16.11,21.95,8.24,10.41,-0.01,201.25,9.5,56.62,17.41,0.62,17.0,7.45,32.78,-2.1,5.19,50.06,6.61,67.22,76.31,143.88,3788.73,140.5,17.19,65.22,1.45,-15.39,-1.53,0.0362100757826908,0.43281062094634865,9.0475165198805,-0.014505401915821763,0.2554430908865973,0.00804048128666489,0.5671893790536513,486929432,0.26636506363330836,0.14747694145948922
439,(주)에스엠컬처앤콘텐츠,48550,19-Dec,197.32,2.31,11.5,0.0,24.15,17.18,3.73,3.88,-0.19,4918.06,11.47,3.54,15.9,0.5,17.15,-15.41,34.46,3.24,4.29,0.0,146.62,65.54,201.04,111.45,247.4,111.45,7.51,46.06,0.76,0.0,1.16,0.01371908825950544,0.6678130923586045,8.54494783853065,0.010958109978288628,0.30190368902462417,0.005291343704163984,0.3321869076413955,94503872,0.3156877715361982,-0.11587108175883643
440,(주)에스엠코어,7820,19-Dec,32.63,3.59,1.17,203.58,-3.66,-16.6,2.97,135.67,-0.04,144.52,-4.4,12.79,24.7,1.21,-1.57,37.01,8.71,5.96,5.32,227.16,7.14,91.29,36.02,300.29,783.79,297.65,48.04,56.42,4.4,2125.35,4.32,0.04730101747950918,0.2647971593581772,8.028529240395622,0.043000123916481094,0.13532405461430919,0.0013166958540789934,0.7352028406418227,29870284,0.0476714071390611,0.27045619927897707
441,(주)에스제이그룹,306040,19-Dec,26.98,11.99,144.52,251.26,9.76,47.63,5.06,40.33,0.14,924.55,11.64,82.72,31.21,1.69,129.05,59.54,74.29,33.03,12.7,7.85,34.86,25.71,32.33,377.31,4213.68,290.93,56.54,196.02,4.44,110.61,20.29,0.1781736799768015,0.24432352376716115,7.963115316457432,0.14291522185409344,0.3996621315588456,0.018082354824117863,0.7556764762328388,21192139,0.5933772246634387,0.24363851819544213
442,(주)에스제이케이,80440,19-Dec,263.54,-264.81,-7.18,0.0,-156.32,-15.33,54.47,-1.58,21.91,8.46,-11.65,0.79,3.64,0.07,-44.46,-34.3,-0.63,-82.93,4.09,3.85,0.18,100.63,316.75,17.48,199.31,14.97,-52.18,0.8,0.09,0.0,-19.0,-0.09916784071343014,0.7600463800420543,7.74306089252825,-0.19737232162394475,0.005065684279988154,0.08276666050449193,0.23995361995794573,49223983,1.3242214016128595,-1.227048447340095
443,(주)에스지엔지,40610,19-Dec,59.35,0.36,-8.37,0.0,1.07,2.02,26.19,0.9,0.67,71.45,0.9,55.09,12.81,0.8,-30.14,-13.77,14.79,0.56,5.41,8.24,4.5,85.21,79.64,125.53,1403.42,98.25,8.43,24.39,1.69,31.94,0.29,0.010452632733092816,0.44333921762049405,9.049807961398347,0.003007034837495144,0.08058967976551132,0.02620505878108546,0.556660782379506,656428760,0.13538076873078309,0.18819649833412516
444,(주)에스코넥,96630,19-Dec,65.16,-4.8,-8.46,-184.76,6.32,22.72,29.59,-7.94,0.56,57.02,9.91,19.5,23.41,1.5,-27.16,-30.67,4.87,-12.8,11.81,21.45,3.67,95.13,77.37,116.5,691.49,100.54,6.06,40.93,3.48,-181.67,-7.21,-0.0907761251906765,0.43620225292715015,8.209863288947716,-0.07539992375869568,0.15038443387069134,0.026222310807628168,0.5637977470728499,92738241,0.10654537196165616,0.3531223669850296
445,(주)에스텍파마,41910,19-Dec,11.25,32.76,18.38,131.09,12.41,42.1,0.56,235.27,-1.13,99.77,4.96,7.81,27.79,0.43,41.49,15.26,27.96,15.86,4.67,3.54,1.41,72.04,13.34,571.6,1726.64,453.67,46.82,338.01,4.08,148.87,14.18,0.032592906040235424,0.11771689993535872,8.066048525782199,0.1307958263581713,0.3355769204423587,0.0011768472576445456,0.8822831000646413,50354810,0.19802424116387804,0.5907691650422174
446,(주)에스티아이,39440,19-Dec,55.54,7.21,4.27,19.03,6.82,22.22,5.5,24.51,0.18,182.52,8.18,40.29,26.14,1.23,-15.63,11.25,19.25,14.59,3.64,33.52,5.09,80.75,58.29,184.28,2109.62,177.35,29.57,22.96,3.19,22.89,8.83,0.1020350454101532,0.36826073710774193,8.424332061635294,0.0865222091674921,0.08055103746710054,0.011304944447695434,0.631739262892258,93889739,0.10752345493610439,0.34597986427233796
447,(주)에스티오,98660,19-Dec,77.0,3.85,-0.61,0.0,3.65,9.41,33.48,4.28,1.31,78.72,4.56,16.25,24.6,1.25,-13.7,-3.6,59.43,9.61,21.74,2.65,4.72,40.57,94.07,151.99,561.96,29.78,20.63,1.02,2.48,897.22,4.79,0.07850915486682941,0.48472899906024564,7.833586145950653,0.04802767914120576,0.004062557696783567,0.03780430555760673,0.5152710009397543,27062057,0.5314124618843689,0.440044297047107
448,(주)에스티큐브,52020,19-Dec,55.78,-69.28,-10.64,0.0,-17.69,-13.06,28.08,-1.09,7.27,-117.86,-5.87,1.25,-6.97,0.31,-0.31,57.03,48.44,-35.69,8.39,58.16,7.49,51.56,81.77,292.8,205.86,290.55,59.16,114.63,0.8,0.0,-21.71,-0.058882837060679455,0.4498536673692018,7.719148314326616,-0.2300107022179266,0.35173722412234404,0.12021367260376627,0.5501463326307983,5317762,0.661723053413463,-0.414113994734576
449,(주)에스폴리텍,50760,19-Dec,83.32,7.95,5.87,609.85,7.9,20.08,32.26,14.69,0.7,70.36,9.75,16.53,27.14,1.27,10.47,-1.36,20.28,21.06,5.75,11.04,3.09,79.72,94.32,132.6,685.75,106.04,13.98,53.77,2.45,288.91,10.09,0.13636050482484913,0.48537864773471007,8.039248464726167,0.09807002105944677,0.23056399197937047,0.01912921140371362,0.5146213522652899,47225941,0.09222619754344571,0.2902371142616845
450,(주)에스피시스템스,317830,19-Dec,58.53,4.14,22.11,-60.19,-1.22,-1.36,23.66,2.92,0.68,35.94,-0.66,42.98,12.0,0.59,46.98,-31.82,18.56,5.22,2.98,19.34,1.59,81.44,94.15,195.25,3736.71,186.28,28.71,40.17,1.11,-75.76,2.46,0.01703132193110224,0.48492648597456733,7.771520112246606,0.022365922646580393,0.1210911851589569,0.012018792024068643,0.5150735140254327,24309559,0.15412063241749818,0.3229755789700917
451,(주)에스피지,58610,19-Dec,86.28,2.16,0.19,-4.39,2.77,6.03,30.3,3.39,0.94,65.96,3.16,30.19,21.74,1.14,-0.71,3.19,18.85,5.76,4.23,4.03,3.5,81.15,110.12,156.99,1267.25,87.92,23.4,13.45,2.14,-14.92,2.47,0.03733611447347722,0.5240831833730882,8.44049849706486,0.02466994617388284,0.05598874046163427,0.02098650107733171,0.47591681662691177,97992054,0.15585818536399357,0.2286146839387804
452,(주)에쎈테크,43340,19-Dec,50.53,-0.95,-10.58,0.0,5.66,19.32,24.0,0.88,0.93,84.68,6.82,1.44,25.65,1.14,-9.32,-12.05,7.27,-1.71,4.43,3.54,3.97,92.73,54.59,183.5,77.08,83.1,27.29,7.63,3.13,-83.39,-1.09,0.010440238869024789,0.35311204592518947,7.63240468773724,-0.011495797952591182,0.024950504494670265,0.03367472405819576,0.6468879540748106,17166551,0.06407782713343216,-0.1564801881365398
453,(주)에이디칩스,54630,19-Dec,34.67,-73.05,1.28,0.0,-24.52,-34.05,19.87,-4.34,2.49,-34.51,-10.13,1.03,-12.37,0.42,54.86,39.89,9.41,-46.5,4.25,4.68,1.03,90.59,42.34,198.65,136.57,157.65,24.03,111.1,1.2,0.0,-30.37,-0.06290513238455306,0.29744559203246035,7.631126415177621,-0.3017732859816105,0.2706132348638968,0.04871432106536937,0.7025544079675397,22074728,0.24636165693253423,-0.9055421464875651
454,(주)에이디테크놀로지,200710,19-Dec,63.63,3.54,43.36,-5.42,2.1,8.69,19.25,16.3,0.2,2624.58,4.3,48.79,15.3,2.41,48.08,104.79,7.92,15.31,26.52,9.2,326.85,92.08,97.69,260.0,1203.38,171.99,51.5,106.63,5.48,0.49,8.56,0.11036705401601246,0.494148638479454,8.042031011678956,0.07265835541880276,0.34317759903644274,0.013698965076650504,0.505851361520546,17975480,0.025368065282841423,0.28902699363192125
455,(주)에이루트,96690,19-Dec,110.35,2.46,120.17,0.0,-8.12,-2.52,31.91,-0.38,5.81,91.2,-1.33,0.96,7.08,0.23,18.83,40.82,22.06,2.49,6.29,7.88,2.51,77.94,112.51,42.0,272.65,38.14,-30.12,15.93,0.53,0.0,0.55,-0.005349908341984184,0.5294328872057712,8.279474381631546,0.004031708446890982,0.08273396005478206,0.026848321033000853,0.47056711279422886,148809562,0.25316243913845277,-0.049744598704645315
456,(주)에이비프로바이오,195990,19-Dec,28.71,-117.34,7.07,0.0,8.05,4.43,23.68,-7.09,5.22,-34.76,1.36,0.46,-9.15,0.17,13.52,-45.8,-39.71,-30.24,4.05,1.52,0.62,139.71,44.33,180.07,146.15,135.15,15.93,39.79,0.54,0.0,-20.51,-0.1583282945331384,0.30714820174970503,8.276328818469537,-0.19830119417249095,0.07916378207539573,0.07267811030427271,0.692851798250295,121254675,0.5397664004216208,-0.011837079114195466
457,(주)에이스침대,3800,19-Dec,7.53,15.94,8.93,45.88,15.98,86.63,0.22,124.1,-1.74,28.37,8.53,25.02,17.9,0.56,0.74,22.89,61.39,9.82,13.53,10.45,0.84,38.61,10.92,220.37,4224.7,142.67,8.17,50.52,5.74,23.98,8.87,0.09604303661129038,0.09846028058878366,8.715742796544474,0.08508140850760129,0.03431130327011953,0.007860185610955962,0.9015397194112164,441913298,0.4339941958802607,0.8362889736124798
458,(주)에이스테크놀로지,88800,19-Dec,288.39,-2.56,-11.94,-398.61,2.52,3.27,47.71,0.24,2.66,91.76,2.51,20.75,20.6,0.93,-10.31,0.34,23.6,-11.08,3.39,4.41,3.41,76.4,326.85,90.26,455.04,55.93,-6.58,4.25,1.18,-79.38,-2.39,0.00714504973459563,0.7657252215244051,8.580353315419371,-0.02547890154960559,0.028740031233894413,0.03821722563669057,0.2342747784755948,148461650,0.2288144330975208,-0.1574794629915555
459,(주)에이스토리,241840,19-Dec,3.33,-4.2,106.88,0.0,-12.89,-221.47,0.07,-37.77,-0.5,8914.83,-9.04,6.76,28.33,0.95,176.46,-39.2,8.98,-4.61,5.42,19.66,208.57,91.02,4.26,2462.77,828.65,2239.48,75.54,151.7,6.79,0.0,-3.97,-0.02666492494904656,0.040831344875144136,7.6047815729715,-0.029437818569237276,0.048496508970831215,0.017292142905384233,0.9591686551248558,8560048,0.12780895847385718,0.04031133881523882
460,(주)에이치디,102210,19-Dec,31.11,-35.51,-32.22,0.0,-8.16,-8.8,18.59,-2.69,-2.6,2.07,-2.1,5.13,0.61,0.21,-32.62,0.56,7.22,-11.32,24.22,3.43,0.72,92.78,31.35,262.85,1516.76,237.24,38.57,7.94,0.6,0.0,-7.38,-0.018832507206130968,0.23866698816513834,8.16678762162989,-0.09137707261828792,0.018809043230192734,0.02934396148359987,0.7613330118348617,55424673,0.14539366204710333,0.3936761295122111
461,(주)에이치비테크놀러지,78150,19-Dec,40.87,2.05,16.29,-53.36,0.39,1.09,12.08,7.17,0.41,148.7,0.38,7.1,26.5,1.05,34.9,2.43,13.41,2.02,8.4,10.05,5.64,86.59,54.4,220.39,405.05,179.28,31.86,62.6,3.26,-0.64,2.16,0.035308812817344486,0.3523444093298831,8.456534265356401,0.020117383960841548,0.16568329650209057,0.01397516489113372,0.6476555906701169,119223475,0.09804490459836263,0.20002146091586495
462,(주)에이치시티,72990,19-Dec,42.03,12.83,6.35,69.01,19.02,35.08,23.35,15.16,0.6,76.24,11.95,16.57,44.25,0.65,-0.13,30.17,41.71,12.94,4.11,56.88,1.1,58.29,51.68,126.41,1447.59,125.43,7.32,60.14,1.85,66.29,8.31,0.09558255641497099,0.34070467352996,7.877710556326141,0.08064448050969193,0.16665181310916014,0.018511268629271112,0.65929532647004,49025784,0.26499854873161843,0.3863968757038184
463,(주)에이치알에스,36640,19-Dec,21.66,1.47,-13.18,0.0,1.94,7.65,11.4,2.54,0.78,52.81,1.44,8.16,13.6,0.69,-17.92,-10.58,13.97,1.36,5.05,2.8,2.83,86.03,23.09,314.8,894.91,215.5,37.79,115.02,2.72,-55.69,1.01,0.017513563504032863,0.18760694616682191,7.954627331303717,0.010909884185666833,0.20237566513675992,0.036806507707019924,0.8123930649344482,40188573,0.11608233649474858,0.6039027758315093
464,(주)에이치앤비디자인,227100,19-Dec,48.67,-15.4,24.13,0.0,-18.74,-32.73,34.12,-12.16,0.79,86.88,-16.53,16.38,3.6,0.98,6.12,-30.69,12.9,-24.3,2.99,2.64,31.46,87.1,102.01,327.29,919.48,152.3,54.76,18.01,2.57,0.0,-15.05,-0.16659837447037804,0.5049775339851131,7.392915592739871,-0.13583872218516035,0.04338730156854617,0.027131650632819696,0.49502250648033996,5227447,0.3178873671418269,0.15172379997473337
465,(주)에이치엘사이언스,239610,19-Dec,15.13,15.39,32.22,81.71,13.41,130.19,0.09,6260.62,-0.83,169.36,18.22,49.89,30.87,1.55,29.17,100.07,75.58,27.38,32.63,32.88,9.38,24.42,16.27,568.19,3158.62,528.66,60.92,117.79,11.86,93.36,23.81,0.2508295910725613,0.13992433619369907,7.975075145388937,0.2090852804202527,0.15327436414892293,0.0002863307168977887,0.8600756743970055,24611755,0.5711662098996128,0.5523211837899862
466,(주)에이치케이,44780,19-Dec,55.21,1.51,-3.84,-41.91,1.98,3.35,32.36,0.98,1.36,44.78,1.34,5.95,16.95,0.66,-7.64,-0.95,20.88,1.71,3.63,2.09,1.81,79.12,66.54,183.49,528.39,91.61,27.68,20.34,1.58,-11.77,1.0,0.011021562072364046,0.39954224857006254,7.91075065739002,0.01017101084381277,0.06744634824663448,0.02800988374746924,0.6004577514299374,31891901,0.19251137563762508,0.3708641984891199
467,(주)에이텍,45660,19-Dec,13.45,6.47,5.52,5.19,3.65,23.06,1.11,278.34,-0.14,121.79,3.98,24.03,17.43,1.12,12.87,1.05,25.57,8.83,37.64,13.26,7.42,74.43,20.83,250.82,1828.24,188.54,16.79,36.08,6.15,19.24,7.23,0.047680224207161455,0.17241605246991218,7.9601712346336155,0.07038365444739829,0.04015458632211366,0.0009935329137893902,0.8275839475300878,65765038,0.21182378764013865,0.9157013844704536
468,(주)에이텍티앤,224110,19-Dec,47.67,3.93,22.92,-17.52,12.07,34.53,10.07,25.24,-0.26,78.82,12.07,47.95,14.33,1.1,31.66,7.96,24.34,5.28,15.29,6.1,5.82,75.66,53.72,175.82,1832.85,128.2,23.51,66.02,3.66,-33.93,4.34,0.04025411916033573,0.34946586803117646,8.107282429708533,0.03934009979803526,0.20720046572228987,0.004563436073081049,0.6505341319688235,58223837,0.20314772823499158,0.15356330621020284
469,(주)에이트원,230980,19-Dec,203.75,-88.5,-43.04,0.0,12.05,6.96,19.8,-1.38,4.05,-93.58,4.7,10.24,-12.34,0.28,-49.33,-65.21,14.74,-71.91,6.09,1.36,1.16,85.26,207.37,75.41,841.46,56.32,-16.3,47.22,0.44,0.0,-25.04,-0.03904477017330442,0.6746618160226857,7.524979126373602,-0.34503572988082315,0.3130295166427257,0.041955587354194024,0.3253381541220532,16751515,0.24753854005895634,-0.37304817498670095
470,(주)에이티세미콘,89530,19-Dec,234.62,-7.41,51.72,-362.16,13.56,15.21,52.33,0.62,2.69,48.03,11.39,3.33,33.24,1.01,54.96,7.09,14.61,-26.47,14.43,23.43,1.25,85.39,297.95,28.9,88.78,21.87,-41.92,6.14,1.44,-65.06,-7.5,0.015583370144626294,0.7487110060110748,8.18339446973984,-0.06220239688847859,0.03619400564433416,0.03335541581483105,0.2512889939889252,126549976,0.1275869560422379,-0.3488432841123998
471,(주)에이팩트,200470,19-Dec,59.67,8.94,3.45,-71.73,48.08,33.77,47.19,3.65,4.38,30.62,17.68,5.34,24.97,0.37,-52.48,-0.58,29.18,7.14,26.39,0.0,0.49,70.82,109.84,46.51,691.78,46.51,-15.21,39.7,0.7,-48.9,3.34,0.06410565008496157,0.523451840716573,8.105197407389294,0.032880974199087705,0.1128748392725216,0.03351105013833656,0.47654815928342703,110559644,0.11744467461071564,0.2414356381183856
472,(주)에이팸,73070,19-Dec,155.82,-113.97,-14.37,0.0,-4.02,-2.73,52.4,-3.12,1.97,-226.93,-1.7,5.39,-32.85,0.39,-35.93,-33.61,13.97,-92.9,4.66,4.64,2.54,86.03,165.44,73.86,450.44,60.63,-15.34,12.06,0.74,0.0,-44.46,-0.07315706505116537,0.6232668569169009,8.077881402855269,-0.48190665675805455,0.07080396608942406,0.03763673416813171,0.3767331430830991,67766387,0.3127468886827074,-0.1134482679850801
473,(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,3.21,-31.27,-8.22,-177.27,12.21,32.56,0.63,-3.55,-3.51,-2858.35,1.22,0.25,-2.08,0.1,20.98,12.79,29.87,-3.16,4.59,51.23,163.55,70.13,3.91,1243.99,235.59,1232.61,35.37,259.87,1.51,0.0,-3.0,-0.003512399068215212,0.037613325726165506,8.33917452360054,-0.03135955910898866,0.08035075520426813,0.02634029089255891,0.9623866742738345,134370142,0.3336742599548443,-0.11927858015014907
474,(주)에치에프알,230240,19-Dec,51.57,0.27,6.59,0.0,3.07,8.77,21.03,5.5,-0.04,442.68,3.52,26.37,15.88,1.18,1.27,16.05,15.11,1.29,3.76,5.51,18.03,84.89,67.13,244.09,1362.6,171.61,44.46,80.9,3.04,-21.91,0.32,0.016438114600400507,0.40165289075812854,8.13522929262177,0.0030884848205723126,0.24959987293084326,0.007444478875263844,0.5983471092418714,33705107,0.1368043918442966,0.3452443748452817
475,(주)에코마케팅,230360,19-Dec,26.76,29.95,18.95,105.42,16.09,59.4,0.96,1014.91,-1.23,1362.95,12.83,68.74,29.51,0.87,16.01,79.31,0.0,32.65,10.34,11.1,49.74,0.0,27.55,407.68,6585.04,353.73,64.56,135.39,3.73,124.37,25.96,0.27104974861774217,0.21601565059824654,8.144875973212754,0.23892388519280405,0.2840757410741397,0.0012363402590650498,0.7839843494017534,20184002,0.6602061751313545,0.4907522773919353
476,(주)에코프로,86520,19-Dec,58.31,5.32,39.0,-45.91,-0.19,-0.28,40.05,4.2,1.43,49.77,-0.15,63.58,17.12,0.88,35.47,4.91,15.69,9.33,10.17,3.54,1.65,84.31,107.58,141.09,2491.83,52.36,11.54,13.29,1.53,-23.28,4.68,0.05152405861523519,0.5182537569709939,8.967470697217214,0.040269647761735104,0.03733630472408892,0.02365691875462842,0.4817462430290062,560115884,0.08883178383201423,0.12766672703839974
477,(주)에코프로비엠,247540,19-Dec,37.24,5.6,40.03,-6.45,2.97,6.54,31.79,8.27,0.64,57.58,2.82,66.95,18.06,1.11,16.02,4.57,11.86,12.99,11.61,4.14,2.02,88.14,75.67,178.06,3601.94,62.84,16.55,14.58,2.11,-26.26,6.19,0.057011112792086496,0.43076312637797587,8.81315151120973,0.05301861660838932,0.03091459037363504,0.016003812762677497,0.5692368736220241,404849383,0.058449100019152385,0.1429940416113814
478,(주)에프알텍,73540,19-Dec,57.8,-6.48,6.83,0.0,-8.85,-8.04,34.78,-2.4,1.43,41.94,-3.85,4.59,7.11,0.45,30.51,6.27,24.16,-5.28,4.65,14.93,1.16,75.84,92.1,90.05,548.49,80.65,-2.99,2.83,1.0,0.0,-2.92,-0.019166926031398572,0.479428541514131,7.778563605364609,-0.028223672725821984,0.008513512730473566,0.016663715721835257,0.5205714584858689,43786272,0.28559135903334243,0.40257329887095916
479,(주)에프앤리퍼블릭,64090,19-Dec,206.8,-131.49,-42.93,-1309.05,-17.86,-10.38,20.62,-18.2,1.56,-1898.89,-7.04,1.09,-41.66,0.29,-54.34,-66.84,8.09,-99.99,1.21,1.07,27.46,91.91,210.45,68.73,84.67,25.62,-20.83,2.72,0.46,-336.01,-37.66,-0.2702556594190248,0.6778879551427339,7.937442841853736,-0.5182133088216305,0.01814787026247815,0.02190794837164279,0.3221120448572661,46944222,0.7666493403551735,-0.6101673157472615
480,(주)에프에스엔,214270,19-Dec,132.57,5.94,3.88,-5.91,4.0,4.49,29.75,1.17,3.62,31.09,2.95,15.8,4.94,0.75,-18.45,15.96,0.0,6.78,5.06,1386.05,8.35,0.0,192.7,109.98,588.24,109.75,4.52,29.24,1.05,-20.48,4.47,0.03927579684413719,0.6583587393709015,8.29444472915498,0.04385952118878737,0.1324542465043536,0.0508997237510187,0.34164126570549186,98862756,0.9467977537017601,-0.008242677027125337
481,(주)에프에스티,36810,19-Dec,41.28,14.54,27.68,7.86,18.71,34.61,22.68,32.53,0.21,60.76,12.99,12.43,30.93,0.78,9.4,-23.83,39.88,17.52,6.5,7.21,1.53,60.12,60.08,133.03,1118.47,84.64,8.52,27.28,2.2,-5.64,11.32,0.10419459274033549,0.3753019013728838,8.258001143045574,0.10091336224069447,0.07033577802517407,0.008533289226318925,0.6246980986271162,118995774,0.24873216464908113,0.3904550898165245
482,(주)에프엔씨엔터테인먼트,173940,19-Dec,59.36,-8.99,36.72,0.0,-5.69,-9.89,19.3,-9.36,-0.08,108.34,-4.15,11.72,11.17,0.84,57.67,13.75,11.7,-10.62,10.7,119.63,10.61,88.3,72.4,187.27,924.33,185.52,30.04,62.61,2.5,0.0,-7.58,-0.04280892118268055,0.419961265113735,8.061979773869137,-0.06561298784634507,0.2155491842835311,0.010886898558998123,0.5800387435562875,40976678,0.17562962495854173,0.1851820228747447
483,(주)엑사이엔씨,54940,19-Dec,123.26,0.12,14.14,0.0,0.11,0.34,15.93,2.04,0.51,84.88,0.19,14.9,20.54,1.84,18.9,10.29,9.45,-0.7,11.99,13.19,7.25,90.55,133.53,134.23,313.9,108.96,18.07,9.63,3.37,-33.81,0.22,0.021168760585456404,0.5717959076279127,8.155663627032519,0.002033842910118467,0.05083452202843357,0.018182659186715047,0.4282040923720874,41722174,0.08227025380949272,0.10563751104009586
