,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
705,(주)코세스,89890,17-Dec,115.01,25.78,20.85,11.64,25.61,0.0,8.12,1.46,127.37,14.42,9.71,50.67,1.36,61.97,46.81,27.53,112.67,9.73,7.36,3.05,72.47,128.78,86.38,342.8,50.3,-6.85,3.53,1.96,34.95,251.56902485221516,953.1606049187247,0.15214208880253563,0.5629054934313885,7.519060201852648,0.3193166818465511,0.01774055042359716,0.03328599991150186,0.4370945065686115,18694002,0.15242104007887164,0.14312797946971834,제조업
706,(주)코센,9730,17-Dec,90.23,7.57,-4.73,0.69,1.42,27.79,0.77,1.24,122.16,0.69,2.96,17.35,0.98,-3.57,6.17,10.11,16.35,4.02,6.1,6.73,89.89,95.36,124.16,145.94,84.85,11.16,2.19,1.79,7.4,726.8280164053563,302.43614348375047,0.01803012978543103,0.48812007059230217,7.757107719505458,0.07583142589032861,0.010122014539719016,0.04780334441989856,0.5118799294076979,24382274,0.08310483711360503,-0.23238957182073977,제조업
707,(주)코스나인,82660,17-Dec,168.26,-16.05,-8.06,1.12,1.72,26.94,-5.44,1.17,-1.41,1.14,12.21,-0.52,0.97,13.27,-11.02,-0.11,-45.34,4.89,4.71,2.35,100.11,195.81,103.07,303.99,62.47,1.75,1.94,1.49,-15.64,-693.869481414426,-354.8839940685254,-0.07726469195430728,0.6619439950085766,8.258543164215991,-0.16324020201687364,0.011031370568436075,0.0214502347305642,0.3380560049914234,75031375,0.07484145763438489,-0.10078645928413198,제조업
708,(주)코스메카코리아,241710,17-Dec,30.59,5.45,5.6,4.07,19.74,1.42,113.01,-0.19,98.97,4.91,68.29,25.4,1.24,-10.72,10.38,21.35,9.1,5.85,11.9,4.0,78.65,33.13,260.8,4249.76,216.42,36.95,110.02,4.81,6.76,-16.274330978778384,-13.650804164229587,0.07276381262725219,0.24884764774262988,8.179147404620613,0.0657628523816988,0.2545882617021379,0.002587498529558312,0.7511523522573701,60532666,0.15321882531933548,0.274129021058872,제조업
709,(주)코스온,69110,17-Dec,49.58,1.59,36.92,-6.2,-9.25,35.43,2.43,1.57,60.22,-4.46,10.86,12.88,0.83,32.97,20.97,20.71,1.73,3.59,3.46,3.75,79.29,93.35,244.28,751.97,148.81,37.0,16.52,1.86,1.32,-41.4926818969318,-76.47113229413647,0.033786695431355984,0.4828115033406979,8.144365543590395,0.011457776158585023,0.042399413206304956,0.02876396697960655,0.5171884894873983,52097296,0.16017077276162411,0.07646961399544244,제조업
710,(주)코썬바이오,204990,17-Dec,8.08,-28.66,0.0,-60.92,-112.42,3.76,-1441.11,-1.1,-1.82,-12.21,1.62,-0.1,0.2,0.0,0.0,49.47,-6.44,0.7,10.21,3.53,50.53,12.18,527.45,721.19,500.21,30.79,57.7,1.85,-5.74,-129.0342045184184,-208.9124788091321,-0.017919263946836746,0.10858934237247637,8.107320195205821,-0.057439466674127276,0.04156537890057923,0.0001145079567205957,0.8914106576275236,79389653,0.5841009851280721,0.12069626919935503,제조업
711,(주)코아시아,45970,17-Dec,82.9,0.48,1.72,6.99,16.45,37.34,2.97,1.16,68.34,8.96,48.68,24.14,1.29,4.91,7.12,16.91,3.86,11.35,11.81,3.49,83.09,119.55,124.15,1156.81,96.59,9.12,45.03,2.34,0.62,24.02901085860242,206.92250730591945,0.050780782839800934,0.544523803894196,8.519978418614002,0.006109454523196944,0.17005047378345217,0.031426892510784454,0.45547619308570225,175889582,0.1294174257363767,-0.10024177515519117,제조업
712,(주)코아시아옵틱스,196450,17-Dec,44.26,-132.17,-2.19,-117.3,-74.02,27.61,-0.35,0.26,-377.15,-24.43,1.01,-22.31,0.21,-26.98,-64.15,32.83,-42.35,3.03,15.07,2.2,67.17,49.26,104.83,268.96,101.09,1.43,25.81,0.5,-27.22,96.38701853293746,62.36756975034272,-0.011917789725582857,0.3300185202912687,7.834669242296986,-0.2752450581071468,0.07652127629779369,0.10244627273649538,0.6699814797087313,47097211,0.3854980541487976,-1.1608068927102315,제조업
713,(주)코엔텍,29960,17-Dec,11.38,26.22,12.23,41.77,54.23,15.56,43.15,-0.61,48.53,14.81,2.45,23.71,0.38,46.58,11.18,39.06,13.6,6.72,1385.89,0.69,60.94,37.58,524.5,502.19,524.24,35.1,328.51,1.35,9.83,20.101893158155452,9.103337503395224,0.10759432323859178,0.2731742725841758,8.237408608310112,0.09296378788952178,0.27164460689107206,0.009127093891355275,0.7268257274158242,97824811,0.08713481104962599,0.574601894957576,"수도, 하수 및 폐기물 처리, 원료 재생업"
714,(주)코원플레이,56000,17-Dec,12.06,0.59,0.0,-12.1,-153.9,0.0,0.92,-0.2,921.18,-16.77,4.38,22.03,1.39,0.0,0.0,43.24,0.92,10.15,6.94,49.6,56.76,12.23,820.16,281.29,634.18,77.39,153.2,12.72,0.82,2305.301005472827,4507.368200629308,0.012073749039683675,0.10899742839965539,7.3448935256543955,0.008201795193803789,0.16462508771544462,0.12041507282434044,0.8910025716003446,2625458,0.4237239690561092,0.014880778858008412,정보통신업
715,(주)코이즈,121850,17-Dec,93.85,-35.96,-16.84,12.79,14.58,42.81,-14.45,1.23,-3.27,7.39,5.16,-1.51,0.52,-27.8,-16.07,-9.96,-36.26,5.85,4.01,1.18,109.96,102.64,80.73,428.0,55.34,-8.93,40.73,1.09,-18.87,-1048.663424345131,-733.5083395525627,-0.16483993371510935,0.506518968063238,7.659689690174971,-0.2077718160745129,0.18863332480299191,0.022523834982138325,0.49348103193676196,28600245,0.1857339264002726,0.1199846633379142,제조업
716,(주)코콤,15710,17-Dec,18.91,7.49,9.43,6.94,37.29,0.0,192.51,0.04,90.53,7.7,16.32,17.11,1.16,24.18,25.64,25.04,10.92,5.33,9.35,4.76,74.96,26.02,290.03,1166.96,219.95,28.51,50.6,5.68,8.7,43.64128187094504,48.541697052450814,0.09854369151235645,0.20646567122778756,8.110221535158267,0.0832038709143033,0.07591561736276274,0.0024793038739414257,0.7935343287722124,72807654,0.16166226954823776,0.6019811082392719,제조업
717,(주)코텍,52330,17-Dec,14.24,6.63,9.48,6.66,53.78,0.08,999999999.0,-0.44,125.03,7.22,42.05,18.69,1.13,13.11,9.91,20.87,8.61,4.23,5.88,7.28,79.13,15.51,667.11,3356.56,516.31,69.92,93.12,8.93,7.52,14.234128385365272,-42.48704455944614,0.11077171439711868,0.13425659327589298,8.479890986670414,0.07190555709181926,0.11480745073212045,0.0,0.865743406724107,53607248,0.1065298744253415,0.6088980502897633,제조업
718,(주)코프라,126600,17-Dec,44.21,4.15,14.12,3.99,12.19,14.08,13.48,-0.37,48.62,3.78,17.47,11.13,1.01,20.66,3.59,14.98,6.01,3.62,6.48,4.12,85.02,44.99,246.38,929.56,190.19,44.64,31.66,3.33,4.19,-40.98319444196101,-54.6050298695265,0.0586850858614731,0.310284735640118,8.153183123774966,0.03927102037055758,0.09655110957250035,0.014030367030609107,0.6897152573321227,35390974,0.08780315815630774,0.4474040212768223,제조업
719,(주)쿠첸,225650,17-Dec,72.34,-2.75,-0.64,2.59,13.45,0.0,-307.69,-0.12,49.05,5.81,44.41,12.37,2.24,-2.39,-12.97,38.91,-10.33,7.62,11.57,8.49,61.09,75.99,150.33,1124.74,100.68,20.69,19.49,5.53,-6.15,-185.6415981047344,-200.60657538073625,-0.07927039120589964,0.4317804542914679,8.02433187641749,-0.061697297911932736,0.0801299393894101,0.0005966776564144884,0.5682195457085321,40410540,0.42443885344037735,0.015437497856637162,제조업
720,(주)큐로컴,40350,17-Dec,49.62,-214.11,6.56,-32.22,-9.7,28.47,-1.95,7.2,-5031.25,-3.47,0.26,-12.71,0.11,-65.86,-33.19,18.24,-26.97,5.97,16.26,61.29,81.76,55.7,46.52,143.14,44.83,-17.04,8.08,0.33,-23.8,-2.298161114928409,-17.43951882309788,-0.04440761790751092,0.35775113515608264,8.07081263655439,-0.2307120399248987,0.025765101095572295,0.06377499310390945,0.6422488648439173,100259737,0.5945471277069465,-0.9065674002821379,정보통신업
721,(주)큐로홀딩스,51780,17-Dec,39.62,-258.33,-39.92,-42.24,-25.63,38.77,-6.27,1.5,-617.46,-11.83,0.51,-54.01,0.21,12.92,5.24,-0.7,-67.56,10.88,4.69,2.93,100.7,85.68,109.62,83.0,84.38,2.05,14.22,0.68,-54.28,56.36071698075976,-131.84409853673196,-0.1249650505300207,0.46145106499116767,7.739266466547502,-0.723137585375,0.030347796600765198,0.04321051806840045,0.5385489350088324,42029223,0.4394187954981694,-1.4790279028329363,도매 및 소매업
722,(주)큐리언트,115180,17-Dec,7.79,0.0,-40.25,0.0,-981.22,0.0,999999999.0,-4.06,-9087.77,-71.7,0.0,-60.71,0.0,-41.09,0.0,0.0,-62.74,0.0,0.0,0.0,0.0,7.88,1341.01,384.14,1341.01,89.64,445.35,0.0,-58.19,-14.871538428690226,-15.757655887062016,-0.811567975035741,0.07307386982116576,7.195293263986395,-0.7779134376921072,0.32169841563649254,0.0,0.9269261939620976,491003,inf,-3.4788223619529264,"전문, 과학 및 기술 서비스업"
723,(주)큐브엔터테인먼트,182360,17-Dec,36.1,-4.01,3.1,-9.47,-36.41,0.0,30.13,-0.29,559.09,-10.44,9.19,25.4,1.12,8.04,25.43,17.4,-5.93,7.65,0.0,21.05,82.6,40.21,289.4,594.12,289.4,48.76,136.09,4.61,-4.49,2800.9023859938325,81.10829654532688,0.009536760984258676,0.2867771569125085,7.345101735882656,-0.044226335477218874,0.3503880894819384,0.001103788402802271,0.7132228430874915,5642471,0.1653428947878223,-0.3522031762369324,정보통신업
724,(주)큐에스아이,66310,17-Dec,3.89,3.32,-0.9,12.36,113.75,0.0,999999999.0,-2.04,78.04,5.08,5.47,19.32,0.41,-13.96,2.76,25.0,1.43,4.97,3.06,1.52,75.0,4.68,1355.85,1269.96,1010.84,46.72,524.5,8.69,1.36,19.32669639941489,-47.03230786039283,0.019391479329406894,0.04469636893070668,7.74055551291313,0.013656662473074458,0.20317306359857462,0.0,0.9553036310692933,27270663,0.20285349965158864,0.5622749896977569,제조업
725,(주)크레버스,96240,17-Dec,59.7,4.63,-2.27,12.34,29.36,23.93,10.45,0.28,238.29,12.49,42.3,44.95,1.0,-20.29,6.34,0.0,6.57,8.02,67.38,4.58,0.0,74.05,86.42,1699.61,81.88,-4.66,25.69,2.19,4.63,735.9778435567539,392.0320931089423,0.09599122567246265,0.42545118833899015,8.163181060956532,0.046860149196533675,0.08812649289249251,0.021588060702227484,0.5745488047931894,102448232,0.9051532877528425,0.0713851707271511,교육 서비스업
726,(주)크린앤사이언스,45520,17-Dec,74.64,6.11,29.67,6.46,14.71,28.35,11.7,0.42,93.58,7.59,21.13,25.31,1.33,18.33,28.58,21.95,16.08,4.71,7.84,4.95,78.05,106.61,172.77,870.86,121.96,26.29,18.92,2.67,8.1,44.5318682509814,31.17096059148949,0.09583474025932003,0.5159853718780424,7.817381135423376,0.07176174491662256,0.06833322839283358,0.015868329271609773,0.48401462812195767,24683464,0.13789408762238217,0.3388566398823489,제조업
727,(주)클라우드에어,36170,17-Dec,36.52,-5.16,37.52,23.03,14.58,15.75,4.83,-0.73,17.19,4.02,0.66,2.63,0.2,57.98,-6.07,29.12,-1.29,4.73,11.06,1.1,70.88,38.04,276.09,262.54,269.82,46.59,196.55,1.05,-1.04,34.95985795330252,-241.9009290903272,0.015561745593894553,0.275557488382082,7.978394099847575,-0.008994019461362544,0.5200333682334456,0.01169331105077013,0.724442511617918,25644207,0.2019885301813449,-0.08706001309702742,제조업
728,(주)클래시스,214150,17-Dec,41.07,-14.71,0.0,24.65,30.62,33.02,85.8,0.21,16.97,13.61,5.77,8.51,0.55,0.0,0.0,69.31,-14.61,16.9,6.85,1.09,30.69,79.99,192.07,580.29,156.76,21.01,133.35,1.24,-8.12,0.0,0.0,0.17102890966647316,0.4444056987397137,7.800449843128014,-0.0811927299012717,0.30430002012472135,0.004485171146713566,0.5555943012602863,35478072,0.3833359632393628,0.17561069963876355,제조업
729,(주)클리오,237880,17-Dec,56.2,4.1,-3.35,0.82,1.8,20.04,2.13,1.51,51.85,0.68,22.91,5.32,0.82,-7.74,0.05,60.74,5.55,10.44,8.7,7.53,39.26,61.02,225.43,1707.36,197.21,43.77,16.39,2.06,3.35,-57.68183472431654,-61.884752952705824,0.0466565945562255,0.3789763141466929,8.3673087164287,0.03404953334928128,0.05721562201035103,0.0577903513758977,0.6210236815609951,49688060,0.5512479327772495,0.32423125679118875,제조업
730,(주)키이스트,54780,17-Dec,31.88,0.15,-3.94,20.61,78.7,0.98,14.39,0.0,359.32,20.58,13.71,12.67,0.98,-2.47,13.86,16.11,-2.22,15.19,4124.96,29.43,83.89,35.4,255.0,625.19,254.95,36.5,134.41,3.75,0.15,413.4957577842985,4337.644437057147,0.009253905111259812,0.2614690481962947,8.026655050093167,0.0015277088844311238,0.3164685430228303,0.002459035704503514,0.7385309518037053,42488003,0.15181782945893416,-0.010466725827872942,정보통신업
731,(주)타이거일렉,219130,17-Dec,9.0,11.27,12.31,10.83,67.49,0.0,999999999.0,-0.35,91.12,8.06,10.59,34.7,0.79,14.73,19.44,21.96,10.02,4.42,6.43,1.78,78.04,13.57,654.11,1252.94,498.9,43.89,269.44,6.89,8.88,311.44150115220015,316.4816693521116,0.10432622921411681,0.11948214060297813,7.652485968680881,0.0838880216244126,0.21344052851365042,0.0,0.8805178816564515,21646507,0.07947528910047069,0.5456165718426096,제조업
732,(주)탑엔지니어링,65130,17-Dec,64.33,7.75,108.2,5.2,4.87,14.86,26.95,0.15,29.57,1.98,21.15,8.99,0.51,159.54,9.33,27.38,8.72,2.41,5.57,1.87,72.62,68.53,139.74,1896.09,107.54,15.17,24.63,1.38,3.99,-15.933381098418767,31.334575393258827,0.032706029139310144,0.40663877780511265,8.665147926148036,0.029503956514620476,0.09400717809588974,0.0029845904567528743,0.5933612200329054,215811237,0.1879101305240983,0.25730743808438655,제조업
733,(주)탑코미디어,134580,17-Dec,35.03,-22.33,-34.48,-12.09,-58.14,0.0,999999999.0,-0.14,-139.37,-15.26,8.36,-15.49,1.0,-33.75,-39.18,16.41,-30.23,2.87,3.5,10.72,83.59,35.58,336.66,488.96,180.38,61.15,80.32,3.79,-22.3,-49.05981869856279,-57.277863722511015,-0.2908067740431867,0.26240154187060305,7.571625958652087,-0.2816931584506352,0.21024845410852253,0.0,0.7375984313146291,4853744,0.3946379096743214,0.31786788916265873,제조업
734,(주)태광,23160,17-Dec,6.84,-8.81,-4.36,16.14,85.29,0.0,80.26,-0.67,2.95,6.55,13.9,0.89,0.4,-11.16,-24.77,13.33,-3.8,2.17,1.52,1.33,86.67,8.31,959.79,3163.56,550.05,54.32,170.07,4.96,-3.49,22.697806077844344,-304.8616901307447,0.009904384556527942,0.07673595275385138,8.657065743944782,-0.03573932038640353,0.10745231485256482,0.0016081154763827898,0.9232640472461486,178692544,0.10885399295033284,0.8474279132056772,제조업
735,(주)태양,53620,17-Dec,14.67,4.41,-2.46,7.1,29.86,5.47,57.64,0.12,31.53,5.94,36.64,15.59,0.83,7.39,6.35,16.97,4.69,8.88,19.49,1.52,83.03,24.85,332.55,3505.78,295.65,27.33,189.63,3.71,3.64,-24.228826039207718,-45.95138639124367,0.07475334209021559,0.19904167715583324,8.274642833149274,0.03689643901075214,0.2228567537781987,0.006516211273791867,0.8009583228441668,114655153,0.08037347354258309,0.7376281480384205,제조업
736,(주)태웅,44490,17-Dec,11.77,-1.96,2.53,8.76,7.15,26.1,-0.66,0.8,9.1,2.66,30.43,5.24,0.31,12.88,-5.47,11.06,-0.94,3.83,3.3,0.5,88.94,59.3,505.02,6285.15,371.65,29.93,51.82,0.85,-0.6,-133.6936476986106,-142.6579486292564,-0.004351296029451358,0.3722691110606767,9.000702078117088,-0.005949413432109364,0.038296191515155245,0.017637517637917238,0.6277308889393233,627806281,0.12492131780691978,0.40142040612209423,제조업
737,(주)테라젠이텍스,66700,17-Dec,41.45,1.07,3.17,-3.07,-6.38,19.16,0.21,0.71,69.13,-2.27,7.4,21.26,0.75,1.64,6.23,30.21,1.6,2.04,6.79,2.4,69.79,55.28,207.56,572.72,166.68,28.71,13.62,1.89,0.8,-84.28699662470059,-43.41205241342163,0.001415589968369637,0.35601282802035933,8.162628163082966,0.007917826534779656,0.036352310778691936,0.01912295413734854,0.6439871719796406,64851256,0.30016758050740805,-0.1318752328707284,제조업
738,(주)테스,95610,17-Dec,26.93,19.68,31.18,10.72,55.91,3.88,574.5,-0.65,259.68,12.2,28.16,38.72,1.29,35.02,54.15,28.07,32.17,12.66,7.03,7.92,71.93,27.9,336.13,1918.4,229.93,49.71,14.49,6.16,25.4,74.10141223177465,73.64751867831174,0.26109861523484607,0.2181435655883795,8.384699004043618,0.22382141048120724,0.030501686426785787,0.002083376537335451,0.7818564344116204,70893579,0.051135855056758286,0.5444337053894699,제조업
739,(주)테크윙,89030,17-Dec,98.44,17.68,27.92,7.41,8.7,38.28,9.82,2.03,84.27,4.82,24.25,27.78,0.73,66.81,56.9,35.12,29.18,3.08,5.26,1.75,64.88,124.33,116.95,1629.19,83.3,7.44,7.56,1.27,12.91,79.78024245050294,168.98224490322747,0.12125702010033422,0.5542192790784982,8.534508486535547,0.11503819156206863,0.0331539792452527,0.022275256485198385,0.4457807209215017,166671101,0.16482581975795355,0.30222530354117155,제조업
740,(주)텔레칩스,54450,17-Dec,29.35,1.26,7.91,10.07,29.97,0.0,999999999.0,-0.48,959.63,10.03,23.08,30.35,1.03,24.01,21.49,32.2,1.9,9.76,6.0,30.61,67.8,50.28,314.05,1541.87,211.24,41.81,53.95,3.28,1.3,-4.613781846389188,-85.34437075450428,0.05142815302901917,0.3345562500072059,8.090480971176714,0.012514062438876832,0.10551447014182044,0.0,0.6654437499927941,47618875,0.2704039460150966,0.5834275890293921,제조업
741,(주)텔레필드,91440,17-Dec,92.9,1.7,-0.6,1.77,2.26,31.44,1.35,1.61,364.07,1.21,10.76,23.7,0.68,-1.63,-13.15,34.61,2.11,2.57,1.97,10.25,65.39,114.43,164.53,719.86,81.33,27.96,19.18,1.26,1.16,288.6512623298175,514.6977952835175,0.016326599462909732,0.5336556385542257,7.739067510126934,0.011593213390711468,0.08316619927485884,0.022684963035038204,0.46634436144577435,15747357,0.32220525950407547,0.32727084397866957,제조업
742,(주)텔콘알에프제약,200230,17-Dec,51.62,-47.5,77.0,-17.73,-9.94,31.56,-3.6,4.33,-25.6,-3.53,6.39,-1.97,0.25,35.4,39.99,12.36,-18.77,3.92,11.31,3.59,87.64,55.15,74.09,1484.2,69.14,-8.62,23.58,0.76,-12.1,-49.16828713241336,-201.8771596921568,-0.057627473890102636,0.35546842669997164,8.321478801793251,-0.09464441673003454,0.0854068892460105,0.044996243283739974,0.6445315733000283,157962294,0.4127900326951888,0.03448602642086761,제조업
743,(주)토박스코리아,215480,17-Dec,6.87,1.8,0.0,-5.2,-14.75,29.78,29.47,0.26,140.5,-5.07,8.42,5.47,0.97,0.0,0.0,59.65,2.67,9.13,3.84,25.04,40.35,52.31,2029.62,567.39,1466.57,87.0,484.79,2.84,1.75,0.0,0.0,0.14475027768345575,0.34343677221606494,7.495944287012356,0.017527046486690633,0.21858231703327138,0.014302370701172688,0.656563195864462,2659144,0.44795161531186223,0.16362687949039156,도매 및 소매업
744,(주)토비스,51360,17-Dec,59.18,2.48,-8.48,4.57,24.26,10.22,17.48,0.13,110.58,9.03,62.54,29.16,1.89,-10.62,15.02,13.82,8.06,6.34,8.78,6.86,86.18,59.33,168.75,1983.73,113.48,25.54,9.33,4.51,4.69,-12.11012548919988,-19.81142743251387,0.0780531841358119,0.37237568136845844,8.42190917794173,0.04906813967339979,0.03465093191180556,0.011991902399339043,0.6276243186315416,98589224,0.09872330878223327,0.45651534359428536,제조업
745,(주)토탈소프트뱅크,45340,17-Dec,40.46,3.36,1.84,-1.02,-0.99,28.48,3.33,1.15,58.09,-0.61,2.28,33.16,0.61,10.84,3.47,37.24,5.38,4.44,470.37,1.05,62.76,160.3,239.62,145.34,238.75,21.7,115.75,0.98,2.04,-49.320889507350905,-68.52122099483124,0.025556831295139103,0.6158349749892377,7.209204758508628,0.020213571037242584,0.17991694191981916,0.012472262629192803,0.38416502501076233,10158940,0.3299120097701485,0.07692697334287678,정보통신업
746,(주)톱텍,108230,17-Dec,33.39,13.13,-5.43,10.4,100.57,3.02,103.12,-0.1,319.87,26.61,62.64,55.02,2.49,-6.9,189.93,20.3,57.85,14.36,18.57,13.64,79.7,35.97,320.8,1804.87,293.98,54.22,218.96,5.69,32.64,403.89037864650777,477.8001837241211,0.47553573208273425,0.26454034664143444,8.648534536915882,0.33574397188811733,0.5376721748407175,0.01743173011230721,0.7354596533585656,94490914,0.017014447814118046,0.5500244077176135,제조업
747,(주)투비소프트,79970,17-Dec,106.07,-65.01,22.11,-3.14,-2.5,43.04,-8.82,0.52,-401.87,-1.29,4.96,-8.07,0.45,-12.25,0.7,40.58,-57.97,2.61,22.92,13.71,59.42,106.7,61.35,513.49,54.37,-19.83,9.04,0.91,-29.33,-490.3300926337666,-5158.803676767594,-0.10409124153045261,0.5161998013204092,7.982875562917771,-0.26679270227450674,0.04637349830333654,0.0228503697773501,0.48380020908177246,65867831,0.6594244037413668,-0.0967019581139717,정보통신업
748,(주)트루윈,105550,17-Dec,184.57,-18.65,-22.2,-10.39,-8.54,63.56,-1.56,3.66,17.85,-6.09,7.19,10.09,0.51,-13.17,6.5,11.43,-34.4,4.09,10.48,0.97,88.57,248.22,70.13,345.52,60.52,-15.83,8.05,0.71,-9.56,83.27792696157704,66.22876915528725,-0.04114329653755948,0.7128264026143388,7.780980642066886,-0.10929063967579507,0.042684141956082354,0.0369863189350104,0.2871736139440988,37944460,0.18454960290508637,-0.32986711141747166,제조업
749,(주)특수건설,26150,17-Dec,59.52,0.33,0.0,-1.6,-3.99,12.87,3.14,0.49,809.04,-1.78,26.24,59.22,1.12,0.0,0.0,8.59,0.67,6.76,16.16,15.23,91.41,80.4,226.85,1304.51,205.94,41.85,21.59,2.5,0.37,304.40048525286227,1686.4038206105388,0.022676546001283885,0.44566179456593624,8.070416635336539,0.0037194525471145935,0.07121863423983374,0.01620899800120017,0.5543382054340638,29579996,0.06554455079954456,0.2600596524622151,건설업
750,(주)티비씨,33830,17-Dec,8.87,7.27,3.48,11.75,49.34,0.0,571.69,-3.11,103.91,4.34,0.84,19.41,0.38,8.09,8.72,26.54,2.97,4.01,14825.91,1.81,73.46,9.63,907.39,208.62,907.36,65.29,8.9,4.53,2.73,46.60883600276378,15.733475206206183,0.02341584107290909,0.08786741493454968,8.058265780474347,0.02682141559617487,0.007193405448340353,0.0004661473893556776,0.9121325850654504,30448075,0.2019982194459435,0.49127954957019676,정보통신업
751,(주)티사이언티픽,57680,17-Dec,285.32,-10.63,97.25,-3.68,-4.55,50.56,-2.04,2.99,-172.17,-3.61,4.58,-1.16,1.3,151.3,49.06,6.01,-55.15,11.5,0.0,22.7,93.99,383.24,94.3,90.44,94.3,-3.37,54.15,1.74,-13.83,53.00862747710602,56.47498066254466,-0.07290809749723841,0.7930620109796536,7.655881336182309,-0.10422050655089732,0.3549394471434249,0.04505244463218466,0.20693798902034646,20069025,0.13452108788523884,-0.48071462165935597,정보통신업
752,(주)티씨엠생명과학,228180,17-Dec,0.0,-249.62,-9.97,-59.48,-5.16,50.94,-1.7,16.66,-66.02,-5.41,2.51,-8.86,0.09,-55.02,44.45,55.08,0.0,1.69,7.29,0.67,44.92,0.0,42.45,0.0,41.3,-56.5,17.05,0.09,-21.53,-30.88208070228052,-1581.9647699037291,-0.10239808651018721,1.0493574599377191,7.44118925323265,-0.22718893253342926,0.16737492337825036,0.05728292745070245,-0.04935742372920142,16109806,1.6758707254437422,-0.5068461798076611,"전문, 과학 및 기술 서비스업"
753,(주)티씨케이,64760,17-Dec,15.69,28.62,28.33,24.75,138.15,0.0,999999999.0,-0.9,122.94,19.1,22.32,44.26,0.87,51.46,45.68,46.98,28.75,10.82,8.16,2.0,53.02,16.05,442.07,2491.66,361.79,46.24,108.64,6.37,24.84,74.00856515795297,64.02029390597974,0.2827776165665096,0.13828113030729844,8.227350881400422,0.22098181177477888,0.14684155528574228,0.0,0.8617188696927016,67934493,0.10351606775409358,0.7899992487778718,제조업
754,(주)티에스넥스젠,43220,17-Dec,98.43,-35.48,-19.77,-20.25,-19.2,39.98,-4.04,4.4,15.27,-11.29,1.67,5.38,0.5,-47.79,13.97,4.57,-53.64,1.73,12.27,1.79,95.43,142.81,100.73,106.13,89.05,0.3,9.81,0.74,-17.62,-27.534072903342636,-31.752119391284715,-0.15131826512472696,0.5881575964353988,7.826831552583008,-0.19792429763686162,0.0397483207197096,0.06365390556784847,0.4118424035646012,39710464,0.31699327150253037,-0.35670825900525005,제조업
755,(주)티에스이,131290,17-Dec,20.16,9.09,8.92,10.07,40.74,10.41,29.57,0.32,103.93,9.07,33.59,38.17,0.94,4.91,46.59,25.67,11.15,6.13,8.2,2.54,74.33,28.63,292.4,2414.19,222.19,30.16,62.89,4.02,8.54,280.3287793563581,222.4889668055797,0.11066242800781215,0.22258137497884864,8.31428495615966,0.08189844354685838,0.09859286820977295,0.016816255957396446,0.7774186298708533,111681470,0.13389521750093075,0.536337392907246,제조업
756,(주)티에스트릴리온,284610,17-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,,제조업
757,(주)티엘아이,62860,17-Dec,9.53,-5.35,-13.34,1.34,8.82,0.0,999999999.0,-0.96,37.63,0.87,13.62,11.91,0.6,-24.07,-13.16,26.19,-3.84,5.54,5.82,2.11,73.81,10.9,617.12,1826.79,459.54,44.44,127.29,6.23,-3.22,-283.769150072757,-656.0862626190411,-0.03830134330344167,0.09832400900934936,8.01548788272342,-0.034697551453181735,0.10938711530185655,0.0,0.9016759813409883,48674079,0.3209277443431322,0.3994264954774107,제조업
758,(주)티케이케미칼,104480,17-Dec,115.63,2.83,-1.68,3.53,6.65,38.37,1.14,1.04,52.96,3.99,15.72,14.41,1.12,-0.74,16.66,5.65,8.08,12.44,8.16,3.83,94.35,149.9,77.52,556.43,52.59,-10.4,1.36,1.84,3.17,37.68999114980877,161.13055234908643,0.014999950218538716,0.5998448176084162,8.800691077557854,0.03198033387327916,0.006276829889455217,0.021936095053100364,0.4001551823915838,405290121,0.04327857931123502,0.12485097288197779,제조업
