,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
759,(주)티플랙스,81150,17-Dec,36.55,2.43,4.35,-0.96,-2.15,30.51,3.63,0.84,15.17,-0.84,10.29,7.26,0.89,10.57,17.22,7.51,3.62,3.57,4.6,1.82,92.49,64.09,227.59,677.05,135.92,28.42,13.74,2.22,2.17,1.4668037613724882,107.5105850863862,0.02838850121656082,0.3905726316980742,8.129707373166907,0.02121020707282213,0.03060640897347856,0.02003887462629135,0.6094273683019258,66465207,0.042579097587208514,0.31245047955265537,제조업
760,(주)티피씨,130740,17-Dec,53.71,2.93,14.31,5.02,6.63,32.02,2.88,-0.03,43.25,2.75,10.92,13.57,0.59,-28.75,-5.14,13.71,2.8,4.65,8.16,1.74,86.29,71.11,89.67,1162.9,65.67,-3.24,14.53,1.51,1.71,-66.26247276911687,-68.083395028024,0.01383339492648628,0.41556516854285136,7.973208629481133,0.016071893435566798,0.045595263476788384,0.011538788758505418,0.5844348314571486,67556409,0.11185838930942091,0.42428361064965736,제조업
761,(주)티피씨메카트로닉스,48770,17-Dec,184.27,4.02,6.88,0.28,0.43,35.03,4.42,1.16,87.61,0.3,15.8,30.86,1.11,-1.89,10.35,20.51,18.5,3.74,5.82,3.44,79.49,237.91,107.48,417.26,71.34,4.08,6.13,1.48,4.47,377.8099185417914,210.71775376289384,0.057290026810402635,0.7040625623639887,7.975803097915661,0.043269468203518,0.033426352540274415,0.01840091527333393,0.2959374376360113,39145265,0.15188764406114533,0.14744945394587117,제조업
762,(주)파나진,46210,17-Dec,29.41,-88.56,-3.72,-12.36,-11.34,0.0,-14.9,0.33,-19.69,-2.87,0.48,-5.6,0.23,-12.64,6.23,58.43,-29.21,2.07,5.29,1.05,41.57,33.94,217.89,148.62,200.7,25.88,23.15,0.74,-20.21,-253.4414285447208,-320.4216531386445,-0.08324952493898138,0.2534065776866543,7.502328204298104,-0.20597829228908043,0.05082044156093661,0.022045197327770615,0.7465933908596417,16584323,0.9422450931616039,-1.8986929350388537,제조업
763,(주)파라다이스,34230,17-Dec,19.53,-5.97,5.52,8.69,5.09,35.87,-1.2,2.53,17.78,2.39,14.2,10.31,0.28,-29.94,-3.86,10.53,-1.86,42.19,171.82,0.45,89.47,88.3,136.43,2113.92,134.3,3.78,68.08,0.62,-1.68,-145.52999813257702,-169.16190700377032,-0.0122991002833269,0.4689253289301147,9.386556747307358,-0.016364363891997497,0.07062480580201995,0.021946837933535777,0.5310746706592623,2090665466,0.15010125337491914,0.2792676790579576,"예술, 스포츠 및 여가관련 서비스업"
764,(주)파라텍,33540,17-Dec,62.13,4.67,0.72,-4.86,-21.25,8.47,32.64,-0.13,4507.55,-8.71,37.25,108.67,1.8,8.83,14.49,8.25,15.3,7.23,27.19,23.93,91.75,69.48,223.71,1025.33,204.88,45.35,1.29,4.01,8.41,75.32441746729681,254.49243185810943,0.0662066460657369,0.4099434862131761,8.160900353836544,0.08382252187713082,0.004733632364121972,0.004948328107561621,0.5900565137868239,26061761,0.04561062067333604,0.5275295520113826,제조업
765,(주)파루,43200,17-Dec,11.51,-96.71,-37.65,-49.9,-173.36,2.66,-22.5,1.44,-65.9,-21.0,2.02,-24.63,0.32,-61.11,-72.68,-5.32,-36.29,3.42,2.31,1.03,105.32,13.78,419.48,403.81,279.75,32.32,91.88,1.59,-31.26,-559.9468102276436,-957.8879254323342,-0.3364105638677281,0.1211061718788507,7.836423510920057,-0.4069160292202505,0.09601399982761963,0.12345915086852427,0.8788938281211492,39497379,0.7463833148496452,-0.161892754518492,제조업
766,(주)파마리서치,214450,17-Dec,3.77,22.98,5.41,15.34,121.45,0.0,1908.15,-6.6,106.63,4.42,11.51,11.94,0.3,-11.18,18.53,66.21,7.39,4.31,10.31,2.27,33.79,3.78,1636.88,3778.75,1562.29,55.8,247.57,7.92,6.8,5.235466574804063,-9.477284684994167,0.07852354495664755,0.03640657705983198,8.276539110901528,0.06621408021723287,0.09059589317766215,0.001130328848828579,0.963593422940168,76698420,0.3895974166068445,0.3015020511216294,제조업
767,(주)파버나인,177830,17-Dec,94.58,0.68,10.98,7.64,13.05,36.1,2.69,1.07,42.58,7.11,26.42,28.8,0.98,10.05,37.87,11.11,1.38,16.49,15.03,1.41,88.89,119.77,55.71,968.11,39.55,-19.06,11.17,1.9,0.67,-4.519700496402402,-79.42877508661587,0.02762644189223589,0.5449740297960828,8.056697490988816,0.006321754537178984,0.0480860328573336,0.0188358340318464,0.45502597020391716,86625569,0.0814739259931184,0.2605888923363435,제조업
768,(주)파세코,37070,17-Dec,29.09,3.03,-3.51,4.19,22.03,4.82,14.36,0.19,35.2,5.57,17.84,20.69,1.31,-2.45,18.96,19.83,5.43,11.14,6.73,2.21,80.17,33.86,178.96,973.65,91.01,17.16,10.18,4.81,3.95,33.077340171250285,29.05964101589037,0.043096642278384625,0.2529377330708294,7.960145553312201,0.04025075506960824,0.022120764991054913,0.011864744941135196,0.7470622669291705,55753055,0.1658773291589392,0.6265050327104118,제조업
769,(주)파수,150900,17-Dec,125.64,1.9,8.7,-2.64,-2.83,45.95,1.63,2.52,1813.35,-1.86,7.19,37.57,0.73,7.74,36.58,61.94,4.01,2.4,0.0,28.37,38.06,191.01,124.6,351.17,124.6,10.62,31.37,1.12,1.39,701.2275465917597,2286.3004127379727,0.031238908779796393,0.6563676771929193,7.619162968756959,0.013346802006822416,0.135436766858853,0.029155553531009282,0.3436323228070806,19225179,0.5750089072088214,-0.09758757195450701,정보통신업
770,(주)파워로직스,47310,17-Dec,69.0,1.3,-8.95,3.57,21.4,14.05,12.79,0.15,71.25,9.09,41.97,25.58,2.42,-6.33,29.37,7.62,6.91,10.51,16.77,6.62,92.38,73.76,137.61,915.96,92.59,14.93,21.3,5.19,3.15,53.38215598538958,90.76710420430592,0.07020489288446295,0.4245018207646445,8.443285172688705,0.033041209397533626,0.08479469171333431,0.012935023714940163,0.5754981792353555,125875797,0.04854387564870515,0.005051280695657147,제조업
771,(주)파이오링크,170790,17-Dec,19.63,-10.08,-6.9,6.73,16.2,2.44,-33.84,-1.97,319.62,4.43,8.59,28.44,0.63,-6.16,-17.82,41.09,-6.99,3.98,9.12,8.42,58.91,37.66,514.32,972.48,464.52,59.07,183.89,2.46,-6.4,-534.7478495047236,-33.22182524024293,-0.06784692789606414,0.27354842938412566,7.650621782257727,-0.06634356423472164,0.2621829875854742,0.007330139273872048,0.7264515706158743,11929618,0.5139802505283727,0.14312885413125,제조업
772,(주)파인넥스,123260,17-Dec,135.9,-73.13,-1.93,-10.05,-5.06,53.01,-2.99,6.89,17.42,-3.2,2.69,7.11,0.32,63.48,37.55,-27.76,-38.44,3.54,2.85,0.67,127.76,172.16,114.6,352.69,94.13,7.29,7.89,0.43,-23.07,72.93017606758661,70.99324309676038,-0.12958814747317265,0.6325740678546692,7.7824431613745935,-0.23294850909770462,0.039400791693971184,0.06857033196919454,0.36742591564256116,25919319,0.12924133458585949,-1.479871316022775,제조업
773,(주)파인디앤씨,49120,17-Dec,114.41,-12.47,-15.47,-0.02,-0.04,36.26,-3.4,0.81,17.75,-0.03,15.56,6.27,1.36,-15.07,-10.31,4.31,-41.23,6.85,12.55,3.88,95.69,159.71,93.29,373.02,70.27,-2.96,5.52,2.3,-16.92,-606.6458251719896,-292.7985611709877,-0.05482559347208043,0.6149540748143741,8.031683061611488,-0.1847401502112264,0.02431637842602844,0.026207851548106086,0.38504591588918013,63364671,0.08006426230756658,0.07780812716109825,제조업
774,(주)파인디지털,38950,17-Dec,7.42,-5.98,-4.67,-4.04,-25.34,0.0,999999999.0,-0.93,341.7,-3.02,14.92,15.7,0.73,-3.55,-2.52,34.74,-5.12,7.94,5.64,16.56,65.26,13.52,1062.45,1701.01,898.83,62.92,141.43,6.36,-4.36,0.391173433668367,-2119.8447829580923,-0.03612699172592483,0.11909261724200329,8.007934463167338,-0.04466995914104475,0.09253626503158971,0.0,0.8809073729390356,31109401,0.39577004202178784,0.3805641658843164,제조업
775,(주)파인테크닉스,106240,17-Dec,120.68,-24.23,-19.87,-1.65,-2.48,32.08,-7.63,1.34,-15.95,-1.43,10.26,-4.38,0.77,-21.69,-19.11,2.95,-49.64,5.14,5.75,2.71,97.05,137.24,97.19,356.79,80.93,-1.43,6.3,1.48,-18.74,-4394.676855846408,-4499.77886965139,-0.13368778391925018,0.5784803299072634,8.303792422409291,-0.2106558510676168,0.03202388077688212,0.030285331158625202,0.4215196700927366,101766686,0.1832830179436959,-0.07440589137913917,제조업
776,(주)파인텍,131760,17-Dec,242.08,-18.22,-31.52,-5.09,-5.71,43.62,1.95,3.18,64.98,-4.14,28.05,15.26,0.66,-40.34,-20.47,15.8,-50.43,2.07,9.86,2.77,84.2,262.89,77.49,809.71,69.99,-15.02,8.8,0.87,-12.04,203.3969366768707,-201.538192699378,0.05282146139494884,0.724437597682679,8.177224558718127,-0.14812837142820534,0.05869528020381465,0.03732583628710805,0.275562402317321,72654499,0.09301103340662273,-0.09360678566688338,제조업
777,(주)파커스,65690,17-Dec,18.29,-4.01,17.89,6.93,15.13,11.37,-3.38,-0.3,52.99,3.76,9.38,9.24,0.59,36.46,1.06,15.8,-2.97,4.6,6.06,2.7,84.2,33.06,558.05,1281.62,486.32,62.96,140.71,3.03,-2.35,-119.57626793409818,-202.01052497522923,-0.006907858440741142,0.2484526514515247,8.075134068638993,-0.02176223459674512,0.19340711650040418,0.008223234184571144,0.7515473569598297,27695220,0.17072509805371514,0.6056918558524664,제조업
778,(주)파크시스템스,140860,17-Dec,21.2,13.82,15.04,4.4,22.23,0.0,4480.93,-0.13,820.51,3.91,10.03,39.25,0.95,16.24,34.48,67.92,15.95,2.45,4.51,20.44,32.08,21.32,531.0,927.3,386.11,75.32,166.13,5.34,13.12,74.16007188947225,21.92835319229766,0.16267828435744427,0.17574365514915072,7.569083291633035,0.12257838680333383,0.290314232307747,0.0002065770701293854,0.8242563448508493,2671895,0.4958022020397637,0.3590329509373683,제조업
779,(주)파트론,91700,17-Dec,40.36,0.56,0.97,6.36,33.05,13.06,8.86,0.1,54.32,9.85,29.22,26.39,1.56,5.14,-0.01,10.03,0.38,9.92,11.02,2.96,89.97,42.44,139.48,1141.37,84.43,11.19,13.82,5.79,0.88,-71.1004642689549,-84.20493120496492,0.02161349227873763,0.29796502700660793,8.708499201215114,0.00873612732282701,0.03914628004090667,0.008185532762707252,0.7020349729933921,309106125,0.08637202428373085,0.6213803828432587,제조업
780,(주)파티게임즈,194510,17-Dec,166.29,-203.08,234.41,-17.8,-3.81,30.85,-0.62,2.19,-20136.21,-2.39,3.36,-21.72,0.21,216.32,-2.9,0.0,-91.87,8.41,0.0,67.28,0.0,168.12,80.39,698.53,80.39,-12.16,18.93,0.38,-42.0,67.17950809821905,-185.72334875109323,-0.01245911144692698,0.6270356744345527,8.356630714118886,-0.2728007962083822,0.11739941950771332,0.03226993863997674,0.3729643299646025,113986788,1.0927469407437183,-0.35832020651077523,정보통신업
781,(주)팍스넷,38160,17-Dec,11.79,10.25,4.54,17.25,58.96,0.0,999999999.0,-4.04,2851.35,6.37,3.31,15.69,0.38,-14.98,-17.67,0.0,4.34,8.46,0.0,57.12,0.0,12.1,664.74,799.24,664.74,59.37,384.03,3.42,3.86,-67.1619773661765,-47.76222329686507,0.0256271409947465,0.10795525360652357,7.6957005635288,0.03781005160604014,0.40373676536657277,0.0,0.892044766544608,14944575,0.9305515630535955,0.37929110536109767,정보통신업
782,(주)팜스토리,27710,17-Dec,213.21,1.53,-14.55,6.93,14.62,52.75,1.83,0.67,59.01,10.25,18.24,14.17,1.36,-8.72,-6.88,11.61,9.46,6.38,7.68,5.2,88.39,234.45,88.74,335.77,58.89,-7.18,4.57,1.87,2.08,-12.655506164380858,-0.6416337039686982,0.03629199839945937,0.7010017133703461,8.753865058052197,0.022583914665318765,0.02914092547943039,0.028300933258744658,0.29899828839217746,246424545,0.09158839960404752,0.1497260100656172,제조업
783,(주)팬스타엔터프라이즈,54300,17-Dec,40.41,5.36,0.28,4.76,11.61,20.27,3.11,2.69,98.82,3.78,1.96,17.84,0.79,-27.8,19.37,19.06,7.35,4.5,11.67,3.07,80.94,48.3,109.96,138.5,81.24,2.71,11.9,1.89,4.26,214.4238826552053,287.39400161913744,0.06459812191368179,0.3256890851093205,7.625668251697355,0.042524815028971395,0.03243112096727736,0.06380683754619296,0.6743109148906795,29580307,0.10920871060869379,-0.9104958928567243,제조업
784,(주)팬엔터테인먼트,68050,17-Dec,36.84,-3.99,14.52,-3.14,-4.04,32.16,-1.27,1.21,9.07,-1.66,7.09,4.68,0.56,35.43,19.85,3.28,-3.86,6.34,67.5,1.01,96.72,69.43,129.7,689.0,126.76,6.46,86.17,1.35,-2.25,-136.96456070197388,-377.00578679038045,-0.009267771096469805,0.4097718925652393,7.9042501790864454,-0.021065686525223944,0.187366779024026,0.017860631225177743,0.5902281074347606,57592268,0.05033694442784633,0.02768739836328573,정보통신업
785,(주)팬젠,222110,17-Dec,10.52,-295.67,-4.83,-105.43,-58.4,0.0,-3891370.09,-3.26,-40.6,-7.03,0.51,-7.56,0.07,-4.25,62.36,-62.13,-21.06,543.1,182.21,0.39,162.13,13.68,543.56,651.21,542.79,41.06,266.58,0.74,-19.22,46.478478444334655,-36.88470501741986,-0.1093306202662671,0.1203457778202834,7.551360714441465,-0.19710773692187625,0.24674670484230438,2.3345782082532474e-07,0.8796542221797166,17685193,1.01868286457947,-0.5797560015286288,제조업
786,(주)펄어비스,263750,17-Jun,25.35,54.85,0.0,50.23,201.24,1.04,395.83,0.15,2699.26,45.8,18.07,79.33,0.91,0.0,0.0,0.0,64.75,4.08,0.0,31.03,0.0,29.47,468.67,1530.21,468.67,72.2,235.53,4.01,50.01,,,0.5857665468153657,0.22759284149065598,8.007289692843877,0.500145074355401,0.46124273644868047,0.006502142234409985,0.7724071683428935,8357256,0.35762007371150584,0.6923150417512843,정보통신업
787,(주)펩트론,87010,17-Dec,1.5,-137.68,-8.38,-129.93,-101.81,3.77,999999999.0,-6.16,-3.2,-7.88,0.86,-0.94,0.06,-52.98,2.7,37.87,-8.67,7.43,8.89,0.18,62.13,8.38,3148.58,1289.47,3082.32,42.14,131.12,0.73,-7.98,-33.93926011634647,-38.72924772859464,-0.08998988946271265,0.07735381969915708,7.7246740497697,-0.08344830491804546,0.018125223438915417,0.0,0.9226461803008429,29959318,1.8633889451462096,-0.5024825624570971,제조업
788,(주)포메탈,119500,17-Dec,30.67,4.54,10.37,6.08,17.24,12.58,21.73,0.16,34.84,5.4,8.98,20.57,0.93,19.54,17.9,13.27,5.99,6.06,11.85,1.35,86.73,45.61,140.9,694.66,101.33,8.62,25.11,3.18,4.23,32.251029875484264,30.400067162271803,0.05140512918530253,0.31325126849074225,7.784017666589814,0.04035355908301329,0.052893800566278855,0.007552590902131005,0.6867487150662094,42766548,0.07480676582491258,0.46324240404338507,제조업
789,(주)포스코아이씨티,22100,17-Dec,53.17,4.42,-2.4,1.56,6.02,0.27,178.94,-0.18,204.92,2.29,12.5,48.14,1.45,-5.75,9.65,13.71,10.83,3.43,422.65,6.27,86.29,61.48,178.32,525.77,177.81,25.79,27.86,3.56,6.42,7.314685551848833,11.815511648437305,0.08675687694210013,0.38072906671570633,8.81043504225075,0.06497972967930768,0.09172826398022561,0.0012734769719914395,0.6192709332842937,266823384,0.07806477917521304,0.15569358446566933,"전문, 과학 및 기술 서비스업"
790,(주)포스코엠텍,9520,17-Dec,67.26,3.83,-5.26,7.26,31.1,18.95,10.52,0.07,728.2,13.1,12.38,67.16,1.76,-6.22,-0.47,9.77,12.38,9.53,21.4,18.55,90.23,72.79,160.52,397.07,136.23,23.56,2.85,3.85,6.73,-12.947943498707057,216.96039241272103,0.08517968581919949,0.421263898910958,8.154892946544534,0.06917087157226862,0.011108124538016661,0.019222205080856033,0.578736101089042,53585647,0.05053340841105667,0.193324937265748,제조업
791,(주)포스코케미칼,3670,17-Dec,24.36,8.68,15.47,5.87,38.27,3.32,68.5,-0.15,178.54,8.41,40.53,33.79,1.54,11.32,7.11,12.99,17.16,7.47,15.46,7.5,87.01,28.16,294.73,2182.01,232.68,37.02,65.5,7.08,13.33,21.816482646114466,133.4660400366298,0.12437872799201503,0.21971960671731694,8.922123259517333,0.12437731743532333,0.12451379926375378,0.008263642890956312,0.7802803932826831,367566425,0.04310527005321142,0.7116140269341841,제조업
792,(주)포인트엔지니어링,256630,17-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,,제조업
793,(주)포인트엔지니어링,176560,17-Dec,60.53,14.01,0.0,28.0,51.06,29.59,19.21,1.12,66.25,21.34,39.93,32.15,0.76,0.0,0.0,32.4,18.3,5.19,22.08,1.44,67.6,71.82,110.33,3047.94,100.53,3.64,52.59,1.82,10.68,0.0,0.0,0.1497256575492058,0.4179930691622996,7.812500126014343,0.10682340937724434,0.1852383086425179,0.018650361354435336,0.5820069308377004,39699998,0.12759371128568675,0.5243867005700898,제조업
794,(주)폴라리스세원,234100,17-Dec,61.06,-0.08,2.05,5.77,16.73,15.11,10.79,0.12,66.9,6.89,27.62,22.75,1.21,5.71,7.18,14.72,-0.18,5.32,19.7,3.3,85.28,70.09,175.99,1229.44,157.6,27.28,56.14,2.63,-0.1,-56.79828931062134,-101.3935068766207,0.035103321827652564,0.41206865477992616,7.579615492121995,-0.0009724816135423356,0.2015259115804132,0.007898138507664151,0.5879313715460515,13986440,0.11782698574652843,0.435527654465436,제조업
795,(주)폴라리스오피스,41020,17-Dec,18.39,-95.67,-3.73,-106.33,-206.45,0.0,999999999.0,-0.81,-87.34,-36.34,1.21,-1.0,0.34,-10.6,15.39,0.0,-41.78,14.95,0.0,24.8,0.0,21.36,339.21,232.2,339.21,36.24,62.86,1.44,-32.07,41.33358975167615,44.27034316334316,-0.31943193709950074,0.1760092016049476,7.648852475350136,-0.3269533135764234,0.09522155862307145,0.0,0.8239907983950524,21656959,1.9347083082538168,-1.035932153292414,정보통신업
796,(주)폴라리스우노,114630,17-Dec,3.76,-1.44,7.73,9.84,37.83,0.0,3972.26,-0.96,75.83,4.55,5.63,13.51,0.48,4.61,-0.59,22.49,-1.49,8.1,4.6,2.42,77.51,13.66,1866.64,1062.57,1560.48,58.48,780.05,3.74,-0.69,-74.19141566902351,-262.9244841003076,0.01642153143215834,0.12015009983566947,7.923953101506395,-0.0066698409546386336,0.2581960880296152,3.4407430180432764e-05,0.8798499001643305,32076031,0.1893051468512268,0.3670202559459701,제조업
797,(주)푸드웰,5670,17-Dec,125.18,2.51,-2.15,6.19,9.09,47.06,3.91,1.06,41.68,5.66,29.22,25.0,0.91,2.26,8.0,13.56,5.95,6.24,5.37,1.49,86.44,165.04,77.63,1097.83,43.08,-10.56,5.26,1.44,2.27,28.374799167501635,36.25743171606115,0.03770829443951861,0.6226919041767928,8.106148037050984,0.022958185740459682,0.02483501151773803,0.015496081123674786,0.37730809582320723,80868811,0.0944413316851872,0.3216652907282205,제조업
798,(주)푸른기술,94940,17-Dec,30.3,3.96,9.32,6.2,17.63,11.62,10.58,-0.03,62.16,4.22,7.05,15.54,0.71,12.87,13.2,22.63,3.7,5.27,4.73,2.49,77.37,31.42,241.21,733.26,184.8,32.55,45.38,2.95,2.81,217.37693476208077,96.49691813685686,0.02440459817375369,0.23907253087554903,7.50072749620625,0.026891891862028523,0.10461389238147882,0.009645558347414408,0.760927469124451,14062538,0.19035467961439975,0.4996202620720498,제조업
799,(주)퓨전,195440,17-Dec,173.9,-33.55,-6.15,-22.76,-30.45,19.5,-47.28,0.43,-455.83,-19.49,8.64,-14.24,0.83,-13.6,-12.47,8.52,-59.19,1.97,4.42,29.92,91.48,177.9,136.41,246.8,103.81,22.78,0.96,1.56,-27.82,-281.3156274193233,-1082.6219996726593,-0.26998708274430677,0.6401590564126097,7.4599093825394425,-0.287333369447732,0.006013394187713535,0.008921021205526744,0.35984094358739027,4221488,0.4004058029037841,-0.19677500038322418,정보통신업
800,(주)퓨쳐켐,220100,17-Dec,4.86,-149.77,0.0,-94.59,-32.23,13.71,-1402.32,-7.23,-27.0,-7.88,1.07,-3.08,0.08,0.0,0.0,-16.1,-16.51,2.58,2.49,0.3,116.1,32.35,1060.57,967.63,969.35,35.25,459.24,0.34,-12.47,-16.5800143353525,83.54235442168988,-0.12577999494612135,0.24442722657812388,7.556303381419093,-0.12474066372032079,0.16853040825778326,0.000366956921371212,0.7555727734218761,21988555,1.34922476651613,-0.12474066372032079,제조업
801,(주)프럼파스트,35200,17-Dec,16.84,8.9,4.45,5.95,46.92,3.12,70.77,0.05,124.98,7.1,12.69,25.45,1.22,4.09,7.62,21.65,13.9,2.51,9.05,5.7,78.35,17.83,511.05,859.83,418.32,58.76,74.59,6.0,10.85,41.42710593208676,35.59431562846454,0.13941728404525675,0.15129115391463607,7.611818736123848,0.10622382054525524,0.10662527266624146,0.013021459427179872,0.8487088460853639,11022743,0.09964425484628957,0.6328299785856351,제조업
802,(주)프로스테믹스,203690,17-Dec,3.04,-48.1,-13.76,19.32,88.93,0.0,-63599.96,-3.02,13.18,3.13,1.45,3.58,0.15,-34.16,-53.65,57.16,-7.52,11.95,5.87,0.55,42.84,3.64,1698.77,866.97,1601.57,46.97,549.59,3.62,-7.21,-202.40931404301165,-173.21195140827797,-0.10343084823803739,0.03514379500215949,7.6083506544478485,-0.07780555144333151,0.16146403247340652,4.6274807854377386e-05,0.9648562296383308,20328925,1.2109876102010269,0.6415251694723643,제조업
803,(주)프로텍,53610,17-Dec,18.43,16.95,18.02,7.58,37.38,4.12,147.44,0.04,65.69,6.45,31.77,30.01,0.92,45.73,57.95,30.27,19.78,5.18,6.85,1.85,69.73,20.85,336.54,3080.13,222.51,36.07,78.43,5.15,15.62,100.61514589986083,106.29964630776342,0.17096823929390007,0.17254119687751318,8.245450643172159,0.1442816100794758,0.11960845590301515,0.006720468265990543,0.8274588031224869,85654826,0.10187294206586282,0.764468017836138,제조업
804,(주)프리엠스,53160,17-Dec,7.9,3.97,1.11,1.92,13.04,0.0,4646.79,-1.69,73.28,1.16,9.55,13.11,0.61,0.85,41.54,17.52,2.66,16.73,17.9,3.34,82.48,9.74,1092.96,1443.7,1029.12,71.47,228.22,6.32,2.41,88.77343897592218,-30.656847599368408,0.027961598379829606,0.08874481398952232,7.676957105281329,0.023949990940235262,0.16426580095768403,6.78056594965738e-05,0.9112551860104777,10138649,0.128877498953213,0.5913795097156614,제조업
805,(주)플래스크,41590,17-Dec,90.25,-31.14,25.05,15.15,7.45,33.76,-0.21,7.34,-36.03,3.59,2.01,-2.47,0.26,60.88,-55.64,7.49,-17.42,6.42,7.79,3.09,92.51,92.85,71.24,381.36,69.93,-13.46,7.81,0.49,-8.19,91.63383510359154,53.01753616915996,-0.006293911551440113,0.4814587591625618,8.180030971164236,-0.07366756933197537,0.03652819940135004,0.06371001171029037,0.5185412408374382,100901038,0.10149476267553163,-0.25755426124515357,건설업
806,(주)플랜티넷,75130,17-Dec,8.65,-3.38,-1.18,15.39,46.38,2.4,21.9,-1.55,79.66,4.15,4.93,11.41,0.27,-2.03,-20.52,0.0,-1.37,4.57,90.07,1.84,0.0,9.83,511.46,1523.63,508.73,32.39,226.64,3.19,-0.9,-72.03243798987661,-123.99227432015272,0.014177082556367264,0.08947033135774422,7.913652148217882,-0.009103327904727069,0.17840984315697817,0.007236867581985744,0.9105296686422558,48967141,0.9474132800397927,0.5417342436527042,정보통신업
807,(주)플레이위드,23770,17-Dec,901.58,-23.63,1.65,-4.42,-0.66,8.53,1.43,4.64,1035.19,-0.6,7.75,3.2,0.14,7.76,0.94,54.13,-28.87,5.2,0.0,56.96,45.87,915.66,13.57,563.29,13.57,-76.73,0.46,0.15,-3.23,-53.52048214745194,-238.2891257552138,0.012340231187205989,0.9015418735974898,7.944358539958123,-0.032035643913736214,0.004117801802244598,0.009592637838542811,0.09845812640251018,77381126,0.45023275753123304,-0.2732990136010574,정보통신업
808,(주)피델릭스,32580,17-Dec,108.22,0.8,8.71,-0.11,-0.24,30.32,2.3,1.19,798.12,-0.13,5.95,16.4,1.22,14.36,8.3,17.37,2.03,4.8,2.93,52.2,82.63,113.95,151.83,236.77,78.78,26.22,9.15,2.37,0.98,284.39416665221404,1975.195283053465,0.03431321865768391,0.532591843804592,7.716771715525262,0.009422276498758486,0.0462618675905486,0.027995389819814996,0.467408156195408,12083713,0.14443923367412687,0.016224231544440863,제조업
