회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),이자비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결)
(주)퓨쳐켐,220100,19-Dec,8166655,63214939,-5489808,2558634,3302817,51743986,11470953,-5366988,5879563,29100598,-21827237
(주)프럼파스트,35200,19-Dec,29378879,38189682,1182469,7414288,2718,2986358,35203325,1526495,4372502,9325572,28049405
(주)프로스테믹스,203690,19-Dec,7127477,31839070,-3183337,6062764,96700,3485326,28353744,-2274174,6853400,16624876,17310617
(주)프로이천,321260,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)프로텍,53610,19-Dec,179775053,232522656,37400834,71317717,101337,24931538,207591118,46006680,19755552,84020139,191962553
(주)프리엠스,53160,19-Dec,18444454,48323778,540725,616686,242,2832704,45491074,-432176,3758830,9299372,30717738
(주)플래스크,41590,19-Dec,18906182,146731294,-71341362,7263693,10909034,70045143,76686151,-3974493,5911159,128382840,-85248371
(주)플랜티넷,75130,19-Dec,23557318,83298766,2669253,13721121,52744,7778447,75520319,2749843,20807475,52400735,46432329
(주)플레이디,237820,19-Dec,38572320,97299209,6589776,16230049,586953,56885585,40413624,8802949,29769371,22355122,24858024
(주)플레이위드,23770,19-Dec,56031811,122707636,9076281,3358894,601338,104648851,18058786,13587166,23642754,75865001,-22899858
(주)플리토,300080,19-Dec,1985147,26410723,-5970720,4207321,342112,2309406,24101317,-5737235,7722382,1487049,-21194353
(주)피델릭스,32580,19-Dec,56029896,68738429,-1217544,565203,1136861,32711235,36027194,-462458,9122362,7989280,2880133
(주)피씨디렉트,51380,19-Dec,278615750,67604517,3771348,4131767,512622,31525584,36078933,5744663,10893664,4394965,20466622
(주)피에이치씨,57880,19-Dec,9387758,68416700,-25521284,4950734,3873950,43973982,24442718,-6539236,7906267,47487679,-82518801
(주)피엔티,137400,19-Dec,321405860,500330962,-3016158,4218918,2740752,428645896,71685066,1477775,29337988,89170977,36745090
(주)피엔풍년,24940,19-Dec,54592806,52445651,5421554,3135600,203339,14167165,38278485,-1344581,15600107,17422287,33028949
(주)피제이메탈,128660,19-Dec,142138702,64413544,2112420,825587,789696,23884591,40528953,4392582,2239818,25934894,20159932
(주)피제이전자,6140,19-Dec,99328332,138487805,4885174,345292,138288,31451349,107036456,5890548,1885535,86998426,96909092
(주)피피아이,62970,19-Dec,48631596,38930912,2813809,13223674,326897,16506271,22424642,2679197,3115227,11208853,11271741
(주)픽셀플러스,87600,19-Dec,35347030,83360690,-6142136,5818774,53753,5593491,77767199,-8347275,17776431,31680482,79738854
(주)필옵틱스,161580,19-Dec,140395327,191044738,-16001294,7665844,1734133,132795981,58248757,-14922777,29037815,107995418,-4732146
(주)하림,136480,19-Dec,805855041,768027564,-39850732,50876367,13598331,513207511,254820052,-43423258,135107583,483294140,2408637
(주)하림지주,3380,19-Dec,7350259327,8615722154,94582869,565224526,149627000,5166235939,3449486215,306510649,1030209563,6088067628,986973905
(주)하이로닉,149980,19-Dec,20128483,46866861,3048462,2149915,68164,5335419,41531441,2612626,9387241,17571851,19005621
(주)하이비젼시스템,126700,19-Dec,134228522,165852207,6512620,18542795,134225,40677551,125174656,3648154,35060400,62204731,107769817
(주)하이소닉,106080,19-Dec,13164584,18798333,-7318936,4317355,994086,7573373,11224960,-5783565,3041315,8464453,-75973581
(주)하이텍팜,106190,19-Dec,63067728,131725161,-4217774,3108546,290180,33141156,98584005,-4524866,2408468,92700843,69971952
(주)하츠,66130,19-Dec,112304948,97451634,2373489,18046708,16792,14620864,82830770,2497963,22151409,32109720,66788375
(주)한국가구,4590,19-Dec,65652789,138462058,6068565,6306390,562208,34677574,103784484,8690313,13432931,98523112,79982157
(주)한국경제티브이,39340,19-Dec,77771130,146441417,15014545,12557676,268529,24541672,121899744,13691976,64079154,88660867,102209668
(주)한국비엔씨,256840,19-Dec,17668446,49598924,-5401184,22402121,417651,22021680,27577244,2335550,8148814,18939021,-201886
(주)한국아트라스비엑스,23890,19-Dec,648039575,480320191,53123964,51580666,1708846,113164071,367156120,64618545,47890132,199636432,598778469
(주)한국코퍼레이션,50540,19-Dec,121548545,112899793,-10563762,3897727,2954237,74321802,38577991,-9176327,16247310,86306140,-30549713
(주)한국큐빅,21650,19-Dec,156801233,131106581,3347893,14607432,1364667,73890403,57216178,5965019,11180499,60886038,30082519
(주)한국테크놀로지,53590,19-Dec,216247925,167180236,-17357157,2316805,7049016,132362475,34817761,-4223561,21469667,80574392,-26359455
(주)한국팩키지,37230,19-Dec,58376992,70585402,1807691,1087205,351467,30806358,39779044,2554625,5872256,41033524,28948674
(주)한글과컴퓨터,30520,19-Dec,319255505,651671869,22125531,82607723,12747435,318008571,333663298,33207231,131760936,411599910,139943957
(주)한네트,52600,19-Dec,25948122,63761022,1132444,37379396,855756,28684265,35076757,1873121,2199190,19343258,26329315
(주)한독크린텍,256150,19-Dec,48359058,41463932,4802734,4307866,112866,10288409,31175523,6072417,3856862,19195700,20592229
(주)한빛소프트,47080,19-Dec,43542409,43119214,2348732,6133311,66460,26826722,16292491,-272426,11998985,20943439,-37668975
(주)한송네오텍,226440,19-Dec,21519923,38668165,350504,8534642,778842,19455994,19212171,825588,3886760,6390028,6443108
(주)한일진공,123840,19-Dec,26220461,122792471,-31586946,25695750,853710,24832010,97960461,-8377621,11599163,77192494,18496201
(주)한창바이오텍,43090,19-Dec,7378379,28349718,-8209527,6151034,804096,6371939,21977779,-4395563,5488591,18118860,-52732580
(주)한컴위드,54920,19-Dec,15828868,174213420,33692808,19815857,824203,48010348,126203072,-421732,8791366,139974190,48478954
(주)한탑,2680,19-Dec,92248979,129107318,-6664299,6481692,5166877,93218593,35888725,-7777384,18039608,74721840,-9725586
(주)한프,66110,19-Dec,4503606,94647027,-18822585,3259151,3945440,66066813,28580214,-9358745,9864981,22737104,-66852104
(주)핸디소프트,220180,19-Dec,34759649,65954614,-11244819,36244187,762994,10306159,55648455,-3509702,12467908,4447781,-24155738
(주)행남사,8800,19-Dec,7686833,44161246,-36068962,4981327,705019,13526747,30634499,-4509218,5270148,30702192,-41652199
(주)헥토이노베이션,214180,19-Dec,123737897,300992779,23910072,94623655,98266,86231824,214760955,26978788,96759109,97775729,65746955
(주)헥토파이낸셜,234340,19-Dec,65559474,169235827,12879368,79812503,7513,58598434,110637393,13432507,52126966,22053894,63536906
(주)헬릭스미스,84990,19-Dec,4454516,371438506,-108359903,47573623,5920962,172372700,199065807,-41733789,41757733,137741428,-220349073
(주)현대공업,170030,19-Dec,166710367,141735192,4097035,12279492,77820,39840614,101894578,3354151,9393096,46171305,81759310
(주)현대바이오랜드,52260,19-Dec,106310862,209051968,10848889,14317446,757236,53328419,155723549,14460452,24817602,136301209,128792776
(주)현대에버다임,41440,19-Dec,248611599,280365328,1160130,5300310,995998,90466820,189898509,3064877,32184098,89367237,143230179
(주)현대이지웰,90850,19-Dec,82316730,90207539,4691206,19580091,392796,53832923,36374616,9407463,31228573,34802952,23645581
(주)협진,138360,19-Dec,18776214,50464697,-88215,4122096,570191,7156336,43308361,168943,4097798,20644159,-13009440
(주)형지아이앤씨,11080,19-Dec,102100436,63722359,-88042,5190116,2381283,41092394,22629965,450766,60280390,15504210,-26395795
(주)홈센타홀딩스,60560,19-Dec,265646362,328954147,-222701,18742241,4210300,186693314,142260833,2558151,23282252,254930793,-41545506
(주)홈캐스트,64240,19-Dec,52827379,96544366,-14366083,22713130,346144,9584717,86959649,-8917747,20580576,34179817,-10770863
(주)화신정공,126640,19-Dec,231063091,134185867,3454277,33372480,262289,53561866,80624001,4004775,4963743,61945642,48407786
(주)휴네시온,290270,19-Dec,18826121,28292684,1793386,4720991,17242,4416672,23876012,1897965,6078987,8105550,8832497
(주)휴럼,284420,19-Dec,66709700,32239296,2715172,4121022,1013666,29145504,3093792,5065993,33672775,13353997,1378342
(주)휴맥스,115160,19-Dec,1173887021,1022128768,20251100,89359921,20665543,602355035,419773733,22863825,187758418,470581329,83117381
(주)휴맥스홀딩스,28080,19-Dec,9253559,169615218,5832166,7335486,580379,16477441,153137776,1033238,8220320,148448450,64508986
(주)휴먼엔,32860,19-Dec,70658724,41243344,-3486175,1255012,1190319,20329303,20914041,-1794408,3283600,12792619,-46024972
(주)휴메딕스,200670,19-Dec,78618779,138421305,12129999,19097333,44408,17049474,121371831,13276316,19561195,82587621,47111234
(주)휴비츠,65510,19-Dec,87987307,151897854,8334022,4841080,1081831,57465300,94432555,11721881,24614604,98612985,74428613
(주)휴센텍,215090,19-Dec,17795672,22265439,-5782475,2073294,335225,6512775,15752663,-3259774,4312860,11008405,-3829509
(주)휴엠앤씨,263920,19-Dec,24964389,88369871,-5069758,8854629,2114409,25928742,62441130,834987,5719611,49057141,3088363
(주)휴온스,243070,19-Dec,365018985,300341675,37412975,37815626,1127384,102120356,198221319,48397657,151596890,99363437,118703134
(주)휴온스글로벌,84110,19-Dec,449422998,742152517,57348919,73337324,1500691,160353785,581798732,72912396,376510602,460713597,146049809
(주)흥국,10240,19-Dec,104480160,92358267,7002937,14990198,264764,24869272,67488995,8887375,9131806,44519981,59769150
(주)흥국에프엔비,189980,19-Dec,53767239,89302191,5303380,9185367,49463,25235549,64066642,5813143,12484827,50778855,35658736
(주)희림종합건축사사무소,37440,19-Dec,178561343,161634028,3571420,36372366,2514183,106816087,54817940,7234634,17550642,36592098,48264113
(주)힘스,238490,19-Dec,85064902,86740548,8442232,5233665,112562,25965532,60775016,7702123,20663522,38149985,38028975
KB오토시스(주),24120,19-Dec,147791589,143851954,10692459,8791816,688370,41364291,102487663,12683253,7930403,76092184,91615301
KD(주),44180,19-Dec,84340034,138272305,9251212,4894865,3276561,105526261,32746044,5348973,10193955,100023166,-25278310
가온미디어(주),78890,19-Dec,601042248,307629967,17797830,27993581,3813032,151716658,155913309,29092560,67498749,31029941,93599467
감성코퍼레이션(주),36620,19-Dec,7392646,39221444,-5950124,6641710,949487,22886441,16335003,-1421973,2735266,14763507,-6937583
갤럭시아머니트리(주),94480,19-Dec,85556494,240358046,8838255,7708842,3835054,148992777,91365269,8650300,24818226,47500895,18368327
경남스틸(주),39240,19-Dec,318211303,141926691,4638328,5600579,711273,54744212,87182479,6061218,9451849,51490360,81977969
경남제약(주),53950,19-Dec,44806055,74460268,-4546329,23937346,323429,13266452,61193816,-3149160,19990593,22354995,-3391600
경동제약(주),11040,19-Dec,176500195,287589289,22830839,62953364,465604,52722184,234867105,24552346,79757756,145277091,221138339
경창산업(주),24910,19-Dec,531349032,564865660,-76529123,19298696,12984940,472454909,92410751,-15182393,52206986,383818369,-13344821
고려신용정보(주),49720,19-Dec,116456558,48729768,6621135,10298381,133164,26180978,22548789,8083788,108372770,28776758,13533388
고려제약(주),14570,19-Dec,55529402,75849501,3895309,6270778,3974,10799788,65049712,3416383,17891793,24314859,56635909
광진실업(주),26910,19-Dec,42982094,36126776,-978930,3131229,119194,8048421,28078355,-1209558,4333881,17620459,23308006
국일신동(주),60480,19-Dec,28614669,53370196,-103390,1829936,20004,6032164,47338032,-157966,2082031,33793914,35181113
국일제지(주),78130,19-Dec,83852676,125508720,-38326422,4134545,2518248,81512674,43996046,723731,6370914,74105206,-7222762
글로벌에스엠테크리미티드,900070,19-Dec,109293207,131445124,3381617,18664934,1086845,38352304,93092820,5870119,23928427,47537577,23891052
글로벌텍스프리(주),204620,19-Dec,59766505,126536404,5807872,74990976,2688380,53633873,72902531,6927566,52838939,24817621,19270714
글로본(주),19660,19-Dec,10307315,33229332,-9327465,10035773,2153516,12462597,20766735,-4666164,7315261,20501499,-66695532
금강철강(주),53260,19-Dec,171338156,136604950,4389382,18817068,65647,26532179,110072771,2158369,7498393,37066494,89620377
나노캠텍(주),91970,19-Dec,47464649,72530166,-16256599,24253306,953840,13331931,59198235,8256594,8156399,29386758,-5686456
나라엠앤디(주),51490,19-Dec,156036235,217201628,1119549,8988807,1913199,136460590,80741037,2116472,13283890,94105232,58889314
나무기술(주),242040,19-Dec,84684742,56647226,3842143,3452074,1349558,38566481,18080746,4077027,10362437,5725887,416239
나이스정보통신(주),36800,19-Dec,452922830,641944211,29474779,147546074,114796,410850946,231093265,35046301,80414806,87174742,226970255
나이스평가정보(주),30190,19-Dec,410914934,319082831,40781413,89851365,406160,94901758,224181072,51340883,359574051,144628729,155491738
남화산업(주),111710,19-Dec,15007015,147317587,3080123,7293083,0,12345308,134972279,5545771,9461243,120933638,120064080
남화토건(주),91590,19-Dec,53704665,162249970,5122991,18134020,0,23571106,138678864,1681984,3310664,99882656,119615435
넥슨지티(주),41140,19-Dec,30214785,144613462,2927727,14319477,1512815,37049405,107564056,-28715154,37674172,68889451,28716413
농업회사법인(주)농우바이오,54050,19-Dec,121267018,289864329,6985733,17252762,837000,58109537,231754792,3931163,54634303,130163129,161957742
뉴지랩파마(주),214870,19-Dec,95819852,118470602,-2690266,43186031,2291415,51321015,67149587,-104088,26658681,28472076,152825
다믈멀티미디어(주),93640,19-Dec,13137932,33393126,535961,4433806,924313,12220054,21173072,1040384,4072680,15031219,-11343668
다이노나(주),86080,19-Dec,708917,25872033,-7555939,8632245,307882,7291913,18580119,-6572556,6828113,1817746,-47515391
대동금속(주),20400,19-Dec,88529123,106533539,762,3042111,1593516,71924665,34608874,3262382,4791056,75432071,16428339
대동기어(주),8830,19-Dec,143079332,182832449,-557474,151734,2431821,125461630,57370819,3189364,6268882,119891516,36822144
대모엔지니어링(주),317850,19-Dec,44996482,75643423,1730843,3099046,164987,32245271,43398153,955862,10640118,44645732,30180632
대보마그네틱(주),290670,19-Dec,23870075,62215458,3825058,1837021,621734,27060226,35155232,4651796,3697049,8581202,11951903
대봉엘에스(주),78140,19-Dec,69536921,102125115,6238777,11720847,71607,17218644,84906471,7352313,11528065,33095374,68399001
대아티아이(주),45390,19-Dec,114212328,148267018,2334929,4084611,130054,51619137,96647881,9042694,15899886,55365790,69178799
대양전기공업(주),108380,19-Dec,176919531,260438588,12498665,54980576,22467,52442301,207996287,14859314,10726967,95203234,171086169
대양제지공업(주),6580,19-Dec,259449752,232064376,25691597,409268,1496381,84890551,147173825,32720038,20752678,150101962,123424029
대원미디어(주),48910,19-Dec,191545738,136139045,3181392,10364991,443801,34941405,101197640,3664066,25756843,68775100,11926002
대원산업(주),5710,19-Dec,660965709,482983760,40393156,75831330,854064,171605637,311378123,26275512,20182573,141785025,306207349
대정화금(주),120240,19-Dec,79606764,151327494,6068096,16433887,45629,30069420,121258074,10365747,8648887,90558735,71430358
대주산업(주),3310,19-Dec,84291438,87056687,1807378,340244,611228,34974143,52082544,2702648,9788507,62724010,26796570
대주전자재료(주),78600,19-Dec,116384306,191226387,-700955,11420713,2569384,109060210,82166177,2663206,20181224,129613112,5213798
대한광통신(주),10170,19-Dec,154296022,289699254,-11700630,56835638,2614782,110298989,179400265,-9630795,21147838,128426844,7393970
대한그린파워(주),60900,19-Dec,15698121,47169922,-9871211,1731774,1505210,23836458,23333464,-7913438,5316781,37196104,-30403999
대한뉴팜(주),54670,19-Dec,134097440,127905958,15239195,17222653,1516533,66839785,61066173,20698417,51651636,61776239,354579
대한약품공업(주),23910,19-Dec,168761722,246851673,28166639,44835888,888229,80076416,166775257,33638836,25856632,135721530,163599334
대화제약(주),67080,19-Dec,114609566,166145365,9071960,2697590,3962822,82094656,84050710,6227757,42402518,116367873,51646285
더이앤엠(주),89230,19-Dec,44757416,97692114,-4015742,3828245,2854391,32139381,65552733,7897755,27107633,58116342,7181123
덕산네오룩스(주),213420,19-Dec,97873418,181310980,19157035,38904477,23093,21368228,159942752,20761497,12503632,102905107,61054598
덕산하이메탈(주),77360,19-Dec,51758113,210168585,11222620,39124171,24449,10182049,199986536,4083154,7172139,151929531,194224269
덕우전자(주),263600,19-Dec,129391206,118817281,9174170,32371228,707702,29845584,88971697,12365620,14611062,52278641,57446695
데브시스터즈(주),194480,19-Dec,37596925,123408357,-13898290,7227808,85075,21010435,102397922,-22185728,59782653,36631318,-7857647
도이치모터스(주),67990,19-Dec,1208710144,804374151,56306958,85127498,10618981,542310860,262063291,82887617,75028415,373344789,160592560
동국산업(주),5160,19-Dec,673704707,752912818,18083886,35582601,3374416,223081051,529831768,32924085,51200668,376360443,157499266
동국제약(주),86450,19-Dec,482280354,544383940,59050119,70260219,618986,158964254,385419686,68584510,222250429,205361546,328379813
동신건설(주),25950,19-Dec,24021434,102032096,840522,46710395,8883,14775825,87256271,-446363,4130296,24422788,81321520
동아화성(주),41930,19-Dec,288514645,238431134,10224991,15461970,2801918,127509872,110921262,10740000,23664835,109056854,92325900
동양이엔피(주),79960,19-Dec,482668665,287167921,25596455,18498141,83329,68505859,218662063,29344068,39507436,112466194,195412719
동양파일(주),228340,19-Dec,53169205,129953595,-15248768,11768103,2632,7707603,122245993,-5490940,9307956,64867637,43527411
동일금속(주),109860,19-Dec,86599662,142639453,15692770,3716723,202363,17662851,124976602,12551358,4879995,104116595,109938817
동일철강(주),23790,19-Dec,26560736,90109898,3867475,2398292,185246,35777587,54332310,-3991847,3901994,63851391,8941868
동화기업(주),25900,19-Dec,717405694,1440636414,43410161,21581706,13452940,762943947,677692467,58470188,102691112,1115734305,731720081
디아이티(주),110990,19-Dec,118760647,289657407,13165567,34903924,2025343,117282183,172375225,13162095,9271831,42711035,137514319
디에스티(주),33430,19-Dec,20809840,54525328,-17979722,1034396,6477254,50663913,3861415,-4136384,13274569,30780444,-97151849
디엑스앤브이엑스(주),180400,19-Dec,5753136,30048016,-17222856,2751423,1331823,6490545,23557471,-6983561,7748579,24403363,-33469732
디와이씨(주),310870,19-Dec,0,0,0,0,0,0,0,0,0,0,0
디와이피엔에프(주),104460,19-Dec,165590077,158275549,21072336,21369457,456490,90991255,67284294,28340545,10794843,50896207,52236436
디젠스(주),113810,19-Dec,79328540,79054294,-2953430,11198270,1368944,59570780,19483513,-2322286,14748054,38127185,-15317098
디케이락(주),105740,19-Dec,74368076,123740059,8496242,5225134,186597,30829406,92910653,9836289,12772192,58180034,58928711
라온시큐어(주),42510,19-Dec,30443294,51118782,2532706,23547778,683574,28262156,22856626,2121293,16032659,12239515,12200787
라온피플(주),300120,19-Dec,30770552,65686253,8434788,11253770,5170,2906560,62779693,8204511,13225512,2785206,23283139
램테크놀러지(주),171010,19-Dec,43411471,67037071,3174112,19281942,975459,31428918,35608153,4493254,4286797,34903349,6177400
로스웰인터내셔널유한회사,900260,19-Dec,97722450,331367883,2774421,154875687,2733440,74437486,256930396,4408197,14711520,54470909,105020565
로체시스템즈(주),71280,19-Dec,79780176,120035002,1196799,13505719,118043,54663365,65371638,4262219,10393357,64080841,38540917
리노공업(주),58470,19-Dec,170307405,325715904,52790182,31868276,7924,25537738,300178166,64141630,10012930,100169356,289308687
마이크로로봇(주),182690,19-Dec,12349999,26327325,-5021198,9790387,896255,14723015,11604310,-4184456,2282661,13769395,-14598154
매일유업(주),267980,19-Dec,1393256526,675195953,64335096,84349576,2790459,271561495,403634458,85294893,324134205,283281533,148507949
매일홀딩스(주),5990,19-Dec,1590752386,956463233,67228784,104106523,4763671,382619347,573843886,84428027,423206609,464088128,414753588
메가스터디(주),72870,19-Dec,140193511,379554212,11417830,61596714,479744,81928313,297625899,2310618,69305433,232187054,261925380
메가스터디교육(주),215200,19-Dec,437346200,432816425,48427353,6564752,1120656,182259342,250557082,59636102,190446054,342166183,86975121
메가엠디(주),133750,19-Dec,80374370,108321009,804928,21415027,300984,50993515,57327494,-844577,49445648,71367625,33892063
메디앙스(주),14100,19-Dec,97313127,139653596,32341007,13697568,801016,57001967,82651629,-148216,44985013,100459760,77979284
메디포스트(주),78160,19-Dec,45810814,213719039,-14121187,11921876,4151703,101759804,111959235,-8063519,37087900,122491899,-47260154
명성티엔에스(주),257370,19-Dec,35008403,66256204,504333,3450841,425037,28006050,38250154,898159,6014387,28048764,9135772
모바일어플라이언스(주),87260,19-Dec,44770460,50419989,-2674660,420297,645317,22191039,28228950,-776312,14298239,18633823,-6630188
모트렉스(주),118990,19-Dec,313649741,444300832,-38451989,21170747,12479449,357061597,87239236,-2648875,46281643,243146071,37719919
무림에스피(주),1810,19-Dec,137893618,298741272,1413220,27764037,1540824,93662470,205078802,1179047,11199924,216863630,138940624
미디어젠(주),279600,19-Dec,13828290,30458965,-549926,3658121,22368,12411661,18047304,-740285,11524025,13157592,-3410516
미래나노텍(주),95500,19-Dec,289734267,315964482,1657202,44251393,2584932,141464366,174500116,1409446,40461369,150112553,83928471
미래오토스,176440,19-Dec,241988640,119154897,-2069552,5921925,1362227,59774483,59380414,1995287,16900297,59451367,29889941
미스터블루(주),207760,19-Dec,63888589,62303334,12040618,21462557,159605,19396852,42906482,13861905,50026684,22465003,21158942
바디텍메드(주),206640,19-Dec,72798657,101262190,11897022,23820186,1731074,24155089,77107101,15015204,25990055,43545490,36512389
바이온(주),32980,19-Dec,19624333,61758367,-21310923,5553510,3151041,27050709,34707658,-9972328,11470863,37439869,-67909520
베뉴지(주),19010,19-Dec,58970705,578404448,2347785,11798552,6046838,285958889,292445559,6047213,30020650,487365866,186604416
보성파워텍(주),6910,19-Dec,111682204,125593380,841701,23363530,1585936,45682120,79911260,-1055101,8801948,53489900,14931006
브릿지바이오테라퓨틱스(주),288330,19-Dec,58283297,79737130,1324537,64087344,2741010,4718882,75018248,617193,21671563,1026715,-51362784
비디아이(주),148140,19-Dec,128590481,147695816,-221897,14087645,4258854,116951319,30744497,2988446,9553277,25348858,10971267
비에이치아이(주),83650,19-Dec,222852344,370163701,-14779296,15083342,9102467,300304115,69859586,-12462464,20971823,229421398,12806631
빛샘전자(주),72950,19-Dec,46442406,66623519,1884222,6146209,684,8979971,57643548,1878897,5940282,25188999,42521030
삼강엠앤티(주),100090,19-Dec,384531743,627931344,-37129797,12419398,14457815,432152491,195778853,-20595050,16135647,485884358,43218322
삼륭물산(주),14970,19-Dec,88705130,125593735,580712,13600895,1213224,54053386,71540348,1566807,6242452,79636206,58343519
삼목에스폼(주),18310,19-Dec,144218796,396407856,13699547,9710699,49880,54089578,342318278,11367058,22766081,252371615,303721060
삼보모터스(주),53700,19-Dec,939458008,735588275,-15515364,65353723,11792280,537356599,198231676,-10713775,87855434,414837693,121487287
삼보산업(주),9620,19-Dec,319940542,300467661,-3783384,19558340,9450118,247611164,52856497,7471764,15785942,152538146,-6316297
삼아제약(주),9300,19-Dec,71560150,190780878,10197258,12998371,60855,22631279,168149599,10396874,33287711,105225153,149436185
삼영엠텍(주),54540,19-Dec,69805770,119976287,3509245,15470297,815741,40097818,79878468,3137053,7740337,47277711,54817762
삼영이엔씨(주),65570,19-Dec,37032272,86222129,-9417380,2100788,116420,11038603,75183526,-2462280,12300457,32788390,63255247
삼지전자(주),37460,19-Dec,1494980608,559512185,33948422,46396096,6337306,228013492,331498693,36197019,35794267,225500766,108421473
삼천당제약(주),250,19-Dec,186602477,290150966,19599720,60272737,816830,66954254,223196712,25210117,85445645,127658412,128792637
삼천리자전거(주),24950,19-Dec,87105784,146726691,-8322500,2600997,2345100,67209547,79517144,-8241460,31267899,99568890,27702977
삼현철강(주),17480,19-Dec,237603984,171203628,6548215,57456971,5483,22066564,149137064,7948388,7352430,42191436,138069337
상신이디피(주),91580,19-Dec,141203717,148101006,4816581,26156128,2327551,85973830,62127175,8525471,14480907,90652618,32140399
상신전자(주),263810,19-Dec,81974667,52111609,2502802,4761395,386895,17587667,34523941,2971707,6979693,10178127,21596772
서암기계공업(주),100660,19-Dec,38451030,69554367,2184255,2649687,0,7923973,61630394,1505005,4701823,16596141,44701138
서울바이오시스(주),92190,19-Dec,350639743,579080908,1454475,6271743,10445516,391586737,187494170,10256164,59591648,441096149,52435913
서울반도체(주),46890,19-Dec,1129902382,1322136396,35836881,44448987,7486438,576440639,745695757,49538699,204131661,703048936,367845172
서울전자통신(주),27040,19-Dec,65589252,137380839,4051293,3228304,1009344,43897434,93483405,-1832488,5979910,103617464,-30325708
서호전기(주),65710,19-Dec,64884056,93141622,15313676,12049826,115707,18158212,74983410,12245033,11180481,50107504,66137645
성우전자(주),81580,19-Dec,118739390,126891468,-5382430,7816958,374081,23927839,102963629,-5072901,12769876,64073125,86296635
성우테크론(주),45300,19-Dec,32959022,75224671,4546310,11184713,354457,24482349,50742321,2201952,2568167,44304597,32350317
성호전자(주),43260,19-Dec,99288438,95653166,-5061670,2909066,1568250,54500407,41152759,-3074190,13903227,46555884,-9819087
세명전기공업(주),17510,19-Dec,18453516,81806215,3421230,12471069,124,10435072,71371143,1670564,1847610,51089467,63882978
세종텔레콤(주),36630,19-Dec,269640868,448276043,2182987,19392678,1552121,111538082,336737962,-9756384,175083120,210751946,-37830788
소니드(주),60230,19-Dec,36946795,87603979,-1000321,30552301,1823326,32568653,55035326,2532980,7168174,28227847,-33091679
소프트캠프(주),258790,19-Dec,19738974,21126083,627526,5510723,81692,11516641,9609441,4093023,10797756,5293330,-4088508
솔브레인홀딩스(주),36830,19-Dec,1021271673,1159459650,119290717,346352701,4518968,317791133,841668517,174184666,80597516,621758831,706926937
스튜디오드래곤(주),253450,19-Dec,468660678,581557107,26424613,59833973,493769,153306915,428250192,28701606,19181858,337061816,93540476
시그네틱스(주),33170,19-Dec,218775440,182878840,-22949225,7764191,542478,46416598,136462243,-19639345,12782515,136208596,35983194
신라섬유(주),1000,19-Dec,4180813,32161672,227501,330303,586958,17706112,14455560,732137,548412,31020997,-2626747
신라에스지(주),25870,19-Dec,89400350,48035276,726138,5262626,939139,32181418,15853859,2097047,4120880,28176938,2677562
신라젠(주),215600,19-Dec,9068581,69745030,-113199973,7999651,5450138,8752501,60992529,-58492593,67561174,15828546,-333319504
신성델타테크(주),65350,19-Dec,453654136,348684313,5282427,21532436,5057313,214879755,133804559,10347058,36497302,205081963,105425471
신신제약(주),2800,19-Dec,67854562,129237818,2023675,1129922,247613,72866958,56370860,2328969,21249570,84648694,34342181
신원종합개발(주),17000,19-Dec,256456728,191574781,12733307,22157026,2583828,105520476,86054306,6922486,13125437,39674636,35521485
신일제약(주),12790,19-Dec,60648342,117837501,7256932,2975468,216818,16592756,101244744,9414590,15460761,67170836,94694882
신화인터텍(주),56700,19-Dec,254429113,184128026,9472696,7451144,2189867,87540483,96587543,16338864,19048933,113031275,13155021
신흥에스이씨(주),243840,19-Dec,239492755,335398061,16029010,52074048,4503133,233867642,101530419,20187914,19206254,201837556,59352110
쌍용정보통신(주),10280,19-Dec,108259896,82441725,1308564,44233786,68555,38117986,44323738,458756,12844591,23165833,3859704
씨비아이(주),13720,19-Dec,22117497,40883528,306966,997083,221291,18902616,21980912,241443,2457593,30898998,13006692
씨아이에스(주),222080,19-Dec,100552888,169743005,11194389,19492159,1236811,120073068,49669937,15394050,5654296,29785722,24970109
씨앤지하이테크(주),264660,19-Dec,128842100,81340415,11803498,38884945,6754,13939134,67401280,14476833,6881594,8242251,40233978
씨앤티85(주),56730,19-Dec,7220575,28192798,-31395316,1609789,2878986,31327606,-3134807,-3504602,3765464,20941840,-94402358
씨에스베어링(주),297090,19-Dec,102573702,107990241,6096348,12528635,892675,62755138,45235104,10268373,7986763,58534481,2142692
씨제이바이오사이언스(주),311690,19-Dec,4783223,33741415,-4345714,5354036,45331,2886768,30854647,-4518862,7191999,2099460,-4222377
씨제이프레시웨이(주),51500,19-Dec,3055080974,1181663153,9587493,21255877,17448263,892529739,289133414,58075352,338395050,685827840,37127997
씨큐브(주),101240,19-Dec,44746670,82177764,5945121,5309043,360389,28081966,54095798,7747327,11241831,44659622,40129640
